event_id	page	record	statement_id	hand	exact_copy_identity	surface	semantic_recipe_identity	component_recipe	workshop_reading_de	recipe_has_two_card_realizations	spoken_readback_rule	copy_rule
E008	f10r	H1	H1-S001	HAND_1	PROC008	oky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E011	f10r	H1	H1-S002	HAND_1	PROC011	qokchy	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E013	f10r	H1	H1-S002	HAND_1	PROC013	chol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E027	f10r	H2	H2-S002	HAND_1	PROC013	chol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E029	f10r	H2	H2-S002	HAND_1	PROC013	chol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E044	f11r	H3	H3-S001	HAND_1	PROC031	shey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E052	f11r	H3	H3-S004	HAND_1	PROC036	qotchy	RCP121	OT+Y	DANACH · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E053	f11r	H3	H3-S004	HAND_1	PROC037	okchol	RCP093	OK+OL	ANSETZEN · WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E062	f55v	H4	H4-S002	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E066	f55v	H4	H4-S003	HAND_2	PROC046	cheeky	RCP025	CHK+EE+Y	WAERMEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E081	f56r	H5	H5-S001	HAND_1	PROC008	choky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E085	f56r	H5	H5-S002	HAND_1	PROC008	choky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E091	f56r	H5	H5-S004	HAND_1	PROC011	okchy	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E095	f56r	H5	H5-S005	HAND_1	PROC011	chokchy	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E098	f56r	H5	H5-S006	HAND_1	PROC065	otchey	RCP121	OT+Y	DANACH · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E106	f81v	B1	B1-S002	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E110	f81v	B1	B1-S002	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E114	f81v	B1	B1-S002	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E120	f81v	B1	B1-S002	HAND_2	PROC076	schedy	RCP021	CHD+DY	UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E121	f81v	B1	B1-S003	HAND_2	PROC013	qol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E123	f81v	B1	B1-S004	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E124	f81v	B1	B1-S004	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E131	f81v	B1	B1-S007	HAND_2	PROC082	qokchdy	RCP084	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E133	f81v	B1	B1-S008	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E135	f81v	B1	B1-S008	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E140	f81v	B1	B1-S011	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E145	f81v	B1	B1-S014	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E148	f81v	B1	B1-S014	HAND_2	PROC013	qol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E151	f81v	B1	B1-S015	HAND_2	PROC091	okchedy	RCP084	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E154	f81v	B1	B1-S016	HAND_2	PROC013	qol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E158	f81v	B1	B1-S017	HAND_2	PROC094	dchdy	RCP021	CHD+DY	UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E167	f82r	B2	B2-S001	HAND_2	PROC076	dchedy	RCP021	CHD+DY	UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E183	f82r	B2	B2-S005	HAND_2	PROC107	chkeey	RCP025	CHK+EE+Y	WAERMEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E188	f82r	B2	B2-S006	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E195	f82r	B2	B2-S010	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E196	f82r	B2	B2-S010	HAND_2	PROC115	ls	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E197	f82r	B2	B2-S010	HAND_2	PROC031	cheey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E203	f82r	B2	B2-S012	HAND_2	PROC031	cheey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E239	f83r	B3	B3-S005	HAND_2	PROC076	schedy	RCP021	CHD+DY	UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E240	f83r	B3	B3-S006	HAND_2	PROC133	chedchy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E244	f83r	B3	B3-S007	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E247	f83r	B3	B3-S009	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E251	f83r	B3	B3-S011	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E252	f83r	B3	B3-S011	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E264	f83r	B3	B3-S016	HAND_2	PROC091	qokchedy	RCP084	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E281	f83r	B3	B3-S022	HAND_2	PROC145	qotchedy	RCP114	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E283	f83r	B3	B3-S024	HAND_2	PROC076	tchedy	RCP021	CHD+DY	UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E284	f83r	B3	B3-S025	HAND_2	PROC082	qokchdy	RCP084	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E287	f83r	B3	B3-S026	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E295	f83r	B3	B3-S029	HAND_2	PROC013	sol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E298	f83r	B3	B3-S030	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E301	f83r	B3	B3-S030	HAND_2	PROC145	otchedy	RCP114	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E304	f83r	B3	B3-S032	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E319	f83r	B4	B4-S003	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E321	f83r	B4	B4-S003	HAND_2	PROC065	otchey	RCP121	OT+Y	DANACH · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E323	f83r	B4	B4-S003	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
