recipe_id	component_recipe	workshop_reading_de	exact_card_count	exact_card_ids	surface_forms	events	pages	hands	semantic_teaching_mode
RCP001	AIIN	SOLLMASS	1	PROC009	aiin,chaiin,daiin,saiin,taiin	20	f10r,f11r,f55v,f56r,f81v,f82r,f83r	HAND_1,HAND_2	ONE_RECIPE_ONE_CARD
RCP002	AIN	PORTION	1	PROC156	dain	2	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP003	AIR+Y+DY	WASSER · DIES · SCHLUSS	1	PROC162	dairydy	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP004	AL	ZIELSTELLE	1	PROC055	al,chal,cheal,dal,sal,tal	10	f56r,f81v,f82r,f83r	HAND_1,HAND_2	ONE_RECIPE_ONE_CARD
RCP005	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	1	PROC144	dalchdy	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP006	AL+DY	ZIELSTELLE · SCHLUSS	1	PROC127	daldy	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP007	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	1	PROC148	chealror	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP008	AR	QUELLE	1	PROC003	char,dar,sar	5	f10r,f81v,f82r,f83r	HAND_1,HAND_2	ONE_RECIPE_ONE_CARD
RCP009	AR+Y	QUELLE · DIES	1	PROC137	chary	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP010	CFH+Y	AUSWRINGEN · DIES	1	PROC028	cfhy	1	f11r	HAND_1	ONE_RECIPE_ONE_CARD
RCP011	CH+AIR	ENTNEHMEN · WASSER	1	PROC006	chair	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP012	CH+CKH+AL	ENTNEHMEN · DURCHLASS · ZIELSTELLE	1	PROC163	chckhal	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP013	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	1	PROC045	cheoar	1	f55v	HAND_2	ONE_RECIPE_ONE_CARD
RCP014	CH+E+S	ENTNEHMEN · KURZ · TEIL	1	PROC124	ches	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP015	CH+E+Y	ENTNEHMEN · KURZ · DIES	1	PROC001	dchey	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP016	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	1	PROC057	cheeckhody	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP017	CH+O+AIIN	ENTNEHMEN · ARBEITSGANG · SOLLMASS	1	PROC025	chodaiin	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP018	CHD+AIN	UMSETZEN · PORTION	1	PROC151	chedain	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP019	CHD+AIR	UMSETZEN · WASSER	1	PROC150	schedair	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP020	CHD+AL	UMSETZEN · ZIELSTELLE	1	PROC168	chdal	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP021	CHD+DY	UMSETZEN · SCHLUSS	2	PROC076,PROC094	dchdy,dchedy,schedy,tchedy	5	f81v,f82r,f83r	HAND_2	ONE_RECIPE_MULTIPLE_CARD_REALIZATIONS
RCP022	CHD+Y	UMSETZEN · DIES	2	PROC042,PROC133	chdy,chedchy,chedy	12	f55v,f81v,f83r	HAND_2	ONE_RECIPE_MULTIPLE_CARD_REALIZATIONS
RCP023	CHK+E+Y	WAERMEN · KURZ · DIES	1	PROC083	cheky	3	f81v,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP024	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	1	PROC132	chkeedy	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP025	CHK+EE+Y	WAERMEN · LANG · DIES	2	PROC046,PROC107	cheeky,chkeey	3	f55v,f82r,f83r	HAND_2	ONE_RECIPE_MULTIPLE_CARD_REALIZATIONS
RCP026	CKH+Y	DURCHLASS · DIES	1	PROC075	chckhy,shckhy	4	f81v,f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP027	CTH+AIIN	BEREITEN · SOLLMASS	1	PROC017	cthaiin	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP028	CTH+E+Y	BEREITEN · KURZ · DIES	1	PROC117	qcthey,shcthey	2	f82r,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP029	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	1	PROC002	cthoor	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP030	CTH+Y	BEREITEN · DIES	1	PROC014	checthy,cthy,shcthy	7	f10r,f11r,f83r	HAND_1,HAND_2	ONE_RECIPE_ONE_CARD
RCP031	DA+IIN	ZWEIT · ARBEITSSTUFE	1	PROC169	daiiin	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP032	E+K+E+Y	KURZ · ZUGEBEN · KURZ · DIES	1	PROC171	qekey	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP033	E+OL	KURZ · WEITER	1	PROC093	teol	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP034	E+T+Y	KURZ · ANWENDEN · DIES	1	PROC010	etyd	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP035	EE+AR	LANG · QUELLE	1	PROC146	cheedar	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP036	EEE+T+Y	VOLL · ANWENDEN · DIES	1	PROC149	cheeety	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP037	HO	ZUTAT	1	PROC052	cho,sho	4	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP038	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	1	PROC053	chodaly	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP039	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	1	PROC051	chochor	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP040	HO+Y	ZUTAT · DIES	1	PROC056	choy	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP041	K+AIN	ZUGEBEN · PORTION	1	PROC069	chkain,kain	3	f81v,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP042	K+AIR	ZUGEBEN · WASSER	1	PROC068	kair	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP043	K+AL	ZUGEBEN · ZIELSTELLE	1	PROC062	kchal	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP044	K+AR	ZUGEBEN · QUELLE	1	PROC165	skar	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP045	K+E+OL	ZUGEBEN · KURZ · WEITER	1	PROC066	keol	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP046	K+E+Y	ZUGEBEN · KURZ · DIES	1	PROC059	kchey	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP047	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	1	PROC063	kchoar	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP048	K+IIN	ZUGEBEN · ARBEITSSTUFE	1	PROC024	kaiiin	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP049	K+OL	ZUGEBEN · WEITER	1	PROC054	kchol	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP050	K+Y	ZUGEBEN · DIES	1	PROC035	kchy	1	f11r	HAND_1	ONE_RECIPE_ONE_CARD
RCP051	L	LEITEN	1	PROC072	dl	2	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP052	L+AIIN	LEITEN · SOLLMASS	1	PROC147	chldaiin	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP053	L+AL+OR	LEITEN · ZIELSTELLE · ANSATZ	1	PROC173	ldalor	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP054	L+AR	LEITEN · QUELLE	1	PROC121	lar	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP055	L+CH+Y	LEITEN · ENTNEHMEN · DIES	1	PROC116	lchy	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP056	L+CHD	LEITEN · UMSETZEN	1	PROC102	lched	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP057	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	1	PROC088	lchedal	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP058	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	1	PROC123	lchedar	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP059	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	1	PROC120	lchedy	8	f82r,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP060	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLUSS	1	PROC103	lcheckhedy	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
