event_id	page	record	statement_id	hand	exact_copy_identity	surface	semantic_recipe_identity	component_recipe	workshop_reading_de	recipe_has_two_card_realizations	spoken_readback_rule	copy_rule
E001	f10r	H1	H1-S001	HAND_1	PROC001	dchey	RCP015	CH+E+Y	ENTNEHMEN · KURZ · DIES	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E002	f10r	H1	H1-S001	HAND_1	PROC002	cthoor	RCP029	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E003	f10r	H1	H1-S001	HAND_1	PROC003	char	RCP008	AR	QUELLE	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E004	f10r	H1	H1-S001	HAND_1	PROC004	chty	RCP157	T+Y	ANWENDEN · DIES	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E005	f10r	H1	H1-S001	HAND_1	PROC005	os	RCP108	OS	FACH	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E006	f10r	H1	H1-S001	HAND_1	PROC006	chair	RCP011	CH+AIR	ENTNEHMEN · WASSER	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E007	f10r	H1	H1-S001	HAND_1	PROC007	otytchol	RCP122	OT+Y+T+CH+OL	DANACH · DIES · ANWENDEN · ENTNEHMEN · WEITER	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E008	f10r	H1	H1-S001	HAND_1	PROC008	oky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E009	f10r	H1	H1-S001	HAND_1	PROC009	daiin	RCP001	AIIN	SOLLMASS	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E010	f10r	H1	H1-S001	HAND_1	PROC010	etyd	RCP034	E+T+Y	KURZ · ANWENDEN · DIES	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E011	f10r	H1	H1-S002	HAND_1	PROC011	qokchy	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E012	f10r	H1	H1-S002	HAND_1	PROC012	qotchol	RCP112	OT+CH+OL	DANACH · ENTNEHMEN · WEITER	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E013	f10r	H1	H1-S002	HAND_1	PROC013	chol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E014	f10r	H1	H1-S002	HAND_1	PROC014	cthy	RCP030	CTH+Y	BEREITEN · DIES	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E015	f10r	H2	H2-S001	HAND_1	PROC015	ycheor	RCP160	Y+CH+E+OR	DIES · ENTNEHMEN · KURZ · ANSATZ	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E016	f10r	H2	H2-S001	HAND_1	PROC014	cthy	RCP030	CTH+Y	BEREITEN · DIES	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E017	f10r	H2	H2-S001	HAND_1	PROC016	chor	RCP106	OR	ANSATZ	NO	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
