source_word_id	source_slot	register	current_value_de	revised_value_de	action	provenance_class	working_confidence_1_to_5	unit_uses	unit_use_count	group_weighted_program_exposure	licensing_dictionary_entries	licensing_prose_events	reason_de
H08	EXTRACTION_MEDIUM	HERBAL	Auszugsmedium	Auszugsflüssigkeit	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	H3;H4;H5	3	62	3	7	Das Kompositum sagt Stoffrolle und bleibt kürzer als eine freie Weinannahme.
H09	OIL_BINDER	HERBAL	Träger	Trägerstoff	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	H2;H3	2	41	0	0	Ein konkreter technischer Rollenname ersetzt den abstrakten Träger.
H10	HONEY_BINDER	HERBAL	Binder	Bindestoff	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	H4;H5	2	45	0	0	Der Rollenname ist kurz und verlangt weder Honig noch Leim.
H15	DRINK_OR_PRODUCT	HERBAL	Endprodukt	Mittel	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	H1;H3;H5	3	58	0	0	Mittel funktioniert als Arznei- oder Werkmittel und ist kein modernes Endproduktetikett.
B16	FILTER	BIO	Filtern	Seihgang	REVISE_PLAINER	VISIBLE_CONTEXT_PLUS_CARD	4	B1;B2;B3;B4;B6	5	270	5	17	Die Arbeitssprache braucht einen Vorgang statt des infiniten Filtern.
A06	MANSION_PLACE	ASTRO	28er Platz	28er Feld	REVISE_PLAINER	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	4	A2;A3	2	205	1	0	Das Wort benennt die sichtbare Adresse ohne Mondstationsclaim.
A07	CONDITION_PLACE	ASTRO	Himmelsbedingung	Bedingungsfeld	REVISE_PLAINER	VISIBLE_CONTEXT_PLUS_CARD	4	A1	1	190	1	0	Der lokale Platz ist ein Feld mit Bedingung, nicht die Bedingung selbst.
A09	LOCAL_LABEL	ASTRO	Himmelslabel	Himmelszeichen	REVISE_PLAINER	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	4	A1;A2;A3	3	395	1	0	Zeichen ist natürlicher als das moderne Label und bleibt bildnah.
A12	WEATHER_VALUE	ASTRO	Witterungswert	Wetterzeichen	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	A3	1	140	2	0	Die mittlere Rosette wird als Wetterzeichen gelesen, nicht als abstrakter Wert.
A13	LIGHT_VALUE	ASTRO	Lichtwert	Lichtzeichen	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	A3	1	140	2	0	Das Strahlenmotiv liefert ein Zeichen, keinen metrischen Lichtwert.
A14	PLANET_VALUE	ASTRO	Zeitwert	Zeitzeichen	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	A3	1	140	2	0	Ohne identifizierten Planeten bleibt die temporale Zeichenrolle.
A15	QUALITY_VALUE	ASTRO	Qualitätswert	Eigenschaft	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	A3	1	140	2	0	Eine lokale Eigenschaft ist verständlicher als ein Qualitätswert.
