source_word_id	source_slot	register	current_value_de	revised_value_de	action	provenance_class	working_confidence_1_to_5	unit_uses	unit_use_count	group_weighted_program_exposure	licensing_dictionary_entries	licensing_prose_events	reason_de
S01	OWNER	SHARED	Besitzer	Besitzer	KEEP	VISIBLE_CONTEXT_PLUS_CARD	4	NONE	0	0	1	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
S02	ITEM	SHARED	Arbeitsposten	Arbeitsposten	KEEP	CARD_OR_REGISTER_ONLY	3	NONE	0	0	7	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
S03	PREVIOUS	SHARED	voriger Ansatz	voriger Ansatz	KEEP	CARD_OR_REGISTER_ONLY	3	NONE	0	0	3	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
S04	TARGET	SHARED	bezeichnete Stelle	bezeichnete Stelle	KEEP	VISIBLE_CONTEXT_PLUS_CARD	4	NONE	0	0	3	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
S05	PORTION	SHARED	örtliche Portion	örtliche Portion	KEEP	VISIBLE_CONTEXT_PLUS_CARD	4	H1;H2	2	38	5	8	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
S06	RESULT	SHARED	sichtbares Ergebnis	sichtbares Ergebnis	KEEP	VISIBLE_CONTEXT_PLUS_CARD	4	NONE	0	0	9	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
H01	PLANT	HERBAL	Bildpflanze	Bildpflanze	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	H1;H2;H3;H4;H5	5	100	0	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
H02	ROOT	HERBAL	Wurzel	Wurzel	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	H1	1	14	4	5	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
H03	SHOOT	HERBAL	junger Spross	junger Spross	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	H2	1	24	4	1	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
H04	LEAF	HERBAL	Blatt	Blatt	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	H2;H3;H4	3	59	4	5	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
H05	FLOWER	HERBAL	Blüte	Blüte	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	H3	1	17	4	4	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
H06	HERB	HERBAL	Kraut	Kraut	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	H5	1	27	5	9	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
H07	WATER	HERBAL	Wasser	Wasser	KEEP	MASTER_SELECTED_CONTENT	2	H1;H5	2	41	2	3	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
H08	EXTRACTION_MEDIUM	HERBAL	Auszugsmedium	Auszugsflüssigkeit	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	H3;H4;H5	3	62	3	7	Das Kompositum sagt Stoffrolle und bleibt kürzer als eine freie Weinannahme.
H09	OIL_BINDER	HERBAL	Träger	Trägerstoff	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	H2;H3	2	41	0	0	Ein konkreter technischer Rollenname ersetzt den abstrakten Träger.
H10	HONEY_BINDER	HERBAL	Binder	Bindestoff	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	H4;H5	2	45	0	0	Der Rollenname ist kurz und verlangt weder Honig noch Leim.
H11	VESSEL	HERBAL	Gefäß	Gefäß	KEEP	VISIBLE_CONTEXT_PLUS_CARD	4	H1;H2;H4	3	56	2	1	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
H12	CLOTH	HERBAL	Tuch	Tuch	KEEP	VISIBLE_CONTEXT_PLUS_CARD	4	H2;H3;H4;H5	4	86	1	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
H13	EXTRACT	HERBAL	Auszug	Auszug	KEEP	VISIBLE_CONTEXT_PLUS_CARD	4	H1;H2;H3;H4;H5	5	100	6	20	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
H14	RESIDUE	HERBAL	Rückstand	Rückstand	KEEP	MASTER_SELECTED_CONTENT	2	H1	1	14	1	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
H15	DRINK_OR_PRODUCT	HERBAL	Endprodukt	Mittel	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	H1;H3;H5	3	58	0	0	Mittel funktioniert als Arznei- oder Werkmittel und ist kein modernes Endproduktetikett.
H16	OUTER_APPLICATION	HERBAL	Auftrag	Auftrag	KEEP	MASTER_SELECTED_CONTENT	2	H2;H3;H4;H5	4	86	2	1	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B01	FIGURE_WORKPIECE	BIO	Badende	Badende	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	B1;B2;B3;B4	4	261	0	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B02	BASIN	BIO	Becken	Becken	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	B1;B2;B3;B4	4	261	1	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B03	STATION	BIO	Beckenstation	Beckenstation	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	B1;B2;B3;B4;B5;B6	6	281	2	34	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B04	OPENING	BIO	Öffnung	Öffnung	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	B2;B3;B4;B5;B6	5	215	1	5	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B05	INLET	BIO	Einlass	Einlass	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	B2;B4;B6	3	118	2	10	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B06	OUTLET	BIO	Ablauf	Ablauf	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	B1;B2;B3;B4;B5	5	272	2	10	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B07	RUN	BIO	Flüssigkeitslauf	Flüssigkeitslauf	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	4	B2;B3;B4;B5;B6	5	215	3	9	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B08	RECEIVER	BIO	Auffanggefäß	Auffanggefäß	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	B3	1	86	3	2	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B09	WASH_LIQUID	BIO	Waschflüssigkeit	Waschflüssigkeit	KEEP	MASTER_SELECTED_CONTENT	2	B1;B2;B3;B4;B5;B6	6	281	2	8	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B10	ADDITIVE	BIO	Zusatz	Zusatz	KEEP	CARD_OR_REGISTER_ONLY	3	B1;B2	2	128	3	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B11	BIO_CLOTH	BIO	Tuch	Tuch	KEEP	VISIBLE_CONTEXT_PLUS_CARD	4	B4;B6	2	56	2	3	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B12	TEMPERATURE	BIO	Temperatur	Temperatur	KEEP	CARD_OR_REGISTER_ONLY	3	B1;B2;B3;B4;B5	5	272	7	100	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B13	DURATION	BIO	Dauer	Dauer	KEEP	CARD_OR_REGISTER_ONLY	3	B1;B2;B3;B4;B5	5	272	7	105	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B14	BODY_WORK_AREA	BIO	örtliche Stelle	örtliche Stelle	KEEP	VISIBLE_CONTEXT_PLUS_CARD	4	B1;B2;B3;B4;B5;B6	6	281	4	39	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B15	IMMERSION	BIO	Teilbad	Teilbad	KEEP	VISIBLE_CONTEXT_PLUS_CARD	4	B2	1	62	0	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
B16	FILTER	BIO	Filtern	Seihgang	REVISE_PLAINER	VISIBLE_CONTEXT_PLUS_CARD	4	B1;B2;B3;B4;B6	5	270	5	17	Die Arbeitssprache braucht einen Vorgang statt des infiniten Filtern.
