audit_id	round	surface	mode	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_exact	split_normalized	zl3b_it2a_exact	default_meaning_de	contextual_meaning_de	before_gloss_de	after_gloss_de	known_other_tokens	v34_line_de	v35_line_de	hard_collision	verdict
G658-A01-0001	1	otam	EXACT_CONTEXTUAL_WHOLE	f103r	f103r.40	S	B	3	10	FINAL	lotar	<EOS>	qokeey sheeol shckhy sheol shodyol aiin otedy qoteey lotar otam	qokeey sheeol shckhy sheol shody ol aiin otedy qoteey lotar otam	qokeey shee l shckhy sheol shody ol aiin ote y qoteey loteir otam	ALL_THREE_EXACT	1	1	1	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes.	[otam:?]	ein Maß kalten Ansatzes	6	heiß am Ende des Grades | [sheeol:?] | Arzneikompositum: feucht, Gradanfang | feuchtes Material | [shodyol:?] | Menge III | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades | [lotar:?] | [otam:?]	heiß am Ende des Grades | [sheeol:?] | Arzneikompositum: feucht, Gradanfang | feuchtes Material | [shodyol:?] | Menge III | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades | [lotar:?] | ein Maß kalten Ansatzes	0	CONCRETE_CONTEXT_COMPATIBLE
G658-A01-0002	1	otam	EXACT_CONTEXTUAL_WHOLE	f103v	f103v.14	S	B	3	12	FINAL	aiin	<EOS>	teeol sheol sho qokeedy shedy qokey oshedy oteedy qokain otar aiin otam	teeol sheol sho qokeedy shedy qokey oshedy oteedy qokain otar aiin otam	teeol sheol sho qokeedy shedy qokey oedy oteedy qokain otar aiin otam	ALL_THREE_EXACT	1	1	1	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes.	[otam:?]	ein Maß kalten Ansatzes	9	[teeol:?] | feuchtes Material | feuchter Ansatz | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | [oshedy:?] | kalter Ansatz am Ende des Grades, abgeschlossen | heiß, Grad II | kalte Drogenfraktion I im Ansatz | Menge III | [otam:?]	[teeol:?] | feuchtes Material | feuchter Ansatz | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | [oshedy:?] | kalter Ansatz am Ende des Grades, abgeschlossen | heiß, Grad II | kalte Drogenfraktion I im Ansatz | Menge III | ein Maß kalten Ansatzes	0	CONCRETE_CONTEXT_COMPATIBLE
G658-A01-0003	1	otam	EXACT_CONTEXTUAL_WHOLE	f103v	f103v.21	S	B	3	9	MEDIAL	teor	oll	tokain shal qokeed oteedy sheoky shay tar teor otam oll	tokain shal qokeed oteedy sheoky shaikhhy tar teor otam oll	tokain shal qokeed teedy sheoky shay tar teor otam oll	ALL_THREE_EXACT	1	1	1	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes	[otam:?]	ein Maß kalten Ansatzes	4	[tokain:?] | Rohstoffklasse I, feucht am Gradanfang | [qokeed:?] | kalter Ansatz am Ende des Grades, abgeschlossen | feucht angesetzte heiße Zubereitung am Gradanfang | [shay:?] | kalte Drogenfraktion I | [teor:?] | [otam:?] | [oll:?]	[tokain:?] | Rohstoffklasse I, feucht am Gradanfang | [qokeed:?] | kalter Ansatz am Ende des Grades, abgeschlossen | feucht angesetzte heiße Zubereitung am Gradanfang | [shay:?] | kalte Drogenfraktion I | [teor:?] | ein Maß kalten Ansatzes | [oll:?]	0	CONCRETE_CONTEXT_COMPATIBLE
G658-A01-0004	1	otam	EXACT_CONTEXTUAL_WHOLE	f104v	f104v.20	S	B	3	12	FINAL	chdar	<EOS>	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	ALL_THREE_EXACT	1	1	1	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes.	[otam:?]	ein Maß kalten Ansatzes	5	Drogenportion | [sheeo:?] | [lcheedy:?] | heiß am Ende des Grades | [qochey:?] | kalt und trocken am Ende des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades, abgeschlossen | [qokol:?] | Pflanzen-/Reproduktionsteil | [chorol:?] | [chdar:?] | [otam:?]	Drogenportion | [sheeo:?] | [lcheedy:?] | heiß am Ende des Grades | [qochey:?] | kalt und trocken am Ende des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades, abgeschlossen | [qokol:?] | Pflanzen-/Reproduktionsteil | [chorol:?] | [chdar:?] | ein Maß kalten Ansatzes	0	CONCRETE_CONTEXT_COMPATIBLE
G658-A01-0005	1	otam	EXACT_CONTEXTUAL_WHOLE	f105r	f105r.36	S	B	3	9	MEDIAL	oteodar	ytedy	dyteey otedaiin otar ol chedy ted qotar oteodar otam ytedy otaiin	dyteey otedaiin otar ol chedy ted qotar oteodar otam ytedy otaiin	dyteey otedaiin otar ol chedy ted qotar oteodar otam ytedy otaiin	ALL_THREE_EXACT	1	1	1	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes	[otam:?]	ein Maß kalten Ansatzes	5	[dyteey:?] | [otedaiin:?] | kalte Drogenfraktion I im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades, abgeschlossen | [ted:?] | kalte Drogenfraktion I | [oteodar:?] | [otam:?] | [ytedy:?] | kalt im Zubereitungsrahmen, Grad III	[dyteey:?] | [otedaiin:?] | kalte Drogenfraktion I im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades, abgeschlossen | [ted:?] | kalte Drogenfraktion I | [oteodar:?] | ein Maß kalten Ansatzes | [ytedy:?] | kalt im Zubereitungsrahmen, Grad III	0	CONCRETE_CONTEXT_COMPATIBLE
G658-A01-0006	1	otam	EXACT_CONTEXTUAL_WHOLE	f106v	f106v.12	S	B	3	10	FINAL	otal	<EOS>	ycheey qoeeda chodain otalchdy qokaiin chokaiin chody qokal otal otam	ycheey qoeedy chodain otal chdy qokaiin chokaiin chody qokal otal otam	ycheey qoeedy chodain otal ch y qokaiin chokaiin chody qokal otal otam	ALL_THREE_EXACT	1	1	1	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes.	[otam:?]	ein Maß kalten Ansatzes	3	[ycheey:?] | [qoeeda:?] | [chodain:?] | [otalchdy:?] | heiß, Grad III | [chokaiin:?] | [chody:?] | Rohstoffklasse I, heiß am Gradanfang | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [otam:?]	[ycheey:?] | [qoeeda:?] | [chodain:?] | [otalchdy:?] | heiß, Grad III | [chokaiin:?] | [chody:?] | Rohstoffklasse I, heiß am Gradanfang | Rohstoffklasse I im Ansatz, kalt am Gradanfang | ein Maß kalten Ansatzes	0	CONCRETE_CONTEXT_COMPATIBLE
G658-A01-0007	1	otam	EXACT_CONTEXTUAL_WHOLE	f107r	f107r.41	S	B	3	6	FINAL	otal	<EOS>	qokaiin ar ockhey qokal otal otam	qokain ar ockhey qokal otal otam	qokaiin ar ockhey qokal otal otam	ALL_THREE_EXACT	1	1	1	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes.	[otam:?]	ein Maß kalten Ansatzes	5	heiß, Grad III | Drogenfraktion I | Ansatz eines Arzneikompositums in der Gradmitte | Rohstoffklasse I, heiß am Gradanfang | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [otam:?]	heiß, Grad III | Drogenfraktion I | Ansatz eines Arzneikompositums in der Gradmitte | Rohstoffklasse I, heiß am Gradanfang | Rohstoffklasse I im Ansatz, kalt am Gradanfang | ein Maß kalten Ansatzes	0	CONCRETE_CONTEXT_COMPATIBLE
G658-A01-0008	1	otam	EXACT_CONTEXTUAL_WHOLE	f107v	f107v.12	S	B	3	11	FINAL	qokaiin	<EOS>	qokeey lcheol chol kaiin olkal shedy qokaly odar choty qokaiin otam	qokeey lcheol chol kaiin olkal shedy qokaly odar choty qokaiin otam	qokeey lcheol chol kaiin olkal she y qokaly odar choty qokaiin otam	ALL_THREE_EXACT	1	1	1	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes.	[otam:?]	ein Maß kalten Ansatzes	5	heiß am Ende des Grades | [lcheol:?] | trocken; nominal trockenes Gut/Material | heiß, Grad III | [olkal:?] | feucht in der Mitte des Grades, abgeschlossen | [qokaly:?] | [odar:?] | [choty:?] | heiß, Grad III | [otam:?]	heiß am Ende des Grades | [lcheol:?] | trocken; nominal trockenes Gut/Material | heiß, Grad III | [olkal:?] | feucht in der Mitte des Grades, abgeschlossen | [qokaly:?] | [odar:?] | [choty:?] | heiß, Grad III | ein Maß kalten Ansatzes	0	CONCRETE_CONTEXT_COMPATIBLE
G658-A01-0009	1	otam	EXACT_CONTEXTUAL_WHOLE	f108r	f108r.44	S	B	3	5	MEDIAL	charam	cheody	ychey chey okar charam otam cheody	ychey chey okar charam otam cheody	ychey chey okar charam otam cheody	ALL_THREE_EXACT	1	1	1	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes	[otam:?]	ein Maß kalten Ansatzes	3	[ychey:?] | trocken in der Mitte des Grades | heiße Drogenfraktion I im Ansatz | [charam:?] | [otam:?] | getrockneter Ansatz	[ychey:?] | trocken in der Mitte des Grades | heiße Drogenfraktion I im Ansatz | [charam:?] | ein Maß kalten Ansatzes | getrockneter Ansatz	0	CONCRETE_CONTEXT_COMPATIBLE
G658-A01-0010	1	otam	EXACT_CONTEXTUAL_WHOLE	f108v	f108v.38	S	B	3	10	FINAL	qoteedy	<EOS>	dsheol qokeedy qokeedy chey qokeedy qokedy sheckhy lkedy qoteedy otam	dsheol qokeedy qokeedy chey qokeedy qokedy sheckhy lkedy qoteedy otam	dsheol qokee y qokeedy chey qokeedy qokedy sheckhy lkedy qotee y otam	ALL_THREE_EXACT	1	1	1	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes.	[otam:?]	ein Maß kalten Ansatzes	7	[dsheol:?] | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | feuchtes Arzneikompositum am Gradanfang | [lkedy:?] | kalt am Ende des Grades, abgeschlossen | [otam:?]	[dsheol:?] | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | feuchtes Arzneikompositum am Gradanfang | [lkedy:?] | kalt am Ende des Grades, abgeschlossen | ein Maß kalten Ansatzes	0	CONCRETE_CONTEXT_COMPATIBLE
