exact_tuple_id	surface	selected_default_English	source_class	terminal_events	last_events	only_events	nonterminal_events	support_pages	distinct_predecessors	closure_states	workshop_use
bc4f1f5c006c74a4d26d	shedy	let it stand until ready; end this instruction	SETTLE_READY_CLOSE	12	9	3	0	3	6	DY1_B30:12	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
7d25241b0e56c836372a	qokeedy	bathe or immerse in the tempered warm liquid; end this instruction	TEMPERED_IMMERSION_CLOSE	10	5	5	0	2	4	DY1_B30:10	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
de7321bface5628e35d6	lchedy	let the spent liquid drain into the lower receiving vessel; end this instruction	DRAIN_TO_LOWER_RECEIVER_CLOSE	8	3	5	0	2	3	DY1_B30:8	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
7db18b2f0fb7ed0fcfd3	qokedy	rinse the indicated place once; end this instruction	LOCAL_RINSE_CLOSE	8	5	3	0	2	4	DY1_B30:8	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
2f1c5e56e8f0ff459065	daiin	in the stated or usual measure	MEASURE_REFERENCE	5	5	0	15	7	11	DY0_B30:20	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
259b2b3b0bf859882e2c	schedy	wash the used vessel or channel through once; end this instruction	APPARATUS_WASH_THROUGH_CLOSE	4	1	3	0	3	1	DY1_B30:4	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
dd0ecaf5e27d81befffc	dal	apply it at the place indicated by the drawing	APPLICATION_LOCATION	3	2	1	7	4	4	DY0_B30:10	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
b921a237be883a820352	dy	this present portion	CURRENT_PORTION	3	3	0	15	6	12	DY0_B30:18	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
276a7c2d74d1143446f4	oky	apply or use this portion	APPLICATION_ACTION	3	2	1	7	5	7	DY0_B30:10	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
3b70942557b3a40e8030	olkeedy	let the liquid settle; end this instruction	SETTLE_LIQUID_CLOSE	3	1	2	0	2	1	DY1_B30:3	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
87411f84689b4f93a303	qokchdy	heat it once; end this instruction	HEAT_ONCE_CLOSE	3	0	3	0	2	0	DY1_B30:3	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
28ffbc88b97772a75f1e	qolchedy	set the mixed liquid aside in a covered receiving vessel; end this instruction	RESERVE_MIXED_LIQUID_CLOSE	3	1	2	0	3	1	DY1_B30:3	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
d68bc8de3bcee09db23c	shckhedy	strain it once through cloth; end this instruction	CLOTH_STRAIN_CLOSE	3	1	2	0	2	1	DY1_B30:3	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
4d4559019a961b834aa1	char	from the same prepared batch	SAME_PREPARED_BATCH_REFERENCE	2	2	0	3	4	5	DY0_B30:5	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
6f7ff8287eddf4da9fdb	chedy	stir until evenly mixed	MIXING_ACTION	2	2	0	9	3	8	DY0_B30:11	LICENSED_TERMINAL_CARD_NOT_FREE_PUNCTUATION
