record_unit_id	page	protocol_name	step	statement_id	protocol_phase	event_order_in_statement	event_id	field_id	visible_owner	visible_surface	master_card_id	component_or_whole_analysis	concrete_value_de	teaching_status
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	1	B1-S001	KURZKONTAKT	1	E101	F021	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	MC083	OK+DY	kurz einwirken; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	1	E102	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	okaiin	MC120	OK+AIIN	bemessen	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	2	E103	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	kair	MC023	K + AIR	Beckenlauf	SPECIALIST_COMPONENT_COMPOSITION
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	3	E104	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	okal	MC040	OK+AL	dorthin einsetzen	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	4	E105	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	sar	MC055	AR	davon	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	5	E106	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	weiter	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	6	E107	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	kain	MC105	AIN	Portion	SPECIALIST_COMPONENT_COMPOSITION
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	7	E108	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	olkain	MC097	OL	weiterer Anteil	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	8	E109	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	al	MC154	AL	dorthin	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	9	E110	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	weiter	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	10	E111	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	rol	MC016	OL	Anschluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	11	E112	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	dl	MC012	DL	BADZUSATZ	LEARNED_WHOLE_SIGN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	12	E113	F023	gemeinsames zweireihiges Figuren-/Beckenfeld	olor	MC157	OL+OR	derselbe Ansatz	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	13	E114	F023	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	weiter	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	14	E115	F023	gemeinsames zweireihiges Figuren-/Beckenfeld	sheckhal	MC058	AL	Kurze Zielpassage	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	15	E116	F023	gemeinsames zweireihiges Figuren-/Beckenfeld	daiin	MC039	AIIN	Sollwert	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	16	E117	F023	gemeinsames zweireihiges Figuren-/Beckenfeld	qokeedal	MC096	OK+AL	Langer Zieleinsatz	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	17	E118	F023	gemeinsames zweireihiges Figuren-/Beckenfeld	daiin	MC039	AIIN	Sollwert	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	18	E119	F023	gemeinsames zweireihiges Figuren-/Beckenfeld	chckhy	MC035	Y	durchleiten	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	2	B1-S002	ANSATZ_BEMESSEN_UND_BESCHICKEN	19	E120	F023	gemeinsames zweireihiges Figuren-/Beckenfeld	schedy	MC025	CHED~CHD	überführen; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	3	B1-S003	HOMOGENISIEREN	1	E121	F024	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	MC153	OL	weiter	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	3	B1-S003	HOMOGENISIEREN	2	E122	F025	gemeinsames zweireihiges Figuren-/Beckenfeld	sshkchdy	MC061	CHD + DY visible; SSHK hull unresolved	SCHWENKEN; SCHLUSS	LEARNED_WHOLE_SIGN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	4	B1-S004	UEBERFUEHREN_UND_ABSETZEN	1	E123	F026	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy	MC074	Y+CHED~CHD	überführen	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	4	B1-S004	UEBERFUEHREN_UND_ABSETZEN	2	E124	F026	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	weiter	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	4	B1-S004	UEBERFUEHREN_UND_ABSETZEN	3	E125	F026	gemeinsames zweireihiges Figuren-/Beckenfeld	shedy	MC128	DY	kurz absetzen; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	5	B1-S005	WEITERFUEHREN	1	E126	F027	gemeinsames zweireihiges Figuren-/Beckenfeld	qolchedy	MC028	OL+DY+CHED~CHD	weiterführen; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	6	B1-S006	ZUSATZ_DURCHLEITEN	1	E127	F028	gemeinsames zweireihiges Figuren-/Beckenfeld	qokain	MC017	OK + AIN	Anteil zugeben	SPECIALIST_COMPONENT_COMPOSITION
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	6	B1-S006	ZUSATZ_DURCHLEITEN	2	E128	F028	gemeinsames zweireihiges Figuren-/Beckenfeld	shckhy	MC035	Y	durchleiten	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	6	B1-S006	ZUSATZ_DURCHLEITEN	3	E129	F028	gemeinsames zweireihiges Figuren-/Beckenfeld	dl	MC012	DL	BADZUSATZ	LEARNED_WHOLE_SIGN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	6	B1-S006	ZUSATZ_DURCHLEITEN	4	E130	F028	gemeinsames zweireihiges Figuren-/Beckenfeld	ral	MC056	AL	Zielmarke	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	7	B1-S007	EINBRINGEN	1	E131	F029	gemeinsames zweireihiges Figuren-/Beckenfeld	qokchdy	MC088	CHED~CHD	einführen; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	8	B1-S008	WAERMEN_UND_ABSETZEN	1	E132	F030	gemeinsames zweireihiges Figuren-/Beckenfeld	chey	MC123	Y	dies	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	8	B1-S008	WAERMEN_UND_ABSETZEN	2	E133	F030	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	weiter	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	8	B1-S008	WAERMEN_UND_ABSETZEN	3	E134	F030	gemeinsames zweireihiges Figuren-/Beckenfeld	cheky	MC147	Y	kurz wärmen	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	8	B1-S008	WAERMEN_UND_ABSETZEN	4	E135	F030	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	weiter	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	8	B1-S008	WAERMEN_UND_ABSETZEN	5	E136	F030	gemeinsames zweireihiges Figuren-/Beckenfeld	shedy	MC128	DY	kurz absetzen; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	9	B1-S009	KURZKONTAKT	1	E137	F031	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	MC083	OK+DY	kurz einwirken; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	10	B1-S010	KURZKONTAKT_WIEDERHOLEN	1	E138	F032	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	MC083	OK+DY	kurz einwirken; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	11	B1-S011	DURCHLASS_UND_EINSETZEN	1	E139	F033	gemeinsames zweireihiges Figuren-/Beckenfeld	chckhy	MC035	Y	durchleiten	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	11	B1-S011	DURCHLASS_UND_EINSETZEN	2	E140	F033	gemeinsames zweireihiges Figuren-/Beckenfeld	qoky	MC026	OK+Y	einsetzen	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	12	B1-S012	WASCHZYKLUS	1	E141	F034	gemeinsames zweireihiges Figuren-/Beckenfeld	lsho	MC130	LSH	Waschgang	SPECIALIST_COMPONENT_COMPOSITION
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	12	B1-S012	WASCHZYKLUS	2	E142	F034	gemeinsames zweireihiges Figuren-/Beckenfeld	qokey	MC007	OK+Y	kurz einwirken	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	12	B1-S012	WASCHZYKLUS	3	E143	F034	gemeinsames zweireihiges Figuren-/Beckenfeld	lshedy	MC038	DY	Waschgang; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	13	B1-S013	WASCHZYKLUS_WIEDERHOLEN	1	E144	F035	gemeinsames zweireihiges Figuren-/Beckenfeld	lshedy	MC038	DY	Waschgang; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	14	B1-S014	ABFUEHREN_ZUR_FOLGEQUELLE	1	E145	F036	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy	MC074	Y+CHED~CHD	überführen	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	14	B1-S014	ABFUEHREN_ZUR_FOLGEQUELLE	2	E146	F036	gemeinsames zweireihiges Figuren-/Beckenfeld	qolky	MC134	OL	Weiterweg	BASE_CURRICULUM
