reading	model	paragraph	leaf	witness	whole_literal_paragraph	L	P	S	OA	OB	OC	complete_atom_groups	contains_permission	unassigned_atom_values	decision	independent_confirmation_leaves
IT2a	M	f16r|f16r.4-f16r.4	16	0	dainod ychealod	d	nod	ea	lod	ai	ych	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	1	dainod ychealod	d	nod	eal	od	ai	ych	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	2	dainod ychealod	d	nod	hea	lod	ai	yc	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	3	dainod ychealod	d	od	ea	lod	ain	ych	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	4	dainod ychealod	d	od	hea	lod	ain	yc	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	5	dainod ychealod	da	nod	ea	lod	i	ych	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	6	dainod ychealod	da	nod	eal	od	i	ych	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	7	dainod ychealod	da	nod	hea	lod	i	yc	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	8	dainod ychealod	da	od	ea	lod	in	ych	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	9	dainod ychealod	da	od	hea	lod	in	yc	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	10	dainod ychealod	dai	nod	ea	lod	UNASSIGNED	ych	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	11	dainod ychealod	dai	nod	eal	od	UNASSIGNED	ych	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	12	dainod ychealod	dai	nod	hea	lod	UNASSIGNED	yc	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	13	dainod ychealod	dai	od	ea	lod	n	ych	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	14	dainod ychealod	dai	od	hea	lod	n	yc	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	15	dainod ychealod	dai	yc	hea	lod	nod	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	16	dainod ychealod	dai	ych	ea	lod	nod	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f16r|f16r.4-f16r.4	16	17	dainod ychealod	dai	ych	eal	od	nod	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	0	ychekchy kchaiin	yc	chy	a	iin	hek	kch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	1	ychekchy kchaiin	yc	chy	ai	in	hek	kch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	2	ychekchy kchaiin	yc	chy	aii	n	hek	kch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	3	ychekchy kchaiin	yc	chy	cha	iin	hek	k	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	4	ychekchy kchaiin	yc	chy	ha	iin	hek	kc	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	5	ychekchy kchaiin	yc	chy	hai	in	hek	kc	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	6	ychekchy kchaiin	ych	chy	a	iin	ek	kch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	7	ychekchy kchaiin	ych	chy	ai	in	ek	kch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	8	ychekchy kchaiin	ych	chy	aii	n	ek	kch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	9	ychekchy kchaiin	ych	chy	cha	iin	ek	k	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	10	ychekchy kchaiin	ych	chy	ha	iin	ek	kc	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	11	ychekchy kchaiin	ych	chy	hai	in	ek	kc	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	12	ychekchy kchaiin	ych	hy	a	iin	ekc	kch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	13	ychekchy kchaiin	ych	hy	ai	in	ekc	kch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	14	ychekchy kchaiin	ych	hy	aii	n	ekc	kch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	15	ychekchy kchaiin	ych	hy	cha	iin	ekc	k	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	16	ychekchy kchaiin	ych	hy	ha	iin	ekc	kc	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f18r|f18r.14-f18r.14	18	17	ychekchy kchaiin	ych	hy	hai	in	ekc	kc	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f22v|f22v.16-f22v.16	22	0	saiinchy daldalol	sa	chy	lda	lol	iin	da	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f22v|f22v.16-f22v.16	22	1	saiinchy daldalol	sai	chy	lda	lol	in	da	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f22v|f22v.16-f22v.16	22	2	saiinchy daldalol	sai	hy	lda	lol	inc	da	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f24r|f24r.20-f24r.20	24	0	samchorly	sam	UNASSIGNED	cho	rly	UNASSIGNED	UNASSIGNED	L+S+OA	False	P,OB,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	D	f24r|f24r.20-f24r.20	24	0	samchorly	sam	UNASSIGNED	cho	rly	UNASSIGNED	UNASSIGNED	L+S+OA	False	P,OB,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	D	f24r|f24r.20-f24r.20	24	1	samchorly	sam	cho	UNASSIGNED	rly	UNASSIGNED	UNASSIGNED	L+P+OA	True	S,OB,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f27r|f27r.13-f27r.13	27	0	okchodeey	okc	UNASSIGNED	hod	eey	UNASSIGNED	UNASSIGNED	L+S+OA	False	P,OB,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	D	f27r|f27r.13-f27r.13	27	0	okchodeey	okc	UNASSIGNED	hod	eey	UNASSIGNED	UNASSIGNED	L+S+OA	False	P,OB,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	D	f27r|f27r.13-f27r.13	27	1	okchodeey	okc	hod	UNASSIGNED	eey	UNASSIGNED	UNASSIGNED	L+P+OA	True	S,OB,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	0	daiin chkaiin	d	iin	kai	in	a	ch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	1	daiin chkaiin	d	in	hka	iin	ai	c	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	2	daiin chkaiin	d	in	ka	iin	ai	ch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	3	daiin chkaiin	d	n	hka	iin	aii	c	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	4	daiin chkaiin	d	n	ka	iin	aii	ch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	5	daiin chkaiin	d	n	kai	in	aii	ch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	6	daiin chkaiin	da	ch	kai	in	iin	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	7	daiin chkaiin	da	chk	ai	in	iin	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	8	daiin chkaiin	da	chk	aii	n	iin	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	9	daiin chkaiin	da	iin	ai	in	UNASSIGNED	chk	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	10	daiin chkaiin	da	iin	aii	n	UNASSIGNED	chk	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	11	daiin chkaiin	da	iin	kai	in	UNASSIGNED	ch	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	12	daiin chkaiin	da	n	ai	in	ii	chk	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	13	daiin chkaiin	da	n	kai	in	ii	ch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	14	daiin chkaiin	dai	c	hka	iin	in	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	15	daiin chkaiin	dai	ch	ka	iin	in	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	16	daiin chkaiin	dai	chk	a	iin	in	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	17	daiin chkaiin	dai	chk	aii	n	in	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	18	daiin chkaiin	dai	in	a	iin	UNASSIGNED	chk	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
