scope_id	order_occurrence_id	source_event_id	bundle_id	record_id	physical_page	register	locus	surface	working_recipe	literal_working_reading_de	marked_literal_working_reading_de	ol_ordinal_in_event	ol_literal_token_ordinal	literal_token_count	left_token	left_token_type	right_token	right_token_type	name_relative_position	scope_orientation	scope_formula_de	directional_scope_phrase_de	gdt475_position_role	gdt475_stream_interpretation	boundary_role	context_selected_model	model_source	context_selected_event_reading_de	root_meaning_change	learned_name_change	claim_status
G477-O001	G475-O002	P1003-E0598	G474-B004	G475-R004	f71v	CELESTIAL	f71v.4	okolar	OK+OL+AR	SETZEN · FORTSETZEN · AUSGANG	SETZEN · ⟦FORTSETZEN⟧ · AUSGANG	1	2	3	SETZEN	ACTION	AUSGANG	FUNCTION	NAME_FREE	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Setzen in Ausgang weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	GDT474_SELECTED_DEFAULT	Weiter setze den Eintrag von der Ausgangsposition.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O002	G475-O009	P1003-E0646	G474-B016	G475-R016	f71v	CELESTIAL	f71v.17	sholshdy	SH+OL+SH	HALTEN · FORTSETZEN · HALTEN · [STERNSTELLENNAME:dy]	HALTEN · ⟦FORTSETZEN⟧ · HALTEN · [STERNSTELLENNAME:dy]	1	2	4	HALTEN	ACTION	HALTEN	ACTION	PRE_NAME	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Halten in Halten weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	GDT474_SELECTED_DEFAULT	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O003	G475-O014	P1008-E0142	G474-B026	G475-R026	f72r	CELESTIAL	f72r1.11	ochol	O+OL	AUSFÜHRUNG · FORTSETZEN	AUSFÜHRUNG · ⟦FORTSETZEN⟧	1	2	2	AUSFÜHRUNG	FUNCTION	NONE	BOUNDARY	NAME_FREE	BACKWARD_HOLD	X · OL = X weiterführen	Ausführung weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	GDT474_SELECTED_DEFAULT	Weiter beziehe den Eintrag, als Ausführung.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O004	G475-O023	P1008-E0252	G474-B051	G475-R051	f72r	CELESTIAL	f72r2.21	otolam	OT+OL+AM_ADDR	DANACH · FORTSETZEN · HIER	DANACH · ⟦FORTSETZEN⟧ · HIER	1	2	3	DANACH	FUNCTION	HIER	FUNCTION	NAME_FREE	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Folgeschritt in bezeichnete Stelle weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → weiter → hier.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O005	G475-O027	P1008-E0350	G474-B061	G475-R060	f72r	CELESTIAL	f72r3.2	olkalaiin	OL+AL+AIIN	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	⟦FORTSETZEN⟧ · [STERNSTELLENNAME:k] · ZIELORT · WERT	1	1	4	NONE	BOUNDARY	[STERNSTELLENNAME:k]	LEARNED_NAME	PRE_NAME	FORWARD_OPEN	OL · X = weiter mit X	weiter mit Sternstelle »k«	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	INSTRUCTION	GDT476_CONTEXT	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O006	G475-O028	P1008-E0351	G474-B062	G475-R060	f72r	CELESTIAL	f72r3.3	olalsy	OL+AL+Y	FORTSETZEN · ZIELORT · POSTEN	⟦FORTSETZEN⟧ · ZIELORT · POSTEN	1	1	3	NONE	BOUNDARY	ZIELORT	FUNCTION	NAME_FREE	FORWARD_OPEN	OL · X = weiter mit X	weiter mit Zielort	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: weiter → Zielposition → Positionsposten.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O007	G475-O031	P1008-E0364	G474-B070	G475-R068	f72r	CELESTIAL	f72r3.11	ofsholdy	O+LOCAL_CHAR_F+SH+OL	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	AUSFÜHRUNG · HIER · HALTEN · ⟦FORTSETZEN⟧ · [STERNSTELLENNAME:dy]	1	4	5	HALTEN	ACTION	[STERNSTELLENNAME:dy]	LEARNED_NAME	PRE_NAME	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Halten in Sternstelle »dy« weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	GDT474_SELECTED_DEFAULT	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O008	G475-O032	P1008-E0367	G474-B072	G475-R069	f72r	CELESTIAL	f72r3.13	ykolairol	OL+AIR+OL	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	[STERNSTELLENNAME:yk] · ⟦FORTSETZEN⟧ · BAHN · FORTSETZEN	1	2	4	[STERNSTELLENNAME:yk]	LEARNED_NAME	BAHN	FUNCTION	POST_NAME	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Sternstelle »yk« in Bahn weiterführen	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	INSTRUCTION	GDT476_CONTEXT	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O009	G475-O033	P1008-E0367	G474-B072	G475-R069	f72r	CELESTIAL	f72r3.13	ykolairol	OL+AIR+OL	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · ⟦FORTSETZEN⟧	2	4	4	BAHN	FUNCTION	NONE	BOUNDARY	POST_NAME	BACKWARD_HOLD	X · OL = X weiterführen	Bahn weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	EXPLICIT_CONTINUATION_OL	INSTRUCTION	GDT476_CONTEXT	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O010	G475-O034	P1008-E0422	G474-B082	G475-R078	f72r	CELESTIAL	f72r3.24	olaiin	OL+AIIN	FORTSETZEN · WERT	⟦FORTSETZEN⟧ · WERT	1	1	2	NONE	BOUNDARY	WERT	FUNCTION	NAME_FREE	FORWARD_OPEN	OL · X = weiter mit X	weiter mit Wert	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	CATALOGUE	GDT476_CONTEXT	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O011	G475-O035	P1008-E0423	G474-B082	G475-R078	f72r	CELESTIAL	f72r3.24	olay	OL	FORTSETZEN · [STERNSTELLENNAME:ay]	⟦FORTSETZEN⟧ · [STERNSTELLENNAME:ay]	1	1	2	NONE	BOUNDARY	[STERNSTELLENNAME:ay]	LEARNED_NAME	PRE_NAME	FORWARD_OPEN	OL · X = weiter mit X	weiter mit Sternstelle »ay«	LATER_EVENT_LEADING	CONTINUE_WITHIN_LOCUS	EXPLICIT_CONTINUATION_OL	CATALOGUE	GDT476_CONTEXT	Sternstelle »ay« — Fortsetzungsvermerk.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O012	G475-O036	P1008-E0424	G474-B083	G475-R078	f72r	CELESTIAL	f72r3.25	olfsheoral	OL+SH+AL	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	⟦FORTSETZEN⟧ · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	1	1	5	NONE	BOUNDARY	[STERNSTELLENNAME:f]	LEARNED_NAME	PRE_NAME	FORWARD_OPEN	OL · X = weiter mit X	weiter mit Sternstelle »f«	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	INSTRUCTION	GDT474_SELECTED_DEFAULT	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O013	G475-O037	P1008-E0459	G474-B090	G475-R084	f72r	CELESTIAL	f72r3.33	oletal	OL+AL	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	⟦FORTSETZEN⟧ · [STERNSTELLENNAME:et] · ZIELORT	1	1	3	NONE	BOUNDARY	[STERNSTELLENNAME:et]	LEARNED_NAME	PRE_NAME	FORWARD_OPEN	OL · X = weiter mit X	weiter mit Sternstelle »et«	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	COORDINATE	GDT476_CONTEXT	Adressspur: weiter → Sternstelle »et« → Zielposition.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O014	G475-O038	P1003-E0082	G474-B092	G475-R085	f77r	BIOLOGICAL	f77r.2	olkchs	OL	FORTSETZEN · [BADSTATIONSNAME:kchs]	⟦FORTSETZEN⟧ · [BADSTATIONSNAME:kchs]	1	1	2	NONE	BOUNDARY	[BADSTATIONSNAME:kchs]	LEARNED_NAME	PRE_NAME	FORWARD_OPEN	OL · X = weiter mit X	weiter mit Badstation »kchs«	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	CATALOGUE	GDT476_CONTEXT	Badstation »kchs« — Fortsetzungsvermerk.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O015	G475-O042	P1003-E0085	G474-B095	G475-R088	f77r	BIOLOGICAL	f77r.5	otol	OT+OL	DANACH · FORTSETZEN	DANACH · ⟦FORTSETZEN⟧	1	2	2	DANACH	FUNCTION	NONE	BOUNDARY	NAME_FREE	BACKWARD_HOLD	X · OL = X weiterführen	Folgeschritt weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → weiter.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O016	G475-O046	P1003-E0411	G474-B100	G475-R093	f77r	BIOLOGICAL	f77r.50	otolaiin	OT+OL+AIIN	DANACH · FORTSETZEN · WERT	DANACH · ⟦FORTSETZEN⟧ · WERT	1	2	3	DANACH	FUNCTION	WERT	FUNCTION	NAME_FREE	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Folgeschritt in Wert weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → weiter → Stationswert.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
