hand_id	hand_rule	fresh_event_id	passage_id	position	expected_joint_tuple_id	atomic_value_de	slot_code	microcycle	rendered_surface	surface_registered_for_identity	surface_uniquely_decodes_to_identity	identity_preserved_by_registered_palette
HAND_A_BARE	Kurze nackte Bezugs- und Operationsformen bevorzugen.	FRESH_HERBAL_PREPARATION_E01	FRESH_HERBAL_PREPARATION	1	4d4559019a961b834aa1	Quelle	S1_BEZUG_FOLGE	1	dar	YES	YES	YES
HAND_A_BARE	Kurze nackte Bezugs- und Operationsformen bevorzugen.	FRESH_HERBAL_PREPARATION_E02	FRESH_HERBAL_PREPARATION	2	1645e612504fcef59ced	Zugabe	S2_MATERIAL_MASS	1	okain	YES	YES	YES
HAND_A_BARE	Kurze nackte Bezugs- und Operationsformen bevorzugen.	FRESH_HERBAL_PREPARATION_E03	FRESH_HERBAL_PREPARATION	3	2f1c5e56e8f0ff459065	Sollmaß	S2_MATERIAL_MASS	1	aiin	YES	YES	YES
HAND_A_BARE	Kurze nackte Bezugs- und Operationsformen bevorzugen.	FRESH_HERBAL_PREPARATION_E04	FRESH_HERBAL_PREPARATION	4	b5df9126607030b95175	Klarauszug	S3_PROZESS_TRANSFER	1	shey	YES	YES	YES
HAND_A_BARE	Kurze nackte Bezugs- und Operationsformen bevorzugen.	FRESH_HERBAL_PREPARATION_E05	FRESH_HERBAL_PREPARATION	5	2c1a5fd92b9e3c762242	Langwärme	S4_DAUER_ZUSTAND	1	cheeky	YES	YES	YES
HAND_A_BARE	Kurze nackte Bezugs- und Operationsformen bevorzugen.	FRESH_HERBAL_PREPARATION_E06	FRESH_HERBAL_PREPARATION	6	e0b630cb1b5df5e7105b	Bereit	S6_BEREIT_ABSCHLUSS	1	cthy	YES	YES	YES
HAND_A_BARE	Kurze nackte Bezugs- und Operationsformen bevorzugen.	FRESH_BIO_CONTINUATION_E01	FRESH_BIO_CONTINUATION	1	faf321940aed922846a9	Folgeposten	S1_BEZUG_FOLGE	1	otchey	YES	YES	YES
HAND_A_BARE	Kurze nackte Bezugs- und Operationsformen bevorzugen.	FRESH_BIO_CONTINUATION_E02	FRESH_BIO_CONTINUATION	2	2f1c5e56e8f0ff459065	Sollmaß	S2_MATERIAL_MASS	1	aiin	YES	YES	YES
HAND_A_BARE	Kurze nackte Bezugs- und Operationsformen bevorzugen.	FRESH_BIO_CONTINUATION_E03	FRESH_BIO_CONTINUATION	3	21ed2873b71e57269c08	Zielpassage	S3_PROZESS_TRANSFER	1	chckhal	YES	YES	YES
HAND_A_BARE	Kurze nackte Bezugs- und Operationsformen bevorzugen.	FRESH_BIO_CONTINUATION_E04	FRESH_BIO_CONTINUATION	4	0275fbf14e07935b0a45	Langkontakt	S4_DAUER_ZUSTAND	1	okeey	YES	YES	YES
HAND_A_BARE	Kurze nackte Bezugs- und Operationsformen bevorzugen.	FRESH_BIO_CONTINUATION_E05	FRESH_BIO_CONTINUATION	5	276a7c2d74d1143446f4	Einsetzen	S5_ZIEL_ANWENDUNG	1	oky	YES	YES	YES
HAND_A_BARE	Kurze nackte Bezugs- und Operationsformen bevorzugen.	FRESH_BIO_CONTINUATION_E06	FRESH_BIO_CONTINUATION	6	b5df9126607030b95175	Klarauszug	S3_PROZESS_TRANSFER	2	shey	YES	YES	YES
