edition	paragraph	at	word	hypothesis
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.1|G001	pchdoiin	⟦pchdoiin⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.1|G002	opcheedy	⟦opcheedy⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.1|G003	orar	⟦orar⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.1|G004	oltcheey	⟦oltcheey⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.1|G005	opchedy	⟦opchedy⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.1|G006	ol	auch
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.1|G007	ear	⟦ear⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.1|G008	aiir	⟦aiir⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.1|G009	aly	⟦aly⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.1|G010	cheodaiin	⟦cheodaiin⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.1|G011	cheekain	⟦cheekain⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.1|G012	dam	⟦dam⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.2|G001	ychedaiin	⟦ychedaiin⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.2|G002	qoteed	⟦qoteed⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.2|G003	chockhy	⟦chockhy⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.2|G004	otaiin	⟦otaiin⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.2|G005	ydaiin	⟦ydaiin⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.2|G006	qokamdy	⟦qokamdy⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.2|G007	otarar	⟦otarar⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.2|G008	alched	⟦alched⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.2|G009	otair	⟦otair⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.2|G010	oram	⟦oram⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.3|G001	shod	⟦shod⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.3|G002	chedy	⟦chedy⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.3|G003	qotaiin	abseihen
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.3|G004	odaiin	⟦odaiin⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.3|G005	okeol	⟦okeol⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.3|G006	ockhey	⟦ockhey⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.3|G007	chol	getrocknet
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.3|G008	qokeedy	⟦qokeedy⟧
ZL3b	f104v|f104v.1-f104v.5	ZL3b|f104v.3|G009	qotair	⟦qotair⟧
