event_id	page	locus	token_index	head	arity	ending	quality_core	wrapper	value_run_length	value_run	value_equal	right_stop	right_censored	reader_support	source_line
AR0001	f2r	f2r.2	4	shor	1	OR	sh	BARE	0		0	cthy	0	3	dorchory chkar s shor cthy
AR0002	f2r	f2r.3	4	chor	1	OR	ch	BARE	0		0	chy	0	3	qotaiin cthey y chor chy ydy chaiin
AR0003	f2r	f2r.5	4	chol	1	OL	ch	BARE	1	dan	0	ytchaiin	0	3	otochor al shodaiin chol dan ytchaiin dan
AR0004	f2r	f2r.7	1	shor	1	OR	sh	BARE	0		0	ckhy	0	3	shor ckhy daiiny chol dan
AR0005	f2r	f2r.7	4	chol	1	OL	ch	BARE	1	dan	0	LINE_END	1	3	shor ckhy daiiny chol dan
AR0006	f2r	f2r.8	5	shol	1	OL	sh	BARE	0		0	fodan	0	3	kydain shaiin qoy s shol fodan yksh olsheey daiildy
AR0007	f2r	f2r.9	3	kol	1	OL	k	BARE	0		0	sheey	0	3	dls sho kol sheey qokey ykody so chol yky dain daiisol
AR0008	f2r	f2r.9	8	chol	1	OL	ch	BARE	0		0	yky	0	2	dls sho kol sheey qokey ykody so chol yky dain daiisol
AR0009	f2r	f2r.10	3	shol	1	OL	sh	BARE	0		0	sheky	0	3	qoky cholaiin shol sheky daiin cthey keol saiin eaiin
AR0010	f2r	f2r.12	1	okol	1	OL	k	o	0		0	chy	0	3	okol chy chor cthor yor an chan saiin chety chyky sal
AR0011	f2r	f2r.12	3	chor	1	OR	ch	BARE	0		0	cthor	0	3	okol chy chor cthor yor an chan saiin chety chyky sal
AR0012	f2v	f2v.1	6	chor	1	OR	ch	BARE	0		0	dair	0	3	kooiin cheo pchor otaiin odain chor dair shty
AR0013	f2v	f2v.2	4	shol	1	OL	sh	BARE	0		0	qotcho	0	3	kcho kchy sho shol qotcho loeees qoty chor daiin
AR0014	f2v	f2v.2	8	chor	1	OR	ch	BARE	1	daiin	0	LINE_END	1	3	kcho kchy sho shol qotcho loeees qoty chor daiin
AR0015	f2v	f2v.3	2	chor	1	OR	ch	BARE	0		0	lshy	0	3	otchy chor lshy chol chody chodain chcthy daiin
AR0016	f2v	f2v.3	4	chol	1	OL	ch	BARE	0		0	chody	0	3	otchy chor lshy chol chody chodain chcthy daiin
AR0017	f2v	f2v.5	1	kchor	2	OR	kch	BARE	0		0	shy	0	3	kchor shy daiiin chm s shey dor chol daiin
AR0018	f2v	f2v.5	8	chol	1	OL	ch	BARE	1	daiin	0	LINE_END	1	3	kchor shy daiiin chm s shey dor chol daiin
AR0019	f2v	f2v.6	2	chol	1	OL	ch	BARE	0		0	chor	0	3	dor chol chor chol keol chy chty daiin o tchor chan
AR0020	f2v	f2v.6	3	chor	1	OR	ch	BARE	0		0	chol	0	3	dor chol chor chol keol chy chty daiin o tchor chan
AR0021	f2v	f2v.6	4	chol	1	OL	ch	BARE	0		0	keol	0	3	dor chol chor chol keol chy chty daiin o tchor chan
AR0022	f2v	f2v.6	10	tchor	2	OR	tch	BARE	0		0	chan	0	1	dor chol chor chol keol chy chty daiin o tchor chan
AR0023	f2v	f2v.8	2	chor	1	OR	ch	BARE	0		0	cheol	0	3	chokoishe chor cheol chol dolody
AR0024	f2v	f2v.8	4	chol	1	OL	ch	BARE	0		0	dolody	0	3	chokoishe chor cheol chol dolody
AR0025	f3r	f3r.1	3	chol	1	OL	ch	BARE	0		0	cthol	0	3	tsheos qopal chol cthol daimg
AR0026	f3r	f3r.2	2	chor	1	OR	ch	BARE	0		0	dam	0	3	ycheor chor dam qotcham cham
AR0027	f3r	f3r.3	1	ochor	1	OR	ch	o	0		0	qocheor	0	3	ochor qocheor chol daiin cthy
AR0028	f3r	f3r.3	3	chol	1	OL	ch	BARE	1	daiin	0	cthy	0	3	ochor qocheor chol daiin cthy
AR0029	f3r	f3r.4	2	chor	1	OR	ch	BARE	0		0	chal	0	3	schey chor chal chag cham cho
AR0030	f3r	f3r.5	1	qokol	1	OL	k	qo	0		0	chololy	0	3	qokol chololy s cham cthol
AR0031	f3r	f3r.6	2	chor	1	OR	ch	BARE	0		0	cthom	0	3	ychtaiin chor cthom otaldam
AR0032	f3r	f3r.7	1	otchol	2	OL	tch	o	0		0	qodaiin	0	3	otchol qodaiin chom shom damo
AR0033	f3r	f3r.8	2	chor	1	OR	ch	BARE	0		0	chol	0	3	ysheor chor chol oky dago
AR0034	f3r	f3r.8	3	chol	1	OL	ch	BARE	0		0	oky	0	3	ysheor chor chol oky dago
AR0035	f3r	f3r.9	5	ol	0	OL	NONE	BARE	0		0	LINE_END	1	3	sho vor sheoldam otchody ol
AR0036	f3r	f3r.11	2	shol	1	OL	sh	BARE	0		0	sols	0	2	pcheol shol sols sheol shey
AR0037	f3r	f3r.12	2	qokchor	2	OR	kch	qo	0		0	qo	0	2	okadaiin qokchor qo schodam octhy
AR0038	f3r	f3r.14	1	chor	1	OR	ch	BARE	0		0	qodair	0	2	chor qodair okeey qokeey
AR0039	f3r	f3r.15	2	shor	1	OR	sh	BARE	0		0	or	0	2	tsheoarom shor or chor olchsy chom otchom oporar
AR0040	f3r	f3r.15	3	or	0	OR	NONE	BARE	0		0	chor	0	3	tsheoarom shor or chor olchsy chom otchom oporar
AR0041	f3r	f3r.15	4	chor	1	OR	ch	BARE	0		0	olchsy	0	3	tsheoarom shor or chor olchsy chom otchom oporar
AR0042	f3r	f3r.16	2	chol	1	OL	ch	BARE	0		0	s	0	3	oteol chol s cheol ekshy qokeom qokol daiin soleeg
AR0043	f3r	f3r.16	7	qokol	1	OL	k	qo	1	daiin	0	soleeg	0	2	oteol chol s cheol ekshy qokeom qokol daiin soleeg
AR0044	f3r	f3r.19	1	otchor	2	OR	tch	o	0		0	ol	0	3	otchor ol cheor qoeor dair qoteol qosaiin chor cthy
AR0045	f3r	f3r.19	2	ol	0	OL	NONE	BARE	0		0	cheor	0	3	otchor ol cheor qoeor dair qoteol qosaiin chor cthy
AR0046	f3r	f3r.19	8	chor	1	OR	ch	BARE	0		0	cthy	0	3	otchor ol cheor qoeor dair qoteol qosaiin chor cthy
AR0047	f3r	f3r.20	2	chol	1	OL	ch	BARE	0		0	odaiin	0	3	ycheor chol odaiin chol s aiin okol or am
AR0048	f3r	f3r.20	4	chol	1	OL	ch	BARE	0		0	s	0	3	ycheor chol odaiin chol s aiin okol or am
AR0049	f3r	f3r.20	7	okol	1	OL	k	o	0		0	or	0	1	ycheor chol odaiin chol s aiin okol or am
AR0050	f3r	f3r.20	8	or	0	OR	NONE	BARE	0		0	am	0	1	ycheor chol odaiin chol s aiin okol or am
AR0051	f3v	f3v.2	4	okor	1	OR	k	o	0		0	olytol	0	3	daiidy qoteeol okeeor okor olytol dol dar
AR0052	f3v	f3v.3	2	chol	1	OL	ch	BARE	0		0	shol	0	3	okom chol shol seees chom cheeykam okai
AR0053	f3v	f3v.3	3	shol	1	OL	sh	BARE	0		0	seees	0	3	okom chol shol seees chom cheeykam okai
AR0054	f3v	f3v.6	1	or	0	OR	NONE	BARE	0		0	cheor	0	3	or cheor kor chodaly chom
AR0055	f3v	f3v.6	3	kor	1	OR	k	BARE	0		0	chodaly	0	3	or cheor kor chodaly chom
AR0056	f3v	f3v.7	1	tchor	2	OR	tch	BARE	0		0	otcham	0	3	tchor otcham chor cfham s
AR0057	f3v	f3v.7	3	chor	1	OR	ch	BARE	0		0	cfham	0	3	tchor otcham chor cfham s
AR0058	f3v	f3v.8	3	chor	1	OR	ch	BARE	0		0	chckhol	0	2	ykchy kchom chor chckhol oka
AR0059	f3v	f3v.9	4	chor	1	OR	ch	BARE	0		0	cthy	0	3	ytcheear okeol cthodoaly chor cthy
AR0060	f3v	f3v.10	3	qokshol	2	OL	ksh	qo	0		0	daiim	0	3	ochos daiin qokshol daiim chol okary
AR0061	f3v	f3v.10	5	chol	1	OL	ch	BARE	0		0	okary	0	3	ochos daiin qokshol daiim chol okary
AR0062	f3v	f3v.11	4	tchor	2	OR	tch	BARE	0		0	chodaiin	0	3	sho shockho ckhy tchor chodaiin chom
AR0063	f3v	f3v.12	4	tchor	2	OR	tch	BARE	0		0	kcham	0	3	osh chodair ytchy tchor kcham s
AR0064	f4r	f4r.1	4	ol	0	OL	NONE	BARE	0		0	sheey	0	3	kodalchy chpady sheol ol sheey qotey doiin chor ytoy
AR0065	f4r	f4r.1	8	chor	1	OR	ch	BARE	0		0	ytoy	0	2	kodalchy chpady sheol ol sheey qotey doiin chor ytoy
AR0066	f4r	f4r.2	2	shol	1	OL	sh	BARE	0		0	shol	0	2	dchor shol shol cthol shtchy chaiin s choraiin chom
AR0067	f4r	f4r.2	3	shol	1	OL	sh	BARE	0		0	cthol	0	2	dchor shol shol cthol shtchy chaiin s choraiin chom
AR0068	f4r	f4r.3	1	otchol	2	OL	tch	o	0		0	chol	0	3	otchol chol chy chaiin qotaiin daiin shain
AR0069	f4r	f4r.3	2	chol	1	OL	ch	BARE	0		0	chy	0	3	otchol chol chy chaiin qotaiin daiin shain
AR0070	f4r	f4r.4	1	qotchol	2	OL	tch	qo	0		0	chy	0	3	qotchol chy yty daiin okaiin cthy
AR0071	f4r	f4r.6	1	chor	1	OR	ch	BARE	0		0	shytchy	0	3	chor shytchy dytcheey
AR0072	f4r	f4r.8	1	shor	1	OR	sh	BARE	0		0	shol	0	3	shor shol shol cthy cpholdy
