entry_id	lesson	entry_type	recognition_form	spoken_value_de	surface_variants	uses	production_rule_de	reading_rule_de
R001	1	PRODUCTIVE_ROOT	Y	DIES	PRODUCTIVE	997	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R002	4	PRODUCTIVE_ROOT	OK	ANSETZEN	PRODUCTIVE	448	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R003	5	PRODUCTIVE_ROOT	E	KURZ	PRODUCTIVE	429	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R004	5	PRODUCTIVE_ROOT	DY	SCHLIESSEN	PRODUCTIVE	368	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R005	4	PRODUCTIVE_ROOT	O	AUSFÜHREN	PRODUCTIVE	341	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R006	2	PRODUCTIVE_ROOT	OL	FORTSETZEN	PRODUCTIVE	325	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R007	5	PRODUCTIVE_ROOT	EE	LÄNGER	PRODUCTIVE	264	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R008	2	PRODUCTIVE_ROOT	OT	DANACH	PRODUCTIVE	239	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R009	3	PRODUCTIVE_ROOT	AL	ZIEL	PRODUCTIVE	229	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R010	4	PRODUCTIVE_ROOT	CH	ENTNEHMEN	PRODUCTIVE	222	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R011	1	PRODUCTIVE_ROOT	D_ADDR	TEIL	PRODUCTIVE	222	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R012	4	PRODUCTIVE_ROOT	SH	HALTEN	PRODUCTIVE	219	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R013	3	PRODUCTIVE_ROOT	AR	QUELLE	PRODUCTIVE	201	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R014	4	PRODUCTIVE_ROOT	K	ZUGEBEN	PRODUCTIVE	194	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R015	3	PRODUCTIVE_ROOT	AIIN	SOLLMASS	PRODUCTIVE	191	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R016	2	PRODUCTIVE_ROOT	S	AUSWÄHLEN	PRODUCTIVE	182	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R017	4	PRODUCTIVE_ROOT	CHD	UMSETZEN	PRODUCTIVE	164	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R018	6	PRODUCTIVE_ROOT	OR	ANSATZ	PRODUCTIVE	151	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R019	6	PRODUCTIVE_ROOT	L	LEITEN	PRODUCTIVE	131	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R020	4	PRODUCTIVE_ROOT	T	EINSTELLEN	PRODUCTIVE	127	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R021	3	PRODUCTIVE_ROOT	AIN	PORTION	PRODUCTIVE	105	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R022	2	PRODUCTIVE_ROOT	R	MARKIEREN	PRODUCTIVE	73	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R023	4	PRODUCTIVE_ROOT	P	EINSETZEN	PRODUCTIVE	60	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R024	4	PRODUCTIVE_ROOT	CTH	BEREIT	PRODUCTIVE	59	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R025	4	PRODUCTIVE_ROOT	SHED	ABSETZEN	PRODUCTIVE	59	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R026	6	PRODUCTIVE_ROOT	CKH	DURCHLASS	PRODUCTIVE	55	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R027	1	PRODUCTIVE_ROOT	AM_ADDR	INNEN	PRODUCTIVE	47	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R028	6	PRODUCTIVE_ROOT	CHEO	AUSZUG	PRODUCTIVE	45	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R029	2	PRODUCTIVE_ROOT	DA	ZWEIT	PRODUCTIVE	38	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R030	1	PRODUCTIVE_ROOT	CARRIER_Q	BEGINNEN	PRODUCTIVE	36	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R031	1	PRODUCTIVE_ROOT	A_ADDR	ORT	PRODUCTIVE	35	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R032	6	PRODUCTIVE_ROOT	AIR	LAUF	PRODUCTIVE	33	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R033	4	PRODUCTIVE_ROOT	CHK	BEHANDELN	PRODUCTIVE	30	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R034	3	PRODUCTIVE_ROOT	IIN	STUFE	PRODUCTIVE	26	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R035	1	PRODUCTIVE_ROOT	S_ADDR	STERNORT	PRODUCTIVE	24	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R036	6	PRODUCTIVE_ROOT	SOLK	AUFFANGEN	PRODUCTIVE	22	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R037	5	PRODUCTIVE_ROOT	EEE	VOLL	PRODUCTIVE	18	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R038	6	PRODUCTIVE_ROOT	LSH	SPÜLEN	PRODUCTIVE	17	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R039	2	PRODUCTIVE_ROOT	LOCAL_CHAR_F	NEBENWEG	PRODUCTIVE	13	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R040	6	PRODUCTIVE_ROOT	CPH	UMLEITEN	PRODUCTIVE	12	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R041	6	PRODUCTIVE_ROOT	HO	TEILSTOFF	PRODUCTIVE	11	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R042	6	PRODUCTIVE_ROOT	AN	ZUSATZ	PRODUCTIVE	9	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R043	2	PRODUCTIVE_ROOT	G_LABEL	PRÜFEN	PRODUCTIVE	7	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R044	6	PRODUCTIVE_ROOT	CFH	TRENNEN	PRODUCTIVE	5	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R045	2	PRODUCTIVE_ROOT	LOCAL_CHAR_G	EINMAL	PRODUCTIVE	5	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R046	2	PRODUCTIVE_ROOT	LOCAL_CHAR_I	UNTERSTUFE	PRODUCTIVE	5	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R047	6	PRODUCTIVE_ROOT	OS	DAZU	PRODUCTIVE	4	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R048	1	PRODUCTIVE_ROOT	D_LABEL	RAND	PRODUCTIVE	3	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R049	1	PRODUCTIVE_ROOT	S_LABEL	RAHMEN	PRODUCTIVE	3	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R050	2	PRODUCTIVE_ROOT	LOCAL_CHAR_B	PAAR	PRODUCTIVE	2	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R051	1	PRODUCTIVE_ROOT	M_LOCAL	MITTE	PRODUCTIVE	2	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R052	1	PRODUCTIVE_ROOT	Z_ADDR	AUSSEN	PRODUCTIVE	2	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R053	6	PRODUCTIVE_ROOT	LD	BEFESTIGEN	PRODUCTIVE	1	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R054	2	PRODUCTIVE_ROOT	LOCAL_CHAR_J	VERBINDEN	PRODUCTIVE	1	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R055	2	PRODUCTIVE_ROOT	LOCAL_CHAR_Z	ZWISCHEN	PRODUCTIVE	1	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
R056	1	PRODUCTIVE_ROOT	RESUME_CARD	WIEDER	PRODUCTIVE	1	Mit Nachbarkürzeln zusammensetzen.	Kurzen Stammwert einsetzen.
F001	7	LEARNED_FORMULA	CHD+Y	DIESEN POSTEN UMSETZEN	chedy|chdy|chedchy	52	Als ganze Karte aus dem Formeldeck wählen.	Ganze Wendung sprechen; Komponenten nur zur Wiedererkennung nutzen.
F002	7	LEARNED_FORMULA	SHED+DY	ABSETZEN; ENDE	shedy	46	Als ganze Karte aus dem Formeldeck wählen.	Ganze Wendung sprechen; Komponenten nur zur Wiedererkennung nutzen.
F003	7	LEARNED_FORMULA	OK+E+DY	KURZ ANSETZEN; ENDE	qokedy|okedy	45	Als ganze Karte aus dem Formeldeck wählen.	Ganze Wendung sprechen; Komponenten nur zur Wiedererkennung nutzen.
F004	7	LEARNED_FORMULA	OK+EE+DY	LAENGER ANSETZEN; ENDE	qokeedy|okeedy	45	Als ganze Karte aus dem Formeldeck wählen.	Ganze Wendung sprechen; Komponenten nur zur Wiedererkennung nutzen.
F005	7	LEARNED_FORMULA	OK+Y	DIESEN POSTEN ANSETZEN	qoky|oky|qokchy|choky|okchy|okchey	41	Als ganze Karte aus dem Formeldeck wählen.	Ganze Wendung sprechen; Komponenten nur zur Wiedererkennung nutzen.
F006	7	LEARNED_FORMULA	OK+AIN	EINE PORTION ANSETZEN	qokain|okain|chokain	37	Als ganze Karte aus dem Formeldeck wählen.	Ganze Wendung sprechen; Komponenten nur zur Wiedererkennung nutzen.
