event_id	page	locus	record_unit_id	statement_id	field_id	master_card_id	joint_tuple_id	short_value_de	observed_surface	observed_wrapper	card_wrapper_palette	line_first	prev_dy	within_field_position	owner_status	owner_reset_or_break	renderer_state	unrestricted_model_wrapper	palette_constrained_wrapper	palette_constrained_surface	palette_renderer_match	record_position_surface	record_position_match	copy_instruction
E101	f81v	f81v.2	B1	B1-S001	F021	MC083	7db18b2f0fb7ed0fcfd3	kurz einwirken	qokedy	q	q	1	0	ONLY	PAGE_OWNER_ONLY	YES	EXECUTABLE_POWERED_CELL	q	q	qokedy	YES	qokedy	YES	WRITE_BY_PALETTE
E102	f81v	f81v.2	B1	B1-S002	F022	MC120	b5fcea1eaed06b2f2291	bemessen	okaiin	NONE	NONE|q	0	1	FIRST	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	q	q	qokaiin	NO	okaiin	YES	WRITE_BY_PALETTE
E103	f81v	f81v.2	B1	B1-S002	F022	MC023	22fb87a5a83e5c3fb510	Beckenlauf	kair	NONE	NONE	0	0	MIDDLE	INHERITED_VISIBLE	NO	UNLICENSED_OR_UNKNOWN	UNLICENSED	NONE	kair	YES	kair	YES	WRITE_BY_PALETTE
E104	f81v	f81v.2	B1	B1-S002	F022	MC040	308e8ea2d5d190c498e8	dorthin einsetzen	okal	NONE	NONE|q	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	q	q	qokal	NO	okal	YES	WRITE_BY_PALETTE
E105	f81v	f81v.2	B1	B1-S002	F022	MC055	4d4559019a961b834aa1	davon	sar	s	ch|d|s	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	NONE	d	dar	NO	sar	YES	WRITE_BY_PALETTE
E106	f81v	f81v.2	B1	B1-S002	F022	MC153	dcda95c81a5460feb191	weiter	ol	NONE	NONE|ch|che|q|s|t	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	NONE	NONE	ol	YES	ol	YES	WRITE_BY_PALETTE
E107	f81v	f81v.2	B1	B1-S002	F022	MC105	9da1b6ac2c929daea697	Portion	kain	NONE	NONE|ch	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	NONE	NONE	kain	YES	kain	YES	WRITE_BY_PALETTE
E108	f81v	f81v.2	B1	B1-S002	F022	MC097	94df4847b7b16c98394a	weiterer Anteil	olkain	NONE	NONE|q	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	NONE	NONE	olkain	YES	olkain	YES	WRITE_BY_PALETTE
E109	f81v	f81v.2	B1	B1-S002	F022	MC154	dd0ecaf5e27d81befffc	dorthin	al	NONE	NONE|ch|che|d|s|t	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	d	d	dal	NO	al	YES	WRITE_BY_PALETTE
E110	f81v	f81v.2	B1	B1-S002	F022	MC153	dcda95c81a5460feb191	weiter	ol	NONE	NONE|ch|che|q|s|t	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	NONE	NONE	ol	YES	ol	YES	WRITE_BY_PALETTE
E111	f81v	f81v.2	B1	B1-S002	F022	MC016	1496a731803a9f48d2e1	Anschluss	rol	NONE	NONE	0	0	MIDDLE	INHERITED_VISIBLE	NO	UNLICENSED_OR_UNKNOWN	UNLICENSED	NONE	rol	YES	rol	YES	WRITE_BY_PALETTE
E112	f81v	f81v.2	B1	B1-S002	F022	MC012	0f18de177ed7c878bf95	Zusatz	dl	d	d	0	0	LAST	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	ch	d	dl	YES	dl	YES	WRITE_BY_PALETTE
E113	f81v	f81v.7	B1	B1-S002	F023	MC157	dec401773c1f0347793d	derselbe Ansatz	olor	NONE	NONE|ch	1	0	FIRST	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	NONE	NONE	olor	YES	olor	YES	WRITE_BY_PALETTE
E114	f81v	f81v.7	B1	B1-S002	F023	MC153	dcda95c81a5460feb191	weiter	ol	NONE	NONE|ch|che|q|s|t	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	NONE	NONE	ol	YES	ol	YES	WRITE_BY_PALETTE
E115	f81v	f81v.7	B1	B1-S002	F023	MC058	4eab1841ed655c20a348	Kurze Zielpassage	sheckhal	sh	sh	0	0	MIDDLE	INHERITED_VISIBLE	NO	UNLICENSED_OR_UNKNOWN	UNLICENSED	sh	sheckhal	YES	sheckhal	YES	WRITE_BY_PALETTE
E116	f81v	f81v.7	B1	B1-S002	F023	MC039	2f1c5e56e8f0ff459065	Sollmaß	daiin	d	NONE|ch|d|s|t	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	d	d	daiin	YES	daiin	YES	WRITE_BY_PALETTE
E117	f81v	f81v.7	B1	B1-S002	F023	MC096	93f69c38fdedee1598e9	Langer Zieleinsatz	qokeedal	q	q	0	0	MIDDLE	INHERITED_VISIBLE	NO	UNLICENSED_OR_UNKNOWN	UNLICENSED	q	qokeedal	YES	qokeedal	YES	WRITE_BY_PALETTE
E118	f81v	f81v.7	B1	B1-S002	F023	MC039	2f1c5e56e8f0ff459065	Sollmaß	daiin	d	NONE|ch|d|s|t	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	d	d	daiin	YES	daiin	YES	WRITE_BY_PALETTE
E119	f81v	f81v.7	B1	B1-S002	F023	MC035	2cc8bb3c2af19607888f	durchleiten	chckhy	ch	ch|sh	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	ch	ch	chckhy	YES	chckhy	YES	WRITE_BY_PALETTE
E120	f81v	f81v.7	B1	B1-S002	F023	MC025	259b2b3b0bf859882e2c	überführen	schedy	s	d|s|t	0	0	LAST	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	t	t	tchedy	NO	schedy	YES	WRITE_BY_PALETTE
E121	f81v	f81v.7	B1	B1-S003	F024	MC153	dcda95c81a5460feb191	weiter	qol	q	NONE|ch|che|q|s|t	0	1	ONLY	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	NONE	NONE	ol	NO	qol	YES	WRITE_BY_PALETTE
E122	f81v	f81v.17	B1	B1-S003	F025	MC061	54e32e9c1414b20640e9	übertragen	sshkchdy	s	s	1	0	ONLY	INHERITED_VISIBLE	NO	UNLICENSED_OR_UNKNOWN	UNLICENSED	s	sshkchdy	YES	sshkchdy	YES	WRITE_BY_PALETTE
E123	f81v	f81v.17	B1	B1-S004	F026	MC074	6f7ff8287eddf4da9fdb	überführen	chedy	che	ch|che	0	1	FIRST	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	che	che	chedy	YES	chedy	YES	WRITE_BY_PALETTE
E124	f81v	f81v.17	B1	B1-S004	F026	MC153	dcda95c81a5460feb191	weiter	ol	NONE	NONE|ch|che|q|s|t	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	NONE	NONE	ol	YES	ol	YES	WRITE_BY_PALETTE
E125	f81v	f81v.17	B1	B1-S004	F026	MC128	bc4f1f5c006c74a4d26d	kurz absetzen	shedy	sh	che|sh|t	0	0	LAST	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	sh	sh	shedy	YES	shedy	YES	WRITE_BY_PALETTE
E126	f81v	f81v.17	B1	B1-S005	F027	MC028	28ffbc88b97772a75f1e	weiterführen	qolchedy	q	NONE|q	0	1	ONLY	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	q	q	qolchedy	YES	qolchedy	YES	WRITE_BY_PALETTE
E127	f81v	f81v.17	B1	B1-S006	F028	MC017	1645e612504fcef59ced	Anteil zugeben	qokain	q	NONE|q	0	1	FIRST	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	q	q	qokain	YES	qokain	YES	WRITE_BY_PALETTE
E128	f81v	f81v.17	B1	B1-S006	F028	MC035	2cc8bb3c2af19607888f	durchleiten	shckhy	sh	ch|sh	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	ch	ch	chckhy	NO	chckhy	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER
E129	f81v	f81v.17	B1	B1-S006	F028	MC012	0f18de177ed7c878bf95	Zusatz	dl	d	d	0	0	MIDDLE	INHERITED_VISIBLE	NO	EXECUTABLE_POWERED_CELL	ch	d	dl	YES	dl	YES	WRITE_BY_PALETTE
E130	f81v	f81v.17	B1	B1-S006	F028	MC056	4da0f0f7b5fc7ac20067	Zielmarke	ral	NONE	NONE	0	0	LAST	INHERITED_VISIBLE	NO	UNLICENSED_OR_UNKNOWN	UNLICENSED	NONE	ral	YES	ral	YES	WRITE_BY_PALETTE
