edition	page	locus	source_group_id	source_group_index	ivtff_group_raw	left_separator	right_separator
ZL3b	f103r	f103r.15	ZL3b|f103r.15|G002	2	qokeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f103r	f103r.17	ZL3b|f103r.17|G003	3	qokey	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE
ZL3b	f103r	f103r.17	ZL3b|f103r.17|G005	5	qokeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f103r	f103r.27	ZL3b|f103r.27|G003	3	qokeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f103r	f103r.27	ZL3b|f103r.27|G006	6	qokeey	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE
ZL3b	f103r	f103r.27	ZL3b|f103r.27|G009	9	qokeey	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE
ZL3b	f103r	f103r.28	ZL3b|f103r.28|G006	6	qokeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f103r	f103r.29	ZL3b|f103r.29|G004	4	qokeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f103r	f103r.30	ZL3b|f103r.30|G003	3	qokey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f103r	f103r.33	ZL3b|f103r.33|G001	1	qokeey	LINE_START	DEFINITE_SPACE
ZL3b	f103r	f103r.33	ZL3b|f103r.33|G003	3	qokey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f103r	f103r.36	ZL3b|f103r.36|G005	5	qokeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f103r	f103r.36	ZL3b|f103r.36|G008	8	qokeey	DEFINITE_SPACE	LINE_END
ZL3b	f103r	f103r.37	ZL3b|f103r.37|G002	2	qokeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f103r	f103r.39	ZL3b|f103r.39|G002	2	qokeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f103r	f103r.4	ZL3b|f103r.4|G004	4	qokeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f103r	f103r.40	ZL3b|f103r.40|G001	1	qokeey	LINE_START	DEFINITE_SPACE
