audit_id	round	surface	tier	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_exact	split_normalized	before_gloss_de	after_gloss_de	known_other_tokens	clean_known_other_tokens	local_before_de	local_after_de	hard_collision	verdict
G653-A01-001	1	orol	STRONG_DIRECT_BOUNDARY_COMPOUND	f100r	f100r.18	P	A	1	1	ONLY	<BOS>	<EOS>	orol	orol	orol	ALL_THREE_EXACT	1	1	[orol:?]	Drogenstoffportion	0	0	[orol:?]	Drogenstoffportion	0	SHORT_OR_OPAQUE_CONTEXT
G653-A01-002	1	orol	STRONG_DIRECT_BOUNDARY_COMPOUND	f103r	f103r.3	S	B	3	8	MEDIAL	or	okaiin	yshdain sheek cheoty eeokal chedy chckhy or orol okaiin eeal ot kar otar chal	yshdain sheek cheoty chokal chedy chckhy or orol okain chal ot kar ot chym	yshdain eek cheoty chokal che y chckhy or rol okaiin chal ot shkar otar chal	READER_VARIANT	0	0	[orol:?]	Drogenstoffportion	4	1	[yshdain:?] | [sheek:?] | [cheoty:?] | [eeokal:?] | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum: trocken, Gradanfang | Teil-/Nominalträger; genaue Basisbedeutung offen | [orol:?] | heiß, Grad III, im Ansatzrahmen | [eeal:?] | [ot:?] | [kar:?] | [otar:?] | [chal:?]	[yshdain:?] | [sheek:?] | [cheoty:?] | [eeokal:?] | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum: trocken, Gradanfang | Teil-/Nominalträger; genaue Basisbedeutung offen | Drogenstoffportion | heiß, Grad III, im Ansatzrahmen | [eeal:?] | [ot:?] | [kar:?] | [otar:?] | [chal:?]	0	READER_VARIANT_WARNING
G653-A01-003	1	orol	STRONG_DIRECT_BOUNDARY_COMPOUND	f107r	f107r.27	S	B	3	10	FINAL	chpaiin	<EOS>	pydar aiirod qokiir otiir ofchedy qofchedy qofchol chkaiin chpaiin orol	podar aiisod qokiir otiir ofchedy qofchedy qofchol chkaiin chpaiin orol	py dar aiiroj qokiir otiir ofche y qofche y qofchol chkaiin chpaiin orol	ALL_THREE_EXACT	1	1	[orol:?]	Drogenstoffportion	1	1	[pydar:?] | [aiirod:?] | [qokiir:?] | [otiir:?] | [ofchedy:?] | [qofchedy:?] | [qofchol:?] | heiß-trocken, Grad III | [chpaiin:?] | [orol:?]	[pydar:?] | [aiirod:?] | [qokiir:?] | [otiir:?] | [ofchedy:?] | [qofchedy:?] | [qofchol:?] | heiß-trocken, Grad III | [chpaiin:?] | Drogenstoffportion	0	SHORT_OR_OPAQUE_CONTEXT
G653-A01-004	1	orol	STRONG_DIRECT_BOUNDARY_COMPOUND	f53r	f53r.9	H	A	1	5	MEDIAL	os	chod	otol chol ctheees os orol chod qoty	otol chol ctheees os orol chod qoty	otol chol ctheees os orol chod qoty	ALL_THREE_EXACT	1	1	[orol:?]	Drogenstoffportion	3	3	kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | [ctheees:?] | [os:?] | [orol:?] | [chod:?] | kalt am Anfang des Grades	kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | [ctheees:?] | [os:?] | Drogenstoffportion | [chod:?] | kalt am Anfang des Grades	0	FAMILY_CONTEXT_COMPATIBLE
G653-A01-005	1	orol	STRONG_DIRECT_BOUNDARY_COMPOUND	f55r	f55r.4	H	B	2	3	MEDIAL	or	char	daiin or orol char ar kaiin okchd ykar odaiin chdolaiin	daiin or orol chas or kaiin okchd ykar odaiin chdolaiin	daiin or orol char r kaiin okch ykar odaiin ch oloiin	ALL_THREE_EXACT	1	1	[orol:?]	Drogenstoffportion	4	3	Grad-/Maßwert III | Teil-/Nominalträger; genaue Basisbedeutung offen | [orol:?] | [char:?] | [ar:?] | heiß, Grad III | [okchd:?] | [ykar:?] | Zubereitungsdosis III | [chdolaiin:?]	Grad-/Maßwert III | Teil-/Nominalträger; genaue Basisbedeutung offen | Drogenstoffportion | [char:?] | [ar:?] | heiß, Grad III | [okchd:?] | [ykar:?] | Zubereitungsdosis III | [chdolaiin:?]	0	FAMILY_CONTEXT_COMPATIBLE
G653-A01-006	1	orol	STRONG_DIRECT_BOUNDARY_COMPOUND	f75v	f75v.38	B	B	2	5	MEDIAL	olked	kchey	tolsheor qokal dar olked orol kchey okain olchey okar sheky dedy kedy	tol sheor qokal dar olked orol kchey otain olchey okar sheky dedy kedy	tolsheor qokal dar olked orol kchey okain olchey okar sheky dedy ke y	ALL_THREE_EXACT	1	1	[orol:?]	Drogenstoffportion	5	3	[tolsheor:?] | heiße Substanz | abgemessene Fraktion I | [olked:?] | [orol:?] | heiß und trocken in der Mitte des Grades | heiß im Zubereitungsrahmen, Grad II | [olchey:?] | [okar:?] | [sheky:?] | [dedy:?] | heiß in der Mitte des Grades, abgeschlossen	[tolsheor:?] | heiße Substanz | abgemessene Fraktion I | [olked:?] | Drogenstoffportion | heiß und trocken in der Mitte des Grades | heiß im Zubereitungsrahmen, Grad II | [olchey:?] | [okar:?] | [sheky:?] | [dedy:?] | heiß in der Mitte des Grades, abgeschlossen	0	FAMILY_CONTEXT_COMPATIBLE
G653-A01-007	1	orol	STRONG_DIRECT_BOUNDARY_COMPOUND	f75v	f75v.70	B	B	2	4	FINAL	otey	<EOS>	qokey olchedy otey orol	qokey olchedy otey orol	qokey olchedy otey orol	ALL_THREE_EXACT	1	1	[orol:?]	Drogenstoffportion	2	2	heiß in der Mitte des Grades | [olchedy:?] | kalter Ansatz in der Mitte des Grades | [orol:?]	heiß in der Mitte des Grades | [olchedy:?] | kalter Ansatz in der Mitte des Grades | Drogenstoffportion	0	FAMILY_CONTEXT_COMPATIBLE
G653-A01-008	1	orol	STRONG_DIRECT_BOUNDARY_COMPOUND	f80r	f80r.25	B	B	2	9	MEDIAL	checthy	eeesal	dar sheal cheeky okain sol lshedy dol checthy orol eeesal olo teol ory	dar sheal cheeky okain sol lshedy dol checthy orol eeesal olo teol ory	ar sheal cheeky okain sol lshe y dol checthy orol eeesal olo teol ory	ALL_THREE_EXACT	1	1	[orol:?]	Drogenstoffportion	6	4	abgemessene Fraktion I | [sheal:?] | [cheeky:?] | heiß im Zubereitungsrahmen, Grad II | Samenmaterial/Saatgut | eingeweichtes Drogenholz | Materialmaß | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [orol:?] | [eeesal:?] | [olo:?] | [teol:?] | [ory:?]	abgemessene Fraktion I | [sheal:?] | [cheeky:?] | heiß im Zubereitungsrahmen, Grad II | Samenmaterial/Saatgut | eingeweichtes Drogenholz | Materialmaß | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | Drogenstoffportion | [eeesal:?] | [olo:?] | [teol:?] | [ory:?]	0	FAMILY_CONTEXT_COMPATIBLE
G653-A01-009	1	orol	STRONG_DIRECT_BOUNDARY_COMPOUND	f80r	f80r.46	B	B	2	6	MEDIAL	qokain	s	qokain cheey olkain shedy qokain orol s	qokain cheey olkain shedy qokain orol s	qokain cheey olkain she y qokeiin orol s	ALL_THREE_EXACT	1	1	[orol:?]	Drogenstoffportion	4	2	heiß, Grad II | trocken am Ende des Grades | [olkain:?] | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad II | [orol:?] | [s:?]	heiß, Grad II | trocken am Ende des Grades | [olkain:?] | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad II | Drogenstoffportion | [s:?]	0	FAMILY_CONTEXT_COMPATIBLE
G653-A01-010	1	orol	STRONG_DIRECT_BOUNDARY_COMPOUND	f80v	f80v.44	B	B	2	2	FINAL	qokal	<EOS>	qokal orol	qokal orol	qokal orol	ALL_THREE_EXACT	1	1	[orol:?]	Drogenstoffportion	1	1	heiße Substanz | [orol:?]	heiße Substanz | Drogenstoffportion	0	SHORT_OR_OPAQUE_CONTEXT
