edition	paragraph	target	model	dam_meaning	qotchy_rival	grammars	mix_rivals	carrier	carrier_form	attachment_debts	possible_separation	counterpart_candidate	origin_stock	bound_withdrawal	written_remainder_reference	symbolic_equation	status	later_same_form_mentions	independent_confirmation_capacity	row_status
ZL3b	f22v|f22v.6-f22v.16	f22v.8:5	R	Restmenge	T	B;J;M	U;D	f22v.8:3	qokol		f22v.8:1	f22v.8:2			f22v.8:5		SEPARATED_PAIR_WITHOUT_WRITTEN_ORIGIN_STOCK		0	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.8:5	R	Restmenge	V	B;J;M	U;D	f22v.8:3	qokol						f22v.8:5		NO_BOUND_ORIGIN_OR_WITHDRAWAL		0	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.8:5	P	Portion	T	B;J;M	U;D	f22v.8:3	qokol								PORTION_WITHOUT_SUBTRACTION_CLAIM		0	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.8:5	P	Portion	V	B;J;M	U;D	f22v.8:3	qokol								PORTION_WITHOUT_SUBTRACTION_CLAIM		0	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	R	Restmenge	T	B;J;M	U;D	f24r.16:1	sham	UNREAD_BETWEEN:f24r.16:2					f24r.16:4		NO_BOUND_ORIGIN_OR_WITHDRAWAL	f24r.17:3	0	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	R	Restmenge	V	B;J;M	U;D	f24r.16:1	sham	UNREAD_BETWEEN:f24r.16:2					f24r.16:4		NO_BOUND_ORIGIN_OR_WITHDRAWAL	f24r.17:3	0	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	P	Portion	T	B;J;M	U;D	f24r.16:1	sham	UNREAD_BETWEEN:f24r.16:2							PORTION_WITHOUT_SUBTRACTION_CLAIM	f24r.17:3	0	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	P	Portion	V	B;J;M	U;D	f24r.16:1	sham	UNREAD_BETWEEN:f24r.16:2							PORTION_WITHOUT_SUBTRACTION_CLAIM	f24r.17:3	0	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.3:5	R	Restmenge	T	B;J;M	U;D	f93r.3:6	chody						f93r.3:5		NO_BOUND_ORIGIN_OR_WITHDRAWAL	f93r.5:2	0	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.3:5	R	Restmenge	V	B;J;M	U;D	f93r.3:6	chody						f93r.3:5		NO_BOUND_ORIGIN_OR_WITHDRAWAL	f93r.5:2	0	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.3:5	P	Portion	T	B;J;M	U;D	f93r.3:6	chody								PORTION_WITHOUT_SUBTRACTION_CLAIM	f93r.5:2	0	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.3:5	P	Portion	V	B;J;M	U;D	f93r.3:6	chody								PORTION_WITHOUT_SUBTRACTION_CLAIM	f93r.5:2	0	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.8:5	R	Restmenge	T	B;J;M	U;D	f22v.8:3	qokol		f22v.8:1	f22v.8:2			f22v.8:5		SEPARATED_PAIR_WITHOUT_WRITTEN_ORIGIN_STOCK		0	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.8:5	R	Restmenge	V	B;J;M	U;D	f22v.8:3	qokol						f22v.8:5		NO_BOUND_ORIGIN_OR_WITHDRAWAL		0	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.8:5	P	Portion	T	B;J;M	U;D	f22v.8:3	qokol								PORTION_WITHOUT_SUBTRACTION_CLAIM		0	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.8:5	P	Portion	V	B;J;M	U;D	f22v.8:3	qokol								PORTION_WITHOUT_SUBTRACTION_CLAIM		0	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	R	Restmenge	T	B;J;M	U;D	f24r.16:1	sham	UNREAD_BETWEEN:f24r.16:2					f24r.16:4		NO_BOUND_ORIGIN_OR_WITHDRAWAL	f24r.17:3	0	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	R	Restmenge	V	B;J;M	U;D	f24r.16:1	sham	UNREAD_BETWEEN:f24r.16:2					f24r.16:4		NO_BOUND_ORIGIN_OR_WITHDRAWAL	f24r.17:3	0	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	P	Portion	T	B;J;M	U;D	f24r.16:1	sham	UNREAD_BETWEEN:f24r.16:2							PORTION_WITHOUT_SUBTRACTION_CLAIM	f24r.17:3	0	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	P	Portion	V	B;J;M	U;D	f24r.16:1	sham	UNREAD_BETWEEN:f24r.16:2							PORTION_WITHOUT_SUBTRACTION_CLAIM	f24r.17:3	0	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.3:5	R	Restmenge	T	B;J;M	U;D	f93r.3:6	chody						f93r.3:5		NO_BOUND_ORIGIN_OR_WITHDRAWAL	f93r.5:2	0	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.3:5	R	Restmenge	V	B;J;M	U;D	f93r.3:6	chody						f93r.3:5		NO_BOUND_ORIGIN_OR_WITHDRAWAL	f93r.5:2	0	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.3:5	P	Portion	T	B;J;M	U;D	f93r.3:6	chody								PORTION_WITHOUT_SUBTRACTION_CLAIM	f93r.5:2	0	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.3:5	P	Portion	V	B;J;M	U;D	f93r.3:6	chody								PORTION_WITHOUT_SUBTRACTION_CLAIM	f93r.5:2	0	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.8:5	R	Restmenge	T	B;J;M	U;D	f22v.8:3	qokol		f22v.8:1	f22v.8:2			f22v.8:5		SEPARATED_PAIR_WITHOUT_WRITTEN_ORIGIN_STOCK		0	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.8:5	R	Restmenge	V	B;J;M	U;D	f22v.8:3	qokol						f22v.8:5		NO_BOUND_ORIGIN_OR_WITHDRAWAL		0	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.8:5	P	Portion	T	B;J;M	U;D	f22v.8:3	qokol								PORTION_WITHOUT_SUBTRACTION_CLAIM		0	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.8:5	P	Portion	V	B;J;M	U;D	f22v.8:3	qokol								PORTION_WITHOUT_SUBTRACTION_CLAIM		0	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	R	Restmenge	T	B;J;M	U;D	f24r.16:1	sham	UNREAD_BETWEEN:f24r.16:2					f24r.16:4		NO_BOUND_ORIGIN_OR_WITHDRAWAL	f24r.17:3	0	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	R	Restmenge	V	B;J;M	U;D	f24r.16:1	sham	UNREAD_BETWEEN:f24r.16:2					f24r.16:4		NO_BOUND_ORIGIN_OR_WITHDRAWAL	f24r.17:3	0	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	P	Portion	T	B;J;M	U;D	f24r.16:1	sham	UNREAD_BETWEEN:f24r.16:2							PORTION_WITHOUT_SUBTRACTION_CLAIM	f24r.17:3	0	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	P	Portion	V	B;J;M	U;D	f24r.16:1	sham	UNREAD_BETWEEN:f24r.16:2							PORTION_WITHOUT_SUBTRACTION_CLAIM	f24r.17:3	0	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.3:5	R	Restmenge	T	B;J;M	U;D	f93r.3:6	chody						f93r.3:5		NO_BOUND_ORIGIN_OR_WITHDRAWAL	f93r.5:2	0	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.3:5	R	Restmenge	V	B;J;M	U;D	f93r.3:6	chody						f93r.3:5		NO_BOUND_ORIGIN_OR_WITHDRAWAL	f93r.5:2	0	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.3:5	P	Portion	T	B;J;M	U;D	f93r.3:6	chody								PORTION_WITHOUT_SUBTRACTION_CLAIM	f93r.5:2	0	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.3:5	P	Portion	V	B;J;M	U;D	f93r.3:6	chody								PORTION_WITHOUT_SUBTRACTION_CLAIM	f93r.5:2	0	recorded
