unified_id	section	page	record_or_locus	case_ids	surface	local_identity	workshop_role_de	learning_mode	cross_section_pointer
PROSE:E001	PROSE_CASE	f10r	H1	C1	dchey	PROC001	abziehen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E002	PROSE_CASE	f10r	H1	C1	cthoor	PROC002	adressieren oder spezifizieren: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E003	PROSE_CASE	f10r	H1	C1	char	PROC003	adressieren oder spezifizieren: lokaler Quellvorrat	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E004	PROSE_CASE	f10r	H1	C1	chty	PROC004	eintragen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E005	PROSE_CASE	f10r	H1	C1	os	PROC005	adressieren oder spezifizieren: ausgewaehltes Arbeitsfach	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E006	PROSE_CASE	f10r	H1	C1	chair	PROC006	abziehen: laufende Arbeitsfluessigkeit	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E007	PROSE_CASE	f10r	H1	C1	otytchol	PROC007	eintragen + abziehen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E008	PROSE_CASE	f10r	H1	C1	oky	PROC008	ansetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E009	PROSE_CASE	f10r	H1	C1	daiin	PROC009	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E010	PROSE_CASE	f10r	H1	C1	etyd	PROC010	eintragen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E011	PROSE_CASE	f10r	H1	C1	qokchy	PROC011	ansetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E012	PROSE_CASE	f10r	H1	C1	qotchol	PROC012	abziehen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E013	PROSE_CASE	f10r	H1	C1	chol	PROC013	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E014	PROSE_CASE	f10r	H1	C1	cthy	PROC014	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E015	PROSE_CASE	f10r	H2	C2	ycheor	PROC015	abziehen: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E016	PROSE_CASE	f10r	H2	C2	cthy	PROC014	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E017	PROSE_CASE	f10r	H2	C2	chor	PROC016	adressieren oder spezifizieren: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E018	PROSE_CASE	f10r	H2	C2	cthaiin	PROC017	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E019	PROSE_CASE	f10r	H2	C2	qoctholy	PROC018	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E020	PROSE_CASE	f10r	H2	C2	dy	PROC019	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E021	PROSE_CASE	f10r	H2	C2	chy	PROC019	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E022	PROSE_CASE	f10r	H2	C2	taiin	PROC009	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E023	PROSE_CASE	f10r	H2	C2	shy	PROC019	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E024	PROSE_CASE	f10r	H2	C2	qotchor	PROC020	abziehen: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E025	PROSE_CASE	f10r	H2	C2	chor	PROC016	adressieren oder spezifizieren: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E026	PROSE_CASE	f10r	H2	C2	otol	PROC021	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E027	PROSE_CASE	f10r	H2	C2	chol	PROC013	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E028	PROSE_CASE	f10r	H2	C2	cholor	PROC022	adressieren oder spezifizieren: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E029	PROSE_CASE	f10r	H2	C2	chol	PROC013	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E030	PROSE_CASE	f10r	H2	C2	daiin	PROC009	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E031	PROSE_CASE	f10r	H2	C2	dar	PROC003	adressieren oder spezifizieren: lokaler Quellvorrat	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E032	PROSE_CASE	f10r	H2	C2	oykchor	PROC023	zufuehren: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E033	PROSE_CASE	f10r	H2	C2	shor	PROC016	adressieren oder spezifizieren: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E034	PROSE_CASE	f10r	H2	C2	chor	PROC016	adressieren oder spezifizieren: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E035	PROSE_CASE	f10r	H2	C2	chy	PROC019	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E036	PROSE_CASE	f10r	H2	C2	kaiiin	PROC024	zufuehren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E037	PROSE_CASE	f10r	H2	C2	dy	PROC019	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E038	PROSE_CASE	f10r	H2	C2	chodaiin	PROC025	abziehen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E039	PROSE_CASE	f11r	H3	C3	tshol	PROC026	eintragen + halten: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E040	PROSE_CASE	f11r	H3	C3	schoal	PROC027	halten: bezeichnete Zielstelle	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E041	PROSE_CASE	f11r	H3	C3	cfhy	PROC028	auswringen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E042	PROSE_CASE	f11r	H3	C3	shfydaiin	PROC029	halten: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E043	PROSE_CASE	f11r	H3	C3	cphy	PROC030	hineingeben: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E044	PROSE_CASE	f11r	H3	C3	shey	PROC031	halten: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E045	PROSE_CASE	f11r	H3	C3	tchody	PROC032	eintragen + abziehen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E046	PROSE_CASE	f11r	H3	C3	shoyty	PROC033	halten + eintragen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E047	PROSE_CASE	f11r	H3	C3	dchol	PROC034	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E048	PROSE_CASE	f11r	H3	C3	chy	PROC019	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E049	PROSE_CASE	f11r	H3	C3	kchy	PROC035	zufuehren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E050	PROSE_CASE	f11r	H3	C3	dy	PROC019	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E051	PROSE_CASE	f11r	H3	C3	daiin	PROC009	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E052	PROSE_CASE	f11r	H3	C3	qotchy	PROC036	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E053	PROSE_CASE	f11r	H3	C3	okchol	PROC037	ansetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
