work_order_id	work_order_title_de	page	source_unit	reading_unit_id	source_group_id	visible_owner	visible_surface	current_reader_value_de	menu_status	selection_id	selection_reason_de
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	f67r2	M67_RIGHT_SECTORS	f67r2.1	A1:G001	A1_RIGHT_SECTOR_SLOT_01	ykshy	Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Position oder Bedingung halten; lokaler Namensrest yk/y.	UNSELECTED_REFERENCE_OPTION	NO_SELECTION	als alternative Nachschlageoption erhalten
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	f67r2	M67_RIGHT_SECTORS	f67r2.1	A1:G002	A1_RIGHT_SECTOR_SLOT_01	s	A1_RIGHT_SECTOR_SLOT_01: Nebenwert.	UNSELECTED_REFERENCE_OPTION	NO_SELECTION	als alternative Nachschlageoption erhalten
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	f67r2	M67_RIGHT_SECTORS	f67r2.1	A1:G003	A1_RIGHT_SECTOR_SLOT_01	aram	Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest am.	UNSELECTED_REFERENCE_OPTION	NO_SELECTION	als alternative Nachschlageoption erhalten
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	f67r2	M67_RIGHT_SECTORS	f67r2.2	A1:G004	A1_RIGHT_SECTOR_SLOT_02	ykecho	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ykec.	UNSELECTED_REFERENCE_OPTION	NO_SELECTION	als alternative Nachschlageoption erhalten
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	f67r2	M67_RIGHT_SECTORS	f67r2.2	A1:G005	A1_RIGHT_SECTOR_SLOT_02	ols	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest s.	UNSELECTED_REFERENCE_OPTION	NO_SELECTION	als alternative Nachschlageoption erhalten
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	f67r2	M67_RIGHT_SECTORS	f67r2.2	A1:G006	A1_RIGHT_SECTOR_SLOT_02	eesydy	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: lange oder volle Diagrammstufe; lokaler Namensrest sydy.	UNSELECTED_REFERENCE_OPTION	NO_SELECTION	als alternative Nachschlageoption erhalten
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	f67r2	M67_RIGHT_SECTORS	f67r2.3	A1:G007	A1_RIGHT_SECTOR_SLOT_03	ey	A1_RIGHT_SECTOR_SLOT_03: aktueller Auswahlwert.	UNSELECTED_REFERENCE_OPTION	NO_SELECTION	als alternative Nachschlageoption erhalten
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	f67r2	M67_RIGHT_SECTORS	f67r2.3	A1:G008	A1_RIGHT_SECTOR_SLOT_03	shs	Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Position oder Bedingung halten; lokaler Namensrest s.	UNSELECTED_REFERENCE_OPTION	NO_SELECTION	als alternative Nachschlageoption erhalten
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	f67r2	M67_RIGHT_SECTORS	f67r2.3	A1:G009	A1_RIGHT_SECTOR_SLOT_03	okar	Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	UNSELECTED_REFERENCE_OPTION	NO_SELECTION	als alternative Nachschlageoption erhalten
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	f67r2	M67_RIGHT_SECTORS	f67r2.4	A1:G010	A1_RIGHT_SECTOR_SLOT_04	shekchy	Sektorplatz A1_RIGHT_SECTOR_SLOT_04: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest e/y.	UNSELECTED_REFERENCE_OPTION	NO_SELECTION	als alternative Nachschlageoption erhalten
