unit_id	trace_position	page_locus_context	SOURCE_TEXT_PACKET	SLOT_PACKET	CARD_PACKET	RENDER_PACKET	REVERSE_PACKET	roundtrip_result	surface_alone_semantics
H5	1	f56r|f56r.5|F014|H5-S001	[IMAGE:vom rundblättrigen Sonnentau]	RELATION_LINK || FRAME_O(OPAQUE_PAYLOAD) || NONE	b9d7b6d68209a9019e7a || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_SELECTED_STATEMENT => chochor	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:9c6c3877e95544ce5ecb	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	2	f56r|f56r.5|F014|H5-S001	[GENRE:sammle] [IMAGE:das ganze oberirdische Kraut im feuchten Moor]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	2cc054357a929df85f64 || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => cho	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:4e86e13f77ac67b6a953	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	3	f56r|f56r.5|F014|H5-S001	[EXEMPLAR:zu Beginn der Blüte]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	0ec6a45e2950e8e7061d || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => chodaly	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:3260c137bbd29fedd858	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	4	f56r|f56r.5|F014|H5-S001	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:nur ein kleines örtliches Maß]	PARAMETER_ASSIGNMENT || OPAQUE_PAYLOAD || VORGABEPARAMETER?	2f1c5e56e8f0ff459065 || MASS? || LICENSED_EXACT_WHOLE_CARD	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => daiin	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT => digest:7c18a1896b2349a2e0c4	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	5	f56r|f56r.7|F015|H5-S001	[GENRE:zerstoße die frischen klebrigen Blätter]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	2cc054357a929df85f64 || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_STATEMENT_ACROSS_PHYSICAL_LINE => sho	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:9ba78424e22b90e319b5	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	6	f56r|f56r.7|F015|H5-S001	[GENRE:lege sie auf]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	893c570f3fa3fce99711 || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => kchol	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:38ec48aa4864f7b3879b	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	7	f56r|f56r.7|F015|H5-S001	[EXEMPLAR:eine einzelne Warze oder ein Hühnerauge]	RELATION_LINK || FRAME_OT(OPAQUE_PAYLOAD) || NONE	10488b911aae52b3b334 || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => otchor	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:8e92268be713fb267e8c	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	8	f56r|f56r.7|F015|H5-S001	[CARD:ANWENDEN?] [EXEMPLAR:nur kurz anwenden]	ACTION || OPAQUE_PAYLOAD || NONE	276a7c2d74d1143446f4 || ANWENDEN? || LICENSED_EXACT_WHOLE_CARD	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => choky	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT => digest:8238a5f19ce445c51d0c	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	9	f56r|f56r.7|F015|H5-S001	[CARD:ZIEL?] [EXEMPLAR:an der örtlich bezeichneten Hautstelle]	TARGET_ASSIGNMENT || OPAQUE_PAYLOAD || NONE	dd0ecaf5e27d81befffc || ZIEL? || LICENSED_EXACT_WHOLE_CARD	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => dal	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT => digest:c4ef5df8c522cef7e11f	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	10	f56r|f56r.8|F016|H5-S002	[GENRE:nimm die Auflage wieder ab]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	d665560c8ff80799a82c || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT => schol	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:63b367a52f55e20646cc	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	11	f56r|f56r.8|F016|H5-S002	[GENRE:wasche die Stelle mit Wasser]	RELATION_LINK || FRAME_O(OPAQUE_PAYLOAD) || NONE	c10aec6d4dd877ec8bd8 || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => choy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:07fb085fddc2536b8ffe	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	12	f56r|f56r.8|F016|H5-S002	[CARD:ANWENDEN?] [EXEMPLAR:wiederhole den Gebrauch nur falls vertragen]	ACTION || OPAQUE_PAYLOAD || NONE	276a7c2d74d1143446f4 || ANWENDEN? || LICENSED_EXACT_WHOLE_CARD	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => choky	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT => digest:39a1a9335fdda08ac709	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	13	f56r|f56r.8|F016|H5-S002	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:beende die äußere Anwendung]	EXEMPLAR_TAIL || CLOSE(OPAQUE_PAYLOAD) || NONE	95987d6f198d6d247511 || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD => cheeckhody	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:6078d935f1fef6363799	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	14	f56r|f56r.12|F017|H5-S003	[IMAGE:nimm vom übrigen Kraut die blühenden Stiele]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	ad3581d3144f69a5912d || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT => sh	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:4fafe6ca6ed0c5bc2ada	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	15	f56r|f56r.12|F017|H5-S003	[GENRE:trockne sie im Schatten]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	2cc054357a929df85f64 || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => cho	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:f8ab6d19b059d6ae175b	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	16	f56r|f56r.12|F017|H5-S003	[GENRE:zerreibe sie grob]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	b74e9e65637b7c8538dd || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => kchey	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:1be94bb331bef7ea06e1	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	17	f56r|f56r.12|F017|H5-S003	[GENRE:verwahre sie trocken]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	1322bc176443fc2a8a86 || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => qokokchy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:4ff97cc4781fd8c52e20	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	18	f56r|f56r.13|F018|H5-S004	[GENRE:setze daraus einen schwachen Auszug an]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	9ad66e67803a12e745de || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT => okchy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:de2af526f09f64b49cba	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	19	f56r|f56r.13|F018|H5-S004	[GENRE:mit mildem Wein]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	087a47b5423438cd6b6a || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => chokcheo	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:ac6d1b8fbcdecc3a566d	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	20	f56r|f56r.13|F018|H5-S004	[GENRE:seihe ihn durch ein Tuch]	TARGET_ASSIGNMENT || OPAQUE_PAYLOAD + <ARG_AL> || NONE	75a523fcf039b006f97b || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => kchal	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:6a24f9b06ecdc9f47b2c	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	21	f56r|f56r.18|F019|H5-S005	[GENRE:füge Honig hinzu]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	2cc054357a929df85f64 || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT => sho	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:b19721ff954792aca419	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
H5	22	f56r|f56r.18|F019|H5-S005	[GENRE:erwärme gelinde]	EXEMPLAR_TAIL || OPAQUE_PAYLOAD || NONE	9ad66e67803a12e745de || UNKNOWN || RECORD_LOCAL_EXEMPLAR_COPY	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD => chokchy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED => digest:8cd00836849c8fb1c23e	PASS_EXACT_IDENTITY_AND_CONTEXT	NOT_CLAIMED
