target_mask_id	candidate_id	gate_id	evaluation_order	applicable	observed	pass	candidate_disposition
TM-H8R1	OLS_NULL	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	OPAQUE_BASELINE
TM-H8R1	OLS_NULL	G02_NULL_MARGIN	2	0	0	NA	OPAQUE_BASELINE
TM-H8R1	OLS_NULL	G03_EVERY_RIVAL_MARGIN	3	0	-23	NA	OPAQUE_BASELINE
TM-H8R1	OLS_NULL	G04_ORPHANS_REMOVED	4	0	0	NA	OPAQUE_BASELINE
TM-H8R1	OLS_NULL	G05_ORPHAN_PAGES	5	0	0	NA	OPAQUE_BASELINE
TM-H8R1	OLS_NULL	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	OPAQUE_BASELINE
TM-H8R1	OLS_NULL	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	0	-18	NA	OPAQUE_BASELINE
TM-H8R1	OLS_NULL	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	OPAQUE_BASELINE
TM-H8R1	OLS_POSITIONAL_MEASURE_PRODUCT	G01_BRANCH_PAGE_COVERAGE	1	1	0	0	INSUFFICIENT_BRANCH_COVERAGE
TM-H8R1	OLS_POSITIONAL_MEASURE_PRODUCT	G02_NULL_MARGIN	2	1	7	1	CONTINUE
TM-H8R1	OLS_POSITIONAL_MEASURE_PRODUCT	G03_EVERY_RIVAL_MARGIN	3	1	-16	0	OPAQUE_NULL
TM-H8R1	OLS_POSITIONAL_MEASURE_PRODUCT	G04_ORPHANS_REMOVED	4	1	1	0	OPAQUE_NULL
TM-H8R1	OLS_POSITIONAL_MEASURE_PRODUCT	G05_ORPHAN_PAGES	5	1	1	0	OPAQUE_NULL
TM-H8R1	OLS_POSITIONAL_MEASURE_PRODUCT	G06_POSITIONAL_BEATS_INVARIANT	6	1	-16	0	OPAQUE_NULL
TM-H8R1	OLS_POSITIONAL_MEASURE_PRODUCT	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-12	0	OPAQUE_NULL
TM-H8R1	OLS_POSITIONAL_MEASURE_PRODUCT	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-H8R1	OLS_NOMINAL_PREPARATION	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-H8R1	OLS_NOMINAL_PREPARATION	G02_NULL_MARGIN	2	1	7	1	CONTINUE
TM-H8R1	OLS_NOMINAL_PREPARATION	G03_EVERY_RIVAL_MARGIN	3	1	-16	0	OPAQUE_NULL
TM-H8R1	OLS_NOMINAL_PREPARATION	G04_ORPHANS_REMOVED	4	1	1	0	OPAQUE_NULL
TM-H8R1	OLS_NOMINAL_PREPARATION	G05_ORPHAN_PAGES	5	1	1	0	OPAQUE_NULL
TM-H8R1	OLS_NOMINAL_PREPARATION	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-H8R1	OLS_NOMINAL_PREPARATION	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-12	0	OPAQUE_NULL
TM-H8R1	OLS_NOMINAL_PREPARATION	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-H8R1	OLS_FINISHED_PRODUCT_COLATURA	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-H8R1	OLS_FINISHED_PRODUCT_COLATURA	G02_NULL_MARGIN	2	1	23	1	CONTINUE
TM-H8R1	OLS_FINISHED_PRODUCT_COLATURA	G03_EVERY_RIVAL_MARGIN	3	1	8	1	CONTINUE
TM-H8R1	OLS_FINISHED_PRODUCT_COLATURA	G04_ORPHANS_REMOVED	4	1	5	1	CONTINUE
TM-H8R1	OLS_FINISHED_PRODUCT_COLATURA	G05_ORPHAN_PAGES	5	1	3	1	CONTINUE
TM-H8R1	OLS_FINISHED_PRODUCT_COLATURA	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-H8R1	OLS_FINISHED_PRODUCT_COLATURA	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	0	0	OPAQUE_NULL
TM-H8R1	OLS_FINISHED_PRODUCT_COLATURA	G08_EXACT_TIE_TO_NULL	8	0	1	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-H8R1	OLS_STRAIN_OPERATION	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-H8R1	OLS_STRAIN_OPERATION	G02_NULL_MARGIN	2	1	15	1	CONTINUE
TM-H8R1	OLS_STRAIN_OPERATION	G03_EVERY_RIVAL_MARGIN	3	1	-8	0	OPAQUE_NULL
TM-H8R1	OLS_STRAIN_OPERATION	G04_ORPHANS_REMOVED	4	1	3	1	CONTINUE
TM-H8R1	OLS_STRAIN_OPERATION	G05_ORPHAN_PAGES	5	1	3	1	CONTINUE
TM-H8R1	OLS_STRAIN_OPERATION	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-H8R1	OLS_STRAIN_OPERATION	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-8	0	OPAQUE_NULL
TM-H8R1	OLS_STRAIN_OPERATION	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-N5K6	OTAR_NULL	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	OPAQUE_BASELINE
TM-N5K6	OTAR_NULL	G02_NULL_MARGIN	2	0	0	NA	OPAQUE_BASELINE
