target_mask_id	candidate_id	policy_kind	policy_class	branch_id	branch_priority	branch_condition	selected_occurrence_count	qualified_occurrence_count	qualified_page_count	qualified_pages	minimum_branch_pages	coverage_pass
TM-H8R1	OLS_NULL	NULL	OPAQUE_NULL	OPAQUE	1	ALWAYS	3	3	3	f104v|f15v|f83v	0	1
TM-H8R1	OLS_POSITIONAL_MEASURE_PRODUCT	POSITIONAL	MEASURE	RIGHT_VALUE	1	NEAREST_RIGHT_IN(VALUE)	1	1	1	f104v	2	0
TM-H8R1	OLS_POSITIONAL_MEASURE_PRODUCT	POSITIONAL	RESULT	FINAL_NO_RIGHT_VALUE	2	LINE_FINAL&NEAREST_RIGHT_NOT_IN(VALUE)	2	2	2	f15v|f83v	2	1
TM-H8R1	OLS_POSITIONAL_MEASURE_PRODUCT	POSITIONAL	RESULT	OTHER_PRODUCT_POST	3	ELSE	0	0	0	NONE	2	0
TM-H8R1	OLS_NOMINAL_PREPARATION	INVARIANT	NOMINAL	ALL_OCCURRENCES	1	ALWAYS	3	3	3	f104v|f15v|f83v	0	1
TM-H8R1	OLS_FINISHED_PRODUCT_COLATURA	INVARIANT	RESULT	ALL_OCCURRENCES	1	ALWAYS	3	3	3	f104v|f15v|f83v	0	1
TM-H8R1	OLS_STRAIN_OPERATION	INVARIANT	OPERATION	ALL_OCCURRENCES	1	ALWAYS	3	3	3	f104v|f15v|f83v	0	1
TM-N5K6	OTAR_NULL	NULL	OPAQUE_NULL	OPAQUE	1	ALWAYS	5	5	5	f115v|f46v|f55v|f75r|f86v5	0	1
TM-N5K6	OTAR_GENERAL_SEQUENCE	INVARIANT	LINKER	ALL_OCCURRENCES	1	ALWAYS	5	3	3	f115v|f75r|f86v5	0	1
TM-N5K6	OTAR_ENDPOINT_UNTIL	INVARIANT	ENDPOINT	ALL_OCCURRENCES	1	ALWAYS	5	1	1	f75r	2	0
TM-N5K6	OTAR_NOMINAL_TRANSITION_PREPARATION	INVARIANT	NOMINAL	ALL_OCCURRENCES	1	ALWAYS	5	5	5	f115v|f46v|f55v|f75r|f86v5	0	1
TM-Q7M2	OL_NULL	NULL	OPAQUE_NULL	OPAQUE	1	ALWAYS	15	15	10	f112r|f30v|f3r|f55v|f58r|f75r|f78r|f81r|f82r|f85r1	0	1
TM-Q7M2	OL_POSITIONAL_RELATOR	POSITIONAL	LINKER	LEFT_AMOUNT_OR_VALUE	1	NEAREST_LEFT_IN(AMOUNT|VALUE)	9	7	6	f112r|f30v|f75r|f81r|f82r|f85r1	2	1
TM-Q7M2	OL_POSITIONAL_RELATOR	POSITIONAL	LINKER	OTHER_TWO_SIDED	2	TWO_SIDED&NEAREST_LEFT_NOT_IN(AMOUNT|VALUE)	4	4	4	f3r|f55v|f58r|f78r	2	1
TM-Q7M2	OL_NOMINAL_BASE	INVARIANT	NOMINAL	ALL_OCCURRENCES	1	ALWAYS	15	15	10	f112r|f30v|f3r|f55v|f58r|f75r|f78r|f81r|f82r|f85r1	0	1
TM-Q7M2	OL_MEASURABLE_PRODUCT_RESULT	INVARIANT	RESULT	ALL_OCCURRENCES	1	ALWAYS	15	8	7	f112r|f55v|f75r|f78r|f81r|f82r|f85r1	0	1
TM-V4C9	CKHY_NULL	NULL	OPAQUE_NULL	OPAQUE	1	ALWAYS	4	4	4	f10v|f17v|f24r|f32r	0	1
TM-V4C9	CKHY_POSITIONAL_MIX_DISPATCH	POSITIONAL	OPERATION	FINAL_WITH_PATIENT	1	LINE_FINAL&NEAREST_LEFT_IN(PATIENT)	1	1	1	f17v	2	0
TM-V4C9	CKHY_POSITIONAL_MIX_DISPATCH	POSITIONAL	NOMINAL	MEDIAL	2	MEDIAL	2	2	2	f10v|f32r	2	1
TM-V4C9	CKHY_INVARIANT_MIX_OPERATION	INVARIANT	OPERATION	ALL_OCCURRENCES	1	ALWAYS	4	3	3	f10v|f17v|f32r	0	1
TM-V4C9	CKHY_INVARIANT_MIXTURE_NOUN	INVARIANT	NOMINAL	ALL_OCCURRENCES	1	ALWAYS	4	4	4	f10v|f17v|f24r|f32r	0	1
TM-V4C9	CKHY_INFUSION_DECOCTION_NOUN	INVARIANT	NOMINAL	ALL_OCCURRENCES	1	ALWAYS	4	4	4	f10v|f17v|f24r|f32r	0	1
