candidate_id	occurrence_id	cohort_id	locus	page	ordinal	surface_provenance_only	occurrence_class	branch_id	policy_class	policy_kind	requirements_hold	bound_edge_ids	bound_edge_roles	resolved_orphan_ids	unresolved_orphan_ids	total_penalty	penalty_ids	penalty_triggers	renderer_de_display_only	target_surface_score_credit	fluency_credit	confirmed_lexeme
OL_NULL	G772-L016:T02:TM-Q7M2	G772-L016	f112r.36	f112r	2	ol	GDT771_FULL_LEFT_VALUE_RIGHT_TYPED	OPAQUE	OPAQUE_NULL	NULL	1	NONE	NONE	NONE	G772-L016:O02:BOTH:FIELD_EDGE|G772-L016:O02:LEFT:AMOUNT	9	P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_AMOUNT|ORPHAN_FIELD_EDGE|UNRESOLVED_TARGET	OPAQUE_NULL	0	0	0
OL_NULL	G772-L017:T07:TM-Q7M2	G772-L017	f30v.2	f30v	7	ol	GDT771_FULL_LEFT_VALUE_RIGHT_TYPED	OPAQUE	OPAQUE_NULL	NULL	1	NONE	NONE	NONE	G772-L017:O07:BOTH:FIELD_EDGE|G772-L017:O07:LEFT:AMOUNT	9	P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_AMOUNT|ORPHAN_FIELD_EDGE|UNRESOLVED_TARGET	OPAQUE_NULL	0	0	0
OL_NULL	G770-L009:T02:TM-Q7M2	G770-L009	f3r.19	f3r	2	ol	GDT770_OTHER_TWO_SIDED_CONTROL	OPAQUE	OPAQUE_NULL	NULL	1	NONE	NONE	NONE	G770-L009:O02:BOTH:FIELD_EDGE|G770-L009:O02:LEFT:PATIENT|G770-L009:O02:RIGHT:PATIENT	13	P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_PATIENT|ORPHAN_PATIENT|ORPHAN_FIELD_EDGE|UNRESOLVED_TARGET	OPAQUE_NULL	0	0	0
OL_NULL	G770-L012:T02:TM-Q7M2	G770-L012	f55v.10	f55v	2	ol	GDT770_OTHER_TWO_SIDED_CONTROL	OPAQUE	OPAQUE_NULL	NULL	1	NONE	NONE	NONE	G770-L012:O02:BOTH:FIELD_EDGE|G770-L012:O02:RIGHT:AMOUNT	9	P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_AMOUNT|ORPHAN_FIELD_EDGE|UNRESOLVED_TARGET	OPAQUE_NULL	0	0	0
OL_NULL	G770-L012:T12:TM-Q7M2	G770-L012	f55v.10	f55v	12	ol	GDT770_FINAL_ONE_SIDED_CONTROL	OPAQUE	OPAQUE_NULL	NULL	1	NONE	NONE	NONE	G770-L012:O12:LEFT:PATIENT	5	P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_PATIENT|UNRESOLVED_TARGET	OPAQUE_NULL	0	0	0
OL_NULL	G770-L008:T09:TM-Q7M2	G770-L008	f58r.13	f58r	9	ol	GDT770_OTHER_TWO_SIDED_CONTROL	OPAQUE	OPAQUE_NULL	NULL	1	NONE	NONE	NONE	G770-L008:O09:BOTH:FIELD_EDGE	5	P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_FIELD_EDGE|UNRESOLVED_TARGET	OPAQUE_NULL	0	0	0
OL_NULL	G772-L018:T02:TM-Q7M2	G772-L018	f75r.26	f75r	2	ol	GDT771_FULL_LEFT_VALUE_RIGHT_TYPED	OPAQUE	OPAQUE_NULL	NULL	1	NONE	NONE	NONE	G772-L018:O02:BOTH:FIELD_EDGE|G772-L018:O02:LEFT:VALUE	9	P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_VALUE|ORPHAN_FIELD_EDGE|UNRESOLVED_TARGET	OPAQUE_NULL	0	0	0
OL_NULL	G772-L018:T05:TM-Q7M2	G772-L018	f75r.26	f75r	5	ol	COLLATERAL_DIRECTIONAL_CONTROL	OPAQUE	OPAQUE_NULL	NULL	1	NONE	NONE	NONE	G772-L018:O05:LEFT:VALUE	5	P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_VALUE|UNRESOLVED_TARGET	OPAQUE_NULL	0	0	0
OL_NULL	G770-L013:T02:TM-Q7M2	G770-L013	f78r.37	f78r	2	ol	GDT770_OTHER_TWO_SIDED_CONTROL	OPAQUE	OPAQUE_NULL	NULL	1	NONE	NONE	NONE	G770-L013:O02:BOTH:FIELD_EDGE|G770-L013:O02:RIGHT:AMOUNT	9	P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_AMOUNT|ORPHAN_FIELD_EDGE|UNRESOLVED_TARGET	OPAQUE_NULL	0	0	0
OL_NULL	G772-L019:T02:TM-Q7M2	G772-L019	f81r.15	f81r	2	ol	GDT771_FULL_LEFT_VALUE_RIGHT_TYPED	OPAQUE	OPAQUE_NULL	NULL	1	NONE	NONE	NONE	G772-L019:O02:BOTH:FIELD_EDGE|G772-L019:O02:LEFT:AMOUNT	9	P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_AMOUNT|ORPHAN_FIELD_EDGE|UNRESOLVED_TARGET	OPAQUE_NULL	0	0	0
