clause_id	physical_page	register	start_event	end_event	events	formula_events	root_composition_events	end_reason	canonical_clause_reading_de	event_ids
P915-C001	f10r	HERBAL	P912-E0001	P912-E0039	39	6	33	LICENSED_DY_CLOSE	EINSETZEN · ENTNEHMEN · AUSFÜHREN · BEREIT · DIES ; HALTEN · ANSATZ ; AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES ; ENTNEHMEN · ANSATZ · ENTNEHMEN · DIES ; EINSETZEN · ENTNEHMEN · AUSFÜHREN · TEIL · FORTSETZEN ; ENTNEHMEN · AUSFÜHREN · EINSETZEN · ENTNEHMEN · ZIEL ; DIES · EINSETZEN · ENTNEHMEN ; ZUGEBEN · AUSFÜHREN · MITTE ; ENTNEHMEN · KURZ · DIES ; BEREIT · AUSFÜHREN · ANSATZ ; QUELLE ; ENTNEHMEN · EINSTELLEN · DIES ; DAZU ; ENTNEHMEN · LAUF ; DANACH · DIES · EINSTELLEN · ENTNEHMEN · FORTSETZEN ; DIESEN POSTEN ANSETZEN ; SOLLMASS ; KURZ · EINSTELLEN · DIES ; DER NAECHSTE ANSATZ ; AUSFÜHREN ; EINSTELLEN · DIES ; SOLLMASS ; ENTNEHMEN · AUSFÜHREN · BEREIT · DIES ; DANACH DIESER POSTEN ; FORTSETZEN ; ANSATZ ; DIESEN POSTEN EINSTELLEN ; DIES ; DIES ; ZUBEREITUNGSVARIANTE ; ENTNEHMEN · SOLLMASS ; ENTNEHMEN · BEREIT · DIES ; BEREIT · AUSFÜHREN ; DURCH DEN DURCHLASS FUEHREN ; ANSATZ ; SOLLMASS ; ENTNEHMEN · EINSTELLEN · ENTNEHMEN · ANSATZ ; TEIL · AUSFÜHREN · STUFE · MARKIEREN ; AUSFÜHREN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0001|P912-E0002|P912-E0003|P912-E0004|P912-E0005|P912-E0006|P912-E0007|P912-E0008|P912-E0009|P912-E0010|P912-E0011|P912-E0012|P912-E0013|P912-E0014|P912-E0015|P912-E0016|P912-E0017|P912-E0018|P912-E0019|P912-E0020|P912-E0021|P912-E0022|P912-E0023|P912-E0024|P912-E0025|P912-E0026|P912-E0027|P912-E0028|P912-E0029|P912-E0030|P912-E0031|P912-E0032|P912-E0033|P912-E0034|P912-E0035|P912-E0036|P912-E0037|P912-E0038|P912-E0039
P915-C002	f10r	HERBAL	P912-E0040	P912-E0092	53	17	36	PAGE_END_OPEN	DIESEN POSTEN ANSETZEN ; DANACH TEIL ENTNEHMEN UND WEITER ; FORTSETZEN ; BIS BEREIT FUEHREN ; DIES · AUSZUG · MARKIEREN ; BIS BEREIT FUEHREN ; VOM ANSATZ ENTNEHMEN ; BEREIT · SOLLMASS ; BEGINNEN · AUSFÜHREN · BEREIT · FORTSETZEN · DIES ; DIES ; DIES ; EINSTELLEN · SOLLMASS ; DIES ; TEIL · DIES ; ANSETZEN UND WEITERFÜHREN ; DIES ; ZUGEBEN · ENTNEHMEN · SOLLMASS ; DIESEN POSTEN EINSTELLEN ; SOLLMASS ; BEREIT ; PORTION ; TEIL · LAUF ; INNEN ; DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN ; VOM ANSATZ ENTNEHMEN ; DANACH · FORTSETZEN ; FORTSETZEN ; FORTSETZEN · ANSATZ ; FORTSETZEN ; SOLLMASS ; AUS DEM BEZEICHNETEN TEIL ; AUSFÜHREN · DIES · ZUGEBEN · ENTNEHMEN · ANSATZ ; HALTEN · ANSATZ ; VOM ANSATZ ENTNEHMEN ; DIES ; ZUGEBEN · ORT · UNTERSTUFE · STUFE ; DIES ; ENTNEHMEN · AUSFÜHREN · TEIL · SOLLMASS ; AUSFÜHREN · DANACH · ANSATZ ; DER NAECHSTE ANSATZ ; TRENNEN · DIES ; BEREIT · ANSATZ ; AUSFÜHREN · AUSWÄHLEN · PORTION ; DIES · EINSTELLEN · AUSFÜHREN · STUFE ; DANACH · ENTNEHMEN · AUSFÜHREN · HALTEN · ANSATZ ; DANACH DIESER POSTEN ; DER NAECHSTE ANSATZ ; BEREIT · DIES · TEIL ; DANACH AUS DER QUELLE ; AUSFÜHREN · TEIL · SOLLMASS ; SOLLMASS ; DANACH DIESER POSTEN ; DER NAECHSTE ANSATZ. FORTSETZUNG OFFEN.	P912-E0040|P912-E0041|P912-E0042|P912-E0043|P912-E0044|P912-E0045|P912-E0046|P912-E0047|P912-E0048|P912-E0049|P912-E0050|P912-E0051|P912-E0052|P912-E0053|P912-E0054|P912-E0055|P912-E0056|P912-E0057|P912-E0058|P912-E0059|P912-E0060|P912-E0061|P912-E0062|P912-E0063|P912-E0064|P912-E0065|P912-E0066|P912-E0067|P912-E0068|P912-E0069|P912-E0070|P912-E0071|P912-E0072|P912-E0073|P912-E0074|P912-E0075|P912-E0076|P912-E0077|P912-E0078|P912-E0079|P912-E0080|P912-E0081|P912-E0082|P912-E0083|P912-E0084|P912-E0085|P912-E0086|P912-E0087|P912-E0088|P912-E0089|P912-E0090|P912-E0091|P912-E0092
P915-C003	f11r	HERBAL	P912-E0093	P912-E0099	7	1	6	LICENSED_DY_CLOSE	EINSTELLEN · HALTEN · FORTSETZEN ; HALTEN · AUSFÜHREN · ZIEL ; TRENNEN · DIES ; HALTEN · DIES · SOLLMASS ; UMLEITEN · DIES ; KURZ HALTEN ; EINSTELLEN · ENTNEHMEN · AUSFÜHREN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0093|P912-E0094|P912-E0095|P912-E0096|P912-E0097|P912-E0098|P912-E0099
P915-C004	f11r	HERBAL	P912-E0100	P912-E0151	52	12	40	PAGE_END_OPEN	HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES ; AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES ; BEGINNEN · AUSFÜHREN · TEIL · ANSATZ ; DIES ; ZUGEBEN · HALTEN · DIES ; SOLLMASS ; DIESEN POSTEN EINSTELLEN ; DIES · EINSTELLEN · ANSETZEN · DIES ; WEITER ZUGEBEN ; SOLLMASS ; DANACH DIESER POSTEN ; FORTSETZEN ; BIS BEREIT FUEHREN ; BEZEICHNETER TEILANSATZ ; DIES · ZUGEBEN · DIES · ENTNEHMEN · DIES ; ENTNEHMEN · DANACH · DIES ; PORTION ; ENTNEHMEN · SOLLMASS ; SOLLMASS ; TEIL · AUSFÜHREN · TEIL ; DEN BEZEICHNETEN TEIL WEITERFÜHREN ; DIES ; ZUGEBEN · DIES ; DIES ; SOLLMASS ; EINSTELLEN · FORTSETZEN ; HALTEN · ANSATZ ; HALTEN · ANSATZ ; TEIL · ZUGEBEN · DIES ; DIES ; SOLLMASS ; BIS BEREIT FUEHREN ; TEIL ; DIES ; ENTNEHMEN · AUSFÜHREN · TEIL · LEITEN ; SOLLMASS ; AUSFÜHREN · TEIL · LEITEN ; TEIL ; AUSWÄHLEN ; DIES ; DANACH · FORTSETZEN ; ENTNEHMEN · SOLLMASS ; DIES · ZUGEBEN · ENTNEHMEN · ANSATZ ; TEIL · LAUF ; DEN BEZEICHNETEN TEIL BEARBEITEN ; BIS BEREIT FUEHREN ; AUSWÄHLEN ; SOLLMASS ; DANACH DIESER POSTEN ; ANSETZEN UND WEITERFÜHREN ; BIS BEREIT FUEHREN ; DIES. FORTSETZUNG OFFEN.	P912-E0100|P912-E0101|P912-E0102|P912-E0103|P912-E0104|P912-E0105|P912-E0106|P912-E0107|P912-E0108|P912-E0109|P912-E0110|P912-E0111|P912-E0112|P912-E0113|P912-E0114|P912-E0115|P912-E0116|P912-E0117|P912-E0118|P912-E0119|P912-E0120|P912-E0121|P912-E0122|P912-E0123|P912-E0124|P912-E0125|P912-E0126|P912-E0127|P912-E0128|P912-E0129|P912-E0130|P912-E0131|P912-E0132|P912-E0133|P912-E0134|P912-E0135|P912-E0136|P912-E0137|P912-E0138|P912-E0139|P912-E0140|P912-E0141|P912-E0142|P912-E0143|P912-E0144|P912-E0145|P912-E0146|P912-E0147|P912-E0148|P912-E0149|P912-E0150|P912-E0151
P915-C005	f13r	HERBAL	P912-E0152	P912-E0193	42	13	29	LICENSED_DY_CLOSE	EINSTELLEN · ANSATZ · HALTEN · ANSATZ ; AUSFÜHREN · EINSETZEN · DIES ; WEITER HALTEN ; DIES ; AUSFÜHREN · EINSETZEN · DIES ; WEITER HALTEN ; AUSFÜHREN · EINSETZEN · ENTNEHMEN · ANSATZ ; TEIL · DIES · EINSETZEN · DIES ; TEIL · ENTNEHMEN · EINMAL ; DEN BEZEICHNETEN TEIL WEITERFÜHREN ; FORTSETZEN ; DEN BEZEICHNETEN TEIL WEITERFÜHREN ; HALTEN · ZUGEBEN · DIES ; DIES · ZIEL ; DIES ; DIES · ZUGEBEN · DIES ; DANACH DIESER POSTEN ; SOLLMASS ; AUSWÄHLEN ; DIES ; AUSWÄHLEN ; DIES ; TEIL · ENTNEHMEN · ANSATZ ; HALTEN · SOLLMASS ; AUSFÜHREN · VOLL · AUSWÄHLEN ; DIESEN POSTEN DEM ANSATZ ZUGEBEN ; VOM ANSATZ ENTNEHMEN ; DIESEN POSTEN EINSTELLEN ; DIES · ZUGEBEN · DIES ; ZUGEBEN · DIES ; AUS DEM BEZEICHNETEN TEIL ; AUSFÜHREN · TEIL · DIES ; DIESEN POSTEN EINSTELLEN ; DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN ; HALTEN · ANSATZ · AUSFÜHREN · TEIL · AUSFÜHREN ; DIES ; EINSTELLEN · DIES ; WEITER ZUGEBEN ; TEIL · EINSETZEN · DIES ; AUSFÜHREN · EINSETZEN · DIES ; DANACH TEIL ENTNEHMEN UND WEITER ; TRENNEN · FORTSETZEN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0152|P912-E0153|P912-E0154|P912-E0155|P912-E0156|P912-E0157|P912-E0158|P912-E0159|P912-E0160|P912-E0161|P912-E0162|P912-E0163|P912-E0164|P912-E0165|P912-E0166|P912-E0167|P912-E0168|P912-E0169|P912-E0170|P912-E0171|P912-E0172|P912-E0173|P912-E0174|P912-E0175|P912-E0176|P912-E0177|P912-E0178|P912-E0179|P912-E0180|P912-E0181|P912-E0182|P912-E0183|P912-E0184|P912-E0185|P912-E0186|P912-E0187|P912-E0188|P912-E0189|P912-E0190|P912-E0191|P912-E0192|P912-E0193
P915-C006	f13r	HERBAL	P912-E0194	P912-E0209	16	6	10	LICENSED_DY_CLOSE	EINSTELLEN · ENTNEHMEN · ANSATZ ; BEZEICHNETER TEILANSATZ ; SOLLMASS ; DANACH TEIL ENTNEHMEN UND WEITER ; DIESEN POSTEN ANSETZEN ; ANSETZEN · ENTNEHMEN · ANSATZ ; AUSFÜHREN · STUFE ; DURCH DEN DURCHLASS FUEHREN ; TEIL ; TEIL · DIES ; DIESEN POSTEN ANSETZEN ; FORTSETZEN ; DIES ; AUSFÜHREN · DIES ; TEIL ; DAMIT FORTFAHREN; ENDE. TEILGANG GESCHLOSSEN.	P912-E0194|P912-E0195|P912-E0196|P912-E0197|P912-E0198|P912-E0199|P912-E0200|P912-E0201|P912-E0202|P912-E0203|P912-E0204|P912-E0205|P912-E0206|P912-E0207|P912-E0208|P912-E0209
P915-C007	f13r	HERBAL	P912-E0210	P912-E0219	10	3	7	LICENSED_DY_CLOSE	ANSETZEN · ENTNEHMEN · ANSATZ ; TEIL · AUSFÜHREN · SOLLMASS ; TEILSTOFF · DIES ; DIESEN POSTEN ANSETZEN ; EINSTELLEN · ANSATZ · DIES ; ZUGEBEN ; AUSWÄHLEN ; DIESEN POSTEN ANSETZEN ; SOLLMASS ; DAMIT FORTFAHREN; ENDE. TEILGANG GESCHLOSSEN.	P912-E0210|P912-E0211|P912-E0212|P912-E0213|P912-E0214|P912-E0215|P912-E0216|P912-E0217|P912-E0218|P912-E0219
P915-C008	f13r	HERBAL	P912-E0220	P912-E0225	6	1	5	LICENSED_DY_CLOSE	KURZ HALTEN ; FORTSETZEN ; TEIL · AUSFÜHREN · STUFE ; DIES · ZUGEBEN · FORTSETZEN · DIES ; ANSETZEN · ENTNEHMEN · ZIEL ; ZIEL · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0220|P912-E0221|P912-E0222|P912-E0223|P912-E0224|P912-E0225
P915-C009	f13r	HERBAL	P912-E0226	P912-E0228	3	0	3	PAGE_END_OPEN	AUSWÄHLEN · DANACH · DIES ; ZUGEBEN · DIES ; ANSETZEN · ANSATZ · ANSATZ · DIES. FORTSETZUNG OFFEN.	P912-E0226|P912-E0227|P912-E0228
P915-C010	f55v	HERBAL	P912-E0229	P912-E0236	8	2	6	LICENSED_DY_CLOSE	ZUGEBEN · ENTNEHMEN · LÄNGER · TEIL · UMSETZEN · DIES ; AUSFÜHREN · KURZ · TEIL · PORTION ; DURCH DEN DURCHLASS FUEHREN ; DANACH · FORTSETZEN · TEIL · SOLLMASS ; TEIL · AUSFÜHREN · SCHLIESSEN · RAND ; AUSFÜHREN · VOLL · TEIL ; DIES · EINSTELLEN · LÄNGER · DIES ; LAENGER ANSETZEN; ENDE. TEILGANG GESCHLOSSEN.	P912-E0229|P912-E0230|P912-E0231|P912-E0232|P912-E0233|P912-E0234|P912-E0235|P912-E0236
