page	locus	kind	paragraph_start	paragraph_end	readings_json
f77r	f77r.1	L	0	0	"{""zl3b_clean"": ""darchdar"", ""it2a_clean"": ""darchdar"", ""rf1b_clean"": ""darchdar""}"
f77r	f77r.2	L	0	0	"{""zl3b_clean"": ""olkchs"", ""it2a_clean"": ""olkchs"", ""rf1b_clean"": ""olkchs""}"
f77r	f77r.3	L	0	0	"{""zl3b_clean"": ""otedy"", ""it2a_clean"": ""otedy"", ""rf1b_clean"": ""otedy""}"
f77r	f77r.4	L	0	0	"{""zl3b_clean"": ""otork"", ""it2a_clean"": ""otork"", ""rf1b_clean"": ""otork""}"
f77r	f77r.5	L	0	0	"{""zl3b_clean"": ""otol"", ""it2a_clean"": ""otol"", ""rf1b_clean"": ""otol""}"
f77r	f77r.6	L	0	0	"{""zl3b_clean"": ""dchdy"", ""it2a_clean"": ""dchdy"", ""rf1b_clean"": ""dch y""}"
f77r	f77r.7	L	0	0	"{""zl3b_clean"": ""soral"", ""it2a_clean"": ""soral"", ""rf1b_clean"": ""soral""}"
f77r	f77r.8	L	0	0	"{""zl3b_clean"": ""dotedy"", ""it2a_clean"": ""dotedy"", ""rf1b_clean"": ""dotedy""}"
f77r	f77r.9	P	1	0	"{""zl3b_clean"": ""poldarais ol qokol chey qopchedy qopchedy dylches olkedy loly"", ""it2a_clean"": ""pol darair ol qokol chey qopchedy qopchedy dylches olkedy loly"", ""rf1b_clean"": ""poldarairol qokol chey qopchedy qopchedy dylches olkedy loly""}"
f77r	f77r.10	P	0	0	"{""zl3b_clean"": ""tolchd ar shey qotaiin qotedy qokol chdy qokain chetey sal"", ""it2a_clean"": ""tol chd ar shey qotaiin qotedy qokol chdy qokain chetey sal"", ""rf1b_clean"": ""tolch ar shey qotaiin qotedy qokol chdy qokain chetey sal""}"
f77r	f77r.11	P	0	0	"{""zl3b_clean"": ""qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham"", ""it2a_clean"": ""qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham"", ""rf1b_clean"": ""qoteedy qokaiin shedy chol she y shcthey qokeedy oteedy cham""}"
f77r	f77r.12	P	0	0	"{""zl3b_clean"": ""solteedy qoteedy qodeedy chedaiin chedy shedaiin shealol ched"", ""it2a_clean"": ""solteedy qoteedy qodeedy shedaiin chedy shedaiin sheol ol ched"", ""rf1b_clean"": ""soltee y qotee y qodeedy che aiin che y shedaiin sheolol che""}"
f77r	f77r.13	P	0	0	"{""zl3b_clean"": ""qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy"", ""it2a_clean"": ""qokeedy qolsheedy shol tedy chedy lsheedy qokedy qolal chedy"", ""rf1b_clean"": ""qokeedy qol eedy shol tedy che y lshee y qoke y qol al chedy""}"
f77r	f77r.14	P	0	0	"{""zl3b_clean"": ""sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy"", ""it2a_clean"": ""sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy"", ""rf1b_clean"": ""sokcheey sain sheeol qoteedy qokaiin edy qokeedy qote y""}"
f77r	f77r.15	P	0	0	"{""zl3b_clean"": ""qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol"", ""it2a_clean"": ""qokeedy shedy qotol shedy qokaiin sheety qokeedy lchedy lol"", ""rf1b_clean"": ""qokeedy she y qotol edy qokaiin sheety qokeedy lchedy lol""}"
f77r	f77r.16	P	0	0	"{""zl3b_clean"": ""sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol"", ""it2a_clean"": ""sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol"", ""rf1b_clean"": ""sshedy qotaiin che y qokaiin edy qolcheedy qokeedy lol""}"
f77r	f77r.17	P	0	0	"{""zl3b_clean"": ""qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol"", ""it2a_clean"": ""qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol"", ""rf1b_clean"": ""qoteedy qoteedy qoke y sheed qeey saiin eety qoteedy lol""}"
f77r	f77r.18	P	0	0	"{""zl3b_clean"": ""daiin cheedy lshey qo l or chees sheckhedy qol cheedy qotaiin"", ""it2a_clean"": ""daiin cheedy lshey qol or chees sheckhedy qol cheedy qotaiin"", ""rf1b_clean"": ""daiin cheedy lshey qol r chees sheckhedy qol cheedy qotaiin""}"
f77r	f77r.19	P	0	0	"{""zl3b_clean"": ""qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey"", ""it2a_clean"": ""qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey"", ""rf1b_clean"": ""qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey""}"
