page	locus	kind	paragraph_start	paragraph_end	readings_json
f77r	f77r.25	P	1	0	"{""zl3b_clean"": ""otedy qokar shedy qokal shedar dal chedy daror"", ""it2a_clean"": ""otedy qokor shedy qokal shedar dal chedy daror"", ""rf1b_clean"": ""otedy qokor shedy qokal shedar dal chedy daror""}"
f77r	f77r.26	P	0	0	"{""zl3b_clean"": ""qoteedy qokeedy qokaiin chcthy lchedy qokaly"", ""it2a_clean"": ""qoteedy qokeedy qokaiin chcthy lchedy qokaly"", ""rf1b_clean"": ""qoteedy qokee y qokaiin chcthy lche y qokaly""}"
f77r	f77r.27	P	0	0	"{""zl3b_clean"": ""solchedy qokain okaiin shedy qokeedy qotedy"", ""it2a_clean"": ""solchedy qokain okaiin shedy qokeedy qotedy"", ""rf1b_clean"": ""solche y qokain okaiin shedy qokeedy qotedy""}"
f77r	f77r.28	P	0	0	"{""zl3b_clean"": ""olchey qotey qokain olcheedy sar lom"", ""it2a_clean"": ""olchey qotey qokain olcheedy sar lom"", ""rf1b_clean"": ""olchey qotey qokain olcheedy sar lom""}"
f77r	f77r.29	P	0	0	"{""zl3b_clean"": ""saiin cheeol qokeedy qokeedy qotal"", ""it2a_clean"": ""saiin cheeol qokeedy qokeedy qotal"", ""rf1b_clean"": ""saiin cheeol qokeedy qokeedy qotal""}"
f77r	f77r.30	P	0	0	"{""zl3b_clean"": ""qokaiin chckhey sa iin qolkain cheeky lol"", ""it2a_clean"": ""qokaiin chckhey saiin qolkain cheeky lol"", ""rf1b_clean"": ""qokaiin chckhey s aiin qolkain cheeky lol""}"
f77r	f77r.31	P	0	0	"{""zl3b_clean"": ""qokain chckhy qokeey qotedy qotedy qotary"", ""it2a_clean"": ""qokain chckhy qokeey qotedy qotedy qotary"", ""rf1b_clean"": ""qokain chckhy qokeey qote y qotedy qotary""}"
f77r	f77r.32	P	0	0	"{""zl3b_clean"": ""qor ain cheol ol chealor cheey qeteiiin dary"", ""it2a_clean"": ""qor ain cheol ol chealor cheey qetaiin dary"", ""rf1b_clean"": ""qor ain cheol ol chealor cheey qeteiiin dary""}"
f77r	f77r.33	P	0	0	"{""zl3b_clean"": ""daiin chedy qol keedy qoteeedy sar oiiiin cheety dy"", ""it2a_clean"": ""daiin chedy qol keedy qoteeedy sar oiiiin cheety dy"", ""rf1b_clean"": ""daiin chedy qol kee y qoteeedy sar iiiin cheety dy""}"
f77r	f77r.34	P	0	0	"{""zl3b_clean"": ""qokaiin shedy chedy qolchedy qokaiin qokaiin checkhy raiin"", ""it2a_clean"": ""qokaiin shedy chedy qol chedy qokaiin qokaiin checkhy raiin"", ""rf1b_clean"": ""qokaiin shedy chedy qolche y qokaiin qokaiin checkhy aiin""}"
f77r	f77r.35	P	0	0	"{""zl3b_clean"": ""solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy"", ""it2a_clean"": ""solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy"", ""rf1b_clean"": ""solkeey okaiin chedy qokain sheedy qotaiin che aiin chealy""}"
f77r	f77r.36	P	0	0	"{""zl3b_clean"": ""dshedy pchedy qotain chedy dolchl qokeedy qokol olchey"", ""it2a_clean"": ""dshedy pchedy qotain chedy dolchl qokeedy qokol olchey"", ""rf1b_clean"": ""dshedy pchedy qotain chedy dolchl qokeedy qokol olchey""}"
