record	locus	at	word	version	render	read_status	row_status
F83_P1	f83r.1	f83r.1:1	tchedy	L	[tchedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:2	lpchedy	L	[lpchedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:3	opedy	L	[opedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:4	chepol	L	[chepol — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:5	pchedar	L	[pchedar — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:6	shedy	L	Gemisch	HYPOTHESIS	recorded
F83_P1	f83r.1	f83r.1:7	qopchedy	L	[qopchedy — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:1	sol	L	[sol — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:2	cheey	L	[cheey — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:3	qokaiin	L	[qokaiin — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:4	shol	L	[shol — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:5	lchs	L	[lchs — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:6	shey	L	[shey — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:7	qoteedy	L	[qoteedy — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:8	rches	L	[rches — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:9	ar	L	[ar — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:10	chedy	L	erwärme Material@f83r.1:6	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:11	dor	L	[dor — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:1	olkeedy	L	[olkeedy — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:2	qotal	L	[qotal — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:3	chkeedy	L	[chkeedy — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:4	chey	L	[chey — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:5	daiin	L	[daiin — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:6	chey	L	[chey — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:7	lchedy	L	Rückstand	HYPOTHESIS	recorded
F83_P1	f83r.3	f83r.3:8	qokaiin	L	[qokaiin — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:9	qotal	L	[qotal — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:10	dar	L	[dar — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:1	qokshedy	L	[qokshedy — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:2	chedy	L	erwärme Material@f83r.3:7	HYPOTHESIS	recorded
F83_P1	f83r.4	f83r.4:3	qokedy	L	Material@f83r.4:7 ist klar; UNSUPPORTED	HYPOTHESIS	recorded
F83_P1	f83r.4	f83r.4:4	chkedy	L	[chkedy — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:5	daiin	L	[daiin — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:6	shetar	L	[shetar — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:7	shedy	L	Gemisch	HYPOTHESIS	recorded
F83_P1	f83r.4	f83r.4:8	qekaiin	L	[qekaiin — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:9	chedy	L	erwärme Material@f83r.4:7	HYPOTHESIS	recorded
F83_P1	f83r.5	f83r.5:1	deey	L	[deey — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:2	qotaiin	L	[qotaiin — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:3	checkhy	L	[checkhy — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:4	qoty	L	[qoty — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:5	cheg	L	[cheg — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:6	shedy	L	Gemisch	HYPOTHESIS	recorded
F83_P1	f83r.5	f83r.5:7	qokeey	L	Flüssigkeit	HYPOTHESIS	recorded
F83_P1	f83r.5	f83r.5:8	rchedy	L	[rchedy — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:9	qoteedy	L	[qoteedy — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:10	lo	L	[lo — offen]	OPEN	recorded
F83_P1	f83r.6	f83r.6:1	schedy	L	[schedy — offen]	OPEN	recorded
F83_P1	f83r.6	f83r.6:2	chedchy	L	[chedchy — offen]	OPEN	recorded
F83_P1	f83r.6	f83r.6:3	qokal	L	[qokal — offen]	OPEN	recorded
F83_P1	f83r.6	f83r.6:4	olchedy	L	[olchedy — offen]	OPEN	recorded
