record	locus	at	word	version	render	read_status	row_status
F83_P1	f83r.1	f83r.1:1	tchedy	U	[tchedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:2	lpchedy	U	[lpchedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:3	opedy	U	[opedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:4	chepol	U	[chepol — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:5	pchedar	U	[pchedar — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:6	shedy	U	Gemisch	HYPOTHESIS	recorded
F83_P1	f83r.1	f83r.1:7	qopchedy	U	[qopchedy — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:1	sol	U	[sol — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:2	cheey	U	[cheey — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:3	qokaiin	U	[qokaiin — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:4	shol	U	[shol — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:5	lchs	U	[lchs — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:6	shey	U	[shey — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:7	qoteedy	U	[qoteedy — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:8	rches	U	[rches — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:9	ar	U	[ar — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:10	chedy	U	erwärme Material@f83r.1:6	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:11	dor	U	[dor — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:1	olkeedy	U	[olkeedy — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:2	qotal	U	[qotal — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:3	chkeedy	U	[chkeedy — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:4	chey	U	[chey — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:5	daiin	U	[daiin — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:6	chey	U	[chey — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:7	lchedy	U	Rückstand	HYPOTHESIS	recorded
F83_P1	f83r.3	f83r.3:8	qokaiin	U	[qokaiin — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:9	qotal	U	[qotal — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:10	dar	U	[dar — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:1	qokshedy	U	[qokshedy — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:2	chedy	U	erwärme Material@f83r.3:7	HYPOTHESIS	recorded
F83_P1	f83r.4	f83r.4:3	qokedy	U	Material@f83r.4:7 ist klar; UNSUPPORTED	HYPOTHESIS	recorded
F83_P1	f83r.4	f83r.4:4	chkedy	U	[chkedy — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:5	daiin	U	[daiin — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:6	shetar	U	[shetar — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:7	shedy	U	Gemisch	HYPOTHESIS	recorded
F83_P1	f83r.4	f83r.4:8	qekaiin	U	[qekaiin — offen]	OPEN	recorded
