joint_tuple_id	events	surfaces	small_values_de	local_owner
0275fbf14e07935b0a45	1	okeey	länger ansetzen	B1_SHARED_TWO_ROW_POOL
07913ef9b1fb773cd325	1	okchedy	Ansatz umsetzen; Schluss	B1_SHARED_TWO_ROW_POOL
08bd5ca0c2ad137a056d	1	qokey	kurz ansetzen	B1_SHARED_TWO_ROW_POOL
0f18de177ed7c878bf95	2	dl	Badzusatz	B1_SHARED_TWO_ROW_POOL
1496a731803a9f48d2e1	1	rol	noch warm	B1_SHARED_TWO_ROW_POOL
1645e612504fcef59ced	1	qokain	eine Portion zugeben	B1_SHARED_TWO_ROW_POOL
22fb87a5a83e5c3fb510	1	kair	Beckenwasser	B1_SHARED_TWO_ROW_POOL
259b2b3b0bf859882e2c	1	schedy	umsetzen; Schluss	B1_SHARED_TWO_ROW_POOL
28ffbc88b97772a75f1e	1	qolchedy	fortsetzen; Schluss	B1_SHARED_TWO_ROW_POOL
2c82523794dcb7d2b343	1	oiiin	Sollstand	B1_SHARED_TWO_ROW_POOL
2cc8bb3c2af19607888f	3	chckhy|shckhy	durchführen	B1_SHARED_TWO_ROW_POOL
2e7e89e0bd12b999c280	2	lshedy	waschen; Schluss	B1_SHARED_TWO_ROW_POOL
3b70942557b3a40e8030	1	olkeedy	länger auffangen; Schluss	B1_SHARED_TWO_ROW_POOL
433713294b25b0a12f66	1	lchedal	Auslass	B1_SHARED_TWO_ROW_POOL
4da0f0f7b5fc7ac20067	1	ral	abkühlen	B1_SHARED_TWO_ROW_POOL
4eab1841ed655c20a348	1	sheckhal	mäßige Menge	B1_SHARED_TWO_ROW_POOL
54e32e9c1414b20640e9	1	sshkchdy	Sonderumsetzung; Schluss	B1_SHARED_TWO_ROW_POOL
74c76d589d44120f647b	1	dsheol	einreiben	B1_SHARED_TWO_ROW_POOL
7db18b2f0fb7ed0fcfd3	3	qokedy	kurz ansetzen; Schluss	B1_SHARED_TWO_ROW_POOL
87411f84689b4f93a303	1	qokchdy	Ansatz umsetzen; Schluss	B1_SHARED_TWO_ROW_POOL
93f69c38fdedee1598e9	1	qokeedal	länger an der Stelle halten	B1_SHARED_TWO_ROW_POOL
94df4847b7b16c98394a	1	olkain	weitere Portion	B1_SHARED_TWO_ROW_POOL
9da1b6ac2c929daea697	1	kain	eine Portion	B1_SHARED_TWO_ROW_POOL
a06244ef1f2b37ca44c1	1	teol	erste Öffnung	B1_SHARED_TWO_ROW_POOL
a7af89ab31ce5e247395	1	ytey	füllen	B1_SHARED_TWO_ROW_POOL
b38d70daefd663d74625	1	ly	Empfangsgefäß	B1_SHARED_TWO_ROW_POOL
b6b654722e55729cc947	1	otar	Folgeauslass	B1_SHARED_TWO_ROW_POOL
bc4f1f5c006c74a4d26d	4	cheedy|shedy|tedy	absetzen; Schluss	B1_SHARED_TWO_ROW_POOL
be0974b366c981dc1eef	1	lsho	Waschgang	B1_SHARED_TWO_ROW_POOL
c205570c49d4d93c23d3	1	qolky	Arbeitsstelle	B1_SHARED_TWO_ROW_POOL
d225b7a7b95da7aee437	1	dchdy	umsetzen; Schluss	B1_SHARED_TWO_ROW_POOL
d68bc8de3bcee09db23c	1	shckhedy	seihen; Schluss	B1_SHARED_TWO_ROW_POOL
d904bf7b044dd3922781	2	cheky	kurz wärmen	B1_SHARED_TWO_ROW_POOL
