binding_id	source_reading_id	source_gdt	evidence_path	selector	field_assertions	evidence_role	score_credit_family_ids	normalization_class	matched_row_fingerprint_sha256	source_row_match	evidence_status	historical_confirmation
B01_OTCHY_GRID	otchy#1	GDT647	experiments/yolo/gdt647_quality_subdegree_family_migration/artifacts/FAMILY_MIGRATION_DECK.tsv	cell_id=G647-C31;surface=otchy	family=QUALITY_COMPOUND_O_CARRIER;composition=o+t+ch+y;new_meaning_de=kalt-trockener Ansatz am Anfang des Grades;decision=ADD_V24_EXACT_WHOLE;zl3b_occurrences=40;pages=32;reader_anchor=ALL_READER_EXACT	QUALITY_STAGE_GRID	F_STATE|F_STAGE	REMOVE_PREPARATION_HEAD_KEEP_STATE_STAGE	96994e01d7e8aa9020929cc4f68b777ed7b33b370c693eba2517ff5b74e622c5	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B02_OTCHY_GLOSSARY	otchy#1	GDT647	experiments/yolo/gdt647_quality_subdegree_family_migration/artifacts/V24_EXACT_TOKEN_GLOSSARY.tsv	surface=otchy	working_meaning_de=kalt-trockener Ansatz am Anfang des Grades;source=GDT647:FAMILY_MIGRATION;strength=EXACT_QUALITY_SUBDEGREE_FAMILY;scope_state=KNOWN_EXACT_WHOLE;priority=130	EXACT_WHOLE_GLOSS	NONE	REMOVE_PREPARATION_HEAD_KEEP_STATE_STAGE	29ab74a17e0007e0bff16ee46effcdd6507ae7a1e8063b73e9a23b0b3a268746	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B03_OTCHY_RULE	otchy#1	GDT691	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	rule_id=P018;surface=otchy	expected_v63_gloss_de=kalt-trockener Ansatz am Anfang des Grades;v64_main_gloss_de=kalt-trockene Zubereitung am Anfang des Grades;practical_head_de=Trockenzubereitung;live_rivals_de=Kaltansatz|Trockenrückstand;decision_class=INTERMEDIATE_DRY_PREPARATION	LOCAL_HEAD_RULE	NONE	MOVE_PREPARATION_HEAD_TO_CONTEXT	7f9dd1357f9fb280c2380faa05369c4e3bb421683d5a3eb922cd465a6a97d927	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B04_OTCHY_POSITION	otchy#1	GDT691	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f7r;locus=f7r.2;token_ordinal=8;surface=otchy	v64_rule_id=P018;v64_token_gloss_de=kalt-trockene Zubereitung am Anfang des Grades;decision_class=INTERMEDIATE_DRY_PREPARATION;preparation_roles=HEAD;v64_changed=1	EXACT_POSITION	NONE	MOVE_PREPARATION_HEAD_TO_CONTEXT	4e7c25ab9552b38b8f811cd3cdd338aaabb2dfd6885c04648b8bd9931ffa865c	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B05_OTCHEY_GRID	otchey#1	GDT647	experiments/yolo/gdt647_quality_subdegree_family_migration/artifacts/FAMILY_MIGRATION_DECK.tsv	cell_id=G647-C32;surface=otchey	family=QUALITY_COMPOUND_O_CARRIER;composition=o+t+ch+e+y;new_meaning_de=kalt-trockener Ansatz in der Mitte des Grades;decision=ADD_V24_EXACT_WHOLE;zl3b_occurrences=26;pages=21;reader_anchor=ALL_READER_EXACT	QUALITY_STAGE_GRID	F_STATE|F_STAGE	REMOVE_PREPARATION_HEAD_KEEP_STATE_STAGE	5e9e3601af2381036537902c297ef726f878dbf8c9cb6e251fc9bdc908f4c309	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B06_OTCHEY_GLOSSARY	otchey#1	GDT647	experiments/yolo/gdt647_quality_subdegree_family_migration/artifacts/V24_EXACT_TOKEN_GLOSSARY.tsv	surface=otchey	working_meaning_de=kalt-trockener Ansatz in der Mitte des Grades;source=GDT647:FAMILY_MIGRATION;strength=EXACT_QUALITY_SUBDEGREE_FAMILY;scope_state=KNOWN_EXACT_WHOLE;priority=130	EXACT_WHOLE_GLOSS	NONE	REMOVE_PREPARATION_HEAD_KEEP_STATE_STAGE	3b39eae9aa27beb2470e0b6b319b77737a33372e45c26413e9ed3107b742f2e3	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B07_OTCHEY_RULE	otchey#1	GDT691	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	rule_id=P017;surface=otchey	expected_v63_gloss_de=kalt-trockener Ansatz in der Mitte des Grades;v64_main_gloss_de=kalt-trockene Zubereitung in der Mitte des Grades;practical_head_de=Trockenzubereitung;live_rivals_de=Kaltansatz|Trockenrückstand;decision_class=INTERMEDIATE_DRY_PREPARATION	LOCAL_HEAD_RULE	NONE	MOVE_PREPARATION_HEAD_TO_CONTEXT	0593aa502fc7b805a6efcf6e3360efa0883d4b88fec981b2f9fe93822f8e9376	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B08_OTCHEY_POSITION	otchey#1	GDT691	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f114v;locus=f114v.36;token_ordinal=5;surface=otchey	v64_rule_id=P017;v64_token_gloss_de=kalt-trockene Zubereitung in der Mitte des Grades;decision_class=INTERMEDIATE_DRY_PREPARATION;preparation_roles=HEAD;v64_changed=1	EXACT_POSITION	NONE	MOVE_PREPARATION_HEAD_TO_CONTEXT	c21f6a2e10c93395f412330bf1403fa67395b157d895376633bb3c099e85bb51	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B09_OTCHDY_GRID	otchdy#1	GDT647	experiments/yolo/gdt647_quality_subdegree_family_migration/artifacts/FAMILY_MIGRATION_DECK.tsv	cell_id=G647-C34;surface=otchdy	family=QUALITY_COMPOUND_O_CARRIER;composition=o+t+ch+d+y;new_meaning_de=kalt-trockener Ansatz am Anfang des Grades, abgeschlossen;decision=ADD_V24_EXACT_WHOLE;zl3b_occurrences=24;pages=21;reader_anchor=ALL_READER_EXACT	QUALITY_STAGE_GRID	F_STATE|F_STAGE	REMOVE_PREPARATION_HEAD_KEEP_STATE_STAGE	39e7cd5e589db2aa3b1ef93da32a5d8d6f945e24cacd77eab827baa2ab5f98f2	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B10_OTCHDY_GLOSSARY	otchdy#1	GDT647	experiments/yolo/gdt647_quality_subdegree_family_migration/artifacts/V24_EXACT_TOKEN_GLOSSARY.tsv	surface=otchdy	working_meaning_de=kalt-trockener Ansatz am Anfang des Grades, abgeschlossen;source=GDT647:FAMILY_MIGRATION;strength=EXACT_QUALITY_SUBDEGREE_FAMILY;scope_state=KNOWN_EXACT_WHOLE;priority=130	EXACT_WHOLE_GLOSS	NONE	REMOVE_PREPARATION_HEAD_KEEP_STATE_STAGE	2d6f36d2dd67a750d05d7db547f786301ebeb73933edc35b03952addf0ed94e9	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
