page	locus	section	language	hand	token_count	ol_count	ol_ordinals	semantic_decisions	reader_support	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line	original_token_glosses_de	token_debt_dispatch_de	span_aware_source_groups	span_aware_render_de	span_aware_segment_count	collapsed_source_positions	old_target_legacy_positions	new_target_legacy_positions	unrelated_legacy_positions
f100v	f100v.15	P	A	1	11	1	4	MAJORITY_OL_BASE_WITH_READER_RIVAL	IT2A_ONLY_EXACT	1	0	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	sor cheey dair al cheol qoolkeey chol cheey qokeol chotols	Samenportion | trocken am Ende des Grades | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | erhitze den Drogenstoff vollständig und schließe ab | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | erhitze den Drogenstoff bis zur Mittelstufe | Trockenansatz aus kaltem Material | Samen-/Saatgutposten	Samenportion | trocken am Ende des Grades | abgemessene Fraktion II | Grundansatz | trockener Drogenstoff | erhitze den Drogenstoff vollständig und schließe ab | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | erhitze den Drogenstoff bis zur Mittelstufe | Trockenansatz aus kaltem Material | Samen-/Saatgutposten	sor | cheey | dair | ol | cheol | qoolkeey | chol | cheey | qokeol | chotol | s	Samenportion · trocken am Ende des Grades · abgemessene Fraktion II · Grundansatz · trockener Drogenstoff · erhitze den Drogenstoff vollständig und schließe ab · trocken; nominal trockenes Gut/Material · trocken am Ende des Grades · erhitze den Drogenstoff bis zur Mittelstufe · Trockenansatz aus kaltem Material · Samen-/Saatgutposten	11	0	1	0	0
f100v	f100v.18	P	A	1	11	1	3	MAJORITY_OL_BASE_WITH_READER_RIVAL	RF1B_ONLY_EXACT	1	0	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	tochso s ol cheo cheeor odaidy ckho sh chod qokeol sal	[tachso:?] | Samen-/Saatgutposten | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken angesetzte Zubereitung | eine Portion vollständig getrocknete Droge | [odaidy:?] | [ckhod:?] | einweichen | Trockenansatz abschließen | erhitze den Drogenstoff bis zur Mittelstufe | Saat-Rohstoff I	[tachso:?] | Samen-/Saatgutposten | Grundansatz | trocken angesetzte Zubereitung | eine Portion vollständig getrocknete Droge | [odaidy:?] | [ckhod:?] | einweichen | Trockenansatz abschließen | erhitze den Drogenstoff bis zur Mittelstufe | Saat-Rohstoff I	tachso | s | ol | cheo | cheeor | odaidy | ckhod | sh | chod | qokeol | sal	[tachso:?] · Samen-/Saatgutposten · Grundansatz · trocken angesetzte Zubereitung · eine Portion vollständig getrocknete Droge · [odaidy:?] · [ckhod:?] · einweichen · Trockenansatz abschließen · erhitze den Drogenstoff bis zur Mittelstufe · Saat-Rohstoff I	11	0	1	0	0
f100v	f100v.20	P	A	1	8	1	7	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	1	0	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	ycheoky shokeesy qokeey chokeol soraloaly cheor ol chockhar	ycheoky shokeesy qokeey chokeol s raloaly cheor ol chockhar	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht | [shokeesy:?] | heiß am Ende des Grades | [chokeol:?] | [saraloaly:?] | trockener Drogenteil | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chockhar:?]	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht | [shokeesy:?] | heiß am Ende des Grades | [chokeol:?] | [saraloaly:?] | trockener Drogenteil | Grundansatz | [chockhar:?]	ycheoky | shokeesy | qokeey | chokeol | saraloaly | cheor | ol | chockhar	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht · [shokeesy:?] · heiß am Ende des Grades · [chokeol:?] · [saraloaly:?] · trockener Drogenteil · Grundansatz · [chockhar:?]	8	0	1	0	0
f100v	f100v.21	P	A	1	10	1	3	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	1	1	soral okor ol choy ly araroy okar cheeeal cheokeol orey	soral okor ol choy ly araroy okar cheeeal cheokeol orey	soral okor ol choy ly araroy okar cheeeal cheokeol orey	Samen-Rohstoffportion | heiße Drogenportion im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Trockenansatz leicht abschließen | rohes Drogenholz | [araroy:?] | heiße Drogenfraktion I im Ansatz | [cheeeal:?] | [cheokeol:?] | [orey:?]	Samen-Rohstoffportion | heiße Drogenportion im Ansatz | Grundansatz | Trockenansatz leicht abschließen | rohes Drogenholz | [araroy:?] | heiße Drogenfraktion I im Ansatz | [cheeeal:?] | [cheokeol:?] | [orey:?]	soral | okor | ol | choy | ly | araroy | okar | cheeeal | cheokeol | orey	Samen-Rohstoffportion · heiße Drogenportion im Ansatz · Grundansatz · Trockenansatz leicht abschließen · rohes Drogenholz · [araroy:?] · heiße Drogenfraktion I im Ansatz · [cheeeal:?] · [cheokeol:?] · [orey:?]	10	0	1	0	0
f102v1	f102v1.10	P	A	1	10	1	2	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	1	0	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy	kochor ol ydaiin choraiin cheey ykeey kor shey qokey dy	kochor ol ydaiin choraiin sheey ykeey korshey qokey dy	erhitzter Pflanzenteil im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | davon drei Maße | Blüten-/Pflanzenteil, Menge/Klasse III | feucht am Ende des Grades | erhitze hiervon bis zur Endstufe und schließe ab | heiße Drogenportion | feucht in der Mitte des Grades | heiß in der Mitte des Grades | Qualitäts-/Wertfeld geschlossen	erhitzter Pflanzenteil im Ansatz | Grundansatz | davon drei Maße | Blüten-/Pflanzenteil, Menge/Klasse III | feucht am Ende des Grades | erhitze hiervon bis zur Endstufe und schließe ab | heiße Drogenportion | feucht in der Mitte des Grades | heiß in der Mitte des Grades | Qualitäts-/Wertfeld geschlossen	kochor | ol | ydaiin | choraiin | sheey | ykeey | kor | shey | qokey | dy	erhitzter Pflanzenteil im Ansatz · Grundansatz · davon drei Maße · Blüten-/Pflanzenteil, Menge/Klasse III · feucht am Ende des Grades · erhitze hiervon bis zur Endstufe und schließe ab · heiße Drogenportion · feucht in der Mitte des Grades · heiß in der Mitte des Grades · Qualitäts-/Wertfeld geschlossen	10	0	1	0	0
f102v1	f102v1.13	P	A	1	10	1	2	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	1	0	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	toiin ol aiin qkol cheol daiin qokar oaiin cheey saiim	kalte Zubereitung, Form III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [qkol:?] | trockener Drogenstoff | Qualitätsgrad III | heiße Drogenfraktion I | Ansatzmenge III | trocken am Ende des Grades | Samendroge: Mengenklasse III	kalte Zubereitung, Form III | Grundansatz | Qualitätsgrad III | [qkol:?] | trockener Drogenstoff | Qualitätsgrad III | heiße Drogenfraktion I | Ansatzmenge III | trocken am Ende des Grades | Samendroge: Mengenklasse III	toiin | ol | daiin | qkol | cheol | daiin | qokar | oaiin | cheey | saiim	kalte Zubereitung, Form III · Grundansatz · Qualitätsgrad III · [qkol:?] · trockener Drogenstoff · Qualitätsgrad III · heiße Drogenfraktion I · Ansatzmenge III · trocken am Ende des Grades · Samendroge: Mengenklasse III	10	0	1	0	0
f102v1	f102v1.8	P	A	1	10	1	2	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	1	0	dairn ol chey ctheol qokeor os aiin cheor qokey choky	daisn ol chey ckheol qokeor osaiin cheor qokey choky	dairn ol chey ctheol qokeor os aiin cheo r qokey choky	[dairn:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | Krautdrogenstoff der Mittelstufe | [qokeor:?] | [os:?] | Menge III | trockener Drogenteil | heiß in der Mitte des Grades | heiß-trockene Zubereitung, Grundform	[dairn:?] | Grundansatz | trocken in der Mitte des Grades | Krautdrogenstoff der Mittelstufe | [qokeor:?] | [os:?] | Menge III | trockener Drogenteil | heiß in der Mitte des Grades | heiß-trockene Zubereitung, Grundform	dairn | ol | chey | ctheol | qokeor | os | aiin | cheor | qokey | choky	[dairn:?] · Grundansatz · trocken in der Mitte des Grades · Krautdrogenstoff der Mittelstufe · [qokeor:?] · [os:?] · Menge III · trockener Drogenteil · heiß in der Mitte des Grades · heiß-trockene Zubereitung, Grundform	10	0	1	0	0
f102v2	f102v2.20	P	A	1	12	1	9	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	1	0	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	qekeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoe	qokeor cho keeol okeeey qokeo y chockhey qokeey dol ol sheeoy to y cheoc	[qokeor:?] | Trockenansatz | stark erhitzter Drogenstoff | [okeeey:?] | [qokeody:?] | Arzneikompositum im Trockenansatz in der Gradmitte | heiß am Ende des Grades | Materialmaß | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheeoy:?] | kalten Ansatz fertigstellen | [cheoc:?]	[qokeor:?] | Trockenansatz | stark erhitzter Drogenstoff | [okeeey:?] | [qokeody:?] | Arzneikompositum im Trockenansatz in der Gradmitte | heiß am Ende des Grades | Materialmaß | Grundansatz | [sheeoy:?] | kalten Ansatz fertigstellen | [cheoc:?]	qokeor | cho | keeol | okeeey | qokeody | chockhey | qokeey | dol | ol | sheeoy | tody | cheoc	[qokeor:?] · Trockenansatz · stark erhitzter Drogenstoff · [okeeey:?] · [qokeody:?] · Arzneikompositum im Trockenansatz in der Gradmitte · heiß am Ende des Grades · Materialmaß · Grundansatz · [sheeoy:?] · kalten Ansatz fertigstellen · [cheoc:?]	12	0	1	0	0
f102v2	f102v2.22	P	A	1	15	1	10	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	1	0	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	doin or oiin cheol soiir chol sheey qockhy ol keor okeody okeor chos	d in or aiin cheol s oiir chol sheey qockhy ol keor okeody okeor cho	Grad-/Maßwert II | Drogenportion | Menge III | trockener Drogenstoff | Samen-/Saatgutposten | [oiir:?] | trocken; nominal trockenes Gut/Material | feucht am Ende des Grades | bereite einen Arzneikompositum-Ansatz in Grundstufe | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keo:?] | Wurzel | [okeody:?] | eine Portion Ansatz bis zur Mittelstufe erhitzen | Trockenansatz	Grad-/Maßwert II | Drogenportion | Menge III | trockener Drogenstoff | Samen-/Saatgutposten | [oiir:?] | trocken; nominal trockenes Gut/Material | feucht am Ende des Grades | bereite einen Arzneikompositum-Ansatz in Grundstufe | Grundansatz | [keo:?] | Wurzel | [okeody:?] | eine Portion Ansatz bis zur Mittelstufe erhitzen | Trockenansatz	dain | or | aiin | cheol | s | oiir | chol | sheey | qockhy | ol | keo | r | okeody | okeor | cho	Grad-/Maßwert II · Drogenportion · Menge III · trockener Drogenstoff · Samen-/Saatgutposten · [oiir:?] · trocken; nominal trockenes Gut/Material · feucht am Ende des Grades · bereite einen Arzneikompositum-Ansatz in Grundstufe · Grundansatz · [keo:?] · Wurzel · [okeody:?] · eine Portion Ansatz bis zur Mittelstufe erhitzen · Trockenansatz	15	0	1	0	0
f102v2	f102v2.32	P	A	1	12	1	10	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	1	0	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	dar cheor sheor okeol shoy s ar oky cheeor ol daiin sy	dor cheos sho r okeol shoy s ar oky cheeor ol daiin sy	abgemessene Fraktion I | trockener Drogenteil | [shoar:?] | Grundansatz bis zur mittleren Heizstufe erwärmt | [shoy:?] | Samen-/Saatgutposten | Drogenfraktion I | heißer Ansatz am Anfang des Grades | eine Portion vollständig getrocknete Droge | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Saatgut in Grundform	abgemessene Fraktion I | trockener Drogenteil | [shoar:?] | Grundansatz bis zur mittleren Heizstufe erwärmt | [shoy:?] | Samen-/Saatgutposten | Drogenfraktion I | heißer Ansatz am Anfang des Grades | eine Portion vollständig getrocknete Droge | Grundansatz | Qualitätsgrad III | Saatgut in Grundform	dar | cheor | shoar | okeol | shoy | s | ar | oky | cheeor | ol | daiin | sy	abgemessene Fraktion I · trockener Drogenteil · [shoar:?] · Grundansatz bis zur mittleren Heizstufe erwärmt · [shoy:?] · Samen-/Saatgutposten · Drogenfraktion I · heißer Ansatz am Anfang des Grades · eine Portion vollständig getrocknete Droge · Grundansatz · Qualitätsgrad III · Saatgut in Grundform	12	0	1	0	0
