occurrence_id	page	locus	section	language	hand	ordinal	token_count	position	previous_token	next_token	old_structural_meta_gloss	working_translation_de	semantic_decision	export_policy	evidence_type	composition	unresolved_component	reader_scope	render_span_tokens	reader_rival_surface	reader_rival_de	reader_rival_source	it2a_operation	it2a_render	it2a_source_span	it2a_span_ordinals	rf1b_operation	rf1b_render	rf1b_source_span	rf1b_span_ordinals	reader_support	boundary_active	render_once	rationale	zl3b_line	it2a_line	rf1b_line
G683-OL-0001	f100v	f100v.15	P	A	1	4	11	MEDIAL	dair	cheol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	MAJORITY_OL_BASE_WITH_READER_RIVAL	MAJORITY_DEFAULT__NOT_ALL_READERS	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	ZL3B_PLUS_ONE_EXACT__RF1B_RIVAL	ol	RF1B:al	Rohstoffklasse I	GDT655:NEW_EXACT_WHOLE	EXACT	ol	ol	4	ONE	al	ol	4	IT2A_ONLY_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	sor cheey dair al cheol qoolkeey chol cheey qokeol chotols
G683-OL-0002	f100v	f100v.18	P	A	1	3	11	MEDIAL	s	cheo	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	MAJORITY_OL_BASE_WITH_READER_RIVAL	MAJORITY_DEFAULT__NOT_ALL_READERS	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	ZL3B_PLUS_ONE_EXACT__IT2A_RIVAL	ol	IT2A:sol	Samenmaterial/Saatgut	V13:SCOPED_CONCRETE_HEAD_FORM	MERGE_2	sol	s|ol	2|3	EXACT	ol	ol	3	RF1B_ONLY_EXACT	1	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	tochso s ol cheo cheeor odaidy ckho sh chod qokeol sal
G683-OL-0003	f100v	f100v.20	P	A	1	7	8	MEDIAL	cheor	chockhar	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	7	EXACT	ol	ol	7	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	ycheoky shokeesy qokeey chokeol soraloaly cheor ol chockhar	ycheoky shokeesy qokeey chokeol s raloaly cheor ol chockhar
G683-OL-0004	f100v	f100v.21	P	A	1	3	10	MEDIAL	okor	choy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	3	EXACT	ol	ol	3	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	soral okor ol choy ly araroy okar cheeeal cheokeol orey	soral okor ol choy ly araroy okar cheeeal cheokeol orey	soral okor ol choy ly araroy okar cheeeal cheokeol orey
G683-OL-0005	f102v1	f102v1.10	P	A	1	2	10	MEDIAL	kochor	ydaiin	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	2	EXACT	ol	ol	2	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy	kochor ol ydaiin choraiin cheey ykeey kor shey qokey dy	kochor ol ydaiin choraiin sheey ykeey korshey qokey dy
G683-OL-0006	f102v1	f102v1.13	P	A	1	2	10	MEDIAL	toiin	daiin	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	2	EXACT	ol	ol	2	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	toiin ol aiin qkol cheol daiin qokar oaiin cheey saiim
G683-OL-0007	f102v1	f102v1.8	P	A	1	2	10	MEDIAL	dairn	chey	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	2	EXACT	ol	ol	2	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	dairn ol chey ctheol qokeor os aiin cheor qokey choky	daisn ol chey ckheol qokeor osaiin cheor qokey choky	dairn ol chey ctheol qokeor os aiin cheo r qokey choky
G683-OL-0008	f102v2	f102v2.20	P	A	1	9	12	MEDIAL	dol	sheeoy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	9	EXACT	ol	ol	9	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	qekeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoe	qokeor cho keeol okeeey qokeo y chockhey qokeey dol ol sheeoy to y cheoc
G683-OL-0009	f102v2	f102v2.22	P	A	1	10	15	MEDIAL	qockhy	keo	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	10	EXACT	ol	ol	10	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	doin or oiin cheol soiir chol sheey qockhy ol keor okeody okeor chos	d in or aiin cheol s oiir chol sheey qockhy ol keor okeody okeor cho
G683-OL-0010	f102v2	f102v2.32	P	A	1	10	12	MEDIAL	cheeor	daiin	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	10	EXACT	ol	ol	10	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	dar cheor sheor okeol shoy s ar oky cheeor ol daiin sy	dor cheos sho r okeol shoy s ar oky cheeor ol daiin sy
