occurrence_id	page	locus	section	language	hand	ordinal	token_count	position	previous_token	next_token	old_structural_meta_gloss	working_translation_de	semantic_decision	export_policy	evidence_type	composition	unresolved_component	reader_scope	render_span_tokens	reader_rival_surface	reader_rival_de	reader_rival_source	it2a_operation	it2a_render	it2a_source_span	it2a_span_ordinals	rf1b_operation	rf1b_render	rf1b_source_span	rf1b_span_ordinals	reader_support	boundary_active	render_once	rationale	zl3b_line	it2a_line	rf1b_line
G683-OL-0019	f103v	f103v.12	S	B	3	7	13	MEDIAL	l	shedy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Holzstoff	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	PUBLISHED_EXACT_WHOLE	LOL_WOOD_MATERIAL	NONE	BILATERAL_BOUND	l|ol	IT2A:lol|RF1B:lol	Holzstoff	PUBLISHED_EXACT_WHOLE	MERGE_2	lol	l|ol	6|7	MERGE_2	lol	l|ol	6|7	NEITHER_EXACT	1	1	Beide Alternativleser binden links zu lol; die publizierte Ganzwortkarte lol trägt Holzstoff.	sal sheal shedy okeedy qokeey l ol shedy pchor pchedy pol sheedy opalam	sal sheal shedy okeedy qokeey lol shedy pchor pchedy pol sheedy opalam	sal she l shedy okeedy qokeey lol shedy pchor pchedy pol sheedy opalam
G683-OL-0020	f103v	f103v.16	S	B	3	7	8	MEDIAL	otain	kedy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	erhitzte Drogenbasis	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	SHARED_COMPONENT_CORE	OL_BASE+K_HOT+E_MIDDLE	DY completion only in IT2a olkedy; RF1b has olke	BILATERAL_BOUND_DIFFERENT_COMPLETION	ol|kedy	IT2A:olkedy|RF1B:olke|y	erhitzte Drogenbasis	SHARED_COMPONENT_CORE	MERGE_2	olkedy	ol|kedy	7|8	RESEG_2_2	olke|y	ol|kedy	7|8	NEITHER_EXACT	1	1	IT2a bildet olkedy und trägt Abschluss; RF1b bildet olke ohne publizierte Abschlusskarte. Nur der gemeinsame erhitzte Drogenbasiskern wird gerendert.	daiin sheekchy okeeshy qol shedy otain ol kedy	doiin sheekchy okeeshy qol shedy otain olkedy	d iin sheekchy okeeshy qol shedy otain olke y
G683-OL-0054	f107r	f107r.26	S	B	3	1	9	BOS	BOS	cheor	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	trockener Drogenteil im Grundansatz	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	INFERRED_COMPOSITION	OL_BASE+CHEOR_DRY_DRUG_PART	NONE	BILATERAL_BOUND	ol|cheor	IT2A:olcheor|RF1B:olcheor	trockener Drogenteil im Grundansatz	INFERRED_COMPOSITION	MERGE_2	olcheor	ol|cheor	1|2	MERGE_2	olcheor	ol|cheor	1|2	NEITHER_EXACT	1	1	Beide Alternativleser binden rechts zu olcheor; die Bedeutung ist eine OL+CHEOR-Komposition, keine publizierte Ganzwortkarte.	ol cheor shey cheey olcheol kaiin otair okal cheody	olcheor shey cheey olcheol kaiin otair okal cheody	olcheor shey cheey olcheol kaiin otair okal cheody
G683-OL-0077	f108v	f108v.53	S	B	3	2	5	MEDIAL	olchar	chedy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	fertig getrocknete Holzdroge im Ansatz	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	PUBLISHED_EXACT_WHOLE	OLCHEDY_DRY_WOOD_PREPARATION	RF1b loses initial O and reads lchedy	IT2A_EXACT_BOUND_RF1B_FUZZY_BOUND	ol|chedy	IT2A:olchedy|RF1B:lchedy	fertig getrocknete Holzdroge im Ansatz	PUBLISHED_EXACT_WHOLE	MERGE_2	olchedy	ol|chedy	2|3	FUZZY_MERGE_2	lchedy	ol|chedy	2|3	NEITHER_EXACT	1	1	IT2a liest die publizierte olchedy-Karte; RF1b bindet denselben Quellspan fuzzy zu lchedy. Der gemeinsame trockene Holzdrogenkern bleibt lokal.	olchar ol chedy lshy otedy	olchar olchedy lshy otedy	olchar lchedy lshy otedy
G683-OL-0078	f10v	f10v.3	H	A	1	4	7	MEDIAL	kchol	ty	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	kalter Grundansatz auf Anfangsstufe	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	INFERRED_COMPOSITION	OL_BASE+TY_COLD_INITIAL	NONE	BILATERAL_BOUND	ol|ty	IT2A:olty|RF1B:olty	kalter Grundansatz auf Anfangsstufe	INFERRED_COMPOSITION	MERGE_2	olty	ol|ty	4|5	MERGE_2	olty	ol|ty	4|5	NEITHER_EXACT	1	1	Beide Alternativleser binden ol mit folgendem ty; publiziert ist ty als kalt am Anfang des Grades, nicht als zusätzliche Handlung.	dsho ytey kchol ol ty chol dy	dsho ytey kchol olty chol dy	dsho ytey kchol olty chol dy
G683-OL-0080	f111r	f111r.33	S	B	3	5	14	MEDIAL	ar	keey	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	vollständig erhitzter Holzdrogenansatz	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	PUBLISHED_EXACT_WHOLE	OLKEEY_FULLY_HEATED_WOOD_PREPARATION	NONE	BILATERAL_BOUND	ol|keey	IT2A:olkeey|RF1B:olkeey	vollständig erhitzter Holzdrogenansatz	PUBLISHED_EXACT_WHOLE	MERGE_2	olkeey	ol|keey	5|6	MERGE_2	olkeey	ol|keey	5|6	NEITHER_EXACT	1	1	Beide Alternativleser binden rechts zu olkeey; die publizierte Ganzwortkarte ist vollständig erhitzter Holzdrogenansatz.	qoeeeo s ain ar ol keey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s oin ar olkeey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s ain ar olkeey lkain cheda chkal keeodal eees eeo y qokee y l
G683-OL-0090	f112r	f112r.32	S	B	3	7	13	MEDIAL	alkeeor	shedy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	feuchter Rohstoff I; Abschluss-/Schlussmarker leserabhängig	LOCAL_MATERIAL_READER_CONFLICT	NO_OL_EXPORT	READER_COMPOSITION_SHARED_AL_SHE	AL_RAW_I+SHE_WET+(DY_FINISHED|Y_START_OR_CLOSE)	IT2a DY-Abschluss gegenüber separatem RF1b-Y-Marker	IT2A_FUZZY_BOUND_RF1B_RESEG_2_2	ol|shedy	IT2A:alshedy|RF1B:alshe|y	feuchter Rohstoff I; Abschluss-/Schlussmarker leserabhängig	READER_COMPOSITION_SHARED_AL_SHE	FUZZY_MERGE_2	alshedy	ol|shedy	7|8	RESEG_2_2	alshe|y	ol|shedy	7|8	NEITHER_EXACT	1	1	IT2a bindet den Quellspan fuzzy zu alshedy; RF1b resegmentiert ihn zu alshe und separatem y. Gemeinsam bleiben Rohstoff I und Feuchtzustand, während Abschluss beziehungsweise Schlussmarker leserabhängig bleibt; kein ol-Wert wird exportiert.	sor ar al ar s alkeeor ol shedy okeechy qoiiin oteey ched alam	sor ar al ar s alkeear alshedy okeechy qoiiin oteey ched al am	sor ar al ar s alkeeor alshe y okeechy qoiiin oteey ched al am
G683-OL-0100	f113v	f113v.20	S	B	3	7	8	MEDIAL	otary	aiin	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	drei Teile Drogenstoff	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	PUBLISHED_EXACT_WHOLE	OLAIIN_DRUG_MATERIAL_QUANTITY_III	NONE	BILATERAL_BOUND	ol|aiin	IT2A:olaiin|RF1B:olaiin	drei Teile Drogenstoff	PUBLISHED_EXACT_WHOLE	MERGE_2	olaiin	ol|aiin	7|8	MERGE_2	olaiin	ol|aiin	7|8	NEITHER_EXACT	1	1	Beide Alternativleser binden rechts zu olaiin; die publizierte Karte bezeichnet Drogenstoff in Menge III.	lkaiin chy chody otchar ar otary ol aiin	lkaiin chckhhy chody otchar or otary olaiin	lkaiin chy chody otchar ar otary olaiin
G683-OL-0102	f113v	f113v.30	S	B	3	9	13	MEDIAL	ar	okaiiin	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Rohstoffklasse I	LOCAL_MATERIAL_READER_CONFLICT	NO_OL_EXPORT	PUBLISHED_READER_RIVAL	AL_RAW_I	NONE	BILATERAL_GLYPH_RIVAL	ol	IT2A:al|RF1B:al	Rohstoffklasse I	PUBLISHED_READER_RIVAL	ONE	al	ol	9	ONE	al	ol	9	NEITHER_EXACT	0	1	Beide Alternativleser lesen al statt freiem ol; die publizierte al-Karte liefert lokal Rohstoffklasse I.	ysheey qoeey or aiiin okeeo l otain ar ol okaiiin aiin shody otcham	ysheey qoeey or aiiin okeeol otain ar al okaiiin aiin shody otcham	yeey qoeey or aiiin okeeo l oteiin ar al okaiiin aiin shody otcham
G683-OL-0112	f115r	f115r.1	S	B	@	6	11	MEDIAL	cheop	teeedy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	bis zur Mittelstufe getrockneter Pulverstoff	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	PUBLISHED_READER_BOUND_CARD	CHEOP_MIDDLE_DRY+OL_POWDER_MATERIAL_HEAD	IT2a additionally joins following TEEEDY	BILATERAL_LEFT_BOUND	cheop|ol	IT2A:cheopolteeedy|RF1B:cheopol	bis zur Mittelstufe getrockneter Pulverstoff	PUBLISHED_READER_BOUND_CARD	MERGE_3	cheopolteeedy	cheop|ol|teeedy	5|6|7	MERGE_2	cheopol	cheop|ol	5|6	NEITHER_EXACT	1	1	Beide Alternativleser binden cheop und ol; IT2a bindet zusätzlich teeedy. Der gemeinsame cheopol-Pulverstoff wird einmal gerendert, teeedy bleibt als eigener ZL3b-Zustand sichtbar.	fdar qopchol qochedain otedy cheop ol teeedy oroiir oechedy oteedy qotchedy	fshdar qopchol qochedain otedy cheopolteeedy oroiir oechedy oteedy qotchedy	f ar qopchol qochedain ote y cheopol teee y oroiir oeche y otee y qotchedy
G683-OL-0114	f115r	f115r.29	S	B	@	9	10	MEDIAL	pchodar	chedyo	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	fertig getrockneter Holzdrogenansatz; Schluss-o offen	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	INFERRED_RELATIVE	OLCHEDY_DRY_WOOD_PREPARATION+O_UNRESOLVED	terminal O	BILATERAL_BOUND	ol|chedyo	IT2A:olchedyo|RF1B:olchedyo	fertig getrockneter Holzdrogenansatz; Schluss-o offen	INFERRED_RELATIVE	MERGE_2	olchedyo	ol|chedyo	9|10	MERGE_2	olchedyo	ol|chedyo	9|10	NEITHER_EXACT	1	1	Beide Alternativleser binden rechts zu olchedyo. Die Lesung erbt den olchedy-Kern nur als Verwandteninferenz; das sichtbare Schluss-o bleibt offen.	fshedy shdalky cheedar qopchedy qopchedyd lksho ror pchodar ol chedyo	fshedy shdalky cheedar qopchedy qopchedyd lksho ror pchodar olchedyo	fshedy shdalky cheedar qopchedy qopchedyd lksho ror pchodar olchedyo
G683-OL-0133	f20v	f20v.11	H	A	1	3	4	MEDIAL	chey	chory	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	zusammengesetzter Drogenstoff	LOCAL_MATERIAL_READER_CONFLICT	NO_OL_EXPORT	PUBLISHED_READER_RIVAL	CPHOL_COMPOSITE_DRUG_MATERIAL	NONE	BILATERAL_GLYPH_RIVAL	ol	IT2A:cphol|RF1B:cphol	zusammengesetzter Drogenstoff	PUBLISHED_READER_RIVAL	ONE	cphol	ol	3	ONE	cphol	ol	3	NEITHER_EXACT	0	1	Beide Alternativleser lesen cphol; dessen publizierte Karte ist zusammengesetzter Drogenstoff, nicht freier Grundansatz.	okoiin chey ol chory	okoiin chey cphol chor y	okoiin chey cphol chory
