binding_id	source_reading_id	source_gdt	evidence_path	selector	field_assertions	evidence_role	score_credit_family_ids	normalization_class
B01_AIIR_RULE	aiir#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_16_SELECTED_SURFACE_RULES.tsv	rule_id=H002;surface=aiir	ar_level=III;construction=NAKED;selected_candidate=share;selected_gloss_de=Drogenanteil III;selected_formal_role=R_INDEXED_MATERIAL_SHARE_SELECTOR	SHARE_RULE	F_R	REMOVE_GENERIC_DRUG_HEAD
B02_AIIR_POSITION	aiir#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_479_TOKEN_SELECTED_SHARE_READER.tsv	page=f114r;locus=f114r.24;token_ordinal=8	surface=aiir;v66_rule_id=H002;v66_selected_candidate=share;v66_selected_gloss_de=Drogenanteil III;v66_selected_semantic_role=R_INDEXED_MATERIAL_SHARE_SELECTOR;v65_composition=AIIR_FRACTION_III	EXACT_POSITION	NONE	FRACTION_TO_SHARE_TERMINOLOGY
B03_OAR_RULE	oar#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_16_SELECTED_SURFACE_RULES.tsv	rule_id=H003;surface=oar	ar_level=I;construction=O_PREP;selected_candidate=share;selected_gloss_de=Anteil I des Ansatzes;selected_formal_role=R_INDEXED_MATERIAL_SHARE_SELECTOR	SHARE_RULE	F_R	NORMALIZE_PREPARATION_NOUN
B04_OAR_POSITION	oar#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_479_TOKEN_SELECTED_SHARE_READER.tsv	page=f86v5;locus=f86v5.24;token_ordinal=1	surface=oar;v66_rule_id=H003;v66_selected_candidate=share;v66_selected_gloss_de=Anteil I des Ansatzes;v65_composition=O_PREP+AR_FRACTION_I	EXACT_POSITION	NONE	FRACTION_TO_SHARE_TERMINOLOGY
B05_OAIR_RULE	oair#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_16_SELECTED_SURFACE_RULES.tsv	rule_id=H004;surface=oair	ar_level=II;construction=O_PREP;selected_candidate=share;selected_gloss_de=Anteil II des Ansatzes;selected_formal_role=R_INDEXED_MATERIAL_SHARE_SELECTOR	SHARE_RULE	F_R	NORMALIZE_PREPARATION_NOUN
B06_OAIR_POSITION	oair#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_479_TOKEN_SELECTED_SHARE_READER.tsv	page=f105v;locus=f105v.1;token_ordinal=2	surface=oair;v66_rule_id=H004;v66_selected_candidate=share;v66_selected_gloss_de=Anteil II des Ansatzes;v65_composition=O_PREP+AIR_FRACTION_II	EXACT_POSITION	NONE	FRACTION_TO_SHARE_TERMINOLOGY
B07_OTAR_RULE	otar#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_16_SELECTED_SURFACE_RULES.tsv	rule_id=H007;surface=otar	ar_level=I;construction=O_COLD;selected_candidate=share;selected_gloss_de=Anteil I des kalten Ansatzes;selected_formal_role=R_INDEXED_MATERIAL_SHARE_SELECTOR	SHARE_RULE	F_R	NORMALIZE_PREPARATION_NOUN
B08_OTAR_POSITION	otar#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_479_TOKEN_SELECTED_SHARE_READER.tsv	page=f95v1;locus=f95v1.7;token_ordinal=7	surface=otar;v66_rule_id=H007;v66_selected_candidate=share;v66_selected_gloss_de=Anteil I des kalten Ansatzes;v65_composition=O_PREP+T_COLD+AR_FRACTION_I	EXACT_POSITION	NONE	FRACTION_TO_SHARE_TERMINOLOGY
B09_OTARAR_RULE	otarar#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_16_SELECTED_SURFACE_RULES.tsv	rule_id=H009;surface=otarar	ar_level=I_I;construction=O_COLD_RECURSIVE;selected_candidate=share;selected_gloss_de=Unteranteil I des Anteils I des kalten Ansatzes;selected_formal_role=R_INDEXED_MATERIAL_SHARE_SELECTOR	SHARE_RULE	F_R	NORMALIZE_RECURSIVE_PREPARATION_NOUN
B10_OTARAR_POSITION	otarar#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_479_TOKEN_SELECTED_SHARE_READER.tsv	page=f104v;locus=f104v.2;token_ordinal=7	surface=otarar;v66_rule_id=H009;v66_selected_candidate=share;v66_selected_gloss_de=Unteranteil I des Anteils I des kalten Ansatzes;v65_composition=O_PREP+T_COLD+AR_FRACTION_I+AR_FRACTION_I;v65_whole_extension=SECOND_AR_RECURSIVE_SUBFRACTION	EXACT_POSITION	NONE	FRACTION_TO_RECURSIVE_SHARE
B11_OTARDY_RULE	otardy#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_16_SELECTED_SURFACE_RULES.tsv	rule_id=H010;surface=otardy	ar_level=I;construction=O_COLD_FINISHED;selected_candidate=share;selected_gloss_de=fertiger Anteil I des kalten Ansatzes;selected_formal_role=R_INDEXED_MATERIAL_SHARE_SELECTOR	SHARE_RULE	F_R	NORMALIZE_FINISHED_PREPARATION_NOUN
B12_OTARDY_POSITION	otardy#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_479_TOKEN_SELECTED_SHARE_READER.tsv	page=f95v1;locus=f95v1.7;token_ordinal=11	surface=otardy;v66_rule_id=H010;v66_selected_candidate=share;v66_selected_gloss_de=fertiger Anteil I des kalten Ansatzes;v65_composition=O_PREP+T_COLD+AR_FRACTION_I;v65_visible_tail=dy;v65_whole_extension=EXACT_OTARDY_FINISHED_RESULT_TAIL	EXACT_POSITION	NONE	FRACTION_TO_FINISHED_SHARE
B13_QODAR_RULE	qodar#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_16_SELECTED_SURFACE_RULES.tsv	rule_id=H015;surface=qodar	ar_level=I;construction=QO_MEASURE;selected_candidate=share;selected_gloss_de=Drogenanteil I abmessen;selected_formal_role=R_INDEXED_MATERIAL_SHARE_SELECTOR	SHARE_RULE	F_R	REMOVE_GENERIC_DRUG_PATIENT
