audit_id	round	surface	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_exact	split_normalized	before_state	before_gloss	after_gloss	known_other_tokens	other_token_positions	context_fraction	local_before_de	local_after_de	flags	verdict	review_reason
G638-A01-001	1	cthoiin	f15v	f15v.10	H	A	1	3	MIDDLE	chor	cthy	sor chor cthoiin cthy qokaiin	sor chor cthoiin cthy qokaiin	sor chor cthoiin cthy qokaiin	1	1	UNKNOWN_SURFACE	[cthoiin:?]	Blatt-/Krautzubereitung, Form III	4	4	1.000000	Samenportion | Pflanzen-/Reproduktionsteil | [cthoiin:?] | CTH-Drogenmaterial | heiß, Grad III	Samenportion | Pflanzen-/Reproduktionsteil | Blatt-/Krautzubereitung, Form III | CTH-Drogenmaterial | heiß, Grad III	NONE	CONSISTENT_CONCRETE	the proposed short value introduces no opposite quality, carrier or class conflict in this rendered line
G638-A01-002	1	cthoiin	f22r	f22r.10	H	A	1	4	MIDDLE	daiin	dchor	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	1	1	UNKNOWN_SURFACE	[cthoiin:?]	Blatt-/Krautzubereitung, Form III	2	9	0.222222	[kchol:?] | Pflanzen-/Reproduktionsteil | Menge/Portion III | [cthoiin:?] | [dchor:?] | [chey:?] | [qokol:?] | [dy:?] | [opchol:?] | [oldam:?]	[kchol:?] | Pflanzen-/Reproduktionsteil | Menge/Portion III | Blatt-/Krautzubereitung, Form III | [dchor:?] | [chey:?] | [qokol:?] | [dy:?] | [opchol:?] | [oldam:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test prose coherence
G638-A02-001	2	choiin	f10v	f10v.2	H	A	1	5	MIDDLE	chcthor	qot	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin	1	1	UNKNOWN_SURFACE	[choiin:?]	trockene Zubereitungsform III	4	8	0.500000	Grad-/Maßwert II | Grad-/Maßwert III | [ckhy:?] | [chcthor:?] | [choiin:?] | [qot:?] | [chodaiin:?] | CTH-Drogenmaterial | Menge/Portion III	Grad-/Maßwert II | Grad-/Maßwert III | [ckhy:?] | [chcthor:?] | trockene Zubereitungsform III | [qot:?] | [chodaiin:?] | CTH-Drogenmaterial | Menge/Portion III	NONE	CONSISTENT_CONCRETE	the proposed short value introduces no opposite quality, carrier or class conflict in this rendered line
G638-A02-002	2	choiin	f15v	f15v.1	H	A	1	3	MIDDLE	orshy	dtchan	poror orshy choiin dtchan opchordy	poror orshy choiin dtchan opchor dy	paror orshy choiin tchan opchor y	1	1	UNKNOWN_SURFACE	[choiin:?]	trockene Zubereitungsform III	0	4	0.000000	[poror:?] | [orshy:?] | [choiin:?] | [dtchan:?] | [opchordy:?]	[poror:?] | [orshy:?] | trockene Zubereitungsform III | [dtchan:?] | [opchordy:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test prose coherence
G638-A02-003	2	choiin	f15v	f15v.7	H	A	1	2	MIDDLE	y	sho	y choiin sho chy s chy tor ols	coy choiin sho s chy s chy tor ols	y choiir sho n chy s chy tor ols	0	0	UNKNOWN_SURFACE	[choiin:?]	trockene Zubereitungsform III	3	7	0.428571	[y:?] | [choiin:?] | feuchter Ansatz | trocken, Grundform | [s:?] | trocken, Grundform | [tor:?] | [ols:?]	[y:?] | trockene Zubereitungsform III | feuchter Ansatz | trocken, Grundform | [s:?] | trocken, Grundform | [tor:?] | [ols:?]	READER_SPLIT_OR_FUSION|OPAQUE_OTHER_TOKENS	READER_BOUNDARY_WARNING	target surface is split, fused or changed in at least one alternate reading
G638-A02-004	2	choiin	f20r	f20r.6	H	A	1	7	MIDDLE	chy	daiin	choees okchor qotol cheey daiin chy choiin daiin	choees okchor qotol cheey daiin chy choiin daiin	choees okchor qotol cheey daiin chy choiin daiin	1	1	UNKNOWN_SURFACE	[choiin:?]	trockene Zubereitungsform III	4	7	0.571429	[choees:?] | [okchor:?] | kaltes Material | [cheey:?] | Grad-/Maßwert III | trocken, Grundform | [choiin:?] | Grad-/Maßwert III	[choees:?] | [okchor:?] | kaltes Material | [cheey:?] | Grad-/Maßwert III | trocken, Grundform | trockene Zubereitungsform III | Grad-/Maßwert III	NONE	CONSISTENT_CONCRETE	the proposed short value introduces no opposite quality, carrier or class conflict in this rendered line
G638-A02-005	2	choiin	f20v	f20v.2	H	A	1	5	MIDDLE	chol	checthy	sos ykoiin cheol chol choiin checthy otol chol chodaiin oty	sos ykaiin cheol chol choiin checthy otol chol chodaiin oty	sos ykoiin cheol chol choiin checthy otol chol chodaiin oty	1	1	UNKNOWN_SURFACE	[choiin:?]	trockene Zubereitungsform III	4	9	0.444444	[sos:?] | [ykoiin:?] | [cheol:?] | trocken; nominal trockenes Gut/Material | [choiin:?] | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [otol:?] | trocken; nominal trockenes Gut/Material | [chodaiin:?] | kalter Ansatz, Grundform	[sos:?] | [ykoiin:?] | [cheol:?] | trocken; nominal trockenes Gut/Material | trockene Zubereitungsform III | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [otol:?] | trocken; nominal trockenes Gut/Material | [chodaiin:?] | kalter Ansatz, Grundform	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test prose coherence
G638-A02-006	2	choiin	f28v	f28v.3	H	A	1	4	LAST	chy	<EOS>	chor chol chy choiin	chor chol chy choiin	chor chol chy choiin	1	1	UNKNOWN_SURFACE	[choiin:?]	trockene Zubereitungsform III	3	3	1.000000	Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | trocken, Grundform | [choiin:?]	Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | trocken, Grundform | trockene Zubereitungsform III	NONE	CONSISTENT_CONCRETE	the proposed short value introduces no opposite quality, carrier or class conflict in this rendered line
G638-A02-007	2	choiin	f35v	f35v.9	H	A	1	5	LAST	l	<EOS>	qokchaiin cho ksho l choiin	qokchaiin cho ksho l choiin	qokch iin cho tsholchoiin	0	0	UNKNOWN_SURFACE	[choiin:?]	trockene Zubereitungsform III	0	4	0.000000	[qokchaiin:?] | [cho:?] | [ksho:?] | [l:?] | [choiin:?]	[qokchaiin:?] | [cho:?] | [ksho:?] | [l:?] | trockene Zubereitungsform III	READER_SPLIT_OR_FUSION|OPAQUE_OTHER_TOKENS	READER_BOUNDARY_WARNING	target surface is split, fused or changed in at least one alternate reading
G638-A02-008	2	choiin	f37v	f37v.8	H	A	1	2	MIDDLE	qotor	chetchy	qotor choiin chetchy daiin	qotor choiin chetchy daiin	qotor choiin chetchy daiin	1	1	UNKNOWN_SURFACE	[choiin:?]	trockene Zubereitungsform III	1	3	0.333333	[qotor:?] | [choiin:?] | [chetchy:?] | Grad-/Maßwert III	[qotor:?] | trockene Zubereitungsform III | [chetchy:?] | Grad-/Maßwert III	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test prose coherence
