context_key_id	component_recipe	register	inherited_action_root	inherited_argument_root	owner_count	event_count	distinct_clause_count	unique_clause_de	event_ids
CTX0001	AIIN	BIOLOGICAL	CH	NONE	2	2	1	Im laufenden Gang entnimm den Stationswert.	G407-E2091|G407-E3788
CTX0002	AIIN	BIOLOGICAL	CHD	NONE	3	4	1	Im laufenden Gang bearbeite den Stationswert.	G407-E2375|G407-E2850|G407-E3762|G407-E3776
CTX0003	AIIN	BIOLOGICAL	K	NONE	3	8	1	Im laufenden Gang führe den Stationswert zu.	G407-E2297|G407-E2964|G407-E2973|G407-E2989|G407-E3000|G407-E3052|G407-E3477|G407-E3487
CTX0004	AIIN	BIOLOGICAL	OK	NONE	4	9	1	Im laufenden Gang setze den Stationswert im Stationsgang an.	G407-E1906|G407-E2474|G407-E2528|G407-E2967|G407-E2991|G407-E3008|G407-E3179|G407-E3289|G407-E3361
CTX0005	AIIN	BIOLOGICAL	R	NONE	1	2	1	Im laufenden Gang markiere den Stationswert.	G407-E2587|G407-E2696
CTX0006	AIIN	BIOLOGICAL	S	NONE	5	11	1	Im laufenden Gang wähle den Stationswert.	G407-E1968|G407-E2667|G407-E2703|G407-E2948|G407-E2983|G407-E3300|G407-E3391|G407-E3540|G407-E3545|G407-E3717|G407-E3731
CTX0007	AIIN	BIOLOGICAL	SH	NONE	3	5	1	Im laufenden Gang halte den Stationswert.	G407-E2240|G407-E2651|G407-E3183|G407-E3338|G407-E3342
CTX0008	AIIN	CELESTIAL	CH	NONE	3	4	1	Im laufenden Gang nimm den Positionswert auf.	G407-E1085|G407-E1267|G407-E1269|G407-E1360
CTX0009	AIIN	CELESTIAL	K	NONE	2	3	1	Im laufenden Gang ordne den Positionswert zu.	G407-E0971|G407-E0972|G407-E1237
CTX0010	AIIN	CELESTIAL	NONE	NONE	1	1	1	Bezug: den Positionswert.	G407-E1220
CTX0011	AIIN	CELESTIAL	OK	NONE	4	4	1	Im laufenden Gang setze den Positionswert.	G407-E1176|G407-E1214|G407-E1222|G407-E1423
CTX0012	AIIN	CELESTIAL	P	NONE	1	1	1	Im laufenden Gang setze den Positionswert ein.	G407-E0917
CTX0013	AIIN	CELESTIAL	R	NONE	3	4	1	Im laufenden Gang markiere den Positionswert.	G407-E0939|G407-E0988|G407-E1154|G407-E1250
CTX0014	AIIN	CELESTIAL	S	NONE	5	5	1	Im laufenden Gang wähle den Positionswert.	G407-E1021|G407-E1165|G407-E1285|G407-E1327|G407-E1417
CTX0015	AIIN	CELESTIAL	SH	NONE	1	1	1	Im laufenden Gang halte den Positionswert.	G407-E0977
CTX0016	AIIN	CELESTIAL	T	NONE	2	2	1	Im laufenden Gang stelle den Positionswert ein.	G407-E0956|G407-E1064
CTX0017	AIIN	HERBAL	CH	NONE	5	8	1	Im laufenden Gang nimm den Arbeitswert.	G407-E0283|G407-E0332|G407-E0349|G407-E0410|G407-E0534|G407-E0832|G407-E0864|G407-E0893
CTX0018	AIIN	HERBAL	CHD	NONE	1	1	1	Im laufenden Gang bearbeite den Arbeitswert.	G407-E4551
CTX0019	AIIN	HERBAL	K	NONE	5	10	1	Im laufenden Gang gib den Arbeitswert zu.	G407-E0250|G407-E0323|G407-E0338|G407-E0344|G407-E0383|G407-E0726|G407-E0730|G407-E0782|G407-E0837|G407-E0901
CTX0020	AIIN	HERBAL	OK	NONE	4	5	1	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.	G407-E0231|G407-E0432|G407-E0762|G407-E4423|G407-E4428
CTX0021	AIIN	HERBAL	S	NONE	3	8	1	Im laufenden Gang wähle den Arbeitswert.	G407-E0361|G407-E0709|G407-E0769|G407-E0794|G407-E0795|G407-E4440|G407-E4557|G407-E4564
CTX0022	AIIN	HERBAL	SH	NONE	1	1	1	Im laufenden Gang halte den Arbeitswert.	G407-E0319
CTX0023	AIIN	HERBAL	T	NONE	3	5	1	Im laufenden Gang stelle den Arbeitswert ein.	G407-E0236|G407-E0272|G407-E0304|G407-E0593|G407-E0788
CTX0024	AIIN	PHARMA	CH	NONE	4	4	1	Im laufenden Gang nimm den Mengenwert.	G407-E3866|G407-E4107|G407-E4185|G407-E4205
CTX0025	AIIN	PHARMA	CHD	NONE	1	1	1	Im laufenden Gang bearbeite den Mengenwert.	G407-E4170
CTX0026	AIIN	PHARMA	K	NONE	3	5	1	Im laufenden Gang gib den Mengenwert zu.	G407-E4209|G407-E4257|G407-E4310|G407-E4331|G407-E4395
CTX0027	AIIN	PHARMA	OK	NONE	7	12	1	Im laufenden Gang setze den Mengenwert als Ansatz an.	G407-E3810|G407-E3852|G407-E3945|G407-E4041|G407-E4086|G407-E4094|G407-E4120|G407-E4132|G407-E4134|G407-E4287|G407-E4315|G407-E4362
CTX0028	AIIN	PHARMA	P	NONE	1	1	1	Im laufenden Gang setze den Mengenwert ein.	G407-E4247
CTX0029	AIIN	PHARMA	R	NONE	1	1	1	Im laufenden Gang markiere den Mengenwert.	G407-E4391
CTX0030	AIIN	PHARMA	S	NONE	6	11	1	Im laufenden Gang wähle den Mengenwert.	G407-E3813|G407-E3863|G407-E3960|G407-E4092|G407-E4125|G407-E4203|G407-E4227|G407-E4337|G407-E4341|G407-E4379|G407-E4384
CTX0031	AIIN	PHARMA	SH	NONE	4	6	1	Im laufenden Gang halte den Mengenwert.	G407-E3896|G407-E3935|G407-E4036|G407-E4038|G407-E4044|G407-E4306
CTX0032	AIIN	PHARMA	T	NONE	2	3	1	Im laufenden Gang stelle den Mengenwert ein.	G407-E4219|G407-E4220|G407-E4367
CTX0033	AIIN	SOURCE_SECTION_T	K	NONE	1	2	1	Im laufenden Gang ordne den Kennwert zu.	G407-E0087|G407-E0107
CTX0034	AIIN	SOURCE_SECTION_T	OK	NONE	1	2	1	Im laufenden Gang trage den Kennwert ein.	G407-E0185|G407-E0193
CTX0035	AIIN	SOURCE_SECTION_T	S	NONE	1	1	1	Im laufenden Gang wähle den Kennwert.	G407-E0065
CTX0036	AIIN	SOURCE_SECTION_T	T	NONE	2	2	1	Im laufenden Gang lege den Kennwert fest.	G407-E0036|G407-E0188
CTX0037	AIIN+Y	BIOLOGICAL	CHD	NONE	1	1	1	Im laufenden Gang bearbeite den Stationswert und den Stationsposten.	G407-E1869
CTX0038	AIN	BIOLOGICAL	CH	NONE	2	2	1	Im laufenden Gang entnimm den Stationsanteil.	G407-E2042|G407-E3790
CTX0039	AIN	BIOLOGICAL	CHD	NONE	4	5	1	Im laufenden Gang bearbeite den Stationsanteil.	G407-E1676|G407-E1689|G407-E2078|G407-E2237|G407-E2294
CTX0040	AIN	BIOLOGICAL	K	NONE	5	7	1	Im laufenden Gang führe den Stationsanteil zu.	G407-E1918|G407-E1932|G407-E1943|G407-E2284|G407-E2933|G407-E2962|G407-E3542
CTX0041	AIN	BIOLOGICAL	OK	NONE	6	8	1	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	G407-E1683|G407-E1695|G407-E1828|G407-E2130|G407-E2234|G407-E2580|G407-E2752|G407-E3686
CTX0042	AIN	BIOLOGICAL	P	NONE	5	5	1	Im laufenden Gang setze den Stationsanteil ein.	G407-E1849|G407-E1915|G407-E2052|G407-E2216|G407-E2776
CTX0043	AIN	BIOLOGICAL	R	NONE	4	5	1	Im laufenden Gang markiere den Stationsanteil.	G407-E1464|G407-E1646|G407-E1913|G407-E2128|G407-E2657
CTX0044	AIN	BIOLOGICAL	S	NONE	2	2	1	Im laufenden Gang wähle den Stationsanteil.	G407-E1970|G407-E2692
CTX0045	AIN	BIOLOGICAL	SH	NONE	3	4	1	Im laufenden Gang halte den Stationsanteil.	G407-E1432|G407-E1649|G407-E1854|G407-E2800
CTX0046	AIN	CELESTIAL	S	NONE	1	2	1	Im laufenden Gang wähle den Sektoranteil.	G407-E0904|G407-E0920
CTX0047	AIN	CELESTIAL	T	NONE	1	1	1	Im laufenden Gang stelle den Sektoranteil ein.	G407-E0984
CTX0048	AIN	HERBAL	CH	NONE	2	2	1	Im laufenden Gang nimm den Materialanteil.	G407-E0330|G407-E0537
CTX0049	AIN	HERBAL	K	NONE	1	1	1	Im laufenden Gang gib den Materialanteil zu.	G407-E4433
CTX0050	AIN	HERBAL	OK	NONE	2	3	1	Im laufenden Gang setze den Materialanteil im Arbeitsgang an.	G407-E0704|G407-E0738|G407-E4446
CTX0051	AIN	HERBAL	T	NONE	2	2	1	Im laufenden Gang stelle den Materialanteil ein.	G407-E0274|G407-E4488
CTX0052	AIN	PHARMA	CH	NONE	1	1	1	Im laufenden Gang nimm den Drogenanteil.	G407-E4181
CTX0053	AIN	PHARMA	K	NONE	1	2	1	Im laufenden Gang gib den Drogenanteil zu.	G407-E4025|G407-E4053
CTX0054	AIN	PHARMA	R	NONE	2	3	1	Im laufenden Gang markiere den Drogenanteil.	G407-E4031|G407-E4387|G407-E4389
CTX0055	AIN	SOURCE_SECTION_T	CH	NONE	1	1	1	Im laufenden Gang entnimm den Teilwert.	G407-E0156
CTX0056	AIN	SOURCE_SECTION_T	P	NONE	1	2	1	Im laufenden Gang setze den Teilwert ein.	G407-E0142|G407-E0143
CTX0057	AIN	SOURCE_SECTION_T	R	NONE	1	1	1	Im laufenden Gang kennzeichne den Teilwert.	G407-E0172
CTX0058	AIN	SOURCE_SECTION_T	SH	NONE	2	2	1	Im laufenden Gang halte den Teilwert fest.	G407-E0069|G407-E0097
CTX0059	AIN	SOURCE_SECTION_T	T	NONE	2	2	1	Im laufenden Gang lege den Teilwert fest.	G407-E0021|G407-E0062
CTX0060	AIN+D_ADDR	HERBAL	CH	NONE	1	1	1	Im laufenden Gang nimm den Materialanteil; an der bezeichneten Stelle.	G407-E0646
CTX0061	AIR	CELESTIAL	K	Y	1	1	1	Im laufenden Gang ordne den Positionsposten [wie zuvor] zu; entlang der Ringbahn.	G407-E1356
CTX0062	AIR	CELESTIAL	NONE	NONE	1	1	1	Entlang der Ringbahn.	G407-E1287
CTX0063	AIR	CELESTIAL	OK	AIN	1	1	1	Im laufenden Gang setze den Sektoranteil [wie zuvor]; entlang der Ringbahn.	G407-E1026
CTX0064	AIR	CELESTIAL	S	AIIN	1	1	1	Im laufenden Gang wähle den Positionswert [wie zuvor]; entlang der Ringbahn.	G407-E0947
CTX0065	AIR	PHARMA	CH	Y	1	1	1	Im laufenden Gang nimm den Drogenposten [wie zuvor]; entlang der Transferbahn.	G407-E4155
