ol_bridge_id	target_occurrence_id	page	physical_folio	locus	ordinal	line_token_count	left_surface	left_ordinal	left_evidence_classes	gdt760_expression_ids	gdt760_expression_eva	bare_value_prior	gdt769_broad_amount_value_prior	conservative_left_licensed	broad_left_licensed	right_surface	right_ordinal	right_reader_exact	right_source_roles	right_role_sources	right_gdt770_allowed_roles	full_branch_ready	gdt734_complete_line_v99r7	gdt770_admitted_line	explicit_gdt770_exclusion	explicit_gdt771_exclusion	strict_discriminator_eligible	written_line_eva	semantic_identity_credit	component_export_credit
G771-O001	G769-T0012	f103r	f103	f103r.28	9	11	ain	8	LICENSED_BARE_VALUE	NONE	NONE	GDT759_VALUE_FORM_FAMILY|GDT763_FIELD_PRIOR	0	1	1	cheey	10	1	CONTENT_PREPARATION|QUALITY_STAGE	NONE	NONE	0	0	0	0	0	0	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	0	0
G771-O002	G769-T0024	f103v	f103	f103v.40	5	10	qoain	4	GDT769_BROAD_AMOUNT_VALUE	NONE	NONE	NONE	1	0	1	keey	6	1	KNOWN_OTHER	NONE	NONE	0	1	0	0	1	0	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain	0	0
G771-O003	G769-T0050	f105v	f105	f105v.11	3	12	aiiin	2	LICENSED_BARE_VALUE	NONE	NONE	GDT759_VALUE_FORM_FAMILY|GDT763_FIELD_PRIOR	0	1	1	okaiin	4	1	KNOWN_OTHER	NONE	NONE	0	0	0	0	0	0	roees aiiin ol okaiin os aiin chckhodu qoteedy ckhddl aiir ypar kaiidy	0	0
G771-O004	G769-T0105	f112r	f112	f112r.36	2	6	sain	1	GDT760_EXACT_AMOUNT_SPAN	G760-E0075	sain	NONE	0	1	1	checkhy	3	1	CONTENT_PREPARATION|QUALITY_STAGE	GDT769_DIRECT:CONTENT_PREPARATION	PREPARATION	1	1	0	0	0	1	sain ol checkhy olchain okeey olam	0	0
G771-O005	G769-T0103	f112r	f112	f112r.9	2	10	saiin	1	GDT760_EXACT_AMOUNT_SPAN|GDT769_BROAD_AMOUNT_VALUE	G760-E0070	saiin	NONE	1	1	1	okeey	3	1	KNOWN_OTHER	NONE	NONE	0	1	0	0	0	1	saiin ol okeey qokeey y chedy teedy qokchy qokar y	0	0
G771-O006	G769-T0177	f30v	f30	f30v.2	7	10	keor	6	G771-LT01	NONE	NONE	NONE	0	1	1	chy	8	1	CONTENT_PREPARATION|QUALITY_STAGE	G771-RT03	FIELD	1	1	0	0	0	1	qotchor chy she kchor chory keor ol chy daiin ctholdy	0	0
G771-O007	G769-T0231	f55v	f55	f55v.3	9	11	aiin	8	LICENSED_BARE_VALUE	NONE	NONE	GDT759_VALUE_FORM_FAMILY|GDT763_FIELD_PRIOR	0	1	1	kar	10	1	AMOUNT_VALUE|CONTENT_PREPARATION|QUALITY_STAGE	NONE	NONE	0	0	0	0	0	0	qokeeey os ain qool al chedy sar aiin ol kar am	0	0
G771-O008	G769-T0257	f75r	f75	f75r.26	2	8	dain	1	LICENSED_BARE_VALUE	NONE	NONE	GDT734_GDT735_GDT763_FIELD_PRIOR	0	1	1	sheol	3	1	CONTENT_PREPARATION|QUALITY_STAGE	GDT769_DIRECT:CONTENT_PREPARATION	PREPARATION	1	1	0	0	0	1	dain ol sheol dain ol qoly dar ajy	0	0
G771-O009	G769-T0258	f75r	f75	f75r.26	5	8	dain	4	LICENSED_BARE_VALUE	NONE	NONE	GDT734_GDT735_GDT763_FIELD_PRIOR	0	1	1	qoly	6	1	KNOWN_OTHER	NONE	NONE	0	1	0	0	0	1	dain ol sheol dain ol qoly dar ajy	0	0
G771-O010	G769-T0252	f75r	f75	f75r.5	7	10	ain	6	LICENSED_BARE_VALUE	NONE	NONE	GDT759_VALUE_FORM_FAMILY|GDT763_FIELD_PRIOR	0	1	1	olsheedy	8	0	NONE	NONE	NONE	0	1	0	0	0	1	shey kar chey ckhey r ain ol olsheedy qokeey qoky	0	0
