discriminator_id	predicate_code	target_occurrence_id	surface_provenance_only	page	physical_folio	locus	ordinal	frame_ids	match_detail	gdt734_complete_line_v99r7	gdt734_unknown_cells_v99r7	gdt770_admitted_line	union_admitted_line	explicit_gdt770_exclusion	explicit_gdt771_exclusion	strict_qualified	admission_state	exclusion_reason	written_line_eva	semantic_identity_credit	component_export_credit
D01A_OL_LEFT_LICENSED	OL_LEFT_CONSERVATIVE_AMOUNT_OR_VALUE	G769-T0012	ol	f103r	f103	f103r.28	9	F14_MEDIAL_TWO_SIDED_LINKER	LEFT=ain@8:evidence=LICENSED_BARE_VALUE || RIGHT=cheey@10:reader_exact=1:source_roles=CONTENT_PREPARATION/QUALITY_STAGE:allowed_roles=NONE	0	2	0	0	0	0	0	EXACT_BUT_NOT_COMPLETE	NONE	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	0	0
D01A_OL_LEFT_LICENSED	OL_LEFT_CONSERVATIVE_AMOUNT_OR_VALUE	G769-T0050	ol	f105v	f105	f105v.11	3	F14_MEDIAL_TWO_SIDED_LINKER	LEFT=aiiin@2:evidence=LICENSED_BARE_VALUE || RIGHT=okaiin@4:reader_exact=1:source_roles=KNOWN_OTHER:allowed_roles=NONE	0	5	0	0	0	0	0	EXACT_BUT_NOT_COMPLETE	NONE	roees aiiin ol okaiin os aiin chckhodu qoteedy ckhddl aiir ypar kaiidy	0	0
D01A_OL_LEFT_LICENSED	OL_LEFT_CONSERVATIVE_AMOUNT_OR_VALUE	G769-T0105	ol	f112r	f112	f112r.36	2	F03_DRY_R2	LEFT=sain@1:evidence=GDT760_EXACT_AMOUNT_SPAN || RIGHT=checkhy@3:reader_exact=1:source_roles=CONTENT_PREPARATION/QUALITY_STAGE:allowed_roles=PREPARATION	1	0	0	1	0	0	1	QUALIFIED_GDT734_COMPLETE_CACHE	NONE	sain ol checkhy olchain okeey olam	0	0
D01A_OL_LEFT_LICENSED	OL_LEFT_CONSERVATIVE_AMOUNT_OR_VALUE	G769-T0103	ol	f112r	f112	f112r.9	2	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	LEFT=saiin@1:evidence=GDT760_EXACT_AMOUNT_SPAN/GDT769_BROAD_AMOUNT_VALUE || RIGHT=okeey@3:reader_exact=1:source_roles=KNOWN_OTHER:allowed_roles=NONE	1	0	0	1	0	0	1	QUALIFIED_GDT734_COMPLETE_CACHE	NONE	saiin ol okeey qokeey y chedy teedy qokchy qokar y	0	0
D01A_OL_LEFT_LICENSED	OL_LEFT_CONSERVATIVE_AMOUNT_OR_VALUE	G769-T0177	ol	f30v	f30	f30v.2	7	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	LEFT=keor@6:evidence=G771-LT01 || RIGHT=chy@8:reader_exact=1:source_roles=CONTENT_PREPARATION/QUALITY_STAGE:allowed_roles=FIELD	1	0	0	1	0	0	1	QUALIFIED_GDT734_COMPLETE_CACHE	NONE	qotchor chy she kchor chory keor ol chy daiin ctholdy	0	0
D01A_OL_LEFT_LICENSED	OL_LEFT_CONSERVATIVE_AMOUNT_OR_VALUE	G769-T0231	ol	f55v	f55	f55v.3	9	NONE	LEFT=aiin@8:evidence=LICENSED_BARE_VALUE || RIGHT=kar@10:reader_exact=1:source_roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:allowed_roles=NONE	0	1	0	0	0	0	0	EXACT_BUT_NOT_COMPLETE	NONE	qokeeey os ain qool al chedy sar aiin ol kar am	0	0
D01A_OL_LEFT_LICENSED	OL_LEFT_CONSERVATIVE_AMOUNT_OR_VALUE	G769-T0257	ol	f75r	f75	f75r.26	2	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER	LEFT=dain@1:evidence=LICENSED_BARE_VALUE || RIGHT=sheol@3:reader_exact=1:source_roles=CONTENT_PREPARATION/QUALITY_STAGE:allowed_roles=PREPARATION	1	0	0	1	0	0	1	QUALIFIED_GDT734_COMPLETE_CACHE	NONE	dain ol sheol dain ol qoly dar ajy	0	0
D01A_OL_LEFT_LICENSED	OL_LEFT_CONSERVATIVE_AMOUNT_OR_VALUE	G769-T0258	ol	f75r	f75	f75r.26	5	F04_MOIST_R2	LEFT=dain@4:evidence=LICENSED_BARE_VALUE || RIGHT=qoly@6:reader_exact=1:source_roles=KNOWN_OTHER:allowed_roles=NONE	1	0	0	1	0	0	1	QUALIFIED_GDT734_COMPLETE_CACHE	NONE	dain ol sheol dain ol qoly dar ajy	0	0
D01A_OL_LEFT_LICENSED	OL_LEFT_CONSERVATIVE_AMOUNT_OR_VALUE	G769-T0252	ol	f75r	f75	f75r.5	7	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	LEFT=ain@6:evidence=LICENSED_BARE_VALUE || RIGHT=olsheedy@8:reader_exact=0:source_roles=NONE:allowed_roles=NONE	1	0	0	1	0	0	1	QUALIFIED_GDT734_COMPLETE_CACHE	NONE	shey kar chey ckhey r ain ol olsheedy qokeey qoky	0	0
D01A_OL_LEFT_LICENSED	OL_LEFT_CONSERVATIVE_AMOUNT_OR_VALUE	G769-T0281	ol	f75v	f75	f75v.62	4	NONE	LEFT=daiin@3:evidence=LICENSED_BARE_VALUE/GDT769_BROAD_AMOUNT_VALUE || RIGHT=olsheey@5:reader_exact=0:source_roles=NONE:allowed_roles=NONE	0	2	0	0	0	0	0	EXACT_BUT_NOT_COMPLETE	NONE	ykeechy qokeedy daiin ol olsheey qoly	0	0
