selector_id	locus	page	physical_folio	target_surfaces	target_occurrence_count	guard_selected	gdt734_complete_line_v99r7	gdt734_unknown_cells_v99r7	gdt770_admitted_line	union_admitted_line	explicit_gdt770_exclusion	explicit_gdt771_exclusion	strict_discriminator_eligible	admission_source	current_reader_state	forbidden_selector_prefix	new_page_opened
G771-S0001	f100v.20	f100v	f100	ol	1	1	0	4	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0002	f100v.21	f100v	f100	ol	1	1	0	4	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0003	f102v1.10	f102v1	f102	ol	1	1	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	0	0
G771-S0004	f102v1.13	f102v1	f102	ol	1	1	0	1	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0005	f102v1.8	f102v1	f102	ol	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0006	f102v2.20	f102v2	f102	ol	1	1	0	4	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0007	f102v2.22	f102v2	f102	ol	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0008	f102v2.31	f102v2	f102	ckhy	1	1	0	8	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0009	f102v2.32	f102v2	f102	ol	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0010	f103r.22	f103r	f103	otar	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0011	f103r.25	f103r	f103	ol	1	1	0	1	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0012	f103r.28	f103r	f103	ol	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0013	f103r.43	f103r	f103	ol	1	1	0	1	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0014	f103r.46	f103r	f103	ol	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0015	f103v.14	f103v	f103	otar	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0016	f103v.17	f103v	f103	ol	1	1	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	0	0
G771-S0017	f103v.20	f103v	f103	otar	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0018	f103v.34	f103v	f103	ol	1	1	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	0	0
G771-S0019	f103v.37	f103v	f103	ol	1	1	0	4	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0020	f103v.38	f103v	f103	ol	1	1	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	0	0
G771-S0021	f103v.4	f103v	f103	ol	1	1	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	0	0
G771-S0022	f103v.40	f103v	f103	ol	1	1	1	0	0	1	0	1	0	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	0	0
G771-S0023	f103v.41	f103v	f103	otar	1	1	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	0	0
G771-S0024	f103v.45	f103v	f103	ol|otar	2	1	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	0	0
G771-S0025	f103v.7	f103v	f103	ol	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0026	f103v.9	f103v	f103	ol	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0027	f104r.14	f104r	f104	ol	1	1	0	4	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0028	f104r.19	f104r	f104	otar	1	1	0	6	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0029	f104r.23	f104r	f104	ol	1	1	0	1	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0030	f104r.5	f104r	f104	ol	2	1	0	5	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0031	f104r.8	f104r	f104	otar	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0032	f104v.1	f104v	f104	ol	1	1	0	6	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0033	f104v.19	f104v	f104	ols	1	1	0	5	1	1	0	0	1	GDT770_ADMITTED_EXTENSION	GDT770_CURRENT_MASKED_READER	0	0
G771-S0034	f104v.23	f104v	f104	otar	1	1	0	4	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0035	f104v.25	f104v	f104	ol	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0036	f104v.3	f104v	f104	ol	1	1	0	1	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0037	f104v.33	f104v	f104	ol	1	1	0	3	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0038	f104v.9	f104v	f104	ol	1	1	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	0	0
G771-S0039	f105r.15	f105r	f105	ol	1	1	0	2	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0040	f105r.22	f105r	f105	ols	1	1	0	7	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
G771-S0041	f105r.32	f105r	f105	otar	1	1	0	3	0	0	0	0	0	NOT_COMPLETE	NO_COMPLETE_READER	0	0
