edition	grammar	mix	model	targets	targets_without_registered_body_kernel	targets_with_any_link	targets_with_all_registered_kernels_linked	possible_links	row_status
ZL3b	B	U	AT	13	6	0	0	0	recorded
ZL3b	B	U	AP	13	6	0	0	0	recorded
ZL3b	B	D	AT	13	6	0	0	0	recorded
ZL3b	B	D	AP	13	6	0	0	0	recorded
ZL3b	J	U	AT	13	6	0	0	0	recorded
ZL3b	J	U	AP	13	6	0	0	0	recorded
ZL3b	J	D	AT	13	6	0	0	0	recorded
ZL3b	J	D	AP	13	6	0	0	0	recorded
ZL3b	M	U	AT	13	6	0	0	0	recorded
ZL3b	M	U	AP	13	6	0	0	0	recorded
ZL3b	M	D	AT	13	6	0	0	0	recorded
ZL3b	M	D	AP	13	6	0	0	0	recorded
IT2a	B	U	AT	14	7	0	0	0	recorded
IT2a	B	U	AP	14	7	0	0	0	recorded
IT2a	B	D	AT	14	7	0	0	0	recorded
IT2a	B	D	AP	14	7	0	0	0	recorded
IT2a	J	U	AT	14	7	0	0	0	recorded
IT2a	J	U	AP	14	7	0	0	0	recorded
IT2a	J	D	AT	14	7	0	0	0	recorded
IT2a	J	D	AP	14	7	0	0	0	recorded
IT2a	M	U	AT	14	7	0	0	0	recorded
IT2a	M	U	AP	14	7	0	0	0	recorded
IT2a	M	D	AT	14	7	0	0	0	recorded
IT2a	M	D	AP	14	7	0	0	0	recorded
RF1b	B	U	AT	13	7	0	0	0	recorded
RF1b	B	U	AP	13	7	0	0	0	recorded
RF1b	B	D	AT	13	7	0	0	0	recorded
RF1b	B	D	AP	13	7	0	0	0	recorded
RF1b	J	U	AT	13	7	0	0	0	recorded
RF1b	J	U	AP	13	7	0	0	0	recorded
RF1b	J	D	AT	13	7	0	0	0	recorded
RF1b	J	D	AP	13	7	0	0	0	recorded
RF1b	M	U	AT	13	7	0	0	0	recorded
RF1b	M	U	AP	13	7	0	0	0	recorded
RF1b	M	D	AT	13	7	0	0	0	recorded
RF1b	M	D	AP	13	7	0	0	0	recorded
