edition	grammar	paragraph	target	patient	patient_form	rule	debts	added_commands	shared_grammar	new_written_product	independent_evidence	row_status
ZL3b	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT		1	False		False	recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT		1	False		False	recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT		1	False		False	recorded
ZL3b	B	f9v|f9v.5-f9v.12	f9v.11:1	f9v.11:2	chshoty	LOCAL_RIGHT		1	False		False	recorded
ZL3b	J	f9v|f9v.5-f9v.12	f9v.11:1	f9v.11:2	chshoty	LOCAL_RIGHT		1	False		False	recorded
ZL3b	M	f9v|f9v.5-f9v.12	f9v.11:1	f9v.11:2	chshoty	LOCAL_RIGHT		1	False		False	recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.15:1	f17v.15:2	cthy	LOCAL_RIGHT		1	False		False	recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.15:1	f17v.15:2	cthy	LOCAL_RIGHT		1	False		False	recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.15:1	f17v.15:2	cthy	LOCAL_RIGHT		1	False		False	recorded
ZL3b	B	f19v|f19v.8-f19v.14	f19v.9:1	f19v.9:3	chor	LOCAL_RIGHT		1	False		False	recorded
ZL3b	J	f19v|f19v.8-f19v.14	f19v.9:1	f19v.9:3	chor	LOCAL_RIGHT		1	False		False	recorded
ZL3b	M	f19v|f19v.8-f19v.14	f19v.9:1	f19v.9:3	chor	LOCAL_RIGHT		1	False		False	recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.7:1	f22v.7:2	chor	LOCAL_RIGHT		1	False		False	recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.7:1	f22v.7:2	chor	LOCAL_RIGHT		1	False		False	recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.7:1	f22v.7:2	chor	LOCAL_RIGHT		1	False		False	recorded
ZL3b	B	f23r|f23r.4-f23r.5	f23r.5:1	f23r.5:2	qokchol	LOCAL_RIGHT		1	False		False	recorded
ZL3b	J	f23r|f23r.4-f23r.5	f23r.5:1	f23r.5:2	qokchol	LOCAL_RIGHT		1	False		False	recorded
ZL3b	M	f23r|f23r.4-f23r.5	f23r.5:1	f23r.5:2	qokchol	LOCAL_RIGHT		1	False		False	recorded
ZL3b	B	f24r|f24r.1-f24r.20	f24r.8:1	f24r.8:6	qokeol	LOCAL_RIGHT	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	1	False		False	recorded
ZL3b	J	f24r|f24r.1-f24r.20	f24r.8:1	f24r.8:6	qokeol	LOCAL_RIGHT	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	1	False		False	recorded
ZL3b	M	f24r|f24r.1-f24r.20	f24r.8:1	f24r.8:6	qokeol	LOCAL_RIGHT	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	1	False		False	recorded
ZL3b	B	f45v|f45v.5-f45v.11	f45v.9:1	f45v.9:2	cthy	LOCAL_RIGHT		1	False		False	recorded
ZL3b	J	f45v|f45v.5-f45v.11	f45v.9:1	f45v.9:2	cthy	LOCAL_RIGHT		1	False		False	recorded
ZL3b	M	f45v|f45v.5-f45v.11	f45v.9:1	f45v.9:2	cthy	LOCAL_RIGHT		1	False		False	recorded
ZL3b	B	f86v5|f86v5.18-f86v5.25	f86v5.20:1	f86v5.20:5	otaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f86v5.20:4	1	False		False	recorded
ZL3b	J	f86v5|f86v5.18-f86v5.25	f86v5.20:1	f86v5.20:5	otaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f86v5.20:4	1	False		False	recorded
ZL3b	M	f86v5|f86v5.18-f86v5.25	f86v5.20:1	f86v5.20:5	otaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f86v5.20:4	1	False		False	recorded
ZL3b	B	f93r|f93r.1-f93r.32	f93r.28:1	f93r.28:2	odol	LOCAL_RIGHT		1	False		False	recorded
ZL3b	J	f93r|f93r.1-f93r.32	f93r.28:1	f93r.28:2	odol	LOCAL_RIGHT		1	False		False	recorded
ZL3b	M	f93r|f93r.1-f93r.32	f93r.28:1	f93r.28:2	odol	LOCAL_RIGHT		1	False		False	recorded
ZL3b	B	f99r|f99r.47-f99r.52	f99r.52:1	f99r.52:2	ols	LOCAL_RIGHT		1	False		False	recorded
ZL3b	J	f99r|f99r.47-f99r.52	f99r.52:1	f99r.52:2	ols	LOCAL_RIGHT		1	False		False	recorded
ZL3b	M	f99r|f99r.47-f99r.52	f99r.52:1	f99r.52:2	ols	LOCAL_RIGHT		1	False		False	recorded
ZL3b	B	f102v2|f102v2.30-f102v2.39	f102v2.35:1	f102v2.35:2	sheol	LOCAL_RIGHT		1	False		False	recorded
ZL3b	J	f102v2|f102v2.30-f102v2.39	f102v2.35:1	f102v2.35:2	sheol	LOCAL_RIGHT		1	False		False	recorded
ZL3b	M	f102v2|f102v2.30-f102v2.39	f102v2.35:1	f102v2.35:2	sheol	LOCAL_RIGHT		1	False		False	recorded
ZL3b	B	f106r|f106r.8-f106r.9	f106r.9:1			MISSING	MISSING_PATIENT	1	False		False	recorded
ZL3b	J	f106r|f106r.8-f106r.9	f106r.9:1	f106r.9:3	qokain	SHARED_RIGHT_J		1	True		False	recorded
ZL3b	M	f106r|f106r.8-f106r.9	f106r.9:1	f106r.9:3	qokain	SHARED_RIGHT_M		1	True		False	recorded
IT2a	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT		1	False		False	recorded
IT2a	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT		1	False		False	recorded
IT2a	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT		1	False		False	recorded
IT2a	B	f9v|f9v.5-f9v.12	f9v.11:1	f9v.11:2	chshoty	LOCAL_RIGHT		1	False		False	recorded
IT2a	J	f9v|f9v.5-f9v.12	f9v.11:1	f9v.11:2	chshoty	LOCAL_RIGHT		1	False		False	recorded
IT2a	M	f9v|f9v.5-f9v.12	f9v.11:1	f9v.11:2	chshoty	LOCAL_RIGHT		1	False		False	recorded
IT2a	B	f17v|f17v.1-f17v.23	f17v.15:1	f17v.15:2	cthy	LOCAL_RIGHT		1	False		False	recorded
IT2a	J	f17v|f17v.1-f17v.23	f17v.15:1	f17v.15:2	cthy	LOCAL_RIGHT		1	False		False	recorded
IT2a	M	f17v|f17v.1-f17v.23	f17v.15:1	f17v.15:2	cthy	LOCAL_RIGHT		1	False		False	recorded
IT2a	B	f19v|f19v.8-f19v.14	f19v.9:1	f19v.9:3	chor	LOCAL_RIGHT		1	False		False	recorded
IT2a	J	f19v|f19v.8-f19v.14	f19v.9:1	f19v.9:3	chor	LOCAL_RIGHT		1	False		False	recorded
IT2a	M	f19v|f19v.8-f19v.14	f19v.9:1	f19v.9:3	chor	LOCAL_RIGHT		1	False		False	recorded
IT2a	B	f22v|f22v.6-f22v.16	f22v.7:1	f22v.7:2	chor	LOCAL_RIGHT		1	False		False	recorded
IT2a	J	f22v|f22v.6-f22v.16	f22v.7:1	f22v.7:2	chor	LOCAL_RIGHT		1	False		False	recorded
IT2a	M	f22v|f22v.6-f22v.16	f22v.7:1	f22v.7:2	chor	LOCAL_RIGHT		1	False		False	recorded
IT2a	B	f23r|f23r.4-f23r.5	f23r.5:1	f23r.5:2	qokchol	LOCAL_RIGHT		1	False		False	recorded
IT2a	J	f23r|f23r.4-f23r.5	f23r.5:1	f23r.5:2	qokchol	LOCAL_RIGHT		1	False		False	recorded
IT2a	M	f23r|f23r.4-f23r.5	f23r.5:1	f23r.5:2	qokchol	LOCAL_RIGHT		1	False		False	recorded
