edition	grammar	paragraph	kernel	mention	locus	kind	form	patient	patient_form	second	predicate	complete_U	complete_D	interpretation	debts	extra_grammar	row_status
ZL3b	B	f6v|f6v.6-f6v.21	f6v.7:1:ACT	f6v.7:1	f6v.7	ACTION	ychos	f6v.6:2	shocthol		ACT:ychos	True	True	zerkleinere	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.7:2:ACT	f6v.7:2	f6v.7	ACTION	ychol	f6v.7:4	cthol		ACT:ychol	True	True	trockne			recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.8:3:ACT	f6v.8:3	f6v.8	ACTION	okchey	f6v.8:2	chor		ACT:okchey	True	True	zerstoße fein			recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.8:4:ACT	f6v.8:4	f6v.8	ACTION	qokom	f6v.8:2	chor		ACT:qokom	True	True	erwärme portionsweise			recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.9:1:ACT	f6v.9:1	f6v.9	ACTION	oeeo	f6v.9:3	chor		ACT:oeeo	True	True	miss ab			recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.10:1:ACT	f6v.10:1	f6v.10	ACTION	qokchod	f6v.9:4	cthom		ACT:qokchod	True	True	trockne vollständig	IMPLICIT_SUBJECT_CONTINUATION		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.10:2:ACT	f6v.10:2	f6v.10	ACTION	ychear	f6v.10:3	kchdy		ACT:ychear	True	False	vermische	MISSING_COINGREDIENT		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.12:3:ACT	f6v.12:3	f6v.12	ACTION	qokam	f6v.12:4	cthy		ACT:qokam	True	True	erwärme			recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.14:1:ACT	f6v.14:1	f6v.14	ACTION	qokor	f6v.13:4	chor		ACT:qokor	True	True	erhitze	IMPLICIT_SUBJECT_CONTINUATION		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.14:2:ACT	f6v.14:2	f6v.14	ACTION	chol	f6v.14:3	cthol		ACT:chol	True	True	trockne			recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.15:1:ACT	f6v.15:1	f6v.15	ACTION	chockhy	f6v.14:3	cthol		ACT:chockhy	True	False	vermische	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.16:1:ACT	f6v.16:1	f6v.16	ACTION	ochy	f6v.16:2	cthar		ACT:ochy	True	True	kühle			recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.17:3:ACT	f6v.17:3	f6v.17	ACTION	ckhal	f6v.17:4	cthodam		ACT:ckhal	True	True	presse aus			recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.18:2:ACT	f6v.18:2	f6v.18	ACTION	ches	f6v.18:1	ytchocthol		ACT:ches	True	True	stampfe			recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.19:2:ACT	f6v.19:2	f6v.19	ACTION	kchos	f6v.19:1	ocholy		ACT:kchos	True	True	zerreibe			recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.21:3:ACT	f6v.21:3	f6v.21	ACTION	octham	f6v.21:2	chor		ACT:octham	True	True	bewahre auf			recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.12:2:STATE:moisture	f6v.12:2	f6v.12	STATE	shy				STATE:moisture:wet:PHYSICAL	False	False	moisture / wet / PHYSICAL	MISSING_MATERIAL_BINDING		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.15:4:STATE:thermal	f6v.15:4	f6v.15	STATE	chy	f6v.14:3	cthol		STATE:thermal:hot:PHYSICAL	True	True	thermal / hot / PHYSICAL	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.19:3:STATE:thermal	f6v.19:3	f6v.19	STATE	chy	f6v.19:1	ocholy		STATE:thermal:hot:PHYSICAL	True	True	thermal / hot / PHYSICAL	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.7:1:ACT	f6v.7:1	f6v.7	ACTION	ychos	f6v.6:2	shocthol		ACT:ychos	True	True	zerkleinere	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.7:2:ACT	f6v.7:2	f6v.7	ACTION	ychol	f6v.7:4	cthol		ACT:ychol	True	True	trockne			recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.8:3:ACT	f6v.8:3	f6v.8	ACTION	okchey	f6v.8:2	chor		ACT:okchey	True	True	zerstoße fein			recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.8:4:ACT	f6v.8:4	f6v.8	ACTION	qokom	f6v.8:2	chor		ACT:qokom	True	True	erwärme portionsweise			recorded
