audit_id	round	surface	tier	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_exact	split_normalized	before_gloss_de	after_gloss_de	known_other_tokens	clean_known_other_tokens	local_before_de	local_after_de	hard_collision	verdict
G652-A01-001	1	ckhy	STRONG_NEUTRAL_CKH_FAMILY	f102v2	f102v2.31	P	A	1	2	MEDIAL	oldeey	sheeody	oldeey ckhy sheeody eeos sheshe oeeor ykeear chekeey ykory	oldeey ckhy sheeody eeos shesee oeor ykoear chekeey ykory	oldeey ckhy sheeody eeos sheshe oee r ykeear chekeey ykory	ALL_THREE_EXACT	1	1	[ckhy:?]	Arzneikompositum am Gradanfang	0	0	[oldeey:?] | [ckhy:?] | [sheeody:?] | [eeos:?] | [sheshe:?] | [oeeor:?] | [ykeear:?] | [chekeey:?] | [ykory:?]	[oldeey:?] | Arzneikompositum am Gradanfang | [sheeody:?] | [eeos:?] | [sheshe:?] | [oeeor:?] | [ykeear:?] | [chekeey:?] | [ykory:?]	0	SHORT_OR_OPAQUE_CONTEXT
G652-A01-002	1	ckhy	STRONG_NEUTRAL_CKH_FAMILY	f105v	f105v.37	S	B	3	2	MEDIAL	yshey	sheo	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	yshe ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	ALL_THREE_EXACT	1	1	[ckhy:?]	Arzneikompositum am Gradanfang	3	3	[yshey:?] | [ckhy:?] | Feuchtzubereitung | [qoeeo:?] | [lkaiin:?] | [chs:?] | [okol:?] | kalt und trocken am Anfang des Grades, abgeschlossen | [sheeey:?] | heiß, Grad III, im Ansatzrahmen | [ar:?] | [aildy:?]	[yshey:?] | Arzneikompositum am Gradanfang | Feuchtzubereitung | [qoeeo:?] | [lkaiin:?] | [chs:?] | [okol:?] | kalt und trocken am Anfang des Grades, abgeschlossen | [sheeey:?] | heiß, Grad III, im Ansatzrahmen | [ar:?] | [aildy:?]	0	FAMILY_CONTEXT_COMPATIBLE
G652-A01-003	1	ckhy	STRONG_NEUTRAL_CKH_FAMILY	f10r	f10r.4	H	A	1	5	MEDIAL	ctho	or	sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody	sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody	sor chaiin chcthy cthockhy or aiin chtchor doiir ody	READER_VARIANT	0	0	[ckhy:?]	Arzneikompositum am Gradanfang	5	4	Samenportion | trocken, Grad III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [ctho:?] | [ckhy:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III | [chtchor:?] | [doiir:?] | [ody:?]	Samenportion | trocken, Grad III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [ctho:?] | Arzneikompositum am Gradanfang | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III | [chtchor:?] | [doiir:?] | [ody:?]	0	READER_VARIANT_WARNING
G652-A01-004	1	ckhy	STRONG_NEUTRAL_CKH_FAMILY	f10v	f10v.2	H	A	1	3	MEDIAL	daiin	chcthor	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin	ALL_THREE_EXACT	1	1	[ckhy:?]	Arzneikompositum am Gradanfang	5	5	Grad-/Maßwert II | Grad-/Maßwert III | [ckhy:?] | [chcthor:?] | trockene Zubereitungsform III | [qot:?] | [chodaiin:?] | CTH-Drogenmaterial | Menge/Portion III	Grad-/Maßwert II | Grad-/Maßwert III | Arzneikompositum am Gradanfang | [chcthor:?] | trockene Zubereitungsform III | [qot:?] | [chodaiin:?] | CTH-Drogenmaterial | Menge/Portion III	0	FAMILY_CONTEXT_COMPATIBLE
G652-A01-005	1	ckhy	STRONG_NEUTRAL_CKH_FAMILY	f17v	f17v.5	H	A	1	6	FINAL	dar	<EOS>	ychol chol dolcheey tchol dar ckhy	ychol chol dolcheey tchol dar ckhy	ychol chol dolcheey tchol dar ckhy	ALL_THREE_EXACT	1	1	[ckhy:?]	Arzneikompositum am Gradanfang	2	2	[ychol:?] | trocken; nominal trockenes Gut/Material | [dolcheey:?] | [tchol:?] | abgemessene Fraktion I | [ckhy:?]	[ychol:?] | trocken; nominal trockenes Gut/Material | [dolcheey:?] | [tchol:?] | abgemessene Fraktion I | Arzneikompositum am Gradanfang	0	FAMILY_CONTEXT_COMPATIBLE
G652-A01-006	1	ckhy	STRONG_NEUTRAL_CKH_FAMILY	f22r	f22r.2	H	A	1	11	MEDIAL	dain	dom	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom	ol oiin shol o kor qokchol daiin otaiin cthor dain ckhydom	ol oiin shol o kor qokchol daiin otaiin cthor dain ckhy dom	READER_VARIANT	0	0	[ckhy:?]	Arzneikompositum am Gradanfang	7	5	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zubereitungsform III | feucht; nominal feuchtes Gut/Material | [o:?] | [kor:?] | [qokchol:?] | Qualitätsgrad III | heiß, Grad III, im Ansatzrahmen | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | Menge/Portion II | [ckhy:?] | [dom:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zubereitungsform III | feucht; nominal feuchtes Gut/Material | [o:?] | [kor:?] | [qokchol:?] | Qualitätsgrad III | heiß, Grad III, im Ansatzrahmen | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | Menge/Portion II | Arzneikompositum am Gradanfang | [dom:?]	0	READER_VARIANT_WARNING
G652-A01-007	1	ckhy	STRONG_NEUTRAL_CKH_FAMILY	f24r	f24r.12	H	A	1	5	FINAL	tod	<EOS>	qokchy qotchy tol tod ckhy	qokchy qotchy tol tod ckhy	qokchy qotchy tol tod ckho	READER_VARIANT	0	0	[ckhy:?]	Arzneikompositum am Gradanfang	3	3	heiß und trocken am Anfang des Grades | kalt und trocken am Anfang des Grades | kalt; nominal kaltes Gut/Material | [tod:?] | [ckhy:?]	heiß und trocken am Anfang des Grades | kalt und trocken am Anfang des Grades | kalt; nominal kaltes Gut/Material | [tod:?] | Arzneikompositum am Gradanfang	0	READER_VARIANT_WARNING
G652-A01-008	1	ckhy	STRONG_NEUTRAL_CKH_FAMILY	f24r	f24r.3	H	A	1	5	FINAL	qotar	<EOS>	ycthar cthal okol qotar ckhy	y cthar cthal okol qotar ckhy	ycthar cthal okol qotar ckhy	ALL_THREE_EXACT	1	1	[ckhy:?]	Arzneikompositum am Gradanfang	0	0	[ycthar:?] | [cthal:?] | [okol:?] | [qotar:?] | [ckhy:?]	[ycthar:?] | [cthal:?] | [okol:?] | [qotar:?] | Arzneikompositum am Gradanfang	0	SHORT_OR_OPAQUE_CONTEXT
G652-A01-009	1	ckhy	STRONG_NEUTRAL_CKH_FAMILY	f2r	f2r.7	H	A	1	2	MEDIAL	shor	daiiny	shor ckhy daiiny chol dan	shor ckhy daiiny chol dan	shor ckhy daiiny chol dan	ALL_THREE_EXACT	1	1	[ckhy:?]	Arzneikompositum am Gradanfang	3	3	Blüten-/Fruchtstand; reproduktiver Teil | [ckhy:?] | [daiiny:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad I	Blüten-/Fruchtstand; reproduktiver Teil | Arzneikompositum am Gradanfang | [daiiny:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad I	0	FAMILY_CONTEXT_COMPATIBLE
G652-A01-010	1	ckhy	STRONG_NEUTRAL_CKH_FAMILY	f32r	f32r.2	H	A	1	4	MEDIAL	sheor	dal	okor okchor sheor ckhy dal dshodar qotchol	okor okchor sheor ckhy dal dshodar qotchol	okor okchor sheor ckhy dal dshodar qotchol	ALL_THREE_EXACT	1	1	[ckhy:?]	Arzneikompositum am Gradanfang	2	2	[okor:?] | [okchor:?] | feuchter Drogenteil | [ckhy:?] | [dal:?] | [dshodar:?] | Material: kalt und trocken	[okor:?] | [okchor:?] | feuchter Drogenteil | Arzneikompositum am Gradanfang | [dal:?] | [dshodar:?] | Material: kalt und trocken	0	FAMILY_CONTEXT_COMPATIBLE
