candidate_id	candidate_order	surface	source_locus	strict_source	family	acceptance_tier	working_meaning_de	composition	rival_de	occurrences	pages	reader_exact_occurrences	split_normalized_occurrences	decision	decision_basis	strongest_counterargument
G652-C01	1	ckhy	f9v.12	1	QUALITY_NEUTRAL_CKH_GRID	STRONG_NEUTRAL_CKH_FAMILY	Arzneikompositum am Gradanfang	CKH_LEARNED+y	Arzneizubereitung am Gradanfang, Qualität nicht genannt	34	32	25	25	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored member of the seventy-token quality-neutral CKH ladder beside four V28 qualified CKH shells	Arzneikompositum is a learned family noun and a missing quality head may instead signal a distinct CKH register
G652-C02	2	ckhey	NONE	0	QUALITY_NEUTRAL_CKH_GRID	STRONG_NEUTRAL_CKH_FAMILY	Arzneikompositum in der Gradmitte	CKH_LEARNED+e+y	Arzneizubereitung in der Gradmitte, Qualität nicht genannt	22	16	20	20	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored member of the seventy-token quality-neutral CKH ladder beside four V28 qualified CKH shells	Arzneikompositum is a learned family noun and a missing quality head may instead signal a distinct CKH register
G652-C03	3	ckheey	NONE	0	QUALITY_NEUTRAL_CKH_GRID	STRONG_NEUTRAL_CKH_FAMILY	Arzneikompositum am Gradende	CKH_LEARNED+ee+y	Arzneizubereitung am Gradende, Qualität nicht genannt	8	8	8	8	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored member of the seventy-token quality-neutral CKH ladder beside four V28 qualified CKH shells	Arzneikompositum is a learned family noun and a missing quality head may instead signal a distinct CKH register
G652-C04	4	ckhdy	NONE	0	QUALITY_NEUTRAL_CKH_GRID	PROVISIONAL_LOW_N_CKH_FAMILY	Arzneikompositum am Gradanfang, abgeschlossen	CKH_LEARNED+d+y	Arzneizubereitung am Gradanfang, abgeschlossen	4	4	1	1	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored member of the seventy-token quality-neutral CKH ladder beside four V28 qualified CKH shells	one of four tokens is all-reader exact; Arzneikompositum is a learned family noun and a missing quality head may instead signal a distinct CKH register
G652-C05	5	ckhedy	NONE	0	QUALITY_NEUTRAL_CKH_GRID	PROVISIONAL_LOW_N_CKH_FAMILY	Arzneikompositum in der Gradmitte, abgeschlossen	CKH_LEARNED+e+d+y	Arzneizubereitung in der Gradmitte, abgeschlossen	2	2	1	1	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored member of the seventy-token quality-neutral CKH ladder beside four V28 qualified CKH shells	one of two tokens is all-reader exact; Arzneikompositum is a learned family noun and a missing quality head may instead signal a distinct CKH register
G652-C06	6	ockhy	NONE	0	O_PREP_CKH_GRID	STRONG_BOUNDARY_COMPOUND	Ansatz eines Arzneikompositums am Gradanfang	O_PREP+CKH_LEARNED+y	zubereitetes Arzneikompositum am Gradanfang	6	6	6	6	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored O_PREP plus CKH_LEARNED cell; O CKH reader splits expose the same preparation boundary	the preparation parse is compositional and does not independently identify the learned CKH object noun
G652-C07	7	ockhey	NONE	0	O_PREP_CKH_GRID	STRONG_BOUNDARY_COMPOUND	Ansatz eines Arzneikompositums in der Gradmitte	O_PREP+CKH_LEARNED+e+y	zubereitetes Arzneikompositum in der Gradmitte	7	7	5	5	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored O_PREP plus CKH_LEARNED cell; O CKH reader splits expose the same preparation boundary	the preparation parse is compositional and does not independently identify the learned CKH object noun
G652-C08	8	ockhedy	NONE	0	O_PREP_CKH_GRID	PROVISIONAL_LOW_N_BOUNDARY_COMPOUND	Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen	O_PREP+CKH_LEARNED+e+d+y	zubereitetes Arzneikompositum in der Gradmitte, abgeschlossen	5	5	3	3	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored O_PREP plus CKH_LEARNED cell; O CKH reader splits expose the same preparation boundary	the preparation parse is compositional and does not independently identify the learned CKH object noun
G652-C09	9	chockhy	NONE	0	QUALIFIED_O_PREP_CKH_GRID	STRONG_COMPONENT_GRID	Arzneikompositum im Trockenansatz am Gradanfang	ch+O_PREP+CKH_LEARNED+y	trocken zubereitetes Arzneikompositum am Gradanfang	18	18	18	18	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the populated CH/SH by E_ATTR by O_PREP plus CKH lattice, with three independent reader-split bridges	the outer quality and preparation shells are inherited from sister grids rather than decoded afresh in every CKH token
G652-C10	10	chockhey	NONE	0	QUALIFIED_O_PREP_CKH_GRID	STRONG_COMPONENT_GRID	Arzneikompositum im Trockenansatz in der Gradmitte	ch+O_PREP+CKH_LEARNED+e+y	trocken zubereitetes Arzneikompositum in der Gradmitte	4	4	3	3	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the populated CH/SH by E_ATTR by O_PREP plus CKH lattice, with three independent reader-split bridges	the outer quality and preparation shells are inherited from sister grids rather than decoded afresh in every CKH token
