target_occurrence_id	page	physical_folio	locus	section	language	hand	ordinal	line_token_count	line_position	normalized_line_position	paragraph_start_line	paragraph_end_line	true_paragraph_opener	true_paragraph_closer	line_ol_multiplicity	previous_ol_distance	next_ol_distance	adjacent_ol_left	adjacent_ol_right	previous_surface	next_surface	direct_signature_channels	direct_signature_channel_count	eligible_direct_neighbor_channels	eligible_direct_neighbor_evidence_count	written_line_eva
G769-T0001	f100v	f100	f100v.20	P	A	1	7	8	MIDDLE	0.857143	0	0	0	0	1	NONE	NONE	0	0	cheor	chockhar	STATE_DRY	1	STATE_DRY	1	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar
G769-T0002	f100v	f100	f100v.21	P	A	1	3	10	MIDDLE	0.222222	0	0	0	0	1	NONE	NONE	0	0	okor	choy	NONE	0	NONE	0	soral okor ol choy ly araroy okar cheeeal cheokeol orey
G769-T0003	f102v1	f102	f102v1.8	P	A	1	2	10	MIDDLE	0.111111	0	0	0	0	1	NONE	NONE	0	0	dairn	chey	NONE	0	NONE	0	dairn ol chey ctheol qokeor os aiin cheor qokey choky
G769-T0004	f102v1	f102	f102v1.10	P	A	1	2	10	MIDDLE	0.111111	0	0	0	0	1	NONE	NONE	0	0	kochor	ydaiin	NONE	0	NONE	0	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy
G769-T0005	f102v1	f102	f102v1.13	P	A	1	2	10	MIDDLE	0.111111	0	0	0	0	1	NONE	NONE	0	0	toiin	daiin	NONE	0	NONE	0	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim
G769-T0006	f102v2	f102	f102v2.20	P	A	1	9	12	MIDDLE	0.727273	0	0	0	0	1	NONE	NONE	0	0	dol	sheeoy	NONE	0	NONE	0	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc
G769-T0007	f102v2	f102	f102v2.22	P	A	1	10	15	MIDDLE	0.642857	0	0	0	0	1	NONE	NONE	0	0	qockhy	keo	NONE	0	NONE	0	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho
G769-T0009	f102v2	f102	f102v2.32	P	A	1	10	12	MIDDLE	0.818182	0	0	0	0	1	NONE	NONE	0	0	cheeor	daiin	NONE	0	NONE	0	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy
G769-T0011	f103r	f103	f103r.25	S	B	3	12	12	LAST	1.000000	0	0	0	0	1	NONE	NONE	0	0	oteey	LINE_END	NONE	0	NONE	0	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol
G769-T0012	f103r	f103	f103r.28	S	B	3	9	11	MIDDLE	0.800000	0	0	0	0	1	NONE	NONE	0	0	ain	cheey	NONE	0	NONE	0	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy
G769-T0013	f103r	f103	f103r.43	S	B	3	3	11	MIDDLE	0.200000	1	0	0	0	1	NONE	NONE	0	0	cheal	sheey	NONE	0	NONE	0	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin
G769-T0014	f103r	f103	f103r.46	S	B	3	9	11	MIDDLE	0.800000	0	0	0	0	1	NONE	NONE	0	0	qokeey	loiin	NONE	0	NONE	0	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan
G769-T0015	f103v	f103	f103v.4	S	B	3	6	8	MIDDLE	0.714286	0	1	0	0	1	NONE	NONE	0	0	lkees	qoteedy	NONE	0	NONE	0	y cheey qokeey okeey lkees ol qoteedy ykeedy
G769-T0016	f103v	f103	f103v.7	S	B	3	11	12	MIDDLE	0.909091	0	0	0	0	1	NONE	NONE	0	0	qokaiin	chedydy	NONE	0	NONE	0	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy
G769-T0017	f103v	f103	f103v.9	S	B	3	10	11	MIDDLE	0.900000	1	0	0	0	1	NONE	NONE	0	0	qotar	lkar	NONE	0	NONE	0	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar
G769-T0019	f103v	f103	f103v.17	S	B	3	8	11	MIDDLE	0.700000	1	0	0	0	1	NONE	NONE	0	0	qokal	char	NONE	0	NONE	0	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy
G769-T0021	f103v	f103	f103v.34	S	B	3	3	11	MIDDLE	0.200000	0	0	0	0	1	NONE	NONE	0	0	sheey	chey	NONE	0	NONE	0	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy
G769-T0022	f103v	f103	f103v.37	S	B	3	3	9	MIDDLE	0.250000	1	0	0	0	1	NONE	NONE	0	0	qokain	shey	NONE	0	NONE	0	olshey qokain ol shey qokeshe lsheok shdy qcphey chetydar
G769-T0023	f103v	f103	f103v.38	S	B	3	4	8	MIDDLE	0.428571	0	1	0	0	1	NONE	NONE	0	0	chees	chey	NONE	0	NONE	0	oteey l chees ol chey chey chol keechy
G769-T0024	f103v	f103	f103v.40	S	B	3	5	10	MIDDLE	0.444444	0	0	0	0	1	NONE	NONE	0	0	qoain	keey	NONE	0	NONE	0	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain
G769-T0026	f103v	f103	f103v.45	S	B	3	2	11	MIDDLE	0.100000	0	0	0	0	1	NONE	NONE	0	0	okey	cheey	NONE	0	NONE	0	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly
G769-T0028	f104r	f104	f104r.5	S	B	3	4	12	MIDDLE	0.272727	1	0	0	0	2	NONE	2	0	0	qoshedy	chl	PROCESS	1	NONE	0	kchdal qotaiin qoshedy ol chl ol cheday al lod pchdair opchdy qod
G769-T0029	f104r	f104	f104r.5	S	B	3	6	12	MIDDLE	0.454545	1	0	0	0	2	2	NONE	0	0	chl	cheday	PROCESS	1	NONE	0	kchdal qotaiin qoshedy ol chl ol cheday al lod pchdair opchdy qod
G769-T0031	f104r	f104	f104r.14	S	B	3	9	10	MIDDLE	0.888889	0	0	0	0	1	NONE	NONE	0	0	otal	oeeal	NONE	0	NONE	0	daiin choaiin qokechy qotal cheolor saiin olkeechey otal ol oeeal
G769-T0033	f104r	f104	f104r.23	S	B	3	1	13	FIRST	0.000000	0	0	0	0	1	NONE	NONE	0	0	LINE_START	sheockhey	NONE	0	NONE	0	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol
G769-T0034	f104v	f104	f104v.1	S	B	3	6	12	MIDDLE	0.454545	1	0	0	0	1	NONE	NONE	0	0	opchedy	ear	NONE	0	NONE	0	pchdoiin opcheedy orar oltcheey opchedy ol ear aiir aly cheodaiin cheekain dam
G769-T0035	f104v	f104	f104v.3	S	B	3	11	12	MIDDLE	0.909091	0	0	0	0	1	NONE	NONE	0	0	oeedaiin	dl	NONE	0	NONE	0	shod chedy qotaiin odaiin okeol ockhey chol qokeedy qotair oeedaiin ol dl
G769-T0036	f104v	f104	f104v.9	S	B	3	7	12	MIDDLE	0.545455	0	0	0	0	1	NONE	NONE	0	0	cheor	chedaiin	NONE	0	NONE	0	ycheo lcheod otaiin qokeedy qokaiin cheor ol chedaiin qotar chedy qoty dal
G769-T0039	f104v	f104	f104v.25	S	B	3	10	12	MIDDLE	0.818182	0	0	0	0	1	NONE	NONE	0	0	sair	aiin	NONE	0	NONE	0	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy
G769-T0040	f104v	f104	f104v.33	S	B	3	8	15	MIDDLE	0.500000	0	0	0	0	1	NONE	NONE	0	0	or	ar	NONE	0	NONE	0	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary
G769-T0041	f105r	f105	f105r.15	S	B	3	2	12	MIDDLE	0.090909	0	0	0	0	1	NONE	NONE	0	0	lksheey	r	NONE	0	NONE	0	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral
G769-T0047	f105r	f105	f105r.36	S	B	3	4	11	MIDDLE	0.300000	0	0	0	0	1	NONE	NONE	0	0	otar	chedy	NONE	0	NONE	0	dyteey otedaiin otar ol chedy ted qotar oteodar otam ytedy otaiin
G769-T0048	f105v	f105	f105v.4	S	B	3	6	8	MIDDLE	0.714286	0	1	0	0	1	NONE	NONE	0	0	olar	keeol	NONE	0	NONE	0	olkeeol orchsey qokeedy chdor olar ol keeol chedaiin
G769-T0049	f105v	f105	f105v.7	S	B	3	4	7	MIDDLE	0.500000	0	1	0	0	1	NONE	NONE	0	0	otair	olkaiin	NONE	0	NONE	0	ycheeo lkaiin otair ol olkaiin okairody lchedr
G769-T0050	f105v	f105	f105v.11	S	B	3	3	12	MIDDLE	0.181818	0	0	0	0	1	NONE	NONE	0	0	aiiin	okaiin	NONE	0	NONE	0	roees aiiin ol okaiin os aiin chckhodu qoteedy ckhddl aiir ypar kaiidy
G769-T0056	f106r	f106	f106r.28	S	B	3	2	12	MIDDLE	0.090909	0	0	0	0	1	NONE	NONE	0	0	okaiin	lcho	NONE	0	NONE	0	okaiin ol lcho rcheo raiin qokaiin chey chokaiin chear ar ol raralchl
G769-T0057	f106r	f106	f106r.39	S	B	3	3	11	MIDDLE	0.200000	0	0	0	0	1	NONE	NONE	0	0	cheeey	aiin	NONE	0	NONE	0	ycheool cheeey ol aiin cheody laiiin chekol cheey okchar aiin aloal
G769-T0060	f106v	f106	f106v.33	S	B	3	5	8	MIDDLE	0.571429	0	1	0	0	1	NONE	NONE	0	0	chey	aiin	NONE	0	NONE	0	choaiin ody qotar chey ol aiin chey dychy
G769-T0061	f106v	f106	f106v.46	S	B	3	7	11	MIDDLE	0.600000	0	0	0	0	1	NONE	NONE	0	0	chkaiin	oky	NONE	0	NONE	0	ytar okain cheokaiin chedy okeeey chkaiin ol oky raiin cheoar chos
G769-T0063	f107r	f107	f107r.19	S	B	3	2	12	MIDDLE	0.090909	0	0	0	0	1	NONE	NONE	0	0	oaiin	rar	NONE	0	NONE	0	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin aldy
G769-T0066	f107r	f107	f107r.35	S	B	3	10	11	MIDDLE	0.900000	0	0	0	0	1	NONE	NONE	0	0	al	kaldaim	NONE	0	NONE	0	daiin shl lkeeol lchedy qokor lkaiin chedy qotaiin al ol kaldaim
G769-T0067	f107r	f107	f107r.46	S	B	3	5	12	MIDDLE	0.363636	0	0	0	0	1	NONE	NONE	0	0	qokaiin	cheor	STATE_DRY	1	STATE_DRY	1	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal
G769-T0068	f107r	f107	f107r.51	S	B	3	4	11	MIDDLE	0.300000	0	1	0	0	1	NONE	NONE	0	0	chol	cheey	NONE	0	NONE	0	sar ain chol ol cheey otal otal ol otchy qoky otaily
G769-T0069	f107v	f107	f107v.2	S	B	3	3	13	MIDDLE	0.166667	0	0	0	0	2	NONE	10	0	0	dckhy	daiin	NONE	0	NONE	0	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol
G769-T0071	f107v	f107	f107v.2	S	B	3	13	13	LAST	1.000000	0	0	0	0	2	10	NONE	0	0	alkain	LINE_END	NONE	0	NONE	0	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol
G769-T0072	f107v	f107	f107v.21	S	B	3	2	12	MIDDLE	0.090909	0	0	0	0	1	NONE	NONE	0	0	taiin	kaiin	NONE	0	NONE	0	taiin ol kaiin chol kchedy qokol ain air kaiin okal otar otalal
G769-T0074	f108r	f108	f108r.6	S	B	3	1	13	FIRST	0.000000	0	0	0	0	1	NONE	NONE	0	0	LINE_START	cheol	NONE	0	NONE	0	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y
G769-T0075	f108r	f108	f108r.22	S	B	3	6	12	MIDDLE	0.454545	0	0	0	0	1	NONE	NONE	0	0	otal	shedy	NONE	0	NONE	0	dcheol shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam
G769-T0076	f108r	f108	f108r.25	S	B	3	12	14	MIDDLE	0.846154	0	0	0	0	1	NONE	NONE	0	0	lkeam	rain	NONE	0	NONE	0	y cheeor aiin okeey cheol chedy opchsd opchedy alkedy al lkeam ol rain al
G769-T0077	f108v	f108	f108v.1	S	B	3	12	12	LAST	1.000000	1	0	0	0	1	NONE	NONE	0	0	am	LINE_END	NONE	0	NONE	0	pchedal qokeedar otedy qokeedy lky ltal aiin oteo fcheey otedar am ol
G769-T0078	f108v	f108	f108v.3	S	B	3	2	10	MIDDLE	0.111111	0	0	0	0	1	NONE	NONE	0	0	ssheedal	lkedy	NONE	0	NONE	0	ssheedal ol lkedy lkeedy chedalkedy lkeedy qokechedy otedain oteey lol
G769-T0079	f108v	f108	f108v.10	S	B	3	1	11	FIRST	0.000000	0	0	0	0	1	NONE	NONE	0	0	LINE_START	cheey	NONE	0	NONE	0	ol cheey leedaiin shckhaiin okeal okar aralor om shee kay chectham
G769-T0080	f108v	f108	f108v.18	S	B	3	11	15	MIDDLE	0.714286	0	0	0	0	1	NONE	NONE	0	0	cheey	l	NONE	0	NONE	0	okeey l keedy okeal okey cheykedy qoeedy lo rair cheey ol l s aiin am
G769-T0081	f108v	f108	f108v.20	S	B	3	11	11	LAST	1.000000	1	0	0	0	1	NONE	NONE	0	0	aiin	LINE_END	NONE	0	NONE	0	polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey r aiin ol
G769-T0083	f108v	f108	f108v.24	S	B	3	4	12	MIDDLE	0.272727	0	0	0	0	1	NONE	NONE	0	0	checkhy	r	NONE	0	NONE	0	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram
G769-T0084	f108v	f108	f108v.25	S	B	3	5	13	MIDDLE	0.333333	0	0	0	0	1	NONE	NONE	0	0	okaiin	lchey	NONE	0	NONE	0	sheeol okeey kaiin okaiin ol lchey ctheo r aiin cheey qokeey qokeeaiin al
G769-T0085	f108v	f108	f108v.27	S	B	3	8	13	MIDDLE	0.583333	0	0	0	0	1	NONE	NONE	0	0	olcheees	cheal	NONE	0	NONE	0	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam
G769-T0086	f108v	f108	f108v.31	S	B	3	1	13	FIRST	0.000000	0	0	0	0	1	NONE	NONE	0	0	LINE_START	cheol	NONE	0	NONE	0	ol cheol shed qokedy qokedain checkhed qoteedy otedy qokedy okeea r l kam
G769-T0090	f111r	f111	f111r.5	S	B	3	3	7	MIDDLE	0.333333	0	1	0	0	1	NONE	NONE	0	0	sheekshy	shedy	NONE	0	NONE	0	saiin sheekshy ol shedy chokchey lkey otain
G769-T0092	f111r	f111	f111r.20	S	B	3	12	14	MIDDLE	0.846154	0	0	0	0	1	NONE	NONE	0	0	cho	l	NONE	0	NONE	0	qokeey qokeey lchedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol l kai
