event_id	page	record	locus	card_no	component_parse	renderer_source	renderer_rule	final_surface	surface_roundtrip	local_locus_table	free_choice
E001	f10r	H1	f10r.2	PROC001	CH+E+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dchey	YES	NO	NO
E002	f10r	H1	f10r.2	PROC002	CTH+O+OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthoor	YES	NO	NO
E003	f10r	H1	f10r.2	PROC003	AR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	char	YES	NO	NO
E004	f10r	H1	f10r.2	PROC004	T+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chty	YES	NO	NO
E005	f10r	H1	f10r.2	PROC005	OS	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	os	YES	NO	NO
E006	f10r	H1	f10r.2	PROC006	CH+AIR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chair	YES	NO	NO
E007	f10r	H1	f10r.2	PROC007	OT+Y+T+CH+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otytchol	YES	NO	NO
E008	f10r	H1	f10r.2	PROC008	OK+Y	RECORD_WRAPPER_MELODY	RM01:1	oky	YES	NO	NO
E009	f10r	H1	f10r.2	PROC009	AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	YES	NO	NO
E010	f10r	H1	f10r.2	PROC010	E+T+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	etyd	YES	NO	NO
E011	f10r	H1	f10r.5	PROC011	OK+Y	RECORD_WRAPPER_MELODY	RM01:2	qokchy	YES	NO	NO
E012	f10r	H1	f10r.5	PROC012	OT+CH+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qotchol	YES	NO	NO
E013	f10r	H1	f10r.5	PROC013	OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chol	YES	NO	NO
E014	f10r	H1	f10r.5	PROC014	CTH+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthy	YES	NO	NO
E015	f10r	H2	f10r.6	PROC015	Y+CH+E+OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ycheor	YES	NO	NO
E016	f10r	H2	f10r.6	PROC014	CTH+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthy	YES	NO	NO
E017	f10r	H2	f10r.6	PROC016	OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chor	YES	NO	NO
E018	f10r	H2	f10r.6	PROC017	CTH+AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthaiin	YES	NO	NO
E019	f10r	H2	f10r.6	PROC018	O+CTH+OL+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoctholy	YES	NO	NO
E020	f10r	H2	f10r.6	PROC019	Y	FORMULA_CADENCE_RULE	FC01	dy	YES	NO	NO
E021	f10r	H2	f10r.6	PROC019	Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chy	YES	NO	NO
E022	f10r	H2	f10r.6	PROC009	AIIN	FORMULA_CADENCE_RULE	FC01	taiin	YES	NO	NO
E023	f10r	H2	f10r.6	PROC019	Y	FORMULA_CADENCE_RULE	FC01	shy	YES	NO	NO
E024	f10r	H2	f10r.8	PROC020	OT+CH+OR	FORMULA_CADENCE_RULE	FC02	qotchor	YES	NO	NO
E025	f10r	H2	f10r.8	PROC016	OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chor	YES	NO	NO
E026	f10r	H2	f10r.8	PROC021	OT+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otol	YES	NO	NO
E027	f10r	H2	f10r.8	PROC013	OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chol	YES	NO	NO
E028	f10r	H2	f10r.8	PROC022	OL+OR	FORMULA_CADENCE_RULE	FC02	cholor	YES	NO	NO
E029	f10r	H2	f10r.8	PROC013	OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chol	YES	NO	NO
E030	f10r	H2	f10r.8	PROC009	AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	YES	NO	NO
E031	f10r	H2	f10r.8	PROC003	AR	AUTOMATIC_CONTEXT_RULE	WR04	dar	YES	NO	NO
E032	f10r	H2	f10r.9	PROC023	O+Y+K+OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oykchor	YES	NO	NO
E033	f10r	H2	f10r.9	PROC016	OR	FORMULA_CADENCE_RULE	FC03	shor	YES	NO	NO
E034	f10r	H2	f10r.9	PROC016	OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chor	YES	NO	NO
E035	f10r	H2	f10r.9	PROC019	Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chy	YES	NO	NO
E036	f10r	H2	f10r.9	PROC024	K+IIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kaiiin	YES	NO	NO
E037	f10r	H2	f10r.9	PROC019	Y	FORMULA_CADENCE_RULE	FC03	dy	YES	NO	NO
E038	f10r	H2	f10r.9	PROC025	CH+O+AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chodaiin	YES	NO	NO
E039	f11r	H3	f11r.1	PROC026	T+SH+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	tshol	YES	NO	NO
E040	f11r	H3	f11r.1	PROC027	SH+O+AL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	schoal	YES	NO	NO
E041	f11r	H3	f11r.1	PROC028	CFH+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cfhy	YES	NO	NO
E042	f11r	H3	f11r.1	PROC029	SH+Y+AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shfydaiin	YES	NO	NO
E043	f11r	H3	f11r.1	PROC030	P+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cphy	YES	NO	NO
E044	f11r	H3	f11r.1	PROC031	SH+EE+Y	AUTOMATIC_CONTEXT_RULE	WR03	shey	YES	NO	NO
E045	f11r	H3	f11r.1	PROC032	T+CH+O+DY	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	tchody	YES	NO	NO
E046	f11r	H3	f11r.1	PROC033	SH+O+Y+T+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shoyty	YES	NO	NO
E047	f11r	H3	f11r.4	PROC034	OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dchol	YES	NO	NO
E048	f11r	H3	f11r.4	PROC019	Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chy	YES	NO	NO
E049	f11r	H3	f11r.4	PROC035	K+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchy	YES	NO	NO
E050	f11r	H3	f11r.4	PROC019	Y	RECORD_WRAPPER_MELODY	RM02:1	dy	YES	NO	NO
E051	f11r	H3	f11r.4	PROC009	AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	YES	NO	NO
E052	f11r	H3	f11r.7	PROC036	OT+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qotchy	YES	NO	NO
E053	f11r	H3	f11r.7	PROC037	OK+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	okchol	YES	NO	NO
E054	f11r	H3	f11r.7	PROC014	CTH+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthy	YES	NO	NO
E055	f11r	H3	f11r.7	PROC019	Y	RECORD_WRAPPER_MELODY	RM02:2	dy	YES	NO	NO
E056	f55v	H4	f55v.5	PROC038	OK+AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokaiin	YES	NO	NO
E057	f55v	H4	f55v.5	PROC009	AIIN	RECORD_WRAPPER_MELODY	RM03:1	chaiin	YES	NO	NO
E058	f55v	H4	f55v.5	PROC039	Y+K+AIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ykain	YES	NO	NO
E059	f55v	H4	f55v.5	PROC040	Y+K+AIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ykan	YES	NO	NO
E060	f55v	H4	f55v.5	PROC041	O+DY	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ody	YES	NO	NO
E061	f55v	H4	f55v.5	PROC009	AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	YES	NO	NO
E062	f55v	H4	f55v.5	PROC042	CHD+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	YES	NO	NO
E063	f55v	H4	f55v.5	PROC043	TALAM	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	talam	YES	NO	NO
E064	f55v	H4	f55v.11	PROC044	Y+K+AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ykaiin	YES	NO	NO
E065	f55v	H4	f55v.11	PROC045	CH+E+O+AR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheoar	YES	NO	NO
E066	f55v	H4	f55v.11	PROC046	CHK+EE+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheeky	YES	NO	NO
E067	f55v	H4	f55v.11	PROC047	OL+DY	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oldy	YES	NO	NO
E068	f55v	H4	f55v.11	PROC009	AIIN	RECORD_WRAPPER_MELODY	RM03:2	aiin	YES	NO	NO
E069	f55v	H4	f55v.11	PROC048	OK+AL	RECORD_WRAPPER_MELODY	RM03:2	okal	YES	NO	NO
E070	f55v	H4	f55v.11	PROC049	OL+T+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oltchy	YES	NO	NO
E071	f55v	H4	f55v.11	PROC016	OR	AUTOMATIC_CONTEXT_RULE	WR02	or	YES	NO	NO
E072	f55v	H4	f55v.11	PROC019	Y	RECORD_WRAPPER_MELODY	RM03:2	y	YES	NO	NO
E073	f55v	H4	f55v.11	PROC050	OR+AIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	orain	YES	NO	NO
E074	f56r	H5	f56r.5	PROC051	HO+CH+OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chochor	YES	NO	NO
E075	f56r	H5	f56r.5	PROC052	HO	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cho	YES	NO	NO
E076	f56r	H5	f56r.5	PROC053	HO+AL+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chodaly	YES	NO	NO
E077	f56r	H5	f56r.5	PROC009	AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	YES	NO	NO
E078	f56r	H5	f56r.7	PROC052	HO	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sho	YES	NO	NO
E079	f56r	H5	f56r.7	PROC054	K+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchol	YES	NO	NO
E080	f56r	H5	f56r.7	PROC020	OT+CH+OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otchor	YES	NO	NO
E081	f56r	H5	f56r.7	PROC008	OK+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	choky	YES	NO	NO
E082	f56r	H5	f56r.7	PROC055	AL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dal	YES	NO	NO
E083	f56r	H5	f56r.8	PROC034	OL	RECORD_WRAPPER_MELODY	RM04:1	schol	YES	NO	NO
E084	f56r	H5	f56r.8	PROC056	HO+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	choy	YES	NO	NO
E085	f56r	H5	f56r.8	PROC008	OK+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	choky	YES	NO	NO
E086	f56r	H5	f56r.8	PROC057	CH+EE+CKH+O+DY	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheeckhody	YES	NO	NO
E087	f56r	H5	f56r.12	PROC058	SH	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sh	YES	NO	NO
E088	f56r	H5	f56r.12	PROC052	HO	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cho	YES	NO	NO
E089	f56r	H5	f56r.12	PROC059	K+E+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchey	YES	NO	NO
E090	f56r	H5	f56r.12	PROC060	OK+OK+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokokchy	YES	NO	NO
E091	f56r	H5	f56r.13	PROC011	OK+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	okchy	YES	NO	NO
E092	f56r	H5	f56r.13	PROC061	OK+CH+E+O	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chokcheo	YES	NO	NO
E093	f56r	H5	f56r.13	PROC062	K+AL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchal	YES	NO	NO
E094	f56r	H5	f56r.18	PROC052	HO	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sho	YES	NO	NO
E095	f56r	H5	f56r.18	PROC011	OK+Y	RECORD_WRAPPER_MELODY	RM04:2	chokchy	YES	NO	NO
E096	f56r	H5	f56r.18	PROC063	K+HO+AR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchoar	YES	NO	NO
E097	f56r	H5	f56r.18	PROC064	OT+O+AIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sotodan	YES	NO	NO
E098	f56r	H5	f56r.19	PROC065	OT+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otchey	YES	NO	NO
E099	f56r	H5	f56r.19	PROC066	K+E+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	keol	YES	NO	NO
E100	f56r	H5	f56r.19	PROC009	AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	YES	NO	NO
E101	f81v	B1	f81v.2	PROC067	OK+E+DY	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokedy	YES	NO	NO
E102	f81v	B1	f81v.2	PROC038	OK+AIIN	FORMULA_CADENCE_RULE	FC04	okaiin	YES	NO	NO
E103	f81v	B1	f81v.2	PROC068	K+AIR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kair	YES	NO	NO
E104	f81v	B1	f81v.2	PROC048	OK+AL	FORMULA_CADENCE_RULE	FC04	okal	YES	NO	NO
E105	f81v	B1	f81v.2	PROC003	AR	FORMULA_CADENCE_RULE	FC04	sar	YES	NO	NO
E106	f81v	B1	f81v.2	PROC013	OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	YES	NO	NO
E107	f81v	B1	f81v.2	PROC069	K+AIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kain	YES	NO	NO
E108	f81v	B1	f81v.2	PROC070	OL+K+AIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	olkain	YES	NO	NO
E109	f81v	B1	f81v.2	PROC055	AL	FORMULA_CADENCE_RULE	FC04	al	YES	NO	NO
E110	f81v	B1	f81v.2	PROC013	OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	YES	NO	NO
E111	f81v	B1	f81v.2	PROC071	R+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	rol	YES	NO	NO
E112	f81v	B1	f81v.2	PROC072	L	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dl	YES	NO	NO
E113	f81v	B1	f81v.7	PROC022	OL+OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	olor	YES	NO	NO
E114	f81v	B1	f81v.7	PROC013	OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	YES	NO	NO
E115	f81v	B1	f81v.7	PROC073	SH+E+CKH+AL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sheckhal	YES	NO	NO
E116	f81v	B1	f81v.7	PROC009	AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	YES	NO	NO
E117	f81v	B1	f81v.7	PROC074	OK+EE+AL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedal	YES	NO	NO
E118	f81v	B1	f81v.7	PROC009	AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	YES	NO	NO
E119	f81v	B1	f81v.7	PROC075	CKH+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chckhy	YES	NO	NO
E120	f81v	B1	f81v.7	PROC076	CHD+DY	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	schedy	YES	NO	NO
