resolution	path_id	signature_json	events	folios	records	exact_tuple_pairs	panels	cross_folio	cross_pair	eligible_abstract_path	semantic_state
SHAPE	510ce47f8c3cb70ae25b	"[""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""SWITCH"",""SAME_FIELD"",""0"",""0"",""0"",""SAME_FIELD""]"	128	17	54	124	PHARMA_P|RECIPE_STARS_S	1	1	1	UNASSIGNED
SHAPE	ab221dfaaf47cdb4707f	"[""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""DROP"",""SAME_FIELD"",""0"",""0"",""0"",""SAME_FIELD""]"	125	17	61	111	PHARMA_P|RECIPE_STARS_S	1	1	1	UNASSIGNED
SHAPE	cd4236171e5141639479	"[""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""SAME_FIELD"",""0"",""0"",""0"",""SAME_FIELD""]"	122	16	53	108	PHARMA_P|RECIPE_STARS_S	1	1	1	UNASSIGNED
SHAPE	8953952f3afc5c86d88a	"[""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""ADD"",""SAME_FIELD"",""0"",""0"",""0"",""SAME_FIELD""]"	83	16	49	81	PHARMA_P|RECIPE_STARS_S	1	1	1	UNASSIGNED
SHAPE	67e9b7a283a7a1367031	"[""STAY_NONE"",""STAY_NONE"",""ADD"",""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""SAME_FIELD"",""0"",""0"",""0"",""SAME_FIELD""]"	64	15	44	62	PHARMA_P|RECIPE_STARS_S	1	1	1	UNASSIGNED
SHAPE	4827bf4aaad4fd7addb7	"[""STAY_NONE"",""STAY_NONE"",""ADD"",""STAY_NONE"",""STAY_NONE"",""DROP"",""SAME_FIELD"",""0"",""0"",""0"",""SAME_FIELD""]"	59	14	37	59	PHARMA_P|RECIPE_STARS_S	1	1	1	UNASSIGNED
SHAPE	d49d06f0203feabc2921	"[""STAY_NONE"",""STAY_NONE"",""DROP"",""STAY_NONE"",""STAY_NONE"",""ADD"",""SAME_FIELD"",""0"",""0"",""0"",""SAME_FIELD""]"	56	13	36	56	PHARMA_P|RECIPE_STARS_S	1	1	1	UNASSIGNED
SHAPE	9417c7c4ba1a23f15ab9	"[""STAY_NONE"",""STAY_NONE"",""DROP"",""STAY_NONE"",""STAY_NONE"",""SWITCH"",""SAME_FIELD"",""0"",""0"",""0"",""SAME_FIELD""]"	52	12	37	48	PHARMA_P|RECIPE_STARS_S	1	1	1	UNASSIGNED
SHAPE	b80098ca5a69b395bedb	"[""STAY_NONE"",""STAY_NONE"",""ADD"",""STAY_NONE"",""STAY_NONE"",""SWITCH"",""SAME_FIELD"",""0"",""0"",""0"",""SAME_FIELD""]"	50	12	32	47	PHARMA_P|RECIPE_STARS_S	1	1	1	UNASSIGNED
SHAPE	3c9c4df8465aa93e3d7a	"[""STAY_NONE"",""STAY_NONE"",""STAY_NONE"",""DROP"",""STAY_NONE"",""SWITCH"",""NEXT_FIELD"",""1"",""0"",""0"",""FIELD_BOUNDARY""]"	49	15	34	41	PHARMA_P|RECIPE_STARS_S	1	1	1	UNASSIGNED
