panel	held_folio	model	selected_alpha	scored_edges	total_bits	coordinate_bits	gdt336_tuple_bits	within_record_edges	within_record_bits	field_boundary_edges	field_boundary_bits	record_reset_edges	record_reset_bits	unseen_exact_pair_edges	unseen_exact_pair_bits
RECIPE_STARS_S	f103	PLACEMENT	0	160	1086.565617556	394.788881030	691.776736526	156	1057.291217492	43	300.164712505	4	29.274400064	121	873.752809344
RECIPE_STARS_S	f103	EXACT_PREDECESSOR	32	160	1086.840996965	395.064260439	691.776736526	156	1057.566596901	43	299.975625186	4	29.274400064	121	873.669523116
RECIPE_STARS_S	f103	PATH_SHAPE	32	160	1091.013462122	399.236725596	691.776736526	156	1061.698062138	43	300.353460155	4	29.315399984	121	878.416242934
RECIPE_STARS_S	f103	PATH_VALUE	32	160	1089.029301647	397.252565121	691.776736526	156	1059.758295783	43	300.644132292	4	29.271005865	121	876.298779770
RECIPE_STARS_S	f104	PLACEMENT	0	120	850.340481901	328.262014421	522.078467480	119	841.449084593	26	180.959385437	1	8.891397308	97	724.085917527
RECIPE_STARS_S	f104	EXACT_PREDECESSOR	32	120	850.746669987	328.668202506	522.078467480	119	841.855272678	26	181.131740025	1	8.891397308	97	724.574045600
RECIPE_STARS_S	f104	PATH_SHAPE	32	120	849.313199240	327.234731760	522.078467480	119	840.483391403	26	180.126143519	1	8.829807837	97	723.265513049
RECIPE_STARS_S	f104	PATH_VALUE	32	120	849.474536851	327.396069371	522.078467480	119	840.644729014	26	180.163727244	1	8.829807837	97	723.513858254
RECIPE_STARS_S	f105	PLACEMENT	0	119	844.043255421	311.748397659	532.294857762	118	835.321860670	22	162.809056319	1	8.721394751	94	703.642600524
RECIPE_STARS_S	f105	EXACT_PREDECESSOR	32	119	841.096701547	308.801843786	532.294857762	118	832.375306796	22	162.093419191	1	8.721394751	94	702.937389849
RECIPE_STARS_S	f105	PATH_SHAPE	32	119	843.418118541	311.123260779	532.294857762	118	834.696723790	22	160.433718532	1	8.721394751	94	706.082773110
RECIPE_STARS_S	f105	PATH_VALUE	32	119	842.531913378	310.237055617	532.294857762	118	833.810518627	22	160.498284342	1	8.721394751	94	705.092043796
RECIPE_STARS_S	f106	PLACEMENT	0	138	946.910972333	368.580096181	578.330876153	138	946.910972333	28	189.132408797	0	0.000000000	108	772.512750213
RECIPE_STARS_S	f106	EXACT_PREDECESSOR	32	138	942.166771271	363.835895119	578.330876153	138	942.166771271	28	188.188906930	0	0.000000000	108	769.764621820
RECIPE_STARS_S	f106	PATH_SHAPE	32	138	942.933393452	364.602517299	578.330876153	138	942.933393452	28	188.141127783	0	0.000000000	108	769.511763637
RECIPE_STARS_S	f106	PATH_VALUE	32	138	943.913349224	365.582473072	578.330876153	138	943.913349224	28	188.141127783	0	0.000000000	108	770.313689669
RECIPE_STARS_S	f107	PLACEMENT	0	189	1298.907018862	497.756645336	801.150373526	187	1284.146389626	33	244.594101542	2	14.760629235	141	1013.180958243
RECIPE_STARS_S	f107	EXACT_PREDECESSOR	32	189	1296.009798930	494.859425404	801.150373526	187	1281.249169695	33	244.792722264	2	14.760629235	141	1013.007599504
RECIPE_STARS_S	f107	PATH_SHAPE	32	189	1299.748148351	498.597774825	801.150373526	187	1285.160365313	33	243.938091514	2	14.587783038	141	1012.930319263
RECIPE_STARS_S	f107	PATH_VALUE	32	189	1300.007872979	498.857499453	801.150373526	187	1285.420089941	33	244.017088260	2	14.587783038	141	1013.364063769
RECIPE_STARS_S	f108	PLACEMENT	0	218	1463.121508844	532.312604562	930.808904282	217	1454.981411864	69	462.395197171	1	8.140096980	163	1159.603031174
RECIPE_STARS_S	f108	EXACT_PREDECESSOR	32	218	1461.188499819	530.379595537	930.808904282	217	1453.048402839	69	460.550409764	1	8.140096980	163	1159.515912193
RECIPE_STARS_S	f108	PATH_SHAPE	32	218	1462.613261824	531.804357542	930.808904282	217	1454.559997808	69	459.484379119	1	8.053264016	163	1160.383362737
RECIPE_STARS_S	f108	PATH_VALUE	32	218	1463.111878313	532.302974031	930.808904282	217	1455.058614297	69	459.512411318	1	8.053264016	163	1160.435529629
RECIPE_STARS_S	f111	PLACEMENT	0	238	1677.019504973	614.331167777	1062.688337197	237	1671.236713904	55	405.842410852	1	5.782791069	188	1398.706489451
RECIPE_STARS_S	f111	EXACT_PREDECESSOR	32	238	1676.539340250	613.851003054	1062.688337197	237	1670.756549181	55	405.909931882	1	5.782791069	188	1398.703074298
RECIPE_STARS_S	f111	PATH_SHAPE	32	238	1673.404244165	610.715906969	1062.688337197	237	1667.621453096	55	404.473455124	1	5.782791069	188	1395.833370951
RECIPE_STARS_S	f111	PATH_VALUE	32	238	1672.413682540	609.725345343	1062.688337197	237	1666.630891471	55	404.498795327	1	5.782791069	188	1395.276327636
RECIPE_STARS_S	f112	PLACEMENT	0	184	1184.944598001	477.821105348	707.123492652	183	1178.728897546	49	324.503507625	1	6.215700455	130	902.314806183
RECIPE_STARS_S	f112	EXACT_PREDECESSOR	32	184	1179.548860730	472.425368078	707.123492652	183	1173.333160275	49	322.612055669	1	6.215700455	130	901.536436021
RECIPE_STARS_S	f112	PATH_SHAPE	32	184	1178.866785443	471.743292790	707.123492652	183	1172.758063632	49	320.538018656	1	6.108721811	130	899.160208559
RECIPE_STARS_S	f112	PATH_VALUE	32	184	1178.007703688	470.884211035	707.123492652	183	1171.898981877	49	320.741142045	1	6.108721811	130	897.732118652
RECIPE_STARS_S	f113	PLACEMENT	0	137	1025.027657496	392.152343736	632.875313760	136	1018.337678271	32	230.366917017	1	6.689979225	119	917.824985588
RECIPE_STARS_S	f113	EXACT_PREDECESSOR	32	137	1025.176814701	392.301500941	632.875313760	136	1018.486835476	32	230.589726751	1	6.689979225	119	917.927823377
