world	path_shape_gain_over_exact	path_value_gain_over_exact	max_two_gain
0	-0.827167529	2.497759838	2.497759838
1	9.316134907	12.742148207	12.742148207
2	0.762268617	5.715490416	5.715490416
3	0.424221908	-1.652046877	0.424221908
4	13.316005016	14.802576288	14.802576288
5	0.010175684	4.730508056	4.730508056
6	10.232751123	11.367547742	11.367547742
7	5.560922193	4.346731694	5.560922193
8	-3.146900046	-2.230372163	-2.230372163
9	-1.819855835	-0.534870171	-0.534870171
10	12.604336693	12.670595415	12.670595415
11	1.106801505	-0.188317403	1.106801505
12	11.253275409	10.453674293	11.253275409
13	6.970195394	9.008005384	9.008005384
14	-3.641136983	-2.875660097	-2.875660097
15	16.449293183	15.294031362	16.449293183
16	-10.072630996	-5.359563031	-5.359563031
17	11.983638121	7.367517029	11.983638121
18	-5.482943215	-3.212260375	-3.212260375
19	-8.150855104	-7.245373880	-7.245373880
20	-0.338110526	-1.454711311	-0.338110526
21	-9.941012402	-8.807741042	-8.807741042
22	3.803065661	1.815183850	3.803065661
23	-1.751791051	-8.197712930	-1.751791051
24	-5.381292853	-6.129621660	-5.381292853
25	-0.996844452	2.480683232	2.480683232
26	0.460870252	-2.233861157	0.460870252
27	13.006205966	13.259830816	13.259830816
28	8.495851471	4.446118623	8.495851471
29	2.446335507	-1.287452702	2.446335507
30	-4.078820315	2.815309290	2.815309290
31	-2.768741563	1.409621182	1.409621182
32	6.021291064	2.203712797	6.021291064
33	2.587416246	5.165789943	5.165789943
34	6.563423363	5.058915938	6.563423363
35	2.092253132	0.792137455	2.092253132
36	14.339997758	10.589925409	14.339997758
37	18.272222472	7.870421774	18.272222472
38	19.788712969	17.753446156	19.788712969
39	19.950098346	11.758346904	19.950098346
40	-1.320559553	2.544018699	2.544018699
41	11.683650177	15.437510819	15.437510819
42	14.342115886	13.450949020	14.342115886
43	4.723859995	-0.066434979	4.723859995
44	-4.330673766	-2.908305052	-2.908305052
45	-4.421409669	-5.315333943	-4.421409669
46	-0.654328161	3.892127488	3.892127488
47	9.806022248	3.392993511	9.806022248
48	-6.980134544	-6.794800820	-6.794800820
49	5.352383539	-0.557544445	5.352383539
50	0.715007888	1.097476219	1.097476219
51	1.449565882	1.122801000	1.449565882
52	-5.744308900	-4.591729538	-4.591729538
53	20.149247207	15.290412004	20.149247207
54	10.779694109	6.471528296	10.779694109
55	0.423890745	-2.173164790	0.423890745
56	11.164634830	15.279776083	15.279776083
57	3.238433196	6.661571979	6.661571979
58	-1.186513599	-3.210866456	-1.186513599
59	11.158362825	8.503341792	11.158362825
60	14.171088048	15.378016588	15.378016588
61	-1.035279912	-0.619717684	-0.619717684
62	2.011847815	0.222534187	2.011847815
