edition	family	direction	events	chains	tested	matches	contradictions	unresolved	contradiction_ids	prediction_vector	mobile_leaves	status	independent_confirmation
ZL3b	a/o	F	7	0	0	0	0	0				UNTESTED	0
ZL3b	a/o	R	7	0	0	0	0	0				UNTESTED	0
ZL3b	ch/o	F	1	0	0	0	0	0				UNTESTED	0
ZL3b	ch/o	R	1	0	0	0	0	0				UNTESTED	0
ZL3b	cha/a	F	4	0	0	0	0	0				UNTESTED	0
ZL3b	cha/a	R	4	0	0	0	0	0				UNTESTED	0
ZL3b	cheo/cho	F	5	0	0	0	0	0				UNTESTED	0
ZL3b	cheo/cho	R	5	0	0	0	0	0				UNTESTED	0
ZL3b	cho/o	F	8	0	0	0	0	0				UNTESTED	0
ZL3b	cho/o	R	8	0	0	0	0	0				UNTESTED	0
ZL3b	cho/sho	F	3	0	0	0	0	0				UNTESTED	0
ZL3b	cho/sho	R	3	0	0	0	0	0				UNTESTED	0
ZL3b	ctho/cho	F	3	0	0	0	0	0				UNTESTED	0
ZL3b	ctho/cho	R	3	0	0	0	0	0				UNTESTED	0
ZL3b	da/cho	F	1	0	0	0	0	0				UNTESTED	0
ZL3b	da/cho	R	1	0	0	0	0	0				UNTESTED	0
ZL3b	dcho/ctho	F	1	0	0	0	0	0				UNTESTED	0
ZL3b	dcho/ctho	R	1	0	0	0	0	0				UNTESTED	0
ZL3b	o/chea	F	1	0	0	0	0	0				UNTESTED	0
ZL3b	o/chea	R	1	0	0	0	0	0				UNTESTED	0
ZL3b	o/cho	F	6	0	0	0	0	0				UNTESTED	0
ZL3b	o/cho	R	6	0	0	0	0	0				UNTESTED	0
ZL3b	oka/a	F	4	1	1	1	0	0		r		NOT_CONTRADICTED_UNCONFIRMED	0
ZL3b	oka/a	R	4	1	1	1	0	0		r		NOT_CONTRADICTED_UNCONFIRMED	0
ZL3b	oka/ota	F	2	0	0	0	0	0				UNTESTED	0
ZL3b	oka/ota	R	2	0	0	0	0	0				UNTESTED	0
ZL3b	olka/o	F	0	0	0	0	0	0				UNTESTED	0
ZL3b	olka/o	R	0	0	0	0	0	0				UNTESTED	0
ZL3b	oto/cho	F	5	0	0	0	0	0				UNTESTED	0
ZL3b	oto/cho	R	5	0	0	0	0	0				UNTESTED	0
ZL3b	qoka/o	F	3	0	0	0	0	0				UNTESTED	0
ZL3b	qoka/o	R	3	0	0	0	0	0				UNTESTED	0
ZL3b	qoka/ota	F	4	0	0	0	0	0				UNTESTED	0
ZL3b	qoka/ota	R	4	0	0	0	0	0				UNTESTED	0
ZL3b	qoka/qo	F	2	0	0	0	0	0				UNTESTED	0
ZL3b	qoka/qo	R	2	0	0	0	0	0				UNTESTED	0
ZL3b	qota/o	F	1	0	0	0	0	0				UNTESTED	0
ZL3b	qota/o	R	1	0	0	0	0	0				UNTESTED	0
ZL3b	sa/o	F	2	0	0	0	0	0				UNTESTED	0
ZL3b	sa/o	R	2	0	0	0	0	0				UNTESTED	0
ZL3b	sho/cho	F	2	0	0	0	0	0				UNTESTED	0
ZL3b	sho/cho	R	2	0	0	0	0	0				UNTESTED	0
ZL3b	sholo/o	F	1	0	0	0	0	0				UNTESTED	0
ZL3b	sholo/o	R	1	0	0	0	0	0				UNTESTED	0
IT2a	a/o	F	12	0	0	0	0	0				UNTESTED	0
IT2a	a/o	R	12	0	0	0	0	0				UNTESTED	0
IT2a	ch/o	F	5	0	0	0	0	0				UNTESTED	0
IT2a	ch/o	R	5	0	0	0	0	0				UNTESTED	0
IT2a	cha/a	F	6	0	0	0	0	0				UNTESTED	0
IT2a	cha/a	R	6	0	0	0	0	0				UNTESTED	0
IT2a	cheo/cho	F	9	0	0	0	0	0				UNTESTED	0
IT2a	cheo/cho	R	9	0	0	0	0	0				UNTESTED	0
IT2a	cho/o	F	10	0	0	0	0	0				UNTESTED	0
IT2a	cho/o	R	10	0	0	0	0	0				UNTESTED	0
IT2a	cho/sho	F	4	0	0	0	0	0				UNTESTED	0
IT2a	cho/sho	R	4	0	0	0	0	0				UNTESTED	0
IT2a	ctho/cho	F	5	0	0	0	0	0				UNTESTED	0
IT2a	ctho/cho	R	5	0	0	0	0	0				UNTESTED	0
IT2a	da/cho	F	6	0	0	0	0	0				UNTESTED	0
IT2a	da/cho	R	6	0	0	0	0	0				UNTESTED	0
IT2a	dcho/ctho	F	1	0	0	0	0	0				UNTESTED	0
IT2a	dcho/ctho	R	1	0	0	0	0	0				UNTESTED	0
IT2a	o/chea	F	4	0	0	0	0	0				UNTESTED	0
IT2a	o/chea	R	4	0	0	0	0	0				UNTESTED	0
IT2a	o/cho	F	10	1	1	0	1	0	C0002	r	17	CONTRADICTED	0
IT2a	o/cho	R	10	1	1	1	0	0		l	17	NOT_CONTRADICTED_UNCONFIRMED	0
IT2a	oka/a	F	12	1	1	1	0	0		r		NOT_CONTRADICTED_UNCONFIRMED	0
IT2a	oka/a	R	12	1	1	1	0	0		r		NOT_CONTRADICTED_UNCONFIRMED	0
IT2a	oka/ota	F	6	0	0	0	0	0				UNTESTED	0
IT2a	oka/ota	R	6	0	0	0	0	0				UNTESTED	0
IT2a	olka/o	F	2	0	0	0	0	0				UNTESTED	0
IT2a	olka/o	R	2	0	0	0	0	0				UNTESTED	0
IT2a	oto/cho	F	6	0	0	0	0	0				UNTESTED	0
IT2a	oto/cho	R	6	0	0	0	0	0				UNTESTED	0
IT2a	qoka/o	F	12	1	1	1	0	0		r		NOT_CONTRADICTED_UNCONFIRMED	0
IT2a	qoka/o	R	12	1	1	1	0	0		l		NOT_CONTRADICTED_UNCONFIRMED	0
IT2a	qoka/ota	F	6	0	0	0	0	0				UNTESTED	0
IT2a	qoka/ota	R	6	0	0	0	0	0				UNTESTED	0
IT2a	qoka/qo	F	2	0	0	0	0	0				UNTESTED	0
IT2a	qoka/qo	R	2	0	0	0	0	0				UNTESTED	0
IT2a	qota/o	F	4	0	0	0	0	0				UNTESTED	0
IT2a	qota/o	R	4	0	0	0	0	0				UNTESTED	0
IT2a	sa/o	F	3	0	0	0	0	0				UNTESTED	0
IT2a	sa/o	R	3	0	0	0	0	0				UNTESTED	0
IT2a	sho/cho	F	5	1	1	1	0	0		l		NOT_CONTRADICTED_UNCONFIRMED	0
IT2a	sho/cho	R	5	1	1	1	0	0		l		NOT_CONTRADICTED_UNCONFIRMED	0
IT2a	sholo/o	F	1	0	0	0	0	0				UNTESTED	0
IT2a	sholo/o	R	1	0	0	0	0	0				UNTESTED	0
RF1b	a/o	F	0	0	0	0	0	0				UNTESTED	0
RF1b	a/o	R	0	0	0	0	0	0				UNTESTED	0
RF1b	ch/o	F	0	0	0	0	0	0				UNTESTED	0
RF1b	ch/o	R	0	0	0	0	0	0				UNTESTED	0
RF1b	cha/a	F	0	0	0	0	0	0				UNTESTED	0
RF1b	cha/a	R	0	0	0	0	0	0				UNTESTED	0
RF1b	cheo/cho	F	0	0	0	0	0	0				UNTESTED	0
RF1b	cheo/cho	R	0	0	0	0	0	0				UNTESTED	0
RF1b	cho/o	F	0	0	0	0	0	0				UNTESTED	0
RF1b	cho/o	R	0	0	0	0	0	0				UNTESTED	0
RF1b	cho/sho	F	0	0	0	0	0	0				UNTESTED	0
RF1b	cho/sho	R	0	0	0	0	0	0				UNTESTED	0
RF1b	ctho/cho	F	0	0	0	0	0	0				UNTESTED	0
RF1b	ctho/cho	R	0	0	0	0	0	0				UNTESTED	0
RF1b	da/cho	F	0	0	0	0	0	0				UNTESTED	0
RF1b	da/cho	R	0	0	0	0	0	0				UNTESTED	0
RF1b	dcho/ctho	F	0	0	0	0	0	0				UNTESTED	0
RF1b	dcho/ctho	R	0	0	0	0	0	0				UNTESTED	0
RF1b	o/chea	F	0	0	0	0	0	0				UNTESTED	0
RF1b	o/chea	R	0	0	0	0	0	0				UNTESTED	0
RF1b	o/cho	F	0	0	0	0	0	0				UNTESTED	0
RF1b	o/cho	R	0	0	0	0	0	0				UNTESTED	0
RF1b	oka/a	F	0	0	0	0	0	0				UNTESTED	0
RF1b	oka/a	R	0	0	0	0	0	0				UNTESTED	0
RF1b	oka/ota	F	0	0	0	0	0	0				UNTESTED	0
RF1b	oka/ota	R	0	0	0	0	0	0				UNTESTED	0
RF1b	olka/o	F	0	0	0	0	0	0				UNTESTED	0
RF1b	olka/o	R	0	0	0	0	0	0				UNTESTED	0
RF1b	oto/cho	F	0	0	0	0	0	0				UNTESTED	0
RF1b	oto/cho	R	0	0	0	0	0	0				UNTESTED	0
RF1b	qoka/o	F	0	0	0	0	0	0				UNTESTED	0
RF1b	qoka/o	R	0	0	0	0	0	0				UNTESTED	0
RF1b	qoka/ota	F	0	0	0	0	0	0				UNTESTED	0
RF1b	qoka/ota	R	0	0	0	0	0	0				UNTESTED	0
RF1b	qoka/qo	F	0	0	0	0	0	0				UNTESTED	0
RF1b	qoka/qo	R	0	0	0	0	0	0				UNTESTED	0
RF1b	qota/o	F	0	0	0	0	0	0				UNTESTED	0
RF1b	qota/o	R	0	0	0	0	0	0				UNTESTED	0
RF1b	sa/o	F	0	0	0	0	0	0				UNTESTED	0
RF1b	sa/o	R	0	0	0	0	0	0				UNTESTED	0
RF1b	sho/cho	F	0	0	0	0	0	0				UNTESTED	0
RF1b	sho/cho	R	0	0	0	0	0	0				UNTESTED	0
RF1b	sholo/o	F	0	0	0	0	0	0				UNTESTED	0
RF1b	sholo/o	R	0	0	0	0	0	0				UNTESTED	0
