collision_group_id	recipe_count	component_recipes	intake_tiers	same_atom_multiset	combined_observed_event_count	full_transition_signature_sha256	exact_vector_equality	interpretation
COLLISION0001	4	L+O+D_ADDR|L+O+M_LOCAL|O+D_ADDR+L|O+LOCAL_CHAR_F+L	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED|T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	NO	5	609c975595c8daa9acbfe42e3e6a7232f43d43165a61a5b9b03f90ec102b2a7f	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0002	3	AM_ADDR|A_ADDR|D_ADDR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	21	b61e28f10031d52bee2d3d1dd7baa10fbaf4a6bcd7d276085cddf85b989d4047	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0003	3	AM_ADDR+Y|A_ADDR+Y|D_ADDR+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	5	5aa73c5edff9bd4a90b9a7f52a9f63494116fce578674baf8d17a204af032b9d	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0004	3	A_ADDR+S|S+AM_ADDR|S+A_ADDR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	8	42fac633f878ca23b90b2805545a060adf737ced205efc1938b3f29eee710f15	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0005	3	D_ADDR+AL+O|O+D_ADDR+AL|O+LOCAL_CHAR_F+AL	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	NO	5	bcef5ca0a4922080feb0b4bb827239f00aca0f8dd74b291432e7e133576e694a	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0006	3	D_ADDR+O|O+AM_ADDR|O+LOCAL_CHAR_F	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	7	158c68e30e8b1145372b4007793b0bae36fde08a08a5221d4e3ea5c4ca9b8b78	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0007	3	D_ADDR+OL|M_LOCAL+OL|OL+AM_ADDR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	15	3a7aaf19396ca2839c188343aa9d3abdaf64902401ae42f56b32ea0e527e54cf	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0008	3	K+OL+Y|OL+K+Y|Y+K+OL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	7	22bfa5fb57216bda543e734bc26b3c0eb55c0010f3dc2fd27caab4309bca7a84	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0009	3	LOCAL_CHAR_F+O+AR|O+D_ADDR+AR|O+LOCAL_CHAR_F+AR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	6	14e7cc7d2037615004d2e6b3664ea4e6554c380ef3ce54bcd92a44172a1dc5bb	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0010	2	AIN+D_ADDR|D_ADDR+AIN	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	YES	3	cb4b7d1335b9783c3d804912473481c069c3902f8cfbc3f9c65fcb1fe803e66f	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0011	2	AIR+CHD|CHD+AIR	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	3	af07a4f654b11db120055daa25f15c324e97884400a547dbbff445a2b6e6e1b6	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0012	2	AIR+OL|OL+AIR	T2_FUTURE_STRONG|T4_NARROW_APPENDIX	YES	5	3e36c834d02fa77f0d1ea4dfc019074c2deb93f24749fe55939dec827e6ca694	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0013	2	AL+CH|CH+AL	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	10	10020e0a91efc20eed82f40ee60bb78de0740a61c1f8e6158ae17050074d4d3e	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0014	2	AL+CH+Y|CH+AL+Y	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	5	c0dc9a4024b162f621baa945920fa7f74a9897b0425fd35ec6adf6c1413f03e7	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0015	2	AL+CHD|CHD+AL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	3	ee2c718bba449028edd3fe7923375f1d950fa481b3fab7ce1824d5385880b6bf	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0016	2	AL+K+Y|Y+K+AL	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	3	b230dff3ed7c88a04dd3e7022e92e92f7797eb33a63fe5ce231d2bf4f609b005	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0017	2	AL+OL|OL+AL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	4	c838e367662d3aa65e58eedd863fda46f7e9e0d2fcd83acd06174b9ed0ab476c	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0018	2	AL+OL+Y|OL+AL+Y	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	3	0e914e6144d87510accb891db9060f67e1f4f56f5cf15ab21f3393bcfced3c8e	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0019	2	AL+S|S+AL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	11	3e49c1a33512beb770fbb0ed70edc57214925fd99f93a3f611eff78bd7be729c	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0020	2	AL+S+Y|Y+AL+S	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	6942385bd7418ec21027c5c9a8ebc65dbc6cef1c40efab9158bacfab0254e8cd	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0021	2	AL+SH|SH+AL	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	3	70e2f908e4f1a6a694de47db636b0902f103a9cb813be01be778d65241194f02	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0022	2	AR+CHD|CHD+AR	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	5	c54978fd19d0fe8126fd8aecebf5e848b4a5d6caab71d06ab26b26d7a39e1730	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0023	2	AR+O|O+AR	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	3	9cad27969a8ec1335132098f5f9033f088607579ef525271ec88b25702d73a7b	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0024	2	AR+OL|OL+AR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	5	a7366c137ad2d7c7f0334eea740affd3bce227c41fe9eefceaa52d2f41f5c0e4	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0025	2	AR+OL+Y|OL+AR+Y	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	YES	3	3076df878e3c037ae191d3af20c66e6dde6ae8adf360c1cb2cc8aa26392d7157	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0026	2	A_ADDR+AL|D_ADDR+AL	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	NO	3	047ca082743782f39af558e7002af8cbbf56a89ab0943ac88c659e86735bcbbd	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0027	2	CARRIER_Q+O+OL|OL+CARRIER_Q+O	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	3	fd7462fca4db62e9102eba401fd262f747dd4de7cff27149e905df1d9200e884	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0028	2	CH+AM_ADDR|CH+A_ADDR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	3	040d337dd6cd436b3c7803afdfe3649f7f3835f6b9191af45e8dc696328b61e8	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0029	2	CH+CH+K+E+Y|CH+E+CH+K+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	11	96c75e7c266ae37e5ebd9ac582a8c102e2d6d123925f6fef18ab7382fcbc832c	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0030	2	CH+E+O+AM_ADDR|D_ADDR+CH+E+O	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	5	b0c2113720753bb6babcdd07507b5c224983cce0def9e20422481fb60dab4d1f	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0031	2	CH+E+O+L+Y|Y+CH+E+O+L	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	3b94061a5f6bbf8f4c8def2afe750e5b846d1eb263da4cf4ba22d84588756de6	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0032	2	CH+E+O+Y|Y+CH+E+O	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	14	ac740784d9ae97cf250889709e45e490fd9ea93eff07804c504faffc673f51e1	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0033	2	CH+E+P+Y|CH+P+E+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	5	403c3da8c885cdd78b3e57ec4572209ff6ec0d40ee3b4fbf9c29fe8e17ccec3d	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0034	2	CH+EE+D_ADDR+Y|LOCAL_CHAR_F+CH+EE+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	13	7af742e4502ac31a321df9fda4f7530ebe771e4a6f510f133f313643af6c7345	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0035	2	CH+EE+T+Y|CH+T+EE+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	336dc369d33bcecd7d2212476e770ad62bb1fca88ae1dc592176ebef7f59279d	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0036	2	CH+K+O+Y|O+CH+K+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	3	df3d8247a165aa21ec76755c0c74106aad18375b035ea38ce7679c6fc5b5f946	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0037	2	CH+K+Y|Y+CH+K	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	30	17b2563a34a1b000398a69a45fb6404e2e2da91b356e797250565a27854b0e4f	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
