event_id	batch_id	role	locus	surface	component_recipe	visual_object_id	visible_object_de	clause_id	short_working_reading_de
P912-E2362	UPPER_SIX	LEARNED_DRUG_LABEL	f88r.1	otorchety	OT+OR+CH+E+T+Y	TOP_01	blasser vielzehiger Wurzelbusch mit schmalen Trieben	NONE__LABEL	TOP_01: gelernter Drogenname oder Klassencode für blasser vielzehiger Wurzelbusch mit schmalen Trieben
P912-E2363	UPPER_SIX	LEARNED_DRUG_LABEL	f88r.2	osal	O+S+AL	TOP_02	schmale dunkle Spindelwurzel mit langen Fingern	NONE__LABEL	TOP_02: gelernter Drogenname oder Klassencode für schmale dunkle Spindelwurzel mit langen Fingern
P912-E2364	UPPER_SIX	LEARNED_DRUG_LABEL	f88r.3	orald	OR+AL+D_ADDR	TOP_03	heller Hals mit gegabeltem Faserwurzelbüschel	NONE__LABEL	TOP_03: gelernter Drogenname oder Klassencode für heller Hals mit gegabeltem Faserwurzelbüschel
P912-E2365	UPPER_SIX	LEARNED_DRUG_LABEL	f88r.4	oldar	OL+DA+R	TOP_04	braune behaarte Spindelknolle mit feinen Seitenwurzeln	NONE__LABEL	TOP_04: gelernter Drogenname oder Klassencode für braune behaarte Spindelknolle mit feinen Seitenwurzeln
P912-E2366	UPPER_SIX	LEARNED_DRUG_LABEL	f88r.5	otoky	OT+OK+Y	TOP_05	heller Knotenkopf mit langen geschlungenen Wurzeln	NONE__LABEL	TOP_05: gelernter Drogenname oder Klassencode für heller Knotenkopf mit langen geschlungenen Wurzeln
P912-E2367	UPPER_SIX	LEARNED_DRUG_LABEL	f88r.6	otaly	OT+AL+Y	TOP_06	einzelnes grünes lanzettliches Blatt	NONE__LABEL	TOP_06: gelernter Drogenname oder Klassencode für einzelnes grünes lanzettliches Blatt
P912-E2368	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.7	dorsheoy	D_ADDR+OR+SH+E+O+Y	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	TEIL · ANSATZ · HALTEN · KURZ · AUSFÜHREN · DIES
P912-E2369	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.7	ctheol	CTH+E+OL	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	BEREIT · KURZ · FORTSETZEN
P912-E2370	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.7	qockhey	O+CKH+E+Y	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSFÜHREN · DURCHLASS · KURZ · DIES
P912-E2371	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.7	dory	D_ADDR+OR+Y	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	TEIL · ANSATZ · DIES
P912-E2372	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.7	sheor	SH+E+OR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	HALTEN · KURZ · ANSATZ
P912-E2373	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.7	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	HALTEN · FORTSETZEN · NEBENWEG · ENTNEHMEN · ANSATZ
P912-E2374	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.7	dal	AL	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ZIELSTELLE
P912-E2375	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.7	chcthol	CH+CTH+OL	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ENTNEHMEN · BEREIT · FORTSETZEN
P912-E2376	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.8	ral	R+AL	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	MARKIEREN · ZIELSTELLE
P912-E2377	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.8	sheom	SH+E+O+AM_ADDR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	HALTEN · KURZ · AUSFÜHREN · INNEN
P912-E2378	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.8	keol	K+E+OL	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ZUGEBEN · KURZ · FORTSETZEN
P912-E2379	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.8	chear	CH+E+AR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ENTNEHMEN · KURZ · VORRAT
P912-E2380	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.8	shekor	SH+E+K+OR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	HALTEN · KURZ · ZUGEBEN · ANSATZ
P912-E2381	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.8	qokor	OK+OR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ANSETZEN · ANSATZ
P912-E2382	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.8	daiin	AIIN	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	SOLLMASS
P912-E2383	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.8	sar	S+AR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSWÄHLEN · VORRAT
P912-E2384	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.8	s	S	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSWÄHLEN
P912-E2385	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.8	aiin	AIIN	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	SOLLMASS
P912-E2386	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.8	oky	OK+Y	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ANSETZEN · DIES
P912-E2387	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.8	sam	S+AM_ADDR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSWÄHLEN · INNEN
P912-E2388	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.9	oain	O+AIN	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSFÜHREN · PORTION
P912-E2389	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.9	or	OR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ANSATZ
P912-E2390	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.9	om	O+AM_ADDR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSFÜHREN · INNEN
P912-E2391	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.9	otam	OT+AM_ADDR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	DANACH · INNEN
P912-E2392	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.9	okeom	OK+E+O+AM_ADDR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ANSETZEN · KURZ · AUSFÜHREN · INNEN
P912-E2393	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.9	cheeor	CH+EE+OR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ENTNEHMEN · LÄNGER · ANSATZ
P912-E2394	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.9	qokeody	OK+E+O+D_ADDR+Y	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ANSETZEN · KURZ · AUSFÜHREN · TEIL · DIES
P912-E2395	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.9	dar	D_ADDR+AR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	TEIL · VORRAT
P912-E2396	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.9	or	OR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ANSATZ
P912-E2397	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.9	om	O+AM_ADDR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSFÜHREN · INNEN
P912-E2398	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.9	cheody	CHEO+Y	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSZUG · DIES
P912-E2399	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.10	qokeol	OK+E+OL	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ANSETZEN · KURZ · FORTSETZEN
P912-E2400	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.10	cheol	CHEO+L	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSZUG · LEITEN
P912-E2401	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.10	saiin	S+AIIN	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSWÄHLEN · SOLLMASS
P912-E2402	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.10	cheos	CHEO+S	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSZUG · AUSWÄHLEN
P912-E2403	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.10	cheol	CHEO+L	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSZUG · LEITEN
P912-E2404	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.10	doleeey	D_ADDR+OL+EEE+Y	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	TEIL · FORTSETZEN · VOLL · DIES
P912-E2405	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.10	or	OR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ANSATZ
P912-E2406	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.10	cheom	CHEO+AM_ADDR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSZUG · INNEN
P912-E2407	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.10	cheojam	CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSZUG · VERBINDEN · ORT · INNEN
P912-E2408	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.11	yokeody	Y+OK+E+O+D_ADDR+Y	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	DIES · ANSETZEN · KURZ · AUSFÜHREN · TEIL · DIES
P912-E2409	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.11	cheom	CHEO+AM_ADDR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSZUG · INNEN
P912-E2410	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.11	qoor	CARRIER_Q+O+OR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	BEGINNEN · AUSFÜHREN · ANSATZ
P912-E2411	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.11	cheeb	CH+EE+LOCAL_CHAR_B	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	ENTNEHMEN · LÄNGER · PAAR
P912-E2412	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.11	ykeor	Y+K+E+OR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	DIES · ZUGEBEN · KURZ · ANSATZ
P912-E2413	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.11	shy	Y	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	DIES
P912-E2414	UPPER_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.11	sam	S+AM_ADDR	NONE	oberes Gefäß mit sechs Wurzel-/Blattposten	P915-C350	AUSWÄHLEN · INNEN
P912-E2415	MIDDLE_SIX	LEARNED_DRUG_LABEL	f88r.12	otaldy	OT+AL+DY	MID_01	kräftiger gegabelter Wurzelstock mit kleiner gelappter Blattkrone	NONE__LABEL	MID_01: gelernter Drogenname oder Klassencode für kräftiger gegabelter Wurzelstock mit kleiner gelappter Blattkrone
P912-E2416	MIDDLE_SIX	LEARNED_DRUG_LABEL	f88r.13	oram	OR+A_ADDR+AM_ADDR	MID_02	schmale braune Wurzel mit kleinem grünem Kopf	NONE__LABEL	MID_02: gelernter Drogenname oder Klassencode für schmale braune Wurzel mit kleinem grünem Kopf
P912-E2417	MIDDLE_SIX	LEARNED_DRUG_LABEL	f88r.14	dary	DA+R+Y	MID_03	aufrechter grüner gezähnter Frucht- oder Blattkörper am Wurzelbüschel	NONE__LABEL	MID_03: gelernter Drogenname oder Klassencode für aufrechter grüner gezähnter Frucht- oder Blattkörper am Wurzelbüschel
P912-E2418	MIDDLE_SIX	LEARNED_DRUG_LABEL	f88r.15	okol	OK+OL	MID_04	heller gespreizter Faserwurzelstock	NONE__LABEL	MID_04: gelernter Drogenname oder Klassencode für heller gespreizter Faserwurzelstock
P912-E2419	MIDDLE_SIX	LEARNED_DRUG_LABEL	f88r.16	sorory	S+OR+OR+Y	MID_05	braun gepunkteter ovaler Körper mit Wurzeln und gezähnten grünen Teilen	NONE__LABEL	MID_05: gelernter Drogenname oder Klassencode für braun gepunkteter ovaler Körper mit Wurzeln und gezähnten grünen Teilen
P912-E2420	MIDDLE_SIX	LEARNED_DRUG_LABEL	f88r.17	otyda	OT+Y+DA	MID_06	langer Zweig mit mehreren paarigen grünen Blättern	NONE__LABEL	MID_06: gelernter Drogenname oder Klassencode für langer Zweig mit mehreren paarigen grünen Blättern
P912-E2421	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.18	koay	K+O+A_ADDR+Y	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C351	ZUGEBEN · AUSFÜHREN · ORT · DIES
P912-E2422	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.18	cphol	CPH+OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C351	UMLEITEN · FORTSETZEN
P912-E2423	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.18	orchor	OR+CH+OR	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C351	ANSATZ · ENTNEHMEN · ANSATZ
P912-E2424	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.18	pcheoly	P+CHEO+L+Y	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C351	EINSETZEN · AUSZUG · LEITEN · DIES
P912-E2425	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.18	otchol	OT+CH+OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C351	DANACH · ENTNEHMEN · FORTSETZEN
P912-E2426	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.18	oldy	OL+DY	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C351	FORTSETZEN · SCHLIESSEN
P912-E2427	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.18	salsaly	S+AL+S+AL+Y	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	AUSWÄHLEN · ZIELSTELLE · AUSWÄHLEN · ZIELSTELLE · DIES
P912-E2428	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.19	dchey	CH+E+Y	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	ENTNEHMEN · KURZ · DIES
P912-E2429	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.19	chokol	OK+OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	ANSETZEN · FORTSETZEN
P912-E2430	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.19	daiin	AIIN	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	SOLLMASS
P912-E2431	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.19	qoekol	CARRIER_Q+O+E+K+OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	BEGINNEN · AUSFÜHREN · KURZ · ZUGEBEN · FORTSETZEN
P912-E2432	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.19	qoekol	CARRIER_Q+O+E+K+OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	BEGINNEN · AUSFÜHREN · KURZ · ZUGEBEN · FORTSETZEN
P912-E2433	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.19	qockhol	CARRIER_Q+O+CKH+OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	BEGINNEN · AUSFÜHREN · DURCHLASS · FORTSETZEN
P912-E2434	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.19	okol	OK+OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	ANSETZEN · FORTSETZEN
P912-E2435	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.19	cheol	CHEO+L	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	AUSZUG · LEITEN
P912-E2436	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.20	dsheol	SH+E+OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	HALTEN · KURZ · FORTSETZEN
P912-E2437	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.20	qokeey	OK+EE+Y	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	ANSETZEN · LÄNGER · DIES
P912-E2438	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.20	s	S	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	AUSWÄHLEN
P912-E2439	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.20	chy	Y	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	DIES
P912-E2440	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.20	s	S	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	AUSWÄHLEN
P912-E2441	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.20	aiin	AIIN	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	SOLLMASS
P912-E2442	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.20	chor	CH+OR	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	ENTNEHMEN · ANSATZ
P912-E2443	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.20	oteor	OT+E+OR	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	DANACH · KURZ · ANSATZ
P912-E2444	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.20	aiin	AIIN	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	SOLLMASS
P912-E2445	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.20	chosals	CH+O+S+AL+S	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	ENTNEHMEN · AUSFÜHREN · AUSWÄHLEN · ZIELSTELLE · AUSWÄHLEN
P912-E2446	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.21	teol	E+OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	KURZ · FORTSETZEN
P912-E2447	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.21	chor	CH+OR	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	ENTNEHMEN · ANSATZ
