unit_type	unit_id	page	section	source_record	locus	source_statement	source_group_count	source_group_ids	ownership_status	smallest_visible_owner	silent_argument_or_source_default	strongest_rival	confidence	v69_revision_id	v69_revision	image_basis	historical_constraint
PROSE_FIELD	F001	f10r	HERBAL	H1	f10r.2	H1-S001	10	1|2|3|4|5|6|7|8|9|10	PAGE_OWNER_ONLY	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	The same whole illustrated plant remains the article subject; water, preparation, or application may be supplied only as an unpictured source argument.	A flower-, leaf-, or underground-part-specific subarticle.	0.76	H10_WHOLE	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	One continuous axis joins leaves, flower, terminal form, and underground swellings; no water or implement is visible.	Illustrated herbal articles permit one plant image to govern several prose fields; they do not license a word or part gloss.
PROSE_FIELD	F002	f10r	HERBAL	H1	f10r.5	H1-S002	4	11|12|13|14	PAGE_OWNER_ONLY	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	The same whole illustrated plant remains the article subject; water, preparation, or application may be supplied only as an unpictured source argument.	A flower-, leaf-, or underground-part-specific subarticle.	0.76	H10_WHOLE	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	One continuous axis joins leaves, flower, terminal form, and underground swellings; no water or implement is visible.	Illustrated herbal articles permit one plant image to govern several prose fields; they do not license a word or part gloss.
PROSE_FIELD	F003	f10r	HERBAL	H2	f10r.6	H2-S001	9	15|16|17|18|19|20|21|22|23	PAGE_OWNER_ONLY	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	The same whole illustrated plant remains the article subject; water, preparation, or application may be supplied only as an unpictured source argument.	A flower-, leaf-, or underground-part-specific subarticle.	0.76	H10_WHOLE	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	One continuous axis joins leaves, flower, terminal form, and underground swellings; no water or implement is visible.	Illustrated herbal articles permit one plant image to govern several prose fields; they do not license a word or part gloss.
PROSE_FIELD	F004	f10r	HERBAL	H2	f10r.8	H2-S002	8	24|25|26|27|28|29|30|31	PAGE_OWNER_ONLY	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	The same whole illustrated plant remains the article subject; water, preparation, or application may be supplied only as an unpictured source argument.	A flower-, leaf-, or underground-part-specific subarticle.	0.76	H10_WHOLE	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	One continuous axis joins leaves, flower, terminal form, and underground swellings; no water or implement is visible.	Illustrated herbal articles permit one plant image to govern several prose fields; they do not license a word or part gloss.
PROSE_FIELD	F005	f10r	HERBAL	H2	f10r.9	H2-S003	7	32|33|34|35|36|37|38	PAGE_OWNER_ONLY	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	The same whole illustrated plant remains the article subject; water, preparation, or application may be supplied only as an unpictured source argument.	A flower-, leaf-, or underground-part-specific subarticle.	0.76	H10_WHOLE	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	One continuous axis joins leaves, flower, terminal form, and underground swellings; no water or implement is visible.	Illustrated herbal articles permit one plant image to govern several prose fields; they do not license a word or part gloss.
PROSE_FIELD	F006	f11r	HERBAL	H3	f11r.1	H3-S001	7	39|40|41|42|43|44|45	PAGE_OWNER_ONLY	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	The same whole illustrated plant remains the article subject; any preparation or use is unpictured source matter.	Several compressed shoots or separate specimens.	0.72	H11_WHOLE	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	Crown, blooms, pale axes, and crossed root complex form one continuous specimen.	Illustrated herbal articles permit one plant image to govern several prose fields; they do not license a word or part gloss.
PROSE_FIELD	F007	f11r	HERBAL	H3	f11r.1	H3-S002	1	46	PAGE_OWNER_ONLY	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	The same whole illustrated plant remains the article subject; any preparation or use is unpictured source matter.	Several compressed shoots or separate specimens.	0.72	H11_WHOLE	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	Crown, blooms, pale axes, and crossed root complex form one continuous specimen.	Illustrated herbal articles permit one plant image to govern several prose fields; they do not license a word or part gloss.
PROSE_FIELD	F008	f11r	HERBAL	H3	f11r.4	H3-S003	5	47|48|49|50|51	PAGE_OWNER_ONLY	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	The same whole illustrated plant remains the article subject; any preparation or use is unpictured source matter.	Several compressed shoots or separate specimens.	0.72	H11_WHOLE	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	Crown, blooms, pale axes, and crossed root complex form one continuous specimen.	Illustrated herbal articles permit one plant image to govern several prose fields; they do not license a word or part gloss.
PROSE_FIELD	F009	f11r	HERBAL	H3	f11r.7	H3-S004	4	52|53|54|55	PAGE_OWNER_ONLY	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	The same whole illustrated plant remains the article subject; any preparation or use is unpictured source matter.	Several compressed shoots or separate specimens.	0.72	H11_WHOLE	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	Crown, blooms, pale axes, and crossed root complex form one continuous specimen.	Illustrated herbal articles permit one plant image to govern several prose fields; they do not license a word or part gloss.
PROSE_FIELD	F010	f55v	HERBAL	H4	f55v.5	H4-S001	5	56|57|58|59|60	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	One pocket per leaf, inflorescence, root, or independent grotesque creature.	0.81	H55_WHOLE	REPLACE_OWNER; BLOCK_POCKETS_NOT_PART_LABELS	The central stem continuously joins spray, leaf mass, and root; text pockets are contour-shaped leftovers.	Illustrated herbal articles permit one plant image to govern several prose fields; they do not license a word or part gloss.
