edition	identity	mode	at	word	target	status	reading
ZL3b	SAME	MASS	ZL3b|f2v.1|G001	kooiin		UNREAD	⟦kooiin⟧
ZL3b	SAME	MASS	ZL3b|f2v.1|G002	cheo		UNREAD	⟦cheo⟧
ZL3b	SAME	MASS	ZL3b|f2v.1|G003	pchor		UNREAD	⟦pchor⟧
ZL3b	SAME	MASS	ZL3b|f2v.1|G004	otaiin		UNREAD	⟦otaiin⟧
ZL3b	SAME	MASS	ZL3b|f2v.1|G005	odain		UNREAD	⟦odain⟧
ZL3b	SAME	MASS	ZL3b|f2v.1|G006	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
ZL3b	SAME	MASS	ZL3b|f2v.1|G007	dair	X1	AMOUNT_ASSUMED	Menge(X1)=A·U
ZL3b	SAME	MASS	ZL3b|f2v.1|G008	shty		UNREAD	⟦shty⟧
ZL3b	SAME	MASS	ZL3b|f2v.2|G001	kcho		UNREAD	⟦kcho⟧
ZL3b	SAME	MASS	ZL3b|f2v.2|G002	kchy		UNREAD	⟦kchy⟧
ZL3b	SAME	MASS	ZL3b|f2v.2|G003	sho		UNREAD	⟦sho⟧
ZL3b	SAME	MASS	ZL3b|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
ZL3b	SAME	MASS	ZL3b|f2v.2|G005	qotcho		UNREAD	⟦qotcho⟧
ZL3b	SAME	MASS	ZL3b|f2v.2|G006	loeees		UNREAD	⟦loeees⟧
ZL3b	SAME	MASS	ZL3b|f2v.2|G007	qoty	X1	PROPERTY_ASSUMED	X1 ist kalt [PROPERTY_ASSUMED]
ZL3b	SAME	MASS	ZL3b|f2v.2|G008	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
ZL3b	SAME	MASS	ZL3b|f2v.2|G009	daiin	X1	AMOUNT_ASSUMED	Menge(X1)=C·U
ZL3b	SAME	MASS	ZL3b|f2v.3|G001	otchy		UNREAD	⟦otchy⟧
ZL3b	SAME	MASS	ZL3b|f2v.3|G002	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
ZL3b	SAME	MASS	ZL3b|f2v.3|G003	lshy		UNREAD	⟦lshy⟧
ZL3b	SAME	MASS	ZL3b|f2v.3|G004	chol	X1	CONFLICT	X1 ist trocken [CONFLICT]
ZL3b	SAME	MASS	ZL3b|f2v.3|G005	chody		UNREAD	⟦chody⟧
ZL3b	SAME	MASS	ZL3b|f2v.3|G006	chodain		UNREAD	⟦chodain⟧
ZL3b	SAME	MASS	ZL3b|f2v.3|G007	chcthy		UNREAD	⟦chcthy⟧
ZL3b	SAME	MASS	ZL3b|f2v.3|G008	daiin	X1	AMOUNT_ASSUMED	Menge(X1)=C·U
ZL3b	SAME	MASS	ZL3b|f2v.4|G001	sho		UNREAD	⟦sho⟧
ZL3b	SAME	MASS	ZL3b|f2v.4|G002	cholo		UNREAD	⟦cholo⟧
ZL3b	SAME	MASS	ZL3b|f2v.4|G003	cheor		UNREAD	⟦cheor⟧
ZL3b	SAME	MASS	ZL3b|f2v.4|G004	chodaiin		UNREAD	⟦chodaiin⟧
ZL3b	SAME	GRADE	ZL3b|f2v.1|G001	kooiin		UNREAD	⟦kooiin⟧
ZL3b	SAME	GRADE	ZL3b|f2v.1|G002	cheo		UNREAD	⟦cheo⟧
ZL3b	SAME	GRADE	ZL3b|f2v.1|G003	pchor		UNREAD	⟦pchor⟧
ZL3b	SAME	GRADE	ZL3b|f2v.1|G004	otaiin		UNREAD	⟦otaiin⟧
ZL3b	SAME	GRADE	ZL3b|f2v.1|G005	odain		UNREAD	⟦odain⟧
ZL3b	SAME	GRADE	ZL3b|f2v.1|G006	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
ZL3b	SAME	GRADE	ZL3b|f2v.1|G007	dair	X1	MISSING_AXIS	X1: ?Eigenschaft im Grad A [MISSING_AXIS]
ZL3b	SAME	GRADE	ZL3b|f2v.1|G008	shty		UNREAD	⟦shty⟧
ZL3b	SAME	GRADE	ZL3b|f2v.2|G001	kcho		UNREAD	⟦kcho⟧
ZL3b	SAME	GRADE	ZL3b|f2v.2|G002	kchy		UNREAD	⟦kchy⟧
ZL3b	SAME	GRADE	ZL3b|f2v.2|G003	sho		UNREAD	⟦sho⟧
ZL3b	SAME	GRADE	ZL3b|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
ZL3b	SAME	GRADE	ZL3b|f2v.2|G005	qotcho		UNREAD	⟦qotcho⟧
ZL3b	SAME	GRADE	ZL3b|f2v.2|G006	loeees		UNREAD	⟦loeees⟧
ZL3b	SAME	GRADE	ZL3b|f2v.2|G007	qoty	X1	PROPERTY_ASSUMED	X1 ist kalt [PROPERTY_ASSUMED]
ZL3b	SAME	GRADE	ZL3b|f2v.2|G008	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
ZL3b	SAME	GRADE	ZL3b|f2v.2|G009	daiin	X1	GRADE_ASSUMED	X1: kalt im Grad C [GRADE_ASSUMED]
ZL3b	SAME	GRADE	ZL3b|f2v.3|G001	otchy		UNREAD	⟦otchy⟧
ZL3b	SAME	GRADE	ZL3b|f2v.3|G002	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
ZL3b	SAME	GRADE	ZL3b|f2v.3|G003	lshy		UNREAD	⟦lshy⟧
ZL3b	SAME	GRADE	ZL3b|f2v.3|G004	chol	X1	CONFLICT	X1 ist trocken [CONFLICT]
ZL3b	SAME	GRADE	ZL3b|f2v.3|G005	chody		UNREAD	⟦chody⟧
ZL3b	SAME	GRADE	ZL3b|f2v.3|G006	chodain		UNREAD	⟦chodain⟧
ZL3b	SAME	GRADE	ZL3b|f2v.3|G007	chcthy		UNREAD	⟦chcthy⟧
ZL3b	SAME	GRADE	ZL3b|f2v.3|G008	daiin	X1	GRADE_ASSUMED	X1: trocken im Grad C [GRADE_ASSUMED]
ZL3b	SAME	GRADE	ZL3b|f2v.4|G001	sho		UNREAD	⟦sho⟧
ZL3b	SAME	GRADE	ZL3b|f2v.4|G002	cholo		UNREAD	⟦cholo⟧
