replay_row_id	row_kind	panel	physical_page	source_id	statement_id	event_id	locus	owner_de	surface_card	component_recipe	focus_core	focus_value_de	pass1023_resolution_status	pass1023_decision	pass1023_selected_attachment_de	pass1023_changed_from_pass1022	exact_rule_signature	normalized_rule_families	exact_other_pages	family_support_same_panel_pages	family_support_other_panel_pages	family_support_any_other_pages	leave_one_page_support	owner_address_load	scope_reading_de	new_rule_required
BCREPLAY-0001	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01190	P1009-S072	P912-E0440	f75r.1	großes Bad-/Stationsblatt mit dreieckiger Insel	kchedykary	K+CHD+Y+K+AR+Y	Y	AKTIVER POSTEN	RESOLVED_BY_WORKSHOP_RULE	EQUAL_LEFT	CHD=UMSETZEN@CURRENT_CARD_ATOM2	NO	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NEAREST_HEAD_LEFT_ON_TIE	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	CHD@2[Y@3; K@4[…]]	NO
BCREPLAY-0002	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01191	P1009-S072	P912-E0440	f75r.1	großes Bad-/Stationsblatt mit dreieckiger Insel	kchedykary	K+CHD+Y+K+AR+Y	AR	AUSGANG	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	K=GEBEN[AR=AUSGANG]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	K=GEBEN[AR=AUSGANG]	NO
BCREPLAY-0003	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01192	P1009-S072	P912-E0440	f75r.1	großes Bad-/Stationsblatt mit dreieckiger Insel	kchedykary	K+CHD+Y+K+AR+Y	Y	AKTIVER POSTEN	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	K=GEBEN[Y=AKTIVER POSTEN]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	K=GEBEN[Y=AKTIVER POSTEN]	NO
BCREPLAY-0004	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01193	P1009-S072	P912-E0441	f75r.1	großes Bad-/Stationsblatt mit dreieckiger Insel	okeey	OK+EE+Y	EE	GRAD II	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	OK=SETZEN[EE=GRAD II]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	OK=SETZEN[EE=GRAD II]	NO
BCREPLAY-0005	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01194	P1009-S072	P912-E0441	f75r.1	großes Bad-/Stationsblatt mit dreieckiger Insel	okeey	OK+EE+Y	Y	AKTIVER POSTEN	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	OK=SETZEN[Y=AKTIVER POSTEN]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	OK=SETZEN[Y=AKTIVER POSTEN]	NO
BCREPLAY-0006	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01195	P1009-S072	P912-E0442	f75r.1	großes Bad-/Stationsblatt mit dreieckiger Insel	qokar	OK+AR	AR	AUSGANG	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	OK=SETZEN[AR=AUSGANG]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	OK=SETZEN[AR=AUSGANG]	NO
BCREPLAY-0007	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01196	P1009-S072	P912-E0443	f75r.1	großes Bad-/Stationsblatt mit dreieckiger Insel	shyk	Y+K	Y	AKTIVER POSTEN	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	[Y=AKTIVER POSTEN]→K=GEBEN	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	[Y=AKTIVER POSTEN]→K=GEBEN	NO
BCREPLAY-0008	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01197	P1009-S072	P912-E0444	f75r.1	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	CHD+Y	Y	AKTIVER POSTEN	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	CHD=UMSETZEN[Y=AKTIVER POSTEN]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	CHD=UMSETZEN[Y=AKTIVER POSTEN]	NO
BCREPLAY-0009	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01198	P1009-S072	P912-E0445	f75r.1	großes Bad-/Stationsblatt mit dreieckiger Insel	qotar	OT+AR	AR	AUSGANG	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	CHD=UMSETZEN⟨VORIGE KARTE⟩[AR=AUSGANG]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	CHD=UMSETZEN⟨VORIGE KARTE⟩[AR=AUSGANG]	NO
BCREPLAY-0010	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01199	P1009-S072	P912-E0446	f75r.1	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	SH+E+DY	E	GRAD I	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	SH=HALTEN[E=GRAD I]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	SH=HALTEN[E=GRAD I]	NO
