global_priority_rank	tier_rank	priority_tier	priority_reason	source_matrix_cell_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_component_trace_de	current_default_phrase_de	state_requirement	editorial_change_type	component_count	action_component_count	repeated_action_root_count	repeated_action_roots	repeated_action_fluency_warning	local_observed_head_count	local_observed_heads	local_observed_event_count	local_observed_clause_form_count	local_observed_page_count	local_observed_pages	cross_register_observed_cell_count	cross_register_observed_registers	cross_register_observed_event_count	cross_register_observed_page_count	cross_register_observed_pages	all_component_value_cells_old	evidence_status_retained	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard
166	1	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M409	@ACTION+Y	OK	OK+Y	CELESTIAL	SETZEN · POSTEN	POSITION SETZEN · POSITIONSPOSTEN	Setze den Positionsposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	1	CHD	2	1	1	f72r	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	59	18	f1r|f10r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
167	2	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M424	@ACTION+Y	K	K+Y	CELESTIAL	GEBEN · POSTEN	WERT ZUORDNEN · POSITIONSPOSTEN	Ordne den Positionsposten zu.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	1	CHD	2	1	1	f72r	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	7	6	f1r|f11r|f13r|f76r|f81v|f89r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
168	3	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M185	@ACTION+AL+Y	OK	OK+AL+Y	PHARMA	SETZEN · ZIELORT · POSTEN	ANSATZ ANSETZEN · ZIELGEFÄSS · DROGENPOSTEN	Setze den Drogenposten als Ansatz an; zum Zielgefäß.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	1	0	NONE	NO	1	CH	2	1	2	f88v|f89r	2	BIOLOGICAL|CELESTIAL	5	4	f72r|f76r|f77r|f82r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
169	4	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M439	@ACTION+Y	T	T+Y	CELESTIAL	EINSTELLEN · POSTEN	WERT EINSTELLEN · POSITIONSPOSTEN	Stelle den Positionsposten ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	1	CHD	2	1	1	f72r	2	HERBAL|BIOLOGICAL	3	3	f10r|f13r|f83r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
170	5	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M444	@ACTION+Y	R	R+Y	CELESTIAL	MARKIEREN · POSTEN	POSITION MARKIEREN · POSITIONSPOSTEN	Markiere den Positionsposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	1	CHD	2	1	1	f72r	1	BIOLOGICAL	2	2	f75r|f82r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
171	6	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M449	@ACTION+Y	P	P+Y	CELESTIAL	EINSETZEN · POSTEN	EINTRAG EINSETZEN · POSITIONSPOSTEN	Setze den Positionsposten ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	1	CHD	2	1	1	f72r	1	BIOLOGICAL	1	1	f75r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
172	7	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M419	@ACTION+Y	SH	SH+Y	CELESTIAL	HALTEN · POSTEN	POSITION HALTEN · POSITIONSPOSTEN	Halte den Positionsposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	1	CHD	2	1	1	f72r	1	BIOLOGICAL	1	1	f81v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
173	8	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M220	@ACTION+AL+Y	R	R+AL+Y	PHARMA	MARKIEREN · ZIELORT · POSTEN	POSTEN MARKIEREN · ZIELGEFÄSS · DROGENPOSTEN	Markiere den Drogenposten; zum Zielgefäß.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	3	1	0	NONE	NO	1	CH	2	1	2	f88v|f89r	1	BIOLOGICAL	1	1	f83r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
174	9	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M215	@ACTION+AL+Y	T	T+AL+Y	PHARMA	EINSTELLEN · ZIELORT · POSTEN	ANSATZWERT EINSTELLEN · ZIELGEFÄSS · DROGENPOSTEN	Stelle den Drogenposten ein; zum Zielgefäß.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	3	1	0	NONE	NO	1	CH	2	1	2	f88v|f89r	1	CELESTIAL	1	1	f72r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
175	10	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M414	@ACTION+Y	CH	CH+Y	CELESTIAL	NEHMEN · POSTEN	POSITION AUFNEHMEN · POSITIONSPOSTEN	Nimm den Positionsposten auf.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	1	CHD	2	1	1	f72r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
