global_priority_rank	tier_rank	priority_tier	priority_reason	source_matrix_cell_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_component_trace_de	current_default_phrase_de	state_requirement	editorial_change_type	component_count	action_component_count	repeated_action_root_count	repeated_action_roots	repeated_action_fluency_warning	local_observed_head_count	local_observed_heads	local_observed_event_count	local_observed_clause_form_count	local_observed_page_count	local_observed_pages	cross_register_observed_cell_count	cross_register_observed_registers	cross_register_observed_event_count	cross_register_observed_page_count	cross_register_observed_pages	all_component_value_cells_old	evidence_status_retained	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard
47	47	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M298	@ACTION+CHD+Y	CHD	CHD+CHD+Y	BIOLOGICAL	BEARBEITEN · BEARBEITEN · POSTEN	POSTEN BEARBEITEN · POSTEN BEARBEITEN · STATIONSPOSTEN	Bearbeite den Stationsposten und bearbeite den Stationsposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	2	1	CHD	YES	4	OK|T|R|P	11	4	5	f75r|f81r|f81v|f82r|f83r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
109	109	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M232	@ACTION+CH+E+Y	CH	CH+CH+E+Y	HERBAL	NEHMEN · NEHMEN · GRAD I · POSTEN	PFLANZENTEIL NEHMEN · PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	Nimm den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	4	2	1	CH	YES	3	OK|K|S	3	3	1	f56r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
144	144	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M297	@ACTION+CHD+Y	CHD	CHD+CHD+Y	HERBAL	BEARBEITEN · BEARBEITEN · POSTEN	MATERIAL BEARBEITEN · MATERIAL BEARBEITEN · PFLANZENPOSTEN	Bearbeite den Pflanzenposten und bearbeite den Pflanzenposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	2	1	CHD	YES	2	K|T	3	2	2	f55v|f95v	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
165	165	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M458	CH+@ACTION	CH	CH+CH	BIOLOGICAL	NEHMEN · NEHMEN	POSTEN ENTNEHMEN · POSTEN ENTNEHMEN	Entnimm das zuvor Genannte und entnimm es.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	1	CH	YES	2	K|R	2	2	2	f76r|f77r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
250	85	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M459	CH+@ACTION	CH	CH+CH	CELESTIAL	NEHMEN · NEHMEN	POSITION AUFNEHMEN · POSITION AUFNEHMEN	Nimm das zuvor Genannte auf und nimm es auf.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	1	CH	YES	1	S	1	1	1	f72r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
251	86	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M457	CH+@ACTION	CH	CH+CH	HERBAL	NEHMEN · NEHMEN	PFLANZENTEIL NEHMEN · PFLANZENTEIL NEHMEN	Nimm das zuvor Genannte und nimm es.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	1	CH	YES	1	T	1	1	1	f10r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
252	87	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M233	@ACTION+CH+E+Y	CH	CH+CH+E+Y	BIOLOGICAL	NEHMEN · NEHMEN · GRAD I · POSTEN	POSTEN ENTNEHMEN · POSTEN ENTNEHMEN · GRAD I · STATIONSPOSTEN	Entnimm den Stationsposten und entnimm den Stationsposten; auf Grad I.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	4	2	1	CH	YES	1	R	1	1	1	f82r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
253	88	B_LOCAL_SINGLE_HEAD	ONE_EXACT_OTHER_ACTION_CELL_SAME_FRAME_REGISTER	G498-M231	@ACTION+CH+E+Y	CH	CH+CH+E+Y	SOURCE_SECTION_T	NEHMEN · NEHMEN · GRAD I · POSTEN	ENTNEHMEN · ENTNEHMEN · GRAD I · LAUFENDER EINTRAG	Entnimm den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	4	2	1	CH	YES	1	T	1	1	1	f1r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
346	44	D_OLD_VALUES_ONLY	ONLY_COMPONENT_VALUE_CELLS_OBSERVED	G498-M460	CH+@ACTION	CH	CH+CH	PHARMA	NEHMEN · NEHMEN	DROGENPOSTEN NEHMEN · DROGENPOSTEN NEHMEN	Nimm das zuvor Genannte und nimm es.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	1	CH	YES	0	NONE	0	0	0	NONE	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
347	45	D_OLD_VALUES_ONLY	ONLY_COMPONENT_VALUE_CELLS_OBSERVED	G498-M456	CH+@ACTION	CH	CH+CH	SOURCE_SECTION_T	NEHMEN · NEHMEN	ENTNEHMEN · ENTNEHMEN	Entnimm das zuvor Genannte und entnimm es.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	1	CH	YES	0	NONE	0	0	0	NONE	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
