global_priority_rank	tier_rank	priority_tier	priority_reason	source_matrix_cell_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_component_trace_de	current_default_phrase_de	state_requirement	editorial_change_type	component_count	action_component_count	repeated_action_root_count	repeated_action_roots	repeated_action_fluency_warning	local_observed_head_count	local_observed_heads	local_observed_event_count	local_observed_clause_form_count	local_observed_page_count	local_observed_pages	cross_register_observed_cell_count	cross_register_observed_registers	cross_register_observed_event_count	cross_register_observed_page_count	cross_register_observed_pages	all_component_value_cells_old	evidence_status_retained	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard
303	1	D_OLD_VALUES_ONLY	ONLY_COMPONENT_VALUE_CELLS_OBSERVED	G498-M480	CH+@ACTION	CHD	CH+CHD	PHARMA	NEHMEN · BEARBEITEN	DROGENPOSTEN NEHMEN · ANSATZ BEARBEITEN	Nimm das zuvor Genannte und bearbeite es.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	0	NONE	NO	0	NONE	0	0	0	NONE	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
304	2	D_OLD_VALUES_ONLY	ONLY_COMPONENT_VALUE_CELLS_OBSERVED	G498-M476	CH+@ACTION	CHD	CH+CHD	SOURCE_SECTION_T	NEHMEN · BEARBEITEN	ENTNEHMEN · EINTRAG BEARBEITEN	Entnimm das zuvor Genannte und bearbeite es.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	0	NONE	NO	0	NONE	0	0	0	NONE	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
305	3	D_OLD_VALUES_ONLY	ONLY_COMPONENT_VALUE_CELLS_OBSERVED	G498-M455	CH+@ACTION	OK	CH+OK	PHARMA	NEHMEN · SETZEN	DROGENPOSTEN NEHMEN · ANSATZ ANSETZEN	Nimm das zuvor Genannte und setze es als Ansatz an.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	0	NONE	NO	0	NONE	0	0	0	NONE	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
306	4	D_OLD_VALUES_ONLY	ONLY_COMPONENT_VALUE_CELLS_OBSERVED	G498-M451	CH+@ACTION	OK	CH+OK	SOURCE_SECTION_T	NEHMEN · SETZEN	ENTNEHMEN · EINTRAGEN	Entnimm das zuvor Genannte und trage es ein.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	0	NONE	NO	0	NONE	0	0	0	NONE	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
307	5	D_OLD_VALUES_ONLY	ONLY_COMPONENT_VALUE_CELLS_OBSERVED	G498-M495	CH+@ACTION	P	CH+P	PHARMA	NEHMEN · EINSETZEN	DROGENPOSTEN NEHMEN · ZUTAT EINSETZEN	Nimm das zuvor Genannte und setze es ein.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	0	NONE	NO	0	NONE	0	0	0	NONE	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
308	6	D_OLD_VALUES_ONLY	ONLY_COMPONENT_VALUE_CELLS_OBSERVED	G498-M491	CH+@ACTION	P	CH+P	SOURCE_SECTION_T	NEHMEN · EINSETZEN	ENTNEHMEN · IN EINTRAG EINSETZEN	Entnimm das zuvor Genannte und setze es ein.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	0	NONE	NO	0	NONE	0	0	0	NONE	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
309	7	D_OLD_VALUES_ONLY	ONLY_COMPONENT_VALUE_CELLS_OBSERVED	G498-M465	CH+@ACTION	SH	CH+SH	PHARMA	NEHMEN · HALTEN	DROGENPOSTEN NEHMEN · ANSATZ HALTEN	Nimm das zuvor Genannte und halte es.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	0	NONE	NO	0	NONE	0	0	0	NONE	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
310	8	D_OLD_VALUES_ONLY	ONLY_COMPONENT_VALUE_CELLS_OBSERVED	G498-M461	CH+@ACTION	SH	CH+SH	SOURCE_SECTION_T	NEHMEN · HALTEN	ENTNEHMEN · FESTHALTEN	Entnimm das zuvor Genannte und halte es fest.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	2	0	NONE	NO	0	NONE	0	0	0	NONE	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
311	9	D_OLD_VALUES_ONLY	ONLY_COMPONENT_VALUE_CELLS_OBSERVED	G498-M279	@ACTION+CHD+Y	CH	CH+CHD+Y	CELESTIAL	NEHMEN · BEARBEITEN · POSTEN	POSITION AUFNEHMEN · EINTRAG BEARBEITEN · POSITIONSPOSTEN	Nimm den Positionsposten auf und bearbeite den Positionsposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	2	0	NONE	NO	0	NONE	0	0	0	NONE	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
312	10	D_OLD_VALUES_ONLY	ONLY_COMPONENT_VALUE_CELLS_OBSERVED	G498-M280	@ACTION+CHD+Y	CH	CH+CHD+Y	PHARMA	NEHMEN · BEARBEITEN · POSTEN	DROGENPOSTEN NEHMEN · ANSATZ BEARBEITEN · DROGENPOSTEN	Nimm den Drogenposten und bearbeite den Drogenposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	2	0	NONE	NO	0	NONE	0	0	0	NONE	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
