event_id	case_id	record	statement_id	invariant_command_de	selected_card_no	body_surface	register	field_position	previous_wrapper	predicted_wrapper	observed_wrapper	post_close_field_entry	predicted_q_after_close_entry	renderer_selection_layer	renderer_predicted_surface	observed_surface	renderer_exact	resolution_class	local_exception_needed	final_surface	final_roundtrip
E003	C1	H1	H1-S001	VORRAT	PROC003	ar	HERBAL_A	MIDDLE	NONE	ch	ch	NO	NO	UNIQUE_BODY_REGISTER_POSITION	char	char	YES	BODY_REGISTER_POSITION_RULE	NO	char	YES
E004	C1	H1	H1-S001	EINTRAGEN · ARBEITSPOSTEN	PROC004	ty	HERBAL_A	MIDDLE	ch	ch	ch	NO	NO	UNIQUE_BODY_REGISTER_POSITION	chty	chty	YES	BODY_REGISTER_POSITION_RULE	NO	chty	YES
E008	C1	H1	H1-S001	ANSETZEN · ARBEITSPOSTEN	PROC008	oky	HERBAL_A	MIDDLE	NONE	NONE	NONE	NO	NO	EXPANDED_KEY_MAJORITY	oky	oky	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	oky	YES
E009	C1	H1	H1-S001	SOLLMASS	PROC009	aiin	HERBAL_A	MIDDLE	NONE	d	d	NO	NO	PREVIOUS_WRAPPER_RESOLVES	daiin	daiin	YES	PREVIOUS_WRAPPER_RULE	NO	daiin	YES
E011	C1	H1	H1-S002	ANSETZEN · ARBEITSPOSTEN	PROC011	okchy	HERBAL_A	FIRST	START	NONE	q	NO	NO	EXPANDED_KEY_MAJORITY	okchy	qokchy	NO	MEMORIZED_LOCAL_EXCEPTION	YES	qokchy	YES
E014	C1	H1	H1-S002	BEREIT · ARBEITSPOSTEN	PROC014	cthy	HERBAL_A	LAST	ch	NONE	NONE	NO	NO	UNIQUE_BODY_REGISTER_POSITION	cthy	cthy	YES	BODY_REGISTER_POSITION_RULE	NO	cthy	YES
E016	C2	H2	H2-S001	BEREIT · ARBEITSPOSTEN	PROC014	cthy	HERBAL_A	MIDDLE	NONE	NONE	NONE	NO	NO	UNIQUE_BODY_REGISTER_POSITION	cthy	cthy	YES	BODY_REGISTER_POSITION_RULE	NO	cthy	YES
E017	C2	H2	H2-S001	ANSATZ	PROC016	or	HERBAL_A	MIDDLE	NONE	ch	ch	NO	NO	EXPANDED_KEY_MAJORITY	chor	chor	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	chor	YES
E020	C2	H2	H2-S001	ARBEITSPOSTEN	PROC019	y	HERBAL_A	MIDDLE	q	d	d	NO	NO	PREVIOUS_WRAPPER_RESOLVES	dy	dy	YES	PREVIOUS_WRAPPER_RULE	NO	dy	YES
E021	C2	H2	H2-S001	ARBEITSPOSTEN	PROC019	y	HERBAL_A	MIDDLE	d	ch	ch	NO	NO	PREVIOUS_WRAPPER_RESOLVES	chy	chy	YES	PREVIOUS_WRAPPER_RULE	NO	chy	YES
E022	C2	H2	H2-S001	SOLLMASS	PROC009	aiin	HERBAL_A	MIDDLE	ch	d	t	NO	NO	EXPANDED_KEY_MAJORITY	daiin	taiin	NO	MEMORIZED_LOCAL_EXCEPTION	YES	taiin	YES
E023	C2	H2	H2-S001	ARBEITSPOSTEN	PROC019	y	HERBAL_A	LAST	t	sh	sh	NO	NO	PREVIOUS_WRAPPER_RESOLVES	shy	shy	YES	PREVIOUS_WRAPPER_RULE	NO	shy	YES
E024	C2	H2	H2-S002	DANACH · ABNEHMEN · ANSATZ	PROC020	otchor	HERBAL_A	FIRST	START	q	q	NO	NO	UNIQUE_BODY_REGISTER_POSITION	qotchor	qotchor	YES	BODY_REGISTER_POSITION_RULE	NO	qotchor	YES
E025	C2	H2	H2-S002	ANSATZ	PROC016	or	HERBAL_A	MIDDLE	q	ch	ch	NO	NO	PREVIOUS_WRAPPER_RESOLVES	chor	chor	YES	PREVIOUS_WRAPPER_RULE	NO	chor	YES
E028	C2	H2	H2-S002	FORTSETZEN · ANSATZ	PROC022	olor	HERBAL_A	MIDDLE	ch	ch	ch	NO	NO	UNIQUE_BODY_REGISTER_POSITION	cholor	cholor	YES	BODY_REGISTER_POSITION_RULE	NO	cholor	YES
E030	C2	H2	H2-S002	SOLLMASS	PROC009	aiin	HERBAL_A	MIDDLE	ch	d	d	NO	NO	EXPANDED_KEY_MAJORITY	daiin	daiin	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	daiin	YES
E031	C2	H2	H2-S002	VORRAT	PROC003	ar	HERBAL_A	LAST	d	d	d	NO	NO	UNIQUE_BODY_REGISTER_POSITION	dar	dar	YES	BODY_REGISTER_POSITION_RULE	NO	dar	YES
E033	C2	H2	H2-S003	ANSATZ	PROC016	or	HERBAL_A	MIDDLE	NONE	ch	sh	NO	NO	EXPANDED_KEY_MAJORITY	chor	shor	NO	MEMORIZED_LOCAL_EXCEPTION	YES	shor	YES
E034	C2	H2	H2-S003	ANSATZ	PROC016	or	HERBAL_A	MIDDLE	sh	ch	ch	NO	NO	PREVIOUS_WRAPPER_RESOLVES	chor	chor	YES	PREVIOUS_WRAPPER_RULE	NO	chor	YES
E035	C2	H2	H2-S003	ARBEITSPOSTEN	PROC019	y	HERBAL_A	MIDDLE	ch	ch	ch	NO	NO	PREVIOUS_WRAPPER_RESOLVES	chy	chy	YES	PREVIOUS_WRAPPER_RULE	NO	chy	YES
E037	C2	H2	H2-S003	ARBEITSPOSTEN	PROC019	y	HERBAL_A	MIDDLE	NONE	d	d	NO	NO	PREVIOUS_WRAPPER_RESOLVES	dy	dy	YES	PREVIOUS_WRAPPER_RULE	NO	dy	YES
E047	C3	H3	H3-S003	WIEDERAUFNEHMEN	PROC034	chol	HERBAL_A	FIRST	START	d	d	NO	NO	EXPANDED_KEY_MAJORITY	dchol	dchol	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	dchol	YES
E048	C3	H3	H3-S003	ARBEITSPOSTEN	PROC019	y	HERBAL_A	MIDDLE	d	ch	ch	NO	NO	PREVIOUS_WRAPPER_RESOLVES	chy	chy	YES	PREVIOUS_WRAPPER_RULE	NO	chy	YES
E050	C3	H3	H3-S003	ARBEITSPOSTEN	PROC019	y	HERBAL_A	MIDDLE	NONE	d	d	NO	NO	PREVIOUS_WRAPPER_RESOLVES	dy	dy	YES	PREVIOUS_WRAPPER_RULE	NO	dy	YES
E051	C3	H3	H3-S003	SOLLMASS	PROC009	aiin	HERBAL_A	LAST	d	d	d	NO	NO	UNIQUE_BODY_REGISTER_POSITION	daiin	daiin	YES	BODY_REGISTER_POSITION_RULE	NO	daiin	YES
E054	C3	H3	H3-S004	BEREIT · ARBEITSPOSTEN	PROC014	cthy	HERBAL_A	MIDDLE	NONE	NONE	NONE	NO	NO	UNIQUE_BODY_REGISTER_POSITION	cthy	cthy	YES	BODY_REGISTER_POSITION_RULE	NO	cthy	YES
E055	C3	H3	H3-S004	ARBEITSPOSTEN	PROC019	y	HERBAL_A	LAST	NONE	d	d	NO	NO	PREVIOUS_WRAPPER_RESOLVES	dy	dy	YES	PREVIOUS_WRAPPER_RULE	NO	dy	YES
E056	C4	H4	H4-S001	ANSETZEN · SOLLMASS	PROC038	okaiin	HERBAL_B	FIRST	START	q	q	NO	NO	UNIQUE_BODY_REGISTER_POSITION	qokaiin	qokaiin	YES	BODY_REGISTER_POSITION_RULE	NO	qokaiin	YES
E057	C4	H4	H4-S001	SOLLMASS	PROC009	aiin	HERBAL_B	MIDDLE	q	ch	ch	NO	NO	UNIQUE_BODY_REGISTER_POSITION	chaiin	chaiin	YES	BODY_REGISTER_POSITION_RULE	NO	chaiin	YES
E061	C4	H4	H4-S002	SOLLMASS	PROC009	aiin	HERBAL_B	FIRST	NONE	NONE	d	YES	NO	EXPANDED_KEY_MAJORITY	aiin	daiin	NO	MEMORIZED_LOCAL_EXCEPTION	YES	daiin	YES
E068	C4	H4	H4-S004	SOLLMASS	PROC009	aiin	HERBAL_B	FIRST	NONE	NONE	NONE	YES	NO	EXPANDED_KEY_MAJORITY	aiin	aiin	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	aiin	YES
E069	C4	H4	H4-S004	ANSETZEN · ZIELSTELLE	PROC048	okal	HERBAL_B	MIDDLE	NONE	NONE	NONE	NO	NO	UNIQUE_BODY_REGISTER_POSITION	okal	okal	YES	BODY_REGISTER_POSITION_RULE	NO	okal	YES
E071	C4	H4	H4-S004	ANSATZ	PROC016	or	HERBAL_B	MIDDLE	NONE	NONE	NONE	NO	NO	UNIQUE_BODY_REGISTER_POSITION	or	or	YES	BODY_REGISTER_POSITION_RULE	NO	or	YES
E072	C4	H4	H4-S004	ARBEITSPOSTEN	PROC019	y	HERBAL_B	MIDDLE	NONE	NONE	NONE	NO	NO	UNIQUE_BODY_REGISTER_POSITION	y	y	YES	BODY_REGISTER_POSITION_RULE	NO	y	YES
E075	C5	H5	H5-S001	ZUTAT	PROC052	o	HERBAL_A	MIDDLE	ch	ch	ch	NO	NO	UNIQUE_BODY_REGISTER_POSITION	cho	cho	YES	BODY_REGISTER_POSITION_RULE	NO	cho	YES
E077	C5	H5	H5-S001	SOLLMASS	PROC009	aiin	HERBAL_A	LAST	ch	d	d	NO	NO	UNIQUE_BODY_REGISTER_POSITION	daiin	daiin	YES	BODY_REGISTER_POSITION_RULE	NO	daiin	YES
E078	C5	H5	H5-S001	ZUTAT	PROC052	o	HERBAL_A	FIRST	START	sh	sh	NO	NO	UNIQUE_BODY_REGISTER_POSITION	sho	sho	YES	BODY_REGISTER_POSITION_RULE	NO	sho	YES
E080	C5	H5	H5-S001	DANACH · ABNEHMEN · ANSATZ	PROC020	otchor	HERBAL_A	MIDDLE	NONE	NONE	NONE	NO	NO	UNIQUE_BODY_REGISTER_POSITION	otchor	otchor	YES	BODY_REGISTER_POSITION_RULE	NO	otchor	YES
E081	C5	H5	H5-S001	ANSETZEN · ARBEITSPOSTEN	PROC008	oky	HERBAL_A	MIDDLE	NONE	NONE	ch	NO	NO	EXPANDED_KEY_MAJORITY	oky	choky	NO	MEMORIZED_LOCAL_EXCEPTION	YES	choky	YES
E082	C5	H5	H5-S001	ZIELSTELLE	PROC055	al	HERBAL_A	LAST	ch	d	d	NO	NO	UNIQUE_BODY_REGISTER_POSITION	dal	dal	YES	BODY_REGISTER_POSITION_RULE	NO	dal	YES
E083	C5	H5	H5-S002	WIEDERAUFNEHMEN	PROC034	chol	HERBAL_A	FIRST	START	d	s	NO	NO	EXPANDED_KEY_MAJORITY	dchol	schol	NO	MEMORIZED_LOCAL_EXCEPTION	YES	schol	YES
E085	C5	H5	H5-S002	ANSETZEN · ARBEITSPOSTEN	PROC008	oky	HERBAL_A	MIDDLE	ch	ch	ch	NO	NO	PREVIOUS_WRAPPER_RESOLVES	choky	choky	YES	PREVIOUS_WRAPPER_RULE	NO	choky	YES
E088	C5	H5	H5-S003	ZUTAT	PROC052	o	HERBAL_A	MIDDLE	s	ch	ch	NO	NO	UNIQUE_BODY_REGISTER_POSITION	cho	cho	YES	BODY_REGISTER_POSITION_RULE	NO	cho	YES
E091	C5	H5	H5-S004	ANSETZEN · ARBEITSPOSTEN	PROC011	okchy	HERBAL_A	FIRST	START	NONE	NONE	NO	NO	EXPANDED_KEY_MAJORITY	okchy	okchy	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	okchy	YES
E094	C5	H5	H5-S005	ZUTAT	PROC052	o	HERBAL_A	FIRST	START	sh	sh	NO	NO	UNIQUE_BODY_REGISTER_POSITION	sho	sho	YES	BODY_REGISTER_POSITION_RULE	NO	sho	YES
E095	C5	H5	H5-S005	ANSETZEN · ARBEITSPOSTEN	PROC011	okchy	HERBAL_A	MIDDLE	sh	ch	ch	NO	NO	UNIQUE_BODY_REGISTER_POSITION	chokchy	chokchy	YES	BODY_REGISTER_POSITION_RULE	NO	chokchy	YES
E100	C5	H5	H5-S006	SOLLMASS	PROC009	aiin	HERBAL_A	LAST	NONE	d	d	NO	NO	UNIQUE_BODY_REGISTER_POSITION	daiin	daiin	YES	BODY_REGISTER_POSITION_RULE	NO	daiin	YES
E102	C1	B1	B1-S002	ANSETZEN · SOLLMASS	PROC038	okaiin	OTHER_B	FIRST	q	NONE	NONE	YES	NO	PREVIOUS_WRAPPER_RESOLVES	okaiin	okaiin	YES	PREVIOUS_WRAPPER_RULE	NO	okaiin	YES
E104	C1	B1	B1-S002	ANSETZEN · ZIELSTELLE	PROC048	okal	OTHER_B	MIDDLE	NONE	NONE	NONE	NO	NO	EXPANDED_KEY_MAJORITY	okal	okal	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	okal	YES
E105	C1	B1	B1-S002	VORRAT	PROC003	ar	OTHER_B	MIDDLE	NONE	ch	s	NO	NO	EXPANDED_KEY_MAJORITY	char	sar	NO	MEMORIZED_LOCAL_EXCEPTION	YES	sar	YES
E106	C1	B1	B1-S002	FORTSETZEN	PROC013	ol	OTHER_B	MIDDLE	s	NONE	NONE	NO	NO	PREVIOUS_WRAPPER_RESOLVES	ol	ol	YES	PREVIOUS_WRAPPER_RULE	NO	ol	YES
E107	C1	B1	B1-S002	ZUDOSIEREN · PORTION	PROC069	kain	OTHER_B	MIDDLE	NONE	NONE	NONE	NO	NO	PREVIOUS_WRAPPER_RESOLVES	kain	kain	YES	PREVIOUS_WRAPPER_RULE	NO	kain	YES
E108	C1	B1	B1-S002	FORTSETZEN · ZUDOSIEREN · PORTION	PROC070	olkain	OTHER_B	MIDDLE	NONE	NONE	NONE	NO	NO	UNIQUE_BODY_REGISTER_POSITION	olkain	olkain	YES	BODY_REGISTER_POSITION_RULE	NO	olkain	YES
E109	C1	B1	B1-S002	ZIELSTELLE	PROC055	al	OTHER_B	MIDDLE	NONE	NONE	NONE	NO	NO	PREVIOUS_WRAPPER_RESOLVES	al	al	YES	PREVIOUS_WRAPPER_RULE	NO	al	YES
E110	C1	B1	B1-S002	FORTSETZEN	PROC013	ol	OTHER_B	MIDDLE	NONE	NONE	NONE	NO	NO	EXPANDED_KEY_MAJORITY	ol	ol	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	ol	YES
E113	C1	B1	B1-S002	FORTSETZEN · ANSATZ	PROC022	olor	OTHER_B	FIRST	START	NONE	NONE	NO	NO	UNIQUE_BODY_REGISTER_POSITION	olor	olor	YES	BODY_REGISTER_POSITION_RULE	NO	olor	YES
E114	C1	B1	B1-S002	FORTSETZEN	PROC013	ol	OTHER_B	MIDDLE	NONE	NONE	NONE	NO	NO	EXPANDED_KEY_MAJORITY	ol	ol	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	ol	YES
E116	C1	B1	B1-S002	SOLLMASS	PROC009	aiin	OTHER_B	MIDDLE	sh	d	d	NO	NO	PREVIOUS_WRAPPER_RESOLVES	daiin	daiin	YES	PREVIOUS_WRAPPER_RULE	NO	daiin	YES
E118	C1	B1	B1-S002	SOLLMASS	PROC009	aiin	OTHER_B	MIDDLE	q	d	d	NO	NO	PREVIOUS_WRAPPER_RESOLVES	daiin	daiin	YES	PREVIOUS_WRAPPER_RULE	NO	daiin	YES
E119	C1	B1	B1-S002	DURCHLASSKANAL · ARBEITSPOSTEN	PROC075	ckhy	OTHER_B	MIDDLE	d	ch	ch	NO	NO	PREVIOUS_WRAPPER_RESOLVES	chckhy	chckhy	YES	PREVIOUS_WRAPPER_RULE	NO	chckhy	YES
E120	C1	B1	B1-S002	UMSETZEN; SCHLUSS	PROC076	chedy	OTHER_B	LAST	ch	s	s	NO	NO	UNIQUE_BODY_REGISTER_POSITION	schedy	schedy	YES	BODY_REGISTER_POSITION_RULE	NO	schedy	YES
E121	C1	B1	B1-S003	FORTSETZEN	PROC013	ol	OTHER_B	ONLY	s	q	q	YES	YES	UNIQUE_BODY_REGISTER_POSITION	qol	qol	YES	BODY_REGISTER_POSITION_RULE	NO	qol	YES
E124	C1	B1	B1-S004	FORTSETZEN	PROC013	ol	OTHER_B	MIDDLE	che	NONE	NONE	NO	NO	PREVIOUS_WRAPPER_RESOLVES	ol	ol	YES	PREVIOUS_WRAPPER_RULE	NO	ol	YES
E125	C1	B1	B1-S004	ABSETZEN; SCHLUSS	PROC078	edy	OTHER_B	LAST	NONE	sh	sh	NO	NO	PREVIOUS_WRAPPER_RESOLVES	shedy	shedy	YES	PREVIOUS_WRAPPER_RULE	NO	shedy	YES
E126	C1	B1	B1-S005	FORTSETZEN · UMSETZEN; SCHLUSS	PROC079	olchedy	OTHER_B	ONLY	sh	q	q	YES	YES	UNIQUE_BODY_REGISTER_POSITION	qolchedy	qolchedy	YES	BODY_REGISTER_POSITION_RULE	NO	qolchedy	YES
E127	C1	B1	B1-S006	ANSETZEN · PORTION	PROC080	okain	OTHER_B	FIRST	q	q	q	YES	YES	PREVIOUS_WRAPPER_RESOLVES	qokain	qokain	YES	PREVIOUS_WRAPPER_RULE	NO	qokain	YES
E128	C1	B1	B1-S006	DURCHLASSKANAL · ARBEITSPOSTEN	PROC075	ckhy	OTHER_B	MIDDLE	q	sh	sh	NO	NO	PREVIOUS_WRAPPER_RESOLVES	shckhy	shckhy	YES	PREVIOUS_WRAPPER_RULE	NO	shckhy	YES
E132	C1	B1	B1-S008	ARBEITSPOSTEN	PROC019	y	OTHER_B	FIRST	q	che	che	YES	NO	UNIQUE_BODY_REGISTER_POSITION	chey	chey	YES	BODY_REGISTER_POSITION_RULE	NO	chey	YES
E133	C1	B1	B1-S008	FORTSETZEN	PROC013	ol	OTHER_B	MIDDLE	che	NONE	NONE	NO	NO	PREVIOUS_WRAPPER_RESOLVES	ol	ol	YES	PREVIOUS_WRAPPER_RULE	NO	ol	YES
E135	C1	B1	B1-S008	FORTSETZEN	PROC013	ol	OTHER_B	MIDDLE	che	NONE	NONE	NO	NO	PREVIOUS_WRAPPER_RESOLVES	ol	ol	YES	PREVIOUS_WRAPPER_RULE	NO	ol	YES
E136	C1	B1	B1-S008	ABSETZEN; SCHLUSS	PROC078	edy	OTHER_B	LAST	NONE	sh	sh	NO	NO	PREVIOUS_WRAPPER_RESOLVES	shedy	shedy	YES	PREVIOUS_WRAPPER_RULE	NO	shedy	YES
E139	C1	B1	B1-S011	DURCHLASSKANAL · ARBEITSPOSTEN	PROC075	ckhy	OTHER_B	FIRST	q	ch	ch	YES	NO	UNIQUE_BODY_REGISTER_POSITION	chckhy	chckhy	YES	BODY_REGISTER_POSITION_RULE	NO	chckhy	YES
E142	C1	B1	B1-S012	ANSETZEN · KURZ · ARBEITSPOSTEN	PROC085	okey	OTHER_B	MIDDLE	NONE	q	q	NO	NO	UNIQUE_BODY_REGISTER_POSITION	qokey	qokey	YES	BODY_REGISTER_POSITION_RULE	NO	qokey	YES
E148	C1	B1	B1-S014	FORTSETZEN	PROC013	ol	OTHER_B	MIDDLE	NONE	NONE	q	NO	NO	EXPANDED_KEY_MAJORITY	ol	qol	NO	MEMORIZED_LOCAL_EXCEPTION	YES	qol	YES
E152	C1	B1	B1-S016	ANSETZEN · ZIELSTELLE	PROC048	okal	OTHER_B	FIRST	NONE	q	q	YES	YES	UNIQUE_BODY_REGISTER_POSITION	qokal	qokal	YES	BODY_REGISTER_POSITION_RULE	NO	qokal	YES
E153	C1	B1	B1-S016	ANSETZEN · LANG · ARBEITSPOSTEN	PROC092	okeey	OTHER_B	MIDDLE	q	q	NONE	NO	NO	EXPANDED_KEY_MAJORITY	qokeey	okeey	NO	MEMORIZED_LOCAL_EXCEPTION	YES	okeey	YES
