event_id	statement_id	page	visible_owner	visible_surface	master_card_id	whole_sign_class	whole_sign_value_de	statement_position	terminal_status	previous_instruction_de	next_instruction_de
E001	H1-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dchey	MC071	CONTENT_OR_PRODUCT_SIGN	Wurzel	FIRST	NONCLOSE	STATEMENT_START	den Ansatz bereitstellen
E010	H1-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	etyd	MC108	CONTENT_OR_PRODUCT_SIGN	kleiner Rest	LAST	NONCLOSE	Sollmaß	STATEMENT_END
E039	H3-S001	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tshol	MC098	CONTENT_OR_PRODUCT_SIGN	Kochgut	FIRST	NONCLOSE	STATEMENT_START	Sudansatz
E040	H3-S001	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	schoal	MC049	CONTENT_OR_PRODUCT_SIGN	Sudansatz	MIDDLE	NONCLOSE	Kochgut	auswringen
E041	H3-S001	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cfhy	MC129	INTERNAL_OPERATION_SIGN	auswringen	MIDDLE	NONCLOSE	Sudansatz	eine vorgeschriebene Stehzeit einhalten
E043	H3-S001	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cphy	MC156	INTERNAL_OPERATION_SIGN	nachseihen	MIDDLE	NONCLOSE	eine vorgeschriebene Stehzeit einhalten	Klarlauf
E044	H3-S001	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shey	MC119	CONTENT_OR_PRODUCT_SIGN	Klarlauf	MIDDLE	NONCLOSE	nachseihen	kalt stellen; Schluss
E045	H3-S001	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tchody	MC037	TERMINAL_OPERATION_SIGN	kalt stellen; Schluss	LAST	TERMINAL	Klarlauf	STATEMENT_END
E063	H4-S002	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	talam	MC160	TERMINAL_OPERATION_SIGN	verwahren; Schluss	LAST	TERMINAL	überführen	STATEMENT_END
E086	H5-S002	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cheeckhody	MC099	TERMINAL_OPERATION_SIGN	auftragen; Schluss	LAST	TERMINAL	einsetzen	STATEMENT_END
E087	H5-S003	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sh	MC114	CONTENT_OR_PRODUCT_SIGN	Stängel	FIRST	NONCLOSE	STATEMENT_START	EINGABE_ODER_BEDINGUNG
E097	H5-S005	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sotodan	MC068	OPEN_HANDOFF_SIGN	zur Folgeanwendung weiterführen	LAST	NONCLOSE	bearbeiteter Quellauszug	STATEMENT_END
E112	B1-S002	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	dl	MC012	CONTENT_OR_PRODUCT_SIGN	Zusatz	MIDDLE	NONCLOSE	Anschluss	derselbe Ansatz
E122	B1-S003	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	sshkchdy	MC061	TERMINAL_OPERATION_SIGN	übertragen; Schluss	LAST	TERMINAL	weiter	STATEMENT_END
E129	B1-S006	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	dl	MC012	CONTENT_OR_PRODUCT_SIGN	Zusatz	MIDDLE	NONCLOSE	durchleiten	Zielmarke
E150	B1-S015	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	ytey	MC109	CONTENT_OR_PRODUCT_SIGN	Kurzteil	FIRST	NONCLOSE	STATEMENT_START	vorigen Posten überführen; Schluss
E159	B1-S018	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	ly	MC118	CONTENT_OR_PRODUCT_SIGN	Auffanggefäß	FIRST	NONCLOSE	STATEMENT_START	Kurzhalt
E189	B2-S007	f82r	mittlere linke Geräte-/Inline-Knotenstation	dshedy	MC138	TERMINAL_OPERATION_SIGN	Frischwasser zugeben; Schluss	ONLY	TERMINAL	STATEMENT_START	STATEMENT_END
E197	B2-S010	f82r	mittlere linke Geräte-/Inline-Knotenstation	cheey	MC119	CONTENT_OR_PRODUCT_SIGN	Klarlauf	LAST	NONCLOSE	Auslass	STATEMENT_END
E203	B2-S012	f82r	unteres grünes Mehrfigurenfeld	cheey	MC119	CONTENT_OR_PRODUCT_SIGN	Klarlauf	MIDDLE	NONCLOSE	Abführgut	kurz vorbereiten
E216	B2-S016	f82r	lokale Randstationen des unteren Feldes	ches	MC152	INTERNAL_OPERATION_SIGN	teilen	MIDDLE	NONCLOSE	Quellabführung	Sollmaß
E225	B2-S019	f82r	lokale Randstationen des unteren Feldes	rshedy	MC084	TERMINAL_OPERATION_SIGN	Vollwaschung; Schluss	ONLY	TERMINAL	STATEMENT_START	STATEMENT_END
E326	B4-S004	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	qokylddy	MC164	TERMINAL_OPERATION_SIGN	befestigen; Schluss	ONLY	TERMINAL	STATEMENT_START	STATEMENT_END
E327	B4-S005	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	dain	MC059	CONTENT_OR_PRODUCT_SIGN	Einlage	FIRST	NONCLOSE	STATEMENT_START	überführen
E344	B4-S011	f83r	linke offene Fransen-/Unterlaufstation	lkedy	MC124	TERMINAL_OPERATION_SIGN	weiter abziehen; Schluss	LAST	TERMINAL	weiter	STATEMENT_END
E353	B4-S015	f83r	linke offene Fransen-/Unterlaufstation	shey	MC119	CONTENT_OR_PRODUCT_SIGN	Klarlauf	MIDDLE	NONCLOSE	Anteil zugeben	Portion
E374	B6-S001	f83r	rechter S-Lauf-/Mehrarm-Endposten	qekey	MC052	INTERNAL_OPERATION_SIGN	kurz bearbeiten	MIDDLE	NONCLOSE	Langsammlung	Endposten
E379	B6-S001	f83r	rechter S-Lauf-/Mehrarm-Endposten	dain	MC059	CONTENT_OR_PRODUCT_SIGN	Einlage	MIDDLE	NONCLOSE	weiter	dies
