profile	event_serial	statement_id	record_unit_id	page	teaching_layer	master_card_id	card_value_de	observed_surface	rendered_surface	surface_changed	recovered_master_card_id	roundtrip
MASTER_BARE	1	H1-S001	H1	f10r	ATOMIC_LOCAL_NOMENCLATOR	MC071	Grundteil	dchey	dchey	NO	MC071	PASS
MASTER_BARE	2	H1-S001	H1	f10r	ATOMIC_LOCAL_NOMENCLATOR	MC158	Vorbereitung	cthoor	cthoor	NO	MC158	PASS
MASTER_BARE	3	H1-S001	H1	f10r	SHARED_DECK	MC055	davon	char	char	NO	MC055	PASS
MASTER_BARE	4	H1-S001	H1	f10r	SHARED_DECK	MC086	Anteil	chty	chety	YES	MC086	PASS
MASTER_BARE	5	H1-S001	H1	f10r	ATOMIC_LOCAL_NOMENCLATOR	MC159	Aufnahmegefäß	os	os	NO	MC159	PASS
MASTER_BARE	6	H1-S001	H1	f10r	ATOMIC_LOCAL_NOMENCLATOR	MC014	Zuguss	chair	chair	NO	MC014	PASS
MASTER_BARE	7	H1-S001	H1	f10r	ATOMIC_LOCAL_NOMENCLATOR	MC069	Folgeteil	otytchol	otytchol	NO	MC069	PASS
MASTER_BARE	8	H1-S001	H1	f10r	SHARED_DECK	MC026	einsetzen	oky	oky	NO	MC026	PASS
MASTER_BARE	9	H1-S001	H1	f10r	SHARED_DECK	MC039	Sollmaß	daiin	aiin	YES	MC039	PASS
MASTER_BARE	10	H1-S001	H1	f10r	ATOMIC_LOCAL_NOMENCLATOR	MC108	Kurzteil	etyd	etyd	NO	MC108	PASS
MASTER_BARE	11	H1-S002	H1	f10r	SHARED_DECK	MC103	weiterbearbeiten	qokchy	okchy	YES	MC103	PASS
MASTER_BARE	12	H1-S002	H1	f10r	ATOMIC_LOCAL_NOMENCLATOR	MC163	Weitergang	qotchol	qotchol	NO	MC163	PASS
MASTER_BARE	13	H1-S002	H1	f10r	SHARED_DECK	MC153	weiter	chol	ol	YES	MC153	PASS
MASTER_BARE	14	H1-S002	H1	f10r	SHARED_DECK	MC161	bereit	cthy	cthy	NO	MC161	PASS
