source_entity_id	source_reading_id	surface	original_working_meaning_de	occurrence_count	page_count	issue_cluster	repair_queue_rank	repair_queue	exact_normalized_master_card_links	master_card_automatic_score_credit	disposition	repair_mode	resolved_debt_atom	v88_reading_id	v88_lexical_core_de	v88_context_realization_de	old_score	old_level	new_lexical_score	new_lexical_level	new_context_score	new_context_level	historical_confirmation	positive_evidence_de	counterevidence_de	v88_audit_decision	v88_evidence_class	v88_open_semantic_slots
AR001	adeeody#1	adeeody	gleicher abgemessener Teil der fertigen Zubereitung	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	adeeody#1	gleicher abgemessener Teil der fertigen Zubereitung	gleicher abgemessener Teil der fertigen Zubereitung	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Auszug|Charge	HELD_FOR_LATER_REPAIR	INHERITED_V87	NOT_EVALUATED
AR002	aiiin#1	aiiin	Menge IV	1	1	NO_LISTED_DEBT_LOW_OR_RIVAL	5	ABSTRACT_VALUE_AXIS	0	0	REVISED_IN_V88	VALUE_AXIS_MOVED_TO_CONTEXT	CORE_CONTEXT_AXIS_CONFLATION	aiiin#1	Wert IV	Menge IV	36	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	GDT626 bindet drei geschriebene i-Minime an Wert IV; GDT627 bindet die nackte A-Leiter an Werte I-IV; GDT690 waehlt an der einzigen aktiven Stelle Menge gegen den Rivalen Klassenwert IV.	Der Werttraeger benennt weder global eine Menge noch ein gezaehltes Objekt oder eine historische Einheit; Menge gilt nur an P052.	REVISE	EXACT_VALUE_CELL_PLUS_LOCAL_AXIS	VALUE_AXIS|COUNTED_OBJECT|HISTORICAL_UNIT
AR003	aiijy#1	aiijy	in drei Bündel abfüllen und schließen	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	aiijy#1	in drei Bündel abfüllen und schließen	in drei Bündel abfüllen und schließen	23	W1_WEAK_WORKING	23	W1_WEAK_WORKING	23	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE; LOW/EXPLORATORY-Provenienz bleibt sichtbar	HELD_FOR_LATER_REPAIR	INHERITED_V87	NOT_EVALUATED
AR006	aiir#1	aiir	Drogenanteil III	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	aiir#1	Drogenanteil III	Drogenanteil III	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Ansatzfraktion III	HELD_FOR_LATER_REPAIR	INHERITED_V87	NOT_EVALUATED
AR007	airoy#1	airoy	Grundansatz aus Drogenanteil II	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	airoy#1	Grundansatz aus Drogenanteil II	Grundansatz aus Drogenanteil II	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Drogenanteil II als Grundansatz	HELD_FOR_LATER_REPAIR	INHERITED_V87	NOT_EVALUATED
AR012	araram#1	araram	Drogenanteil I; davon ein Maß	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	araram#1	Drogenanteil I; davon ein Maß	Drogenanteil I; davon ein Maß	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: ein Maß des Unteranteils I des Drogenanteils I	HELD_FOR_LATER_REPAIR	INHERITED_V87	NOT_EVALUATED
AR013	arl#1	arl	Anteil I der Holzdroge	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	arl#1	Anteil I der Holzdroge	Anteil I der Holzdroge	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: erste Holzdrogenfraktion; lebender Rivale: Drogenanteil I; ein Pfund	HELD_FOR_LATER_REPAIR	INHERITED_V87	NOT_EVALUATED
AR015	chair#1	chair	trockener Drogenanteil II	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chair#1	trockener Drogenanteil II	trockener Drogenanteil II	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Anteil II des Trockenguts	HELD_FOR_LATER_REPAIR	INHERITED_V87	NOT_EVALUATED
AR017	char#1	char	trockener Drogenanteil I	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	char#1	trockener Drogenanteil I	trockener Drogenanteil I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Trockenfraktion I; lebender Rivale: Anteil I des Trockenguts	HELD_FOR_LATER_REPAIR	INHERITED_V87	NOT_EVALUATED
AR022	chdar#1	chdar	abgemessener trockener Drogenanteil I	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chdar#1	abgemessener trockener Drogenanteil I	abgemessener trockener Drogenanteil I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: abgemessene Trockenfraktion I, Anfangsstufe; lebender Rivale: abgemessener Anteil I des Trockenguts	HELD_FOR_LATER_REPAIR	INHERITED_V87	NOT_EVALUATED
