binding_id	source_reading_id	source_gdt	evidence_path	selector	field_assertions	evidence_role	score_credit_family_ids	normalization_class	matched_row_fingerprint_sha256	source_row_match	evidence_status	historical_confirmation
B01_AIIIN_MINIM	aiiin#1	GDT626	experiments/yolo/gdt626_mobile_operation_lexicon/artifacts/MINIM_SUFFIX_OCCURRENCES.tsv	occurrence_id=G626-M00446	surface=aiiin;head=a;written_i_minims=3;working_value=4;working_roman=IV;triple_reading_token_stable=1	VALUE_CELL	F_N	EXACT_MINIM_VALUE_IV	8c828a52ee0941adfe449a42adc2a6f8a4b92239644072d6a0554db071a49e24	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B02_AIIIN_HEAD	aiiin#1	GDT627	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	head=a;root_before_a=BARE	role=BARE_VALUE;occurrences=585;pages=111;values=I|II|III|IV;count_IV=42;default_policy=COMPOSE	VALUE_HEAD	NONE	BARE_AXIS_OPEN	0506f4e70b9866b479baed8726a10469a6eafe68c3e28e8745481aba0a628b85	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B03_AIIIN_LOCAL	aiiin#1	GDT690	experiments/yolo/gdt690_noun_ordinal_provenance_main_apparatus/artifacts/V63_479_TOKEN_NOUN_BINDING.tsv	page=f105v;locus=f105v.14;token_ordinal=6	surface=aiiin;renderer_rule_id=N024;renderer_changed=1;selected_head_de=Menge;live_rivals_de=Klassenwert IV;provenance_tier=LOCAL_VALUE_SELECTION__UPSTREAM_CARD_UNEXPORTED;upstream_source_match=NONE;upstream_source_records=0	LOCAL_AXIS	NONE	EXACT_LOCAL_AMOUNT_SELECTION	0f1c067eb45ca62cd4bcb0d648515dced0fedd003c0e863999392ceaf290567e	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B04_AIIIN_LINE	aiiin#1	GDT682	experiments/yolo/gdt682_final_seven_hole_line_completion/artifacts/V56_51_LINE_READER.tsv	locus=f105v.14	page=f105v;token_count=10;complete=1;zl3b_line=pchedaiin chckhdy qokaiir olpchedy olord aiiin tail odar kard chtchy	LOCAL_LINE	NONE	EXACT_ADMITTED_LINE	bd9c0b3e8f5bcd2a1fd0c12966b6fc94e94f01dd5c6bb6da5797f6abc30fe537	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B05_YDAIIN_MINIM	ydaiin#1	GDT626	experiments/yolo/gdt626_mobile_operation_lexicon/artifacts/MINIM_SUFFIX_OCCURRENCES.tsv	occurrence_id=G626-M00291	surface=ydaiin;head=yda;written_i_minims=2;working_value=3;working_roman=III;triple_reading_token_stable=1	VALUE_CELL	F_N	EXACT_MINIM_VALUE_III	3e4274adf616fe368b4d72839feba9aeff9c328fd47de86759dac1ec337f433d	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B06_YDAIIN_HEAD	ydaiin#1	GDT627	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	head=yda;root_before_a=yd	role=OPEN_VALUE_HEAD;occurrences=18;pages=18;values=II|III;count_III=14;triple_stable_occurrences=18;default_policy=KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY	VALUE_HEAD	NONE	OPEN_REFERENCE_VALUE_HEAD	3ec44acc77f80d889bc196fe1eb0f62c56883c66e86f76035f6d085f6a5bdcd0	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B07_YDAIIN_SOURCE	ydaiin#1	GDT662	experiments/yolo/gdt662_seventy_six_residual_family_completion/artifacts/TARGET_DECISION_DECK.tsv	decision_id=G662-D28	surface=ydaiin;family=MEASURE;card_type=PRODUCTIVE_COMPOUND;composition=Y_REFERENCE+DAIIN_DOSE_III;occurrences=14;lines=14;pages=14;reader_exact_occurrences=14;split_normalized_occurrences=14	REFERENCE_FRAME	NONE	REMOVE_UNSUPPORTED_DOSE_AXIS	09683fa2f488925a35c178b3504002a17745b8213972fc3e8a30ed69ff23ffa0	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B08_YDAIIN_VALUE	ydaiin#1	GDT686	experiments/yolo/gdt686_v59_dain_daiin_qodaiin_value_head_dispatch/artifacts/SURFACE_VALUE_DISPATCH_SUMMARY.tsv	surface=daiin	composition=D+A+III;occurrences=721;pages=169;loci=638;triple_reader_exact_occurrences=602;direct_quality_grade=64;direct_part_or_material_amount=48;bare_ol_axis_open=8;outer_or_qod_head_open=601	VALUE_AXIS_DISPATCH	NONE	VALUE_PORTABLE_AXIS_OPEN	8d9cb87d6f748d8b4fcdcfd7b66fef6d1e0f7a7999ded60ea5cf8a3a33fed370	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B09_YDAIIN_LINE	ydaiin#1	GDT682	experiments/yolo/gdt682_final_seven_hole_line_completion/artifacts/V56_51_LINE_READER.tsv	locus=f104v.2	page=f104v;token_count=10;complete=1;zl3b_line=ychedaiin qoteed chockhy otaiin ydaiin qokamdy otarar alched otair oram	LOCAL_LINE	NONE	EXACT_ADMITTED_LINE	4365362f5a406c5bca7a2f34239ec24bebdc116c69bb971cfab74b28db49f2ca	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
B10_DOLD_ACTION	dold#1	GDT678	experiments/yolo/gdt678_seventeen_two_hole_family_completion/artifacts/TARGET_FAMILY_CARDS.tsv	card_rank=20;surface=dold	family=MEASURE_MATERIAL_CLOSE;card_type=PRODUCTIVE_COMPOUND;composition=D_MEASURE+OL_MATERIAL+D_TERM_CLOSE;observed_occurrences=2;observed_pages=2;both_exact=0;it2a_only_exact=2;context_holds=2;licensed_actions=2	ACTION_CORE	NONE	REMOVE_OL_PATIENT_IDENTITY	bdf126836487cf2e6a4a69fe4d78029c970a755ec61d7f510ea61e637eee0050	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
